# _root_ Οι επεμβατική αντιμετώπιση της διέγερσης των πυρήνων , που γίνεται και στην Ελλάδα , γίνεται στις περιπτώσεις που οι ασθενείς έχουν κορεστεί από τα φάρμακα .
#goldHeads=3,3,15,5,3,7,5,10,10,3,13,10,12,10,0,15,16,22,20,22,22,17,22,25,23,0,
#predictedHeads=3,3,0,5,3,7,5,10,10,7,12,10,12,15,0,15,16,22,20,22,22,17,22,25,23,0,
(3,15),(15,18),-0.322238 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.316519 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.531759 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.263214 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-0.234655 # DEPENDENCYPART_GRANDPAR
(3,15),(15,25),-0.53684 # DEPENDENCYPART_GRANDPAR
(3,15),(15,26),-0.681344 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.305868 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.613834 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.230866 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),0.126738 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.260831 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.811236 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.750269 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.481512 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.656439 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.387428 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.394498 # DEPENDENCYPART_GRANDPAR
(3,18),(18,25),-0.745103 # DEPENDENCYPART_GRANDPAR
(3,22),(22,2),-0.275461 # DEPENDENCYPART_GRANDPAR
(3,22),(22,3),-0.718611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,22),(22,5),0.152658 # DEPENDENCYPART_GRANDPAR
(3,22),(22,7),0.159373 # DEPENDENCYPART_GRANDPAR
(3,22),(22,8),0.0206815 # DEPENDENCYPART_GRANDPAR
(3,22),(22,9),0.176455 # DEPENDENCYPART_GRANDPAR
(3,22),(22,10),0.160235 # DEPENDENCYPART_GRANDPAR
(3,22),(22,11),-0.0297278 # DEPENDENCYPART_GRANDPAR
(3,22),(22,12),0.172199 # DEPENDENCYPART_GRANDPAR
(3,22),(22,13),-0.369209 # DEPENDENCYPART_GRANDPAR
(3,22),(22,14),-0.105185 # DEPENDENCYPART_GRANDPAR
(3,22),(22,15),-0.100643 # DEPENDENCYPART_GRANDPAR
(3,22),(22,16),-0.206232 # DEPENDENCYPART_GRANDPAR
(3,22),(22,17),-0.761728 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),0.0303722 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),-0.707839 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),-0.459817 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.36352 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.267564 # DEPENDENCYPART_GRANDPAR
(3,22),(22,24),-0.801958 # DEPENDENCYPART_GRANDPAR
(3,22),(22,25),-0.554735 # DEPENDENCYPART_GRANDPAR
(3,22),(22,26),-0.698417 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.621682 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.430237 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.00369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-0.122808 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.623132 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.506078 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.117911 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.06888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.187996 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.490643 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.488081 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.601265 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.683258 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.710421 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.892208 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.936831 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.62713 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.11384 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.04583 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.506583 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.411827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.882066 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0307911 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.477479 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.000716529 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.929564 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.970722 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.437066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,7),0.443815 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.480451 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.151237 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.125699 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.22045 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.276293 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.152144 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.451798 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.532716 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.60941 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.526402 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.739444 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.289045 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.525874 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.961134 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.929182 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.470679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.830519 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.410202 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.111553 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.362496 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.0217444 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.00492714 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.000469216 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.0317483 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.125276 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.248734 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.376847 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.0957742 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.116038 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.208513 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.251424 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.961134 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.929182 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.470679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,7),0.410202 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.111553 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.362496 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),0.241667 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.0346179 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.0555437 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.292938 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.0193753 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.248734 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.254189 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.376847 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.403743 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.490786 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.0403587 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.303736 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-0.264581 # DEPENDENCYPART_GRANDPAR
(5,15),(15,26),-0.624323 # DEPENDENCYPART_GRANDPAR
(5,22),(22,2),-0.961131 # DEPENDENCYPART_GRANDPAR
(5,22),(22,3),-0.935667 # DEPENDENCYPART_GRANDPAR
(5,22),(22,5),-0.477993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,22),(22,7),0.402887 # DEPENDENCYPART_GRANDPAR
(5,22),(22,8),0.112905 # DEPENDENCYPART_GRANDPAR
(5,22),(22,9),0.344601 # DEPENDENCYPART_GRANDPAR
(5,22),(22,10),0.234236 # DEPENDENCYPART_GRANDPAR
(5,22),(22,11),-0.0442092 # DEPENDENCYPART_GRANDPAR
(5,22),(22,12),-0.0538497 # DEPENDENCYPART_GRANDPAR
(5,22),(22,13),-0.300252 # DEPENDENCYPART_GRANDPAR
(5,22),(22,14),-0.0180239 # DEPENDENCYPART_GRANDPAR
(5,22),(22,15),0.0118958 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),-0.281818 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),-0.556784 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),-0.0242369 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),-0.647164 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.547041 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-0.322547 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.336644 # DEPENDENCYPART_GRANDPAR
(5,22),(22,24),-0.786033 # DEPENDENCYPART_GRANDPAR
(5,22),(22,25),-0.282476 # DEPENDENCYPART_GRANDPAR
(5,22),(22,26),-0.641397 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.968578 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.490336 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.321488 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.00541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,1),-0.970025 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.96519 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.536562 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.575964 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.121185 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.0706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.25108 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.612123 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.768077 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.820031 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-0.480598 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.38868 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.03082 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.861973 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.438785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.608114 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.275278 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0618084 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.305269 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.400243 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.0567848 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.426484 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.510908 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.557961 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.483198 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.645555 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.142514 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.386676 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.14795 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.145749 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.523438 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.0138478 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.42025 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.98928 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.820433 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.652865 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.472398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.351117 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),1.45106 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.0421456 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0798914 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.123481 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.0636105 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.234886 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.223419 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.325398 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.126634 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.167146 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.14033 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.0786961 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.0594965 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.272171 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.0505042 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.0761786 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.014545 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.852732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,10),-0.177443 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.199237 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.42105 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.337616 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.426721 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.484597 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-0.456125 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.0594965 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.272171 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.0664611 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.0918228 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.149785 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.0145445 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.852732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,10),-0.177443 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.42105 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.337616 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-0.456125 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.0594965 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.272171 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.0918228 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.0396412 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.233836 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.852732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.259237 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.177443 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.411696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.208995 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),0.0465602 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.0692123 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.744001 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.608703 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.581886 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.716241 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.520253 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.393389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.311355 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.193148 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.0808569 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0627652 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.0192975 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.0208712 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.0600862 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.0936216 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.764291 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.665568 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.638752 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.707814 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.577118 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.183742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.320423 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.543191 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0524166 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.0204611 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.0897784 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.0567903 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.0432629 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.159567 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.023837 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),0.0399227 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.0557363 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.34612 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.293289 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.0524719 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0324488 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.0364446 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),0.183731 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.338429 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0118956 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.0929429 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.139794 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.646214 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.619398 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.557764 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.170339 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0692091 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.30353 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.146109 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.109229 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.402065 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.233927 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.0417224 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.238473 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.0699842 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),0.105961 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.13899 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.120921 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.140329 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),0.0833032 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.0279269 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.390736 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),-0.501307 # DEPENDENCYPART_GRANDPAR
(8,18),(18,9),0.222251 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),0.117014 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),0.10202 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.328947 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.237031 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.218009 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),0.00689767 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.114567 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.409645 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),-0.59447 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.314715 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),0.0156623 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.271602 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),0.0548032 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.39667 # DEPENDENCYPART_GRANDPAR
(8,20),(20,25),-0.565913 # DEPENDENCYPART_GRANDPAR
(8,21),(21,2),-0.744125 # DEPENDENCYPART_GRANDPAR
(8,21),(21,3),-0.618214 # DEPENDENCYPART_GRANDPAR
(8,21),(21,5),-0.591398 # DEPENDENCYPART_GRANDPAR
(8,21),(21,7),-0.529764 # DEPENDENCYPART_GRANDPAR
(8,21),(21,8),-0.377433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,21),(21,9),0.292844 # DEPENDENCYPART_GRANDPAR
(8,21),(21,10),0.359634 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),0.305536 # DEPENDENCYPART_GRANDPAR
(8,21),(21,12),0.00971179 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),-0.120836 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),0.100116 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),0.199461 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),0.0176411 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.304462 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),0.0568533 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.283988 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.161216 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.112512 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.386956 # DEPENDENCYPART_GRANDPAR
(8,21),(21,25),-0.531008 # DEPENDENCYPART_GRANDPAR
(8,22),(22,2),-0.744 # DEPENDENCYPART_GRANDPAR
(8,22),(22,3),-0.615188 # DEPENDENCYPART_GRANDPAR
(8,22),(22,5),-0.588372 # DEPENDENCYPART_GRANDPAR
(8,22),(22,7),-0.526739 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-0.38512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,9),0.308857 # DEPENDENCYPART_GRANDPAR
(8,22),(22,10),0.3442 # DEPENDENCYPART_GRANDPAR
(8,22),(22,11),0.263927 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),0.00327073 # DEPENDENCYPART_GRANDPAR
(8,22),(22,13),-0.156796 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),0.0924293 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),0.184027 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),0.0134244 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-0.340423 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),0.0559895 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.298406 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.181693 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),0.223817 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.355843 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),-0.192154 # DEPENDENCYPART_GRANDPAR
(8,22),(22,25),-0.52583 # DEPENDENCYPART_GRANDPAR
(8,22),(22,26),-0.173822 # DEPENDENCYPART_GRANDPAR
(8,23),(23,21),0.18851 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-0.232877 # DEPENDENCYPART_GRANDPAR
(8,23),(23,25),-0.527804 # DEPENDENCYPART_GRANDPAR
(8,23),(23,26),-0.188652 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.699721 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.415563 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.442688 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.29297 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.611191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.294376 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.694776 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.863507 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.00952 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.592035 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.69392 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.8556 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.832322 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.51917 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.79979 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.495363 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-0.517944 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.09618 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.767286 # DEPENDENCYPART_GRANDPAR
