# _root_ Ανησυχώ μήπως η διακρατική συνεργασία στον τομέα της εκπαίδευσης , δηλαδή η διακυβερνητική πτυχή , παραγκωνίσει την κοινοτική προσέγγιση .
#goldHeads=0,1,5,5,11,5,6,9,7,11,16,14,14,11,16,2,19,19,16,0,
#predictedHeads=0,1,5,5,1,5,6,9,7,11,1,14,14,16,16,0,19,19,16,0,
(15,6),(15,13),-0.0562522 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0305371 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.0733225 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.0601402 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.11687 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.00383827 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.019927 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.00383382 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0239497 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.0218986 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.210899 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0199184 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0037193 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0249925 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0249946 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.214365 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.021302 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0894987 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.239077 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.119757 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0223288 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.025001 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.215629 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0139112 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.00673599 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.00860057 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.00991223 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.0621629 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.0739885 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.00719247 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0779815 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.0735011 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.00752377 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0120219 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0623498 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0621629 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0747031 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.00752377 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.00548551 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0164693 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.0150007 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.0376651 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0272358 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.00827235 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.00884143 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.00211547 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.00848286 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.00487624 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0358642 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0299526 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0272358 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.00367656 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.00487624 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0106743 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0270553 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0122442 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.0474383 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0557424 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0181148 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.062688 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0555296 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.00230779 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0372051 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0494149 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0283665 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0567316 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.00230779 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.000953357 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.0931976 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.00269559 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.0410685 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0255083 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.19119 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.18103 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0445889 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0222195 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0867498 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.058565 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.182231 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.0445889 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0334837 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.024865 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0106789 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0174277 # DEPENDENCYPART_SIBL
(16,6),(16,7),-9.55903e-05 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.00465119 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.0228981 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0318143 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0438148 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.00635095 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.00350254 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.0228981 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.00903133 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.00123385 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.0151718 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.0303494 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.183991 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0434529 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.0277367 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0897278 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.061552 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.185192 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0434529 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0301562 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.0172182 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0159527 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.019552 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0403691 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0227302 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0872473 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.059063 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.182598 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0403691 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.0339777 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.0257983 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.00948379 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.0157313 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0124733 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0216731 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.00502159 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.00214999 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0106972 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0216075 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0238806 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.00231706 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0661995 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0214179 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0166746 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0133617 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0359756 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.00490211 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0214083 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.00636764 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0447625 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.035275 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.00835258 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.00586009 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0204532 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.00603608 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0112659 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0974022 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0567316 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.00230779 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.000953357 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0931976 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.00269559 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0410685 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0401423 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0414294 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0332548 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.00265369 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.00828867 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0216075 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0238806 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.00231706 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0661995 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0567303 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0161459 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0366519 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0337953 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0659319 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0782071 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0280479 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0760084 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0360732 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0666709 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0284294 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0184397 # DEPENDENCYPART_SIBL
(19,1),(19,12),-0.163689 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.0294379 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.0256512 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.146545 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0294379 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.0158091 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0917368 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.0748063 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.412267 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0917368 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0372118 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0239081 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.128481 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.00747638 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0306235 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.139568 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0219062 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.00918823 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0364278 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0447895 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0306235 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.0206833 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.0266533 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0139451 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.200853 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.342013 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.120495 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.157671 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.0172578 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.155995 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.106877 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.0718696 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.425404 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.00279816 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.00217745 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),0.425069 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),-0.00660723 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),0.0198251 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),1.01837 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.571232 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.468788 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.214214 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.373731 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.53606 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.355735 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.0872882 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.281688 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.234205 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.076632 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.47132 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0915369 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.173934 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.415477 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.367423 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.169793 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.411029 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.388702 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.35547 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.252151 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),1.04309 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.0917218 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.356866 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.0301914 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.312078 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.352355 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.301701 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.179259 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.370788 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.211463 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.171568 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.263437 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.423633 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.2168 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),1.04309 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.0301914 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.312078 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.352355 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.301701 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.400135 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.19571 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.263437 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.423633 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.2168 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),1.02431 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),-0.0485656 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.237632 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.0502893 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.089824 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.281185 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.228011 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.00865056 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.171516 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.469961 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.280901 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.1104 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.0826976 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.542978 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.216609 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.00660723 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),0.0198251 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),0.809727 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.6218 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.450138 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.45867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0891784 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.159039 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.0323102 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.116813 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.263413 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),0.0739367 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.32067 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.0307234 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.636115 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),0.194966 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.0630712 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.0595573 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.187153 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.240269 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.442628 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.321437 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.2592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.130925 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.032856 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0274835 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.188907 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.105677 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.301767 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),0.117898 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.247081 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),0.013238 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.43885 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.170991 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.08336 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.277217 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),0.203588 # DEPENDENCYPART_GRANDPAR
(1,7),(7,2),0.124346 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.0318816 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.0220081 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.277058 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.377845 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.70124 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.314058 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),0.113507 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.253095 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.302284 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.291497 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),0.00884698 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.438822 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-0.336129 # DEPENDENCYPART_GRANDPAR
(1,9),(9,2),0.127198 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.0352178 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.0237859 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),0.28079 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.00432614 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.751159 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),0.12091 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.24569 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.298761 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.279727 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.433984 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-1.62714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),-0.0312253 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.297973 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),0.0713451 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),0.238653 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.213968 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.431849 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.391234 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.495207 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.491065 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.0354906 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.920945 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.660105 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.538637 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-1.40473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.191319 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),0.109508 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),0.405149 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.175738 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.867047 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.39601 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),0.346947 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.705237 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.465678 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.396067 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),0.0188656 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.612181 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.440697 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-0.387604 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-1.25256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,2),0.131014 # DEPENDENCYPART_GRANDPAR
(1,14),(14,8),-0.75154 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),-0.226514 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),0.167921 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.201284 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-0.674575 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.305152 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),0.0292887 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.420952 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.450516 # DEPENDENCYPART_GRANDPAR
(1,14),(14,19),-0.310824 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-1.62714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,5),0.0713451 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),0.238653 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),-0.213968 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.431849 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.63059 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.397978 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.920945 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.660105 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),-0.538637 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-1.51972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,2),0.0142103 # DEPENDENCYPART_GRANDPAR
(1,16),(16,4),-0.233733 # DEPENDENCYPART_GRANDPAR
(1,16),(16,5),-0.0192551 # DEPENDENCYPART_GRANDPAR
(1,16),(16,6),0.192358 # DEPENDENCYPART_GRANDPAR
(1,16),(16,7),-0.320068 # DEPENDENCYPART_GRANDPAR
(1,16),(16,9),-0.536237 # DEPENDENCYPART_GRANDPAR
(1,16),(16,10),0.175755 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.307262 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.858132 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.566349 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.498518 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),0.0710947 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.694833 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.503706 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-0.367585 # DEPENDENCYPART_GRANDPAR
