# _root_ Ωστόσο , έχουμε παράλληλα επίγνωση του γεγονότος ότι η παρούσα οδηγία είναι μεν σημαντική και ενδιαφέρουσα , αλλά δεν λύνει δυστυχώς ακόμα όλα τα προβλήματα .
#goldHeads=0,3,1,3,3,7,5,7,11,11,12,18,12,15,12,15,18,8,20,18,20,20,25,25,20,0,
#predictedHeads=0,1,1,3,3,7,5,3,11,11,12,8,14,12,12,15,18,0,20,18,20,23,25,25,20,0,
(2,16),(16,25),-0.501514 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.334787 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.22857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.418163 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.009858 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.719466 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.32253 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-1.29851 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-0.834834 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-0.567327 # DEPENDENCYPART_GRANDPAR
(3,1),(1,20),-1.91321 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.0292983 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.10322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),0.0568968 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-1.26031 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-1.35109 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.315464 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.173295 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.43278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.5258 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.183809 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.369946 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.233857 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.20932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.164744 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.504176 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.000295217 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.32062 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.269856 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.247932 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.147985 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.18265 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.199751 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.132886 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),0.164744 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.776012 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.521977 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.32062 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.652337 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.269856 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),0.247932 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.795517 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),0.0515712 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.137567 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.138109 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.334874 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.00999733 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.644985 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.0274219 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.234411 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.835664 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),0.0880724 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.369958 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-1.22222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.145607 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.53731 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.0534522 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.826027 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.281663 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.144948 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.179374 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.639536 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.734669 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.202773 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),0.00591919 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-1.46785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.0242233 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),0.467806 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.241802 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.085307 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.97763 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.506573 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),0.0129614 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.136602 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.651881 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.227337 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.74555 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.344484 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.0930351 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-1.03266 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.157733 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.10284 # DEPENDENCYPART_GRANDPAR
(3,12),(12,25),-0.535264 # DEPENDENCYPART_GRANDPAR
(3,12),(12,26),-0.817454 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.403338 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),0.0888162 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.480421 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.848023 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.208465 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.941195 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.392069 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.101813 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-1.0171 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.282263 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),-0.209425 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-0.42726 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),-0.310703 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-1.42887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),0.11577 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),0.591394 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.118214 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),0.274497 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-1.13384 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.565145 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),0.136148 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.468566 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.16927 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.935881 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.8677 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.417638 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.13486 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-1.16365 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.225139 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.142575 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-0.762734 # DEPENDENCYPART_GRANDPAR
(3,15),(15,25),-0.498398 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-0.188903 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.601934 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.975577 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.0602847 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-1.06682 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.144508 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-1.29293 # DEPENDENCYPART_GRANDPAR
(3,17),(17,23),-0.831109 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-0.393907 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-0.261388 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-1.35006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,4),0.0881059 # DEPENDENCYPART_GRANDPAR
(3,18),(18,5),0.535412 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),-0.174196 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),0.237637 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.541131 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),0.0878554 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.361493 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.196225 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.907781 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.171808 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-1.00629 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.260961 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.732154 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.936496 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.21503 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.13734 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.733496 # DEPENDENCYPART_GRANDPAR
(3,18),(18,25),-0.532617 # DEPENDENCYPART_GRANDPAR
(3,18),(18,26),-0.807849 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-1.10533 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),-0.20137 # DEPENDENCYPART_GRANDPAR
(3,21),(21,23),-0.821356 # DEPENDENCYPART_GRANDPAR
(3,21),(21,25),-0.656136 # DEPENDENCYPART_GRANDPAR
(3,22),(22,4),0.158281 # DEPENDENCYPART_GRANDPAR
(3,22),(22,13),-0.139876 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.168284 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.832476 # DEPENDENCYPART_GRANDPAR
(3,22),(22,25),-0.66723 # DEPENDENCYPART_GRANDPAR
(3,22),(22,26),-0.877419 # DEPENDENCYPART_GRANDPAR
(3,25),(25,21),-0.152146 # DEPENDENCYPART_GRANDPAR
(3,25),(25,22),-0.0525243 # DEPENDENCYPART_GRANDPAR
(3,25),(25,23),-0.615001 # DEPENDENCYPART_GRANDPAR
(3,25),(25,24),-0.953306 # DEPENDENCYPART_GRANDPAR
(3,25),(25,26),-0.770354 # DEPENDENCYPART_GRANDPAR
(3,26),(26,23),-0.923592 # DEPENDENCYPART_GRANDPAR
(3,26),(26,25),-0.686644 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.229311 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.168619 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.25209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.248436 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.529161 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.599761 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.697268 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.910058 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-0.671927 # DEPENDENCYPART_GRANDPAR
(4,1),(1,20),-0.841243 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.250921 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.00671724 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-0.259494 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.899571 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.881245 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0718461 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.26742 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.191382 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.472107 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.582387 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.820456 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.765104 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.619623 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.900149 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.747753 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.816307 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.666774 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-0.945897 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-0.978122 # DEPENDENCYPART_GRANDPAR
(4,3),(3,25),-0.89306 # DEPENDENCYPART_GRANDPAR
(4,3),(3,26),-0.955313 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.585466 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.694974 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.473155 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.873469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.0593629 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0808348 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.130846 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.393628 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.372779 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.210191 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.312283 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.501456 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.537282 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.873469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.254211 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0832465 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.130846 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.549147 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.393628 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.372779 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.143535 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.311423 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.212351 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.1083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,7),-0.103573 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.45599 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.696448 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-0.651193 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.573841 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-0.95871 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.183652 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.473354 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.08292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,14),-0.7605 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.819846 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0449801 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0900126 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.279261 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.04791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.0431873 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.440028 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.52587 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.691704 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.618453 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.582321 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.541587 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.570295 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.57007 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-0.710629 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.77473 # DEPENDENCYPART_GRANDPAR
(5,3),(3,25),-1.06256 # DEPENDENCYPART_GRANDPAR
(5,3),(3,26),-0.906462 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.126198 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.259844 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.670508 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.06785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.0631264 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.269713 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.510681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.674648 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0266903 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.926056 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.0710338 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.232975 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.861561 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.0402817 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.0868624 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),0.00585521 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.205014 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.041866 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.232435 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.46209 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0350842 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.83971 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.137017 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.62777 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-1.14214 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.269719 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),0.678086 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.49508 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.893308 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.0105305 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.217806 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.166567 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.337061 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.39393 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.589642 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.575816 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-1.05226 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.254116 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.572069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,7),0.432659 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.00773724 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.88082 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.0078822 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.213818 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.0161299 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.151078 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.0361569 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.208355 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.0921636 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.0818412 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.435293 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.140542 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.22164 # DEPENDENCYPART_GRANDPAR
(5,12),(12,25),-0.308118 # DEPENDENCYPART_GRANDPAR
(5,12),(12,26),-0.445269 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.59885 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.667021 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-1.16177 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.261483 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.500257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,7),0.50447 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.0957102 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-1.04302 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.0386819 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.143635 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.133363 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.0941049 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.294488 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.0703188 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.195464 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.0529134 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.417215 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.214168 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.269321 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.465518 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-0.371658 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.340606 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.327032 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-0.739427 # DEPENDENCYPART_GRANDPAR
(5,21),(21,25),-0.497063 # DEPENDENCYPART_GRANDPAR
(5,22),(22,4),-0.224938 # DEPENDENCYPART_GRANDPAR
(5,22),(22,13),-0.120859 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-0.246858 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.73944 # DEPENDENCYPART_GRANDPAR
(5,22),(22,25),-0.497054 # DEPENDENCYPART_GRANDPAR
(5,22),(22,26),-0.543165 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.370808 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.438379 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-1.11414 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.477671 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.23646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,1),-0.421084 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.39832 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-1.10725 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.284047 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.154672 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.33634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.508926 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.991842 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.916614 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.785022 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.770317 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-1.07748 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-1.14486 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.597386 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0356255 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.439589 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.185304 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.387321 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.288239 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.192799 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.711244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.0198391 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.575535 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.242114 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.872379 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-1.58577 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.718907 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.488864 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.678254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,9),-0.629133 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.370976 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.293713 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.519294 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.742294 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.782037 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.353129 # DEPENDENCYPART_GRANDPAR
