# _root_ Ακόμη και σε μια μικρή κοινότητα όπως η δική μου , που βρίσκεται σε μια χώρα όπου η οικοδόμηση έχει υψηλό κόστος για κλιματικούς λόγους , σήμερα η απλή κατασκευή ενός σχολικού κτιρίου βρίσκεται ήδη πάνω από την τιμή κατωφλίου .
#goldHeads=6,6,34,6,6,3,6,9,6,9,13,13,6,13,16,14,20,19,20,16,22,20,20,25,23,34,34,30,30,34,33,33,30,0,34,34,36,39,37,39,0,
#predictedHeads=2,0,2,6,6,3,6,9,7,9,13,13,6,13,16,14,20,19,20,16,22,20,22,25,23,27,20,30,30,34,33,33,30,27,36,34,36,39,37,39,0,
(9,11),(11,9),-0.783221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,12),0.096539 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.515115 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.119843 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.476504 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.486821 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.332348 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.434841 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.630112 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.731328 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-1.04962 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.473048 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.412432 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.56497 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.760022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,11),-0.0489422 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.407162 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0479095 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.37186 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.108246 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.502228 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.347115 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.246502 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.388748 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),0.261977 # DEPENDENCYPART_GRANDPAR
(9,13),(13,26),-0.338441 # DEPENDENCYPART_GRANDPAR
(9,13),(13,27),0.170129 # DEPENDENCYPART_GRANDPAR
(9,13),(13,35),0.232051 # DEPENDENCYPART_GRANDPAR
(9,13),(13,36),0.178923 # DEPENDENCYPART_GRANDPAR
(9,13),(13,37),-0.223068 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.946601 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.333641 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.0430141 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.478719 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.361199 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.366988 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.616082 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.229969 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.023279 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.827208 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.00152897 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-1.01905 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.618771 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.366725 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.349229 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),0.144966 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.107889 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.00909843 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.0911481 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.142453 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.00586366 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.224818 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.0519131 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.173512 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),-0.166875 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-0.865443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,13),-0.289366 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.400255 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.214059 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.192143 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.279464 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.242152 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.0408759 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.163833 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.836307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,1),-0.253491 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.215769 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.0855387 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.123342 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.202101 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.185565 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.189253 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.120759 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.208959 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.193443 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.199607 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.140047 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.0686719 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.855091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,13),-0.227461 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.38236 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-0.323335 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.246148 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.218874 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.167449 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.282758 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.105298 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.136573 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.0977881 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.858642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),-0.213981 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.377046 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.219548 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.0529585 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0451962 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.852524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.202101 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.366121 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.733559 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.414055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.15985 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.664571 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.612976 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.542985 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.670456 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.538045 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.632855 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.553813 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.61175 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.361219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.342013 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.137255 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.221779 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.0535712 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.298898 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),0.0202606 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.1148 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.418946 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.149111 # DEPENDENCYPART_GRANDPAR
(11,13),(13,26),-0.0349131 # DEPENDENCYPART_GRANDPAR
(11,13),(13,27),-0.0103507 # DEPENDENCYPART_GRANDPAR
(11,13),(13,35),-0.269207 # DEPENDENCYPART_GRANDPAR
(11,13),(13,36),-0.269788 # DEPENDENCYPART_GRANDPAR
(11,13),(13,37),-0.664637 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.193798 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.187 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.0617841 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.276172 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),0.0288887 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.397968 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.57855 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),0.213181 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.175387 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.0594062 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.048451 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.119161 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.264233 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),0.0920667 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.140716 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.154884 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),-0.666244 # DEPENDENCYPART_GRANDPAR
(11,20),(20,2),-0.614502 # DEPENDENCYPART_GRANDPAR
(11,20),(20,3),-0.545433 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),-0.671314 # DEPENDENCYPART_GRANDPAR
(11,20),(20,6),-0.527464 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),-0.634528 # DEPENDENCYPART_GRANDPAR
(11,20),(20,9),-0.612607 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-0.381258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),0.324963 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),0.302518 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),0.0395507 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.304298 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.00716373 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.340816 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.380092 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.120423 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.393034 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.176345 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.130893 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),-0.40179 # DEPENDENCYPART_GRANDPAR
(11,20),(20,26),-0.0625115 # DEPENDENCYPART_GRANDPAR
(11,20),(20,27),-0.0389362 # DEPENDENCYPART_GRANDPAR
(11,20),(20,30),-0.331006 # DEPENDENCYPART_GRANDPAR
(11,20),(20,33),-0.366322 # DEPENDENCYPART_GRANDPAR
(11,20),(20,34),-0.188351 # DEPENDENCYPART_GRANDPAR
(11,20),(20,35),-0.298825 # DEPENDENCYPART_GRANDPAR
(11,20),(20,36),-0.297788 # DEPENDENCYPART_GRANDPAR
(11,20),(20,37),-0.684983 # DEPENDENCYPART_GRANDPAR
(11,20),(20,39),-0.549164 # DEPENDENCYPART_GRANDPAR
(11,20),(20,40),-0.489643 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.268527 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),0.0162287 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.308913 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.345554 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.432578 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.241928 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),-0.158764 # DEPENDENCYPART_GRANDPAR
(11,21),(21,25),-0.43772 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.256338 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.186049 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.232495 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.601597 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.286889 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.239017 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.541931 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.0342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.580403 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.518551 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.780332 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-1.08212 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-1.20573 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.640132 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.55077 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.597287 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.998059 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.647743 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.614996 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.657219 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.938386 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.321205 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.382742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.0288732 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.230604 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.237994 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.273079 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.61042 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.712005 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.314265 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.152013 # DEPENDENCYPART_GRANDPAR
(12,13),(13,26),0.116047 # DEPENDENCYPART_GRANDPAR
(12,13),(13,27),-0.284562 # DEPENDENCYPART_GRANDPAR
(12,13),(13,35),-0.364046 # DEPENDENCYPART_GRANDPAR
(12,13),(13,36),-0.4154 # DEPENDENCYPART_GRANDPAR
(12,13),(13,37),0.448277 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.762917 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.721443 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-1.02401 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.712495 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.811294 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-1.56221 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-1.01332 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.714854 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-1.18225 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),-0.659282 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-2.44053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),-0.303062 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.726779 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.927193 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-1.754 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-1.50934 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.920221 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.734247 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.816532 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.801833 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-1.60843 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.892889 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.577647 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-2.15669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,1),-0.762601 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.928832 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.903198 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-1.56326 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-1.26541 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.719291 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.817697 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.916992 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.767992 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-2.29032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.204394 # DEPENDENCYPART_GRANDPAR
(13,6),(6,20),-1.67244 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.792094 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.903964 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.853997 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-1.42937 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-1.06678 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.855638 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-1.00329 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.676631 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-2.19333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.143476 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.804068 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.736375 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.38361 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.673199 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-2.15669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.118744 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.468366 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.849962 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.898641 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.912342 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-1.41887 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-1.06857 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.861239 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-1.04413 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.313145 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.23014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.157271 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.508691 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-1.61462 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-1.21927 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.721021 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.16299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.171271 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.196976 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.189767 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.190535 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.785459 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.199259 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-1.39144 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.587613 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.360021 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.101921 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.236025 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.217606 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.0957279 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.658603 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.636793 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.262043 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.472029 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.387428 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.0223707 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.354782 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.0139178 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.841499 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.403086 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.587261 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.115243 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.15641 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.173244 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.385403 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.654395 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.632465 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.287354 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.243792 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-1.08272 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-1.09162 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-1.17804 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-1.11513 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-1.73378 # DEPENDENCYPART_GRANDPAR
(13,20),(20,6),-1.29757 # DEPENDENCYPART_GRANDPAR
(13,20),(20,7),-1.07717 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-1.35781 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.997316 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.206731 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-1.62206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),0.197529 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.137323 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.20074 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.518332 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.116507 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.672503 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.318622 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.312421 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-1.12352 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.53009 # DEPENDENCYPART_GRANDPAR
(13,20),(20,26),-0.290251 # DEPENDENCYPART_GRANDPAR
(13,20),(20,27),-0.292946 # DEPENDENCYPART_GRANDPAR
(13,20),(20,30),-0.0518163 # DEPENDENCYPART_GRANDPAR
(13,20),(20,33),-0.686372 # DEPENDENCYPART_GRANDPAR
(13,20),(20,34),-1.45919 # DEPENDENCYPART_GRANDPAR
(13,20),(20,35),-0.431978 # DEPENDENCYPART_GRANDPAR
(13,20),(20,36),-0.435418 # DEPENDENCYPART_GRANDPAR
(13,20),(20,37),-0.503424 # DEPENDENCYPART_GRANDPAR
(13,20),(20,39),-0.472877 # DEPENDENCYPART_GRANDPAR
(13,20),(20,40),-0.661615 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),0.117683 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.0598346 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.349489 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),0.136973 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.39061 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.38121 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-1.19 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.598044 # DEPENDENCYPART_GRANDPAR
(13,22),(22,2),-1.33706 # DEPENDENCYPART_GRANDPAR
(13,22),(22,15),-0.113266 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.171245 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.383426 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),0.179638 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.771902 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.650453 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.248535 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-1.08296 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.495776 # DEPENDENCYPART_GRANDPAR
(13,22),(22,26),-0.288127 # DEPENDENCYPART_GRANDPAR
(13,22),(22,27),-0.33856 # DEPENDENCYPART_GRANDPAR
(13,22),(22,30),-0.0137648 # DEPENDENCYPART_GRANDPAR
(13,22),(22,34),-1.22323 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.295445 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-1.14031 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.453423 # DEPENDENCYPART_GRANDPAR
(13,23),(23,26),-0.228065 # DEPENDENCYPART_GRANDPAR
(13,23),(23,27),-0.286939 # DEPENDENCYPART_GRANDPAR
(13,23),(23,30),0.0127208 # DEPENDENCYPART_GRANDPAR
