# _root_ Τη Μύκονο την λατρεύεις ή τη μισείς : όχι μόνο δεν υπάρχει ενδιάμεση αντίδραση , αλλά συνήθως , το αρχικό συναίσθημα διαρκεί για πάντα .
#goldHeads=2,5,4,5,8,7,5,0,10,12,12,16,14,12,16,8,22,16,21,21,22,16,22,23,0,
#predictedHeads=2,5,4,5,8,7,5,9,12,12,12,16,14,12,16,0,22,22,21,21,22,16,22,23,0,
(14,5),(14,16),0.0230757 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0293591 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.0084015 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.00355793 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.0895522 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.0774968 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0435732 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0279244 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.0100628 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.00757066 # DEPENDENCYPART_SIBL
(14,6),(14,20),0.00738616 # DEPENDENCYPART_SIBL
(14,6),(14,22),0.0714448 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0237188 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.000928143 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.00942166 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0113177 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.015828 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0151815 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.0175644 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0292031 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0267458 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0252266 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00154622 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0452193 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.105355 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0184931 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0412088 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.024547 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0257781 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.00982941 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0336493 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.069657 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.00507862 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0164601 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.00286147 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0144855 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.000111017 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0064603 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.00360342 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.0155597 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.0199174 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0199193 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.00373042 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0706495 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.0585482 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.021296 # DEPENDENCYPART_SIBL
(15,2),(15,20),0.023189 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.212923 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0144756 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0212984 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0711965 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.0970024 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.0671406 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.239077 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.120492 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0212984 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0711965 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0970024 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0671406 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.239077 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.120491 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0719345 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0602056 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0239571 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0249166 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.215816 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.02177 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0637717 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0179127 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0261816 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0194953 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0043646 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0106421 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0678845 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.00321267 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.00859254 # DEPENDENCYPART_SIBL
(16,2),(16,4),0.075927 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.00972503 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.0315246 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.0337233 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.0085182 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.00948191 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.0308976 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.0727049 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0315265 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0425054 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.0684392 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.0257502 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.024248 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.0139436 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.0589839 # DEPENDENCYPART_SIBL
(16,2),(16,22),0.00693409 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.0179944 # DEPENDENCYPART_SIBL
(16,2),(16,24),0.0208493 # DEPENDENCYPART_SIBL
(16,2),(16,25),0.00196215 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0420449 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0979308 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0472086 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0657552 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.0533563 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.087518 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0270912 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0979308 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.130937 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.0632005 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.00847631 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0235448 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.024479 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.0608495 # DEPENDENCYPART_SIBL
(16,4),(16,22),0.237671 # DEPENDENCYPART_SIBL
(16,4),(16,23),0.0035568 # DEPENDENCYPART_SIBL
(16,4),(16,24),0.0049275 # DEPENDENCYPART_SIBL
(16,4),(16,25),-0.0198173 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.0383999 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0396458 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.00622978 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0111405 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.000129702 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.0145891 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0383999 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0334 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.024608 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0212532 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.00485119 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.0129597 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.0101306 # DEPENDENCYPART_SIBL
(16,5),(16,22),-0.00746341 # DEPENDENCYPART_SIBL
(16,5),(16,23),0.0185109 # DEPENDENCYPART_SIBL
(16,5),(16,24),0.019756 # DEPENDENCYPART_SIBL
(16,5),(16,25),-0.00984907 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.0282101 # DEPENDENCYPART_SIBL
(16,7),(16,9),8.07807e-05 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.00861072 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.0104808 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.0291107 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.00521589 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0284462 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.118715 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.00852604 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.00380938 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.266897 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0118989 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.0400373 # DEPENDENCYPART_SIBL
(16,7),(16,23),0.00692861 # DEPENDENCYPART_SIBL
(16,7),(16,24),0.00242692 # DEPENDENCYPART_SIBL
(16,7),(16,25),-0.0126023 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.011003 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.00384934 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.00912474 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.066974 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0226567 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.0373601 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.0116706 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.00748562 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0766047 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.00441861 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.0684673 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.0259996 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.00912083 # DEPENDENCYPART_SIBL
(16,8),(16,24),-0.0111528 # DEPENDENCYPART_SIBL
(16,8),(16,25),0.120151 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.0693118 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0337146 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0514814 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0225935 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0395397 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.0240351 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.0155129 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0196697 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0235943 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.0302432 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.00565779 # DEPENDENCYPART_SIBL
(16,9),(16,23),0.00648106 # DEPENDENCYPART_SIBL
(16,9),(16,24),0.0228501 # DEPENDENCYPART_SIBL
(16,9),(16,25),-0.0353321 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0477884 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0413863 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0087901 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.00401039 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0369014 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0539924 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.00151218 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.00412664 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.0154198 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.00749889 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.0645305 # DEPENDENCYPART_SIBL
(16,10),(16,24),0.0521553 # DEPENDENCYPART_SIBL
(16,10),(16,25),-0.0111005 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0663306 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.032586 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0480896 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.00560665 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0183228 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0432695 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0237093 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0262545 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0111296 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.0414537 # DEPENDENCYPART_SIBL
(16,11),(16,24),0.0286063 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.0544303 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.102011 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.136592 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0483088 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.00505241 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0268649 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0278256 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0668735 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.241113 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.00482676 # DEPENDENCYPART_SIBL
(16,12),(16,24),0.0015036 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.023111 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0284462 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.118715 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.00852604 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.00380938 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.266897 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0119003 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0409271 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.00676103 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.00242692 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.0126023 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0663983 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0275881 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0265618 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0160377 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0639214 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.00895478 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0161628 # DEPENDENCYPART_SIBL
(16,14),(16,24),0.0226872 # DEPENDENCYPART_SIBL
(16,14),(16,25),0.00433958 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0231643 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.121765 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0281529 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0110935 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0183732 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0241025 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.0187691 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.0342499 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0427693 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.00588433 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0811526 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.093728 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.0358927 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.00900943 # DEPENDENCYPART_SIBL
(16,17),(16,25),0.040547 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.00970937 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0845943 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0304307 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.0123364 # DEPENDENCYPART_SIBL
(16,18),(16,24),0.0269391 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.0766566 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0128257 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.139701 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0100577 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.0335023 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.0566503 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.128805 # DEPENDENCYPART_SIBL
(16,21),(16,23),0.000160351 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.00857507 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.0332714 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0186814 # DEPENDENCYPART_SIBL
(16,22),(16,24),0.0030662 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.0625562 # DEPENDENCYPART_SIBL
(16,23),(16,24),-3.40744e-05 # DEPENDENCYPART_SIBL
(16,23),(16,25),-0.0240336 # DEPENDENCYPART_SIBL
(16,24),(16,25),0.0285452 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.0785581 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.021328 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0113729 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.160296 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.0511011 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.0126604 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.00524916 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.0131675 # DEPENDENCYPART_SIBL
(17,4),(17,22),0.140582 # DEPENDENCYPART_SIBL
(17,4),(17,23),-0.0094922 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.0130451 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.0166622 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.0230757 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.0561117 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.210814 # DEPENDENCYPART_SIBL
(17,8),(17,20),0.0120039 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.0347656 # DEPENDENCYPART_SIBL
(17,8),(17,22),0.0545179 # DEPENDENCYPART_SIBL
(17,8),(17,23),-0.0143229 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0192514 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0493445 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0807141 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.00739733 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0065757 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.0411228 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.00644256 # DEPENDENCYPART_SIBL
(17,10),(17,23),-0.00655805 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.165199 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0646278 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0236586 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.00730996 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.00945286 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.000396414 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0384844 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0829595 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.318801 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.025445 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.00781895 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.127799 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.0157338 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0145229 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.00544918 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.022704 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.00494382 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.00993502 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.025207 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.00468278 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0019249 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0646435 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0224817 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.0127432 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0109324 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0314658 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0279016 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.0209827 # DEPENDENCYPART_SIBL
(18,2),(18,4),0.0607476 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0199193 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.00373042 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.338116 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.00505417 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.023189 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.212923 # DEPENDENCYPART_SIBL
(18,2),(18,22),0.0265714 # DEPENDENCYPART_SIBL
(18,2),(18,23),0.030384 # DEPENDENCYPART_SIBL
(18,2),(18,24),0.0566233 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.018688 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0153332 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.226703 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.0100088 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.0339828 # DEPENDENCYPART_SIBL
(18,4),(18,21),0.0507263 # DEPENDENCYPART_SIBL
(18,4),(18,22),0.266694 # DEPENDENCYPART_SIBL
(18,4),(18,23),0.0896099 # DEPENDENCYPART_SIBL
(18,4),(18,24),0.17322 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0212984 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.221961 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0202978 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.239077 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.120491 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0880663 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.0902592 # DEPENDENCYPART_SIBL
(18,13),(18,24),0.0954144 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.337354 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.00508823 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0249166 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.215816 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0284203 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.0320528 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.0582807 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0825869 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0613692 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0246367 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.00590556 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0198942 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.0406524 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.05264 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0966985 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0867928 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0695915 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.10633 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.00859254 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.00930009 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0320959 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.00373465 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0546969 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.0932712 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.0766412 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.0398789 # DEPENDENCYPART_SIBL
(18,22),(18,24),0.015286 # DEPENDENCYPART_SIBL
(18,23),(18,24),0.00501081 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0169413 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0161172 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0277026 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.0481206 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.0185717 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0306476 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.104113 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0510787 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.0189718 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0598439 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0322482 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0295292 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.00140331 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.00392502 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0126089 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0217995 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0392954 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.126666 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0587442 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.000989569 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0216145 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.0250232 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.00872427 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.10474 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0102916 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.012563 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.0449494 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.0127902 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.170916 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0150472 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0125617 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.00371876 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.00925427 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0217503 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.00250324 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0358704 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0545839 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0118008 # DEPENDENCYPART_SIBL
