# _root_ Τέλος , κύριε Πρόεδρε , θα αναφερθώ στη συζήτηση σχετικά με τη Συνέλευση και τη διακυβέρνηση .
#goldHeads=7,4,4,7,4,7,0,7,8,9,10,13,14,11,16,14,0,
#predictedHeads=7,4,4,7,7,7,0,7,8,9,10,13,14,11,16,14,0,
(17,8),(17,16),-0.0134897 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0112818 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0239496 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0967935 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0237349 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0190094 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0281907 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0192186 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0414571 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0201669 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.00381269 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.00036975 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.0988972 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.157339 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.12971 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.00530235 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.214665 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.439921 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0846084 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0301882 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.00156367 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.0627195 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.235338 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.343204 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.132936 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.03071 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0744276 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.000874327 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.213655 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.392057 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.254284 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.0469576 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.0605992 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.0145338 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.363719 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.17352 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.125727 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.182428 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.0267903 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.18526 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.341346 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.229221 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.439921 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.442537 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.0828128 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0682516 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.0627195 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.235338 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.35096 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.356703 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.416692 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.0831669 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.581161 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.426368 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.219009 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.193556 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.297028 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.705196 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.0549547 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.133272 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.130602 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.249474 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.196447 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.155 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.0989204 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.0447114 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.408526 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.148277 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.34314 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.136192 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.0615429 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.00545819 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.00685142 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.318906 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.243134 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.0432069 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.453956 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.0609611 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.356301 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.0134952 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.461669 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.31706 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.0315416 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.0176948 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.187719 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.210775 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.21979 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.413144 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.143342 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.615526 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.124588 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.51787 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.197756 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.146481 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.414009 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.498763 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.672645 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.44685 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.126263 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.355071 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.102777 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.343727 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.00817883 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.394939 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.518948 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.214695 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.638139 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.0592897 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.519642 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.353629 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.0128273 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.371375 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.180506 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.111834 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.0506876 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.0511652 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.200335 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.277556 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.326898 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.500541 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.221235 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.772283 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.390976 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.421909 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.322372 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.0657449 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.647566 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.461061 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.0395928 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.612936 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.0128274 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.207353 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.154634 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.184115 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.0387344 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.482348 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.555634 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.378402 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.652257 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.0915214 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.553109 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.749823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0940917 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.110222 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.204483 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.30609 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.279591 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.750711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.020002 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.030984 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.140209 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.0778099 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.181218 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.391122 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.234841 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.351152 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.160016 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.242717 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.751363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.0448912 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.0893304 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.0959835 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.0783844 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.180705 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.378167 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.235586 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.749823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.160995 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.0143086 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0110917 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.30609 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.279591 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.487706 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.383869 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.545801 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.32369 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.687397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.0959851 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.0792319 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.0672629 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.130397 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.146707 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.0307227 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.253448 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.182185 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.217616 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.311461 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.160401 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.337455 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.241303 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.0534704 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.329176 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.335716 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.645365 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.32181 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.156066 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.356829 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.23744 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.973831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.253287 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.44761 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.415417 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.555064 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.600998 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.406986 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.560702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.0381363 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0672157 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.158074 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.151195 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.256787 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.171417 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.169498 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.0923452 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.295222 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.409278 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.532479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.310704 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.00378048 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.133007 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.124515 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.205873 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.14586 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.41622 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.604432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.0266908 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.169057 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.375878 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.276589 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.413072 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.301512 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.554345 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.333091 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.451644 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.500778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.189402 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.0151756 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.0576362 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.0937902 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.0772225 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.25852 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.208916 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.12418 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.39976 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.0910296 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.466291 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.2746 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.262579 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.229937 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.0334405 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.61812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.776883 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.670764 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-1.44612 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.732483 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.0828647 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.63364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.792014 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.660198 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-1.44231 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.898691 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.345147 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.457054 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.0468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.222298 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-1.05127 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.581501 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-1.01688 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.380847 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.2844 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.400532 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.10291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.241149 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-1.18619 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.519845 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.975271 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.426667 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-1.17133 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.708325 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.325612 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.343691 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.12827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.27214 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.114002 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.107957 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.28926 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.718966 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.253924 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.143866 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.917712 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.158197 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-1.03545 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.631014 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.841736 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.342943 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.345148 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.457054 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.05606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),-0.223312 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.215162 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.365303 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.363635 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.406262 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-1.21286 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.220873 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-1.33412 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.73531 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.300383 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.411244 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-1.18901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),-0.345272 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.210972 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.893773 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.429271 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-1.06049 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.0428942 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-1.06811 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.14592 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-1.18937 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.704058 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.928096 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-1.00968 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.457632 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-1.10926 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-1.00543 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.177357 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-1.13207 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.718057 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.336917 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.444438 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-1.05771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),-0.219693 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),-0.160338 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.69445 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.417185 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.926492 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.375617 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.247405 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-1.21035 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-1.11602 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-1.06307 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-1.09714 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.672444 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-0.402051 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-1.15684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,4),-0.30442 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),-0.890215 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),-0.436909 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.36499 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.229303 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-1.21206 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.168553 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-1.33671 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.234163 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.103488 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.70372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.490208 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-1.27039 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.716595 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.154941 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.03872 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.71885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.479643 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-1.26657 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.828459 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.161296 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.274472 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.8036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.536164 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.34818 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.905944 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-1.48703 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.855557 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.773795 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.711544 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-1.11717 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.520312 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.66268 # DEPENDENCYPART_GRANDPAR
