# _root_ Στα νερά του , ο επισκέπτης μπορεί να κάνει καγιάκ ή ράφτινγκ , ενώ η γύρω περιοχή είναι ιδανική για περιηγητικούς περιπάτους στη φύση .
#goldHeads=7,1,2,7,6,7,14,9,7,11,9,11,14,0,17,17,18,14,18,19,22,20,22,23,0,
#predictedHeads=7,1,2,7,6,7,14,9,7,11,9,11,14,0,17,17,18,14,18,19,22,20,22,23,0,
(12,10),(12,18),-0.0275692 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00192838 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0266716 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0227642 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0370161 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.00218828 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.00928884 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0585103 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0607863 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0135763 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0070398 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.018538 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.00797363 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0306651 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.00309913 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.00844677 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.334729 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.00817424 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.00653826 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0515037 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.00653826 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0913913 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0490333 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.207746 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.00669524 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.0243652 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.185417 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.186654 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.229296 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.186654 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.00381276 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0398365 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.00607765 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.00239577 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0613692 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.00970416 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0497014 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.00970416 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0894509 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.047627 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.203028 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.00404416 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.0228029 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0526993 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.00371864 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0919265 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0495627 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.209315 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.00412821 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.025001 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.00520284 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.14538 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.149218 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.11665 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0898903 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.06855 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0919265 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0495627 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.209315 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.00412821 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.025001 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.020543 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0242116 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0130022 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0190564 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.00347373 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0186588 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.00178907 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0329992 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0692484 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0171436 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.0129332 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.0340701 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.0178625 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.00802981 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0108217 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.0131872 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.0195753 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.0131872 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0340701 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0205117 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0261271 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0804827 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0517171 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0366163 # DEPENDENCYPART_SIBL
(14,1),(14,20),0.208343 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0366163 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.077624 # DEPENDENCYPART_SIBL
(14,1),(14,23),0.180316 # DEPENDENCYPART_SIBL
(14,1),(14,24),-0.0768136 # DEPENDENCYPART_SIBL
(14,1),(14,25),-0.017498 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.042167 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0112204 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.0128002 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.00203553 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0101908 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.00527967 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0101908 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.042167 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0519221 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0506025 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.00618564 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0666133 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0372901 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0708519 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.0372901 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.00277763 # DEPENDENCYPART_SIBL
(14,2),(14,23),-0.104626 # DEPENDENCYPART_SIBL
(14,2),(14,24),-0.000428126 # DEPENDENCYPART_SIBL
(14,2),(14,25),-0.0238533 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.0186884 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0395206 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.01933 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0206331 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0426672 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0206331 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0127932 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0381641 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0216555 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0424612 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.0761169 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.00118358 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.00303775 # DEPENDENCYPART_SIBL
(14,4),(14,21),0.00118358 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.0286573 # DEPENDENCYPART_SIBL
(14,4),(14,23),0.00100909 # DEPENDENCYPART_SIBL
(14,4),(14,24),-0.0299581 # DEPENDENCYPART_SIBL
(14,4),(14,25),0.0911691 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.00325547 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.00622311 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0124924 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.00277911 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0124924 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0391007 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0510334 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0497883 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.00680964 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0607324 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0366995 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0719623 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.0366995 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.00340163 # DEPENDENCYPART_SIBL
(14,6),(14,23),-0.105732 # DEPENDENCYPART_SIBL
(14,6),(14,24),-0.00105213 # DEPENDENCYPART_SIBL
(14,6),(14,25),-0.0206438 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0688986 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0747232 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.029673 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0747232 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0938622 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0320061 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0362544 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0780749 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.22438 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0435123 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0131123 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0435123 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.0770388 # DEPENDENCYPART_SIBL
(14,7),(14,23),-0.0559275 # DEPENDENCYPART_SIBL
(14,7),(14,24),-0.0770318 # DEPENDENCYPART_SIBL
(14,7),(14,25),0.0274566 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0705104 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0260908 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0705104 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0886572 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0307494 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0352188 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.079048 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.256769 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0411973 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0103508 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0411973 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.0780119 # DEPENDENCYPART_SIBL
(14,9),(14,23),-0.0531341 # DEPENDENCYPART_SIBL
(14,9),(14,24),-0.0780049 # DEPENDENCYPART_SIBL
(14,9),(14,25),0.00664921 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.00637503 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0076912 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0459857 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0499264 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0486068 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.00292238 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0605423 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0352588 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0683996 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0352588 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.000485632 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.102169 # DEPENDENCYPART_SIBL
(14,10),(14,24),0.00283513 # DEPENDENCYPART_SIBL
(14,10),(14,25),-0.0218365 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0129155 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0129012 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.020389 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0204063 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0364805 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0123536 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0121777 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0059481 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0121777 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0346882 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.0174229 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.0339951 # DEPENDENCYPART_SIBL
(14,11),(14,25),0.000840748 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0459857 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0499264 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0486068 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00292238 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0605423 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0352588 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0683996 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0352588 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.000485632 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.102169 # DEPENDENCYPART_SIBL
(14,12),(14,24),0.00283513 # DEPENDENCYPART_SIBL
(14,12),(14,25),-0.0218365 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0381641 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0216555 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0424612 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0761169 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.00118358 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.00303775 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.00118358 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0286573 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.00100909 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.0299581 # DEPENDENCYPART_SIBL
(14,13),(14,25),0.0911691 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.00898529 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.00281793 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.131858 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0308376 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.00667917 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0308376 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.00370764 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.00568043 # DEPENDENCYPART_SIBL
(14,15),(14,24),0.00370764 # DEPENDENCYPART_SIBL
(14,15),(14,25),-0.0233289 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0278138 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0975494 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0169554 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.00897363 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0169554 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.0300715 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.0286992 # DEPENDENCYPART_SIBL
(14,16),(14,24),0.0300713 # DEPENDENCYPART_SIBL
(14,16),(14,25),0.0223713 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.129795 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0401232 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0187194 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0401232 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.101885 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.0287347 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.102664 # DEPENDENCYPART_SIBL
(14,17),(14,25),-0.0251938 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0651381 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0161493 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0651381 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0302421 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.0242115 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.0302421 # DEPENDENCYPART_SIBL
(14,18),(14,25),0.0735781 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.00773847 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0644838 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.0392452 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.0117299 # DEPENDENCYPART_SIBL
(14,19),(14,24),-0.0392452 # DEPENDENCYPART_SIBL
(14,19),(14,25),-0.0606442 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0427173 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.00375021 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.0298106 # DEPENDENCYPART_SIBL
(14,20),(14,24),0.00375021 # DEPENDENCYPART_SIBL
(14,20),(14,25),-0.0317716 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.0392452 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.0117299 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.0392452 # DEPENDENCYPART_SIBL
(14,21),(14,25),-0.0606442 # DEPENDENCYPART_SIBL
(14,22),(14,23),0.0295826 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.102417 # DEPENDENCYPART_SIBL
(14,22),(14,25),-0.0306847 # DEPENDENCYPART_SIBL
(14,23),(14,24),0.0184729 # DEPENDENCYPART_SIBL
(14,23),(14,25),-0.0498371 # DEPENDENCYPART_SIBL
(14,24),(14,25),-0.0306847 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.00608311 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.104573 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0345851 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0555589 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0158365 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.00125402 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.00534364 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0346047 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0148438 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.0149025 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.165581 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0572135 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0195589 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.00757005 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0228017 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.00724373 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0433765 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.00974484 # DEPENDENCYPART_SIBL
(16,12),(16,24),0.0102037 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0606204 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0328349 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.00672328 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.141973 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0240564 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.00543251 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.00637175 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.00458124 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0564354 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0260184 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.00159585 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.00317826 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0310679 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0250257 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.0250843 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0250107 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0486905 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.00276698 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0101188 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0248055 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0248078 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0428792 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0495197 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0287663 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.146704 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.147483 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.00811359 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.018861 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.000380061 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.000380061 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0109011 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.022435 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.022435 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0192602 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.0192602 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.147237 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0177608 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.00940427 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0279102 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.166502 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0253983 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0305427 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.00167111 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0139161 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.00167111 # DEPENDENCYPART_SIBL
(17,10),(17,22),0.00278603 # DEPENDENCYPART_SIBL
(17,10),(17,23),-0.0569422 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.00940427 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0279102 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.166502 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0253983 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0305427 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.00167111 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0139161 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.00167111 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.00278603 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.0569422 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0445701 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.129825 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.028511 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0167736 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0190476 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.014595 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0190476 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.027137 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.0118062 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.105411 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.000851293 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.00701322 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.000671677 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0112189 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.000671677 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.0083056 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0145446 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.122541 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0626143 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0572338 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.113972 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.0572338 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0494372 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.0214259 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.00666422 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0107127 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0441306 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0107127 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.00140821 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0135566 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.00757256 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0345513 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.00757256 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.00790545 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.0193478 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0113744 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.040719 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0332286 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.036477 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0178167 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.00438358 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.0454429 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0332286 # DEPENDENCYPART_SIBL
(17,21),(17,23),0.036477 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.0953404 # DEPENDENCYPART_SIBL
(18,1),(18,2),0.0212522 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.143777 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.0403947 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.00910738 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.0170467 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.0212576 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.0196453 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.0212576 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.143777 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.00703543 # DEPENDENCYPART_SIBL
