# _root_ Ασφαλώς , η συνόψιση των μέχρι τώρα οδηγιών , η εναρμόνιση και ο εκσυγχρονισμός τους αποτελούν ένα πολύ ουσιαστικό βήμα .
#goldHeads=16,16,4,12,8,8,6,4,12,11,12,16,14,12,14,0,20,19,20,16,0,
#predictedHeads=16,16,4,12,6,4,6,6,12,11,12,16,14,12,14,0,20,19,20,16,0,
(12,11),(12,16),-0.0165236 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0219468 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.00328104 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0948377 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0407137 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.00304617 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.05037 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.116401 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.000393621 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0475083 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.00304048 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0191367 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.100588 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.103772 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.00116702 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0610313 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0880275 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.029146 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.140992 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0144976 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0639708 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0792059 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0330474 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0917649 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0287576 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.0242797 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.14598 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0219453 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.0280112 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.0420061 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.0757856 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0796253 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.0264884 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.379907 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.155635 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.197349 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.350958 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0893189 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0453563 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0493366 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.0139083 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.0334143 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0353328 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0743513 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.152546 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.389292 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.163562 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0184647 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0515879 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0481761 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.0513899 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0321981 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0359192 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.13277 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0465278 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.00714626 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0376163 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.00741959 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.00019371 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.0102347 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0134384 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0461696 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.00891149 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.062316 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0212956 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0555727 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.00625282 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.103685 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0320296 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.00067213 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.000630015 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0649897 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0484695 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0265398 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0170261 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0247284 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0909878 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0400196 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0549027 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.00535279 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0184192 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.110899 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0147546 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.022443 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.0208976 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0320831 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.064219 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0541905 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.0234968 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.0191255 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.0162996 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0270733 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.019125 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0234968 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0191255 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.0145088 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0257394 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0190663 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.0719118 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0431107 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.018014 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.0155139 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.0367304 # DEPENDENCYPART_SIBL
(16,2),(16,4),0.0179452 # DEPENDENCYPART_SIBL
(16,2),(16,6),0.0653181 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.0408007 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.0179446 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.00764513 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.0179452 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.0304833 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0174211 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.017886 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.00435296 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0909605 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.000188126 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.0458799 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.0437808 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.0257812 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.00253594 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.172233 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0170752 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.17179 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0324289 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0753824 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.171849 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.134078 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0471585 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.037526 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.0186181 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.00454627 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.00299181 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.00958 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.0689321 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.00959015 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.00587376 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0278877 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.00941267 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.108919 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0414572 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.0122548 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.0538506 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.0274922 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.0262538 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.0387932 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0262542 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.0248543 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0217146 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0261951 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0678157 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0366243 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0128014 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.025351 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0300431 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0170956 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.171808 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0324552 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0753824 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.171867 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.134078 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0471586 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0375252 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.0217695 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.00454689 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0179452 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0304833 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0174211 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.017886 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.00435296 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0909605 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.000188126 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0458799 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.0437808 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0324289 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0753824 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.171849 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.134078 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0471585 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.037526 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0186181 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.00454627 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.00103036 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0665074 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0637441 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0330438 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0233441 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.00672775 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0358623 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0186361 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.017969 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.072212 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0191971 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0236431 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0943623 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.134078 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0465062 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0381713 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0205711 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.00389399 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.033071 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.01119 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0625564 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0457766 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.119991 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0519157 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0716669 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0304702 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0669061 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0703015 # DEPENDENCYPART_SIBL
(18,1),(18,2),0.0555291 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.00231045 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0356146 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.0138271 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.0290405 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.00573534 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.15256 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0224425 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0377951 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0357754 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0144225 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0315553 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0238446 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.071193 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.036088 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0315553 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0238446 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0718301 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.036084 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0249816 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0423737 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.00870212 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0327398 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.00993598 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0134472 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.389739 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.0740506 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.379022 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.0640305 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.0922289 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0269473 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.100605 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.35348 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.108231 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0795613 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0431741 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.129816 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.000343334 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0218014 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0139161 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0500572 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0746711 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0191989 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0402294 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.018755 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.024728 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.0110788 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.0201703 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0139037 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0265483 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.174004 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.251563 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.222202 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.322052 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.123922 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.102916 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.174267 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.354177 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0127764 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.07347 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.135272 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.00702804 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.0298141 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.118992 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.257131 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.111019 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.223299 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.437206 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.10143 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.0748539 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.17266 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.0824469 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.200351 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.0474283 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.113 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.180795 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.65659 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),0.0217849 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.00150524 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.47439 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.153264 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.21713 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.0135154 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.243416 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.0947625 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.156258 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.0662898 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.396957 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.276712 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.0316953 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.431208 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.0765967 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.322791 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.126115 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.352714 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.103175 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.265358 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.176553 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.807841 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.257131 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.111019 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.222956 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.0300152 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.432739 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.19331 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.307122 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.0824469 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.335061 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.200361 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.0483736 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.180872 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.565048 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.354177 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.416035 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.0266743 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.180267 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.208684 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.121381 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.165195 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.0298141 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.0778414 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.118992 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.242104 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),-0.0485549 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.257131 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.111019 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.223301 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.433426 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.193498 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.307122 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.175941 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.013645 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.371349 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.44257 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.113002 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.180795 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.65659 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.56504 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.2974 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.154004 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.04003 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.181061 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.284975 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.103138 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.0566296 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.530694 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.137941 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.359733 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.0802303 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.28025 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.463808 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.561511 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.120226 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.532295 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),0.100357 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.434095 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.372018 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.207317 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.05162 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.560971 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.450127 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.180796 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.65659 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.265227 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.565728 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),0.0217849 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.395409 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.389456 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.120643 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.0604662 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.173971 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.0274051 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.292082 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.0573277 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.137199 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.421023 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.0306031 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.524594 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.535501 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.0266938 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.311791 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),0.0746785 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.411976 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.288925 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.392448 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.713384 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.146354 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.190124 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.10253 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.630051 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.718456 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.581986 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),0.0106013 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-0.372862 # DEPENDENCYPART_GRANDPAR
