# _root_ Επομένως όταν οι άνθρωποι βρίσκονται κοντά σε πηγές , ο οργανισμός τους αντιδρά , αυξάνοντας τον καρδιακό παλμό και την αρτηριακή πίεση ή προκαλώντας ορμονικές αλλαγές .
#goldHeads=13,13,4,5,2,5,6,7,2,11,13,11,0,23,23,18,18,19,15,22,22,19,13,23,26,24,0,
#predictedHeads=13,13,4,5,2,5,5,7,13,11,13,11,0,13,13,18,18,19,15,22,22,19,22,23,26,24,0,
(2,15),(15,23),-0.103941 # DEPENDENCYPART_GRANDPAR
(2,15),(15,24),-0.182293 # DEPENDENCYPART_GRANDPAR
(2,15),(15,26),-0.225076 # DEPENDENCYPART_GRANDPAR
(2,19),(19,1),-0.326879 # DEPENDENCYPART_GRANDPAR
(2,19),(19,2),-0.451637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,19),(19,4),0.232792 # DEPENDENCYPART_GRANDPAR
(2,19),(19,5),0.357674 # DEPENDENCYPART_GRANDPAR
(2,19),(19,6),-0.189344 # DEPENDENCYPART_GRANDPAR
(2,19),(19,7),-0.116168 # DEPENDENCYPART_GRANDPAR
(2,19),(19,8),-0.321214 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),-0.0472225 # DEPENDENCYPART_GRANDPAR
(2,19),(19,11),-0.224018 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),0.152001 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.0711883 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.110632 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.888695 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.667017 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.527785 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.742632 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.497062 # DEPENDENCYPART_GRANDPAR
(2,19),(19,22),-0.562205 # DEPENDENCYPART_GRANDPAR
(2,19),(19,23),-0.30893 # DEPENDENCYPART_GRANDPAR
(2,19),(19,24),-0.288612 # DEPENDENCYPART_GRANDPAR
(2,19),(19,25),-0.595825 # DEPENDENCYPART_GRANDPAR
(2,19),(19,26),-0.48169 # DEPENDENCYPART_GRANDPAR
(2,23),(23,1),-0.323045 # DEPENDENCYPART_GRANDPAR
(2,23),(23,2),-0.406393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,23),(23,4),0.257203 # DEPENDENCYPART_GRANDPAR
(2,23),(23,5),0.392541 # DEPENDENCYPART_GRANDPAR
(2,23),(23,6),-0.155947 # DEPENDENCYPART_GRANDPAR
(2,23),(23,7),-0.07363 # DEPENDENCYPART_GRANDPAR
(2,23),(23,8),-0.294188 # DEPENDENCYPART_GRANDPAR
(2,23),(23,9),0.0154642 # DEPENDENCYPART_GRANDPAR
(2,23),(23,11),-0.198064 # DEPENDENCYPART_GRANDPAR
(2,23),(23,13),0.185636 # DEPENDENCYPART_GRANDPAR
(2,23),(23,14),-0.00850166 # DEPENDENCYPART_GRANDPAR
(2,23),(23,15),-0.0769964 # DEPENDENCYPART_GRANDPAR
(2,23),(23,17),-0.609633 # DEPENDENCYPART_GRANDPAR
(2,23),(23,18),-0.501831 # DEPENDENCYPART_GRANDPAR
(2,23),(23,19),-0.0528447 # DEPENDENCYPART_GRANDPAR
(2,23),(23,20),-0.800069 # DEPENDENCYPART_GRANDPAR
(2,23),(23,21),-0.607776 # DEPENDENCYPART_GRANDPAR
(2,23),(23,22),-0.589785 # DEPENDENCYPART_GRANDPAR
(2,23),(23,24),-0.313441 # DEPENDENCYPART_GRANDPAR
(2,23),(23,25),-0.623383 # DEPENDENCYPART_GRANDPAR
(2,23),(23,26),-0.503094 # DEPENDENCYPART_GRANDPAR
(2,24),(24,1),-0.288486 # DEPENDENCYPART_GRANDPAR
(2,24),(24,2),-0.284777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,24),(24,7),0.0715142 # DEPENDENCYPART_GRANDPAR
(2,24),(24,11),0.0536611 # DEPENDENCYPART_GRANDPAR
(2,24),(24,14),0.0487325 # DEPENDENCYPART_GRANDPAR
(2,24),(24,15),-0.0416477 # DEPENDENCYPART_GRANDPAR
(2,24),(24,17),-0.440237 # DEPENDENCYPART_GRANDPAR
(2,24),(24,18),-0.250106 # DEPENDENCYPART_GRANDPAR
(2,24),(24,19),0.0697126 # DEPENDENCYPART_GRANDPAR
(2,24),(24,20),-0.571638 # DEPENDENCYPART_GRANDPAR
(2,24),(24,21),-0.43838 # DEPENDENCYPART_GRANDPAR
(2,24),(24,22),-0.331732 # DEPENDENCYPART_GRANDPAR
(2,24),(24,23),-0.16909 # DEPENDENCYPART_GRANDPAR
(2,24),(24,25),-0.418047 # DEPENDENCYPART_GRANDPAR
(2,24),(24,26),-0.229369 # DEPENDENCYPART_GRANDPAR
(2,24),(24,27),-0.359878 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.340284 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.04325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.783347 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.81092 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.759893 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.767237 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.563204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.125657 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.233056 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.254508 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.230491 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.160218 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.602696 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.285957 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.540915 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.633281 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.320331 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-0.252382 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.784723 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.763574 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.594429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.220381 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.327167 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.423376 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.373035 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.330979 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.689601 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.428502 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.536363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,6),-0.313776 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.349614 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.378875 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.27439 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.844807 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.229021 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.242121 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.331761 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.630488 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.432559 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.68007 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.0130076 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.266194 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.22496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,1),0.138141 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.307673 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.38725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.445249 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.477745 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-1.41647 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.584987 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-1.20347 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.797131 # DEPENDENCYPART_GRANDPAR
(5,2),(2,23),-0.787438 # DEPENDENCYPART_GRANDPAR
(5,2),(2,24),-1.64192 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.0948188 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.626866 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.32113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.416487 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.392569 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.581805 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.342469 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.0325244 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.175294 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.57504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.123919 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0382126 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.000852528 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.200146 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.483196 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.106389 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.200798 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.0381592 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.154164 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.0927848 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.393271 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.155151 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.119505 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.207121 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.0575985 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.205264 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.353801 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.290688 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.22771 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.74791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.0395089 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.0628695 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.0190852 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.113777 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.155005 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.188944 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.390038 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.237852 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.308582 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.0951322 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.0942947 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-1.00906 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.385247 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.226971 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.252214 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.337893 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.0294109 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-1.63727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.0179001 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.0324812 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.121336 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.0811818 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.540634 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.113807 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.435671 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.0868134 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.30957 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-1.04213 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.425637 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.375147 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.900949 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.317645 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),-0.273075 # DEPENDENCYPART_GRANDPAR
(5,13),(13,26),-0.513899 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.776924 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.577236 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-1.20019 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.252499 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.338175 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.0296935 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-1.6431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.0121359 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),0.0267177 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.132023 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.0613112 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.546398 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.10312 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.674132 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.0459306 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.839476 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-1.04579 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.422606 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.380547 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.904615 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.314614 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.278475 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.746179 # DEPENDENCYPART_GRANDPAR
(5,15),(15,26),-0.510868 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),-0.390038 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.191291 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.754882 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-1.01312 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.335701 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-1.10839 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.86789 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.292688 # DEPENDENCYPART_GRANDPAR
(5,19),(19,1),-0.482891 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),-0.557551 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.369563 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-1.58463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,6),0.0903768 # DEPENDENCYPART_GRANDPAR
(5,19),(19,7),0.149466 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),0.029293 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),0.166998 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),0.26677 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.612602 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),0.0597566 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.398215 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-1.07942 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-1.28564 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.440448 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-1.22076 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.978571 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.281321 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.38602 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-0.874504 # DEPENDENCYPART_GRANDPAR
(5,19),(19,25),-0.977635 # DEPENDENCYPART_GRANDPAR
(5,19),(19,26),-0.486827 # DEPENDENCYPART_GRANDPAR
(5,23),(23,1),-0.433493 # DEPENDENCYPART_GRANDPAR
(5,23),(23,2),-0.522048 # DEPENDENCYPART_GRANDPAR
(5,23),(23,4),-0.301055 # DEPENDENCYPART_GRANDPAR
(5,23),(23,5),-1.48608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,23),(23,6),0.0890908 # DEPENDENCYPART_GRANDPAR
(5,23),(23,7),0.157383 # DEPENDENCYPART_GRANDPAR
(5,23),(23,8),0.0378009 # DEPENDENCYPART_GRANDPAR
(5,23),(23,9),0.180133 # DEPENDENCYPART_GRANDPAR
(5,23),(23,11),0.274206 # DEPENDENCYPART_GRANDPAR
(5,23),(23,13),-0.515268 # DEPENDENCYPART_GRANDPAR
(5,23),(23,14),0.0728908 # DEPENDENCYPART_GRANDPAR
(5,23),(23,15),-0.300882 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),-1.2318 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),-0.433013 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),-0.220999 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),-1.2792 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-1.08902 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.353168 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.624317 # DEPENDENCYPART_GRANDPAR
(5,23),(23,25),-0.922043 # DEPENDENCYPART_GRANDPAR
(5,23),(23,26),-0.477981 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.11864 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.223781 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.0300194 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.220916 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.287089 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0542283 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.10902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.28771 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.298672 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.127669 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0415293 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.299874 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0812536 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.11254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.255509 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.211629 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.351575 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.444835 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.534104 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.512524 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.702313 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.968309 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.634583 # DEPENDENCYPART_GRANDPAR
(6,5),(5,23),-0.466392 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.655827 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.697537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.370898 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0315377 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.107345 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.814441 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.72773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.15146 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0341942 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.472516 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0326568 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.120141 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.690691 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.487288 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.729898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.122854 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.180957 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.14278 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.814441 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.226593 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.574092 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.222179 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.119726 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.208625 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.287779 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.381002 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.563897 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),0.00304562 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.663451 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.537195 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.622962 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.438164 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.685379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.14143 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.230148 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.0453536 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.534999 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.00157367 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.27264 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.197804 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.284659 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.296949 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.43093 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.198984 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.289642 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.445137 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),0.0314839 # DEPENDENCYPART_GRANDPAR
(6,13),(13,26),-0.373502 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.127886 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.518052 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.475897 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.191289 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.351025 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.0849906 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.0288045 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.956433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),0.0813852 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.240405 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.448008 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.34366 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.294052 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.913563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.162339 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.191695 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.412773 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.350997 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.591567 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.949809 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.516445 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.43779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.170234 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.430162 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.050311 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.151697 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.797291 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.719137 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.48895 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.524815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.648225 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.0401756 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.949809 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),0.796527 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.476313 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.0320981 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.153642 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.241966 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.165849 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.585233 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.544709 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.255835 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.296299 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.781817 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.722232 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.896897 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.00736477 # DEPENDENCYPART_GRANDPAR
