# _root_ Εδώ δεν πρέπει όμως να ξεχάσουμε το εξής : το ευρώ δεν είναι μόνο ένα νομισματικό πρόγραμμα , αλλά ήταν ανέκαθεν και πολιτικό πρόγραμμα , αποτελώντας τμήμα της Πολιτικής Ένωσης της Ευρώπης .
#goldHeads=3,3,4,0,6,3,8,9,6,11,13,13,19,13,17,17,13,19,9,19,20,24,24,20,26,19,26,30,30,27,32,30,0,
#predictedHeads=3,3,4,0,6,3,8,6,6,11,13,13,19,13,17,17,13,19,0,19,22,24,22,20,26,20,26,30,30,27,32,30,0,
(3,13),(13,17),-0.80159 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),0.0258098 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),0.29305 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.229771 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-1.28237 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),0.142565 # DEPENDENCYPART_GRANDPAR
(3,13),(13,24),-1.00413 # DEPENDENCYPART_GRANDPAR
(3,13),(13,25),-0.312949 # DEPENDENCYPART_GRANDPAR
(3,13),(13,27),-1.19024 # DEPENDENCYPART_GRANDPAR
(3,13),(13,30),-1.60689 # DEPENDENCYPART_GRANDPAR
(3,13),(13,32),-1.71442 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),0.0341121 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.782198 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.930457 # DEPENDENCYPART_GRANDPAR
(3,19),(19,1),-0.716037 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-0.829047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,19),(19,4),0.599982 # DEPENDENCYPART_GRANDPAR
(3,19),(19,6),0.514235 # DEPENDENCYPART_GRANDPAR
(3,19),(19,8),0.0122886 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),-0.119639 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),-0.712977 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.409622 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),0.0812256 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.0761662 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.977118 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.688577 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.946962 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),0.0606745 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.128382 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-1.40555 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),0.219894 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),-0.665383 # DEPENDENCYPART_GRANDPAR
(3,19),(19,24),-1.04531 # DEPENDENCYPART_GRANDPAR
(3,19),(19,25),-0.340377 # DEPENDENCYPART_GRANDPAR
(3,19),(19,26),-0.893601 # DEPENDENCYPART_GRANDPAR
(3,19),(19,27),-1.22249 # DEPENDENCYPART_GRANDPAR
(3,23),(23,21),-1.42264 # DEPENDENCYPART_GRANDPAR
(3,23),(23,22),0.241523 # DEPENDENCYPART_GRANDPAR
(3,23),(23,24),-1.13335 # DEPENDENCYPART_GRANDPAR
(3,23),(23,26),-0.93749 # DEPENDENCYPART_GRANDPAR
(3,23),(23,27),-1.30219 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.0375743 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.781899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.0632749 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.0514379 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.521741 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.608194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),0.127046 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.154491 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.270023 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.0502804 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.553135 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-0.161524 # DEPENDENCYPART_GRANDPAR
(4,3),(3,23),-0.679465 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.39824 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),0.0984925 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.281869 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.275937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.540984 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.194018 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.0288664 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.161287 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.0951514 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),0.280565 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.139308 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),0.0839146 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),0.0201191 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),0.210569 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),0.182494 # DEPENDENCYPART_GRANDPAR
(4,6),(6,25),-0.122529 # DEPENDENCYPART_GRANDPAR
(4,6),(6,30),0.0995094 # DEPENDENCYPART_GRANDPAR
(4,6),(6,32),0.294785 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.501438 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.373968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),0.430892 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.35336 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0473352 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.168606 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.460286 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.393841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,6),0.352312 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.173657 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.172164 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.0651085 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),0.0592567 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.198949 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.129134 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-0.433548 # DEPENDENCYPART_GRANDPAR
(4,9),(9,32),0.0291707 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.400272 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.156209 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.0112687 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.646782 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.0620079 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.393216 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.314013 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.381852 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.266909 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.2757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,6),0.538599 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.0618036 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.0962586 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.5021 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.149525 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.0995323 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.141177 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.0310611 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),0.0917478 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),0.0569034 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),0.19508 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.0455689 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.111225 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.0783777 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),0.190327 # DEPENDENCYPART_GRANDPAR
(4,13),(13,25),-0.0857446 # DEPENDENCYPART_GRANDPAR
(4,13),(13,27),0.0812427 # DEPENDENCYPART_GRANDPAR
(4,13),(13,30),0.10854 # DEPENDENCYPART_GRANDPAR
(4,13),(13,32),0.303858 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.390242 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.149813 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.304645 # DEPENDENCYPART_GRANDPAR
(4,19),(19,1),-0.518155 # DEPENDENCYPART_GRANDPAR
(4,19),(19,3),-0.523512 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.436145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,6),0.495088 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),-0.215411 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),-0.0558567 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),-0.1647 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),-0.343569 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),0.336991 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.41418 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.719481 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.379007 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.184044 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.107856 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.164888 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.396627 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.157987 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.440807 # DEPENDENCYPART_GRANDPAR
(4,19),(19,24),-0.120411 # DEPENDENCYPART_GRANDPAR
(4,19),(19,25),-0.31392 # DEPENDENCYPART_GRANDPAR
(4,19),(19,26),-0.207977 # DEPENDENCYPART_GRANDPAR
(4,19),(19,27),-0.224169 # DEPENDENCYPART_GRANDPAR
(4,20),(20,1),-0.37985 # DEPENDENCYPART_GRANDPAR
(4,20),(20,3),-0.252963 # DEPENDENCYPART_GRANDPAR
(4,20),(20,4),-0.28245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,20),(20,8),-0.0514241 # DEPENDENCYPART_GRANDPAR
(4,20),(20,9),0.0400823 # DEPENDENCYPART_GRANDPAR
(4,20),(20,11),0.0957478 # DEPENDENCYPART_GRANDPAR
(4,20),(20,13),0.332831 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),-0.288891 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),-0.207012 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),0.0861318 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.0767614 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),0.149607 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.11798 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.0389879 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.164269 # DEPENDENCYPART_GRANDPAR
(4,20),(20,24),0.217941 # DEPENDENCYPART_GRANDPAR
(4,20),(20,25),-0.125822 # DEPENDENCYPART_GRANDPAR
(4,20),(20,26),-0.0318851 # DEPENDENCYPART_GRANDPAR
(4,20),(20,27),0.108019 # DEPENDENCYPART_GRANDPAR
(4,20),(20,30),0.134956 # DEPENDENCYPART_GRANDPAR
(4,20),(20,32),0.330231 # DEPENDENCYPART_GRANDPAR
(4,22),(22,1),-0.520862 # DEPENDENCYPART_GRANDPAR
(4,22),(22,3),-0.546237 # DEPENDENCYPART_GRANDPAR
(4,22),(22,4),-0.487043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,22),(22,6),0.425627 # DEPENDENCYPART_GRANDPAR
(4,22),(22,8),-0.266836 # DEPENDENCYPART_GRANDPAR
(4,22),(22,9),-0.133685 # DEPENDENCYPART_GRANDPAR
(4,22),(22,11),-0.200004 # DEPENDENCYPART_GRANDPAR
(4,22),(22,12),-0.404369 # DEPENDENCYPART_GRANDPAR
(4,22),(22,13),0.238897 # DEPENDENCYPART_GRANDPAR
(4,22),(22,14),-0.45889 # DEPENDENCYPART_GRANDPAR
(4,22),(22,15),-0.821842 # DEPENDENCYPART_GRANDPAR
(4,22),(22,16),-0.448874 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),-0.211798 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.16891 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),0.0172099 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.0756389 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.529038 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.399399 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),-0.0929983 # DEPENDENCYPART_GRANDPAR
(4,22),(22,25),-0.304747 # DEPENDENCYPART_GRANDPAR
(4,22),(22,26),-0.203312 # DEPENDENCYPART_GRANDPAR
(4,22),(22,27),-0.200036 # DEPENDENCYPART_GRANDPAR
(4,22),(22,29),-0.496678 # DEPENDENCYPART_GRANDPAR
(4,22),(22,30),-0.168225 # DEPENDENCYPART_GRANDPAR
(4,25),(25,21),-0.470405 # DEPENDENCYPART_GRANDPAR
(4,25),(25,23),-0.516792 # DEPENDENCYPART_GRANDPAR
(4,25),(25,24),-0.0512332 # DEPENDENCYPART_GRANDPAR
(4,25),(25,26),-0.343919 # DEPENDENCYPART_GRANDPAR
(4,25),(25,27),-0.227496 # DEPENDENCYPART_GRANDPAR
(4,25),(25,30),-0.194639 # DEPENDENCYPART_GRANDPAR
(4,25),(25,32),-0.00322449 # DEPENDENCYPART_GRANDPAR
(4,26),(26,1),-0.39824 # DEPENDENCYPART_GRANDPAR
(4,26),(26,3),-0.281869 # DEPENDENCYPART_GRANDPAR
(4,26),(26,6),0.534165 # DEPENDENCYPART_GRANDPAR
(4,26),(26,8),-0.0440332 # DEPENDENCYPART_GRANDPAR
(4,26),(26,11),0.110577 # DEPENDENCYPART_GRANDPAR
(4,26),(26,14),-0.282381 # DEPENDENCYPART_GRANDPAR
(4,26),(26,16),-0.198196 # DEPENDENCYPART_GRANDPAR
(4,26),(26,17),0.0967667 # DEPENDENCYPART_GRANDPAR
(4,26),(26,18),-0.0740527 # DEPENDENCYPART_GRANDPAR
(4,26),(26,19),0.152954 # DEPENDENCYPART_GRANDPAR
(4,26),(26,20),0.051721 # DEPENDENCYPART_GRANDPAR
(4,26),(26,21),-0.27836 # DEPENDENCYPART_GRANDPAR
(4,26),(26,22),-0.0144839 # DEPENDENCYPART_GRANDPAR
(4,26),(26,23),-0.324539 # DEPENDENCYPART_GRANDPAR
(4,26),(26,24),0.195346 # DEPENDENCYPART_GRANDPAR
(4,26),(26,25),-0.216701 # DEPENDENCYPART_GRANDPAR
(4,26),(26,27),0.0725724 # DEPENDENCYPART_GRANDPAR
(4,26),(26,28),-0.607982 # DEPENDENCYPART_GRANDPAR
(4,26),(26,29),-0.277744 # DEPENDENCYPART_GRANDPAR
(4,26),(26,30),0.0995094 # DEPENDENCYPART_GRANDPAR
(4,26),(26,32),0.294785 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-1.86679 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.361199 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.61298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,1),-0.330072 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.652199 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.426901 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.49307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,9),-0.227616 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.0538954 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.66469 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.48021 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.333822 # DEPENDENCYPART_GRANDPAR
(6,3),(3,23),-0.775089 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.40586 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.629056 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-1.62331 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.297356 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.7778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-0.367571 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.456041 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.318102 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.958197 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.602738 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.512836 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-1.57713 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-0.456926 # DEPENDENCYPART_GRANDPAR
(6,4),(4,25),-0.658213 # DEPENDENCYPART_GRANDPAR
(6,4),(4,26),-1.61697 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.145473 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.807725 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.817664 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.976118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),1.04886 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0128043 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.200629 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-2.49968 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.811441 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.08338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,8),0.111839 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.192351 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.159361 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.0284819 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.77213 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),0.0489172 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.444891 # DEPENDENCYPART_GRANDPAR
(6,9),(9,32),-0.792146 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),1.17052 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.204078 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.122551 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.352809 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.167704 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.128971 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.00467056 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.709987 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-2.37288 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.705073 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-1.03244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,8),0.0775476 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.078651 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.202261 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.154729 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.150002 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.0708323 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.0204011 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.113274 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.095115 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.0275771 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.684028 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.388933 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.0103813 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),-0.170652 # DEPENDENCYPART_GRANDPAR
(6,13),(13,25),-0.15059 # DEPENDENCYPART_GRANDPAR
(6,13),(13,27),-0.345368 # DEPENDENCYPART_GRANDPAR
(6,13),(13,30),-0.609363 # DEPENDENCYPART_GRANDPAR
(6,13),(13,32),-0.650737 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.15241 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.185473 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.283334 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.16658 # DEPENDENCYPART_GRANDPAR
(6,17),(17,7),1.18545 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),0.367737 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.0677942 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.411024 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),0.0348012 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.101593 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.473377 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.398951 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.314092 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.229221 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.942393 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-0.897998 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-2.68008 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-0.896416 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.905973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,8),0.14297 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),0.00350037 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),0.211672 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.279179 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.0241404 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.120706 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.711718 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.260068 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.262111 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.0233974 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.556255 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.482958 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),0.0727494 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.358554 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-0.19599 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-0.139331 # DEPENDENCYPART_GRANDPAR
(6,19),(19,26),-0.61987 # DEPENDENCYPART_GRANDPAR
(6,19),(19,27),-0.361815 # DEPENDENCYPART_GRANDPAR
(6,24),(24,19),0.164472 # DEPENDENCYPART_GRANDPAR
(6,24),(24,21),-0.374533 # DEPENDENCYPART_GRANDPAR
(6,24),(24,22),0.259685 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),-0.255075 # DEPENDENCYPART_GRANDPAR
(6,24),(24,25),-0.157068 # DEPENDENCYPART_GRANDPAR
(6,24),(24,26),-0.505756 # DEPENDENCYPART_GRANDPAR
(6,24),(24,27),-0.331951 # DEPENDENCYPART_GRANDPAR
(6,24),(24,29),-0.799147 # DEPENDENCYPART_GRANDPAR
(6,25),(25,21),-0.723426 # DEPENDENCYPART_GRANDPAR
(6,25),(25,23),-0.608963 # DEPENDENCYPART_GRANDPAR
(6,25),(25,24),-0.286599 # DEPENDENCYPART_GRANDPAR
(6,25),(25,26),-0.987191 # DEPENDENCYPART_GRANDPAR
(6,25),(25,27),-0.536678 # DEPENDENCYPART_GRANDPAR
(6,25),(25,30),-0.795972 # DEPENDENCYPART_GRANDPAR
(6,25),(25,32),-0.840898 # DEPENDENCYPART_GRANDPAR
(6,30),(30,28),-1.26128 # DEPENDENCYPART_GRANDPAR
(6,30),(30,29),-0.814537 # DEPENDENCYPART_GRANDPAR
(6,30),(30,31),-1.20803 # DEPENDENCYPART_GRANDPAR
(6,30),(30,32),-0.632746 # DEPENDENCYPART_GRANDPAR
(6,32),(32,28),-1.27842 # DEPENDENCYPART_GRANDPAR
(6,32),(32,30),-0.50036 # DEPENDENCYPART_GRANDPAR
(6,32),(32,31),-1.26372 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.564824 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.565224 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.494107 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.841206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.0298739 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.255595 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.155141 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.255729 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.0454949 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.370798 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.409187 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.203458 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.342892 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.105954 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.09211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.227732 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.458789 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.437715 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.617217 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.486317 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-0.54777 # DEPENDENCYPART_GRANDPAR
(8,4),(4,22),-0.608507 # DEPENDENCYPART_GRANDPAR
(8,4),(4,25),-0.730752 # DEPENDENCYPART_GRANDPAR
(8,4),(4,26),-0.780196 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.237055 # DEPENDENCYPART_GRANDPAR
