# _root_ Σε αυτό εκτίθενται ευρήματα από τον προϊστορικό οικισμό στο Ντικιλί Τας , την ελληνιστική , ρωμαϊκή και παλιοχριστιανική πόλη των Φιλίππων .
#goldHeads=3,1,0,3,4,8,8,12,8,9,10,5,14,17,17,17,19,17,12,21,19,0,
#predictedHeads=3,1,0,3,4,8,8,5,8,9,14,17,19,17,17,17,19,17,10,21,19,0,
(15,7),(15,19),0.120246 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.242477 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.029594 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0347185 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.00390666 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.337904 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0200148 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0249677 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.152465 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0249787 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.216105 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.0249685 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.00671301 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0336334 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.100609 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0538626 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0521535 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.20057 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0521645 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0848257 # DEPENDENCYPART_SIBL
(15,9),(15,21),0.0521572 # DEPENDENCYPART_SIBL
(15,9),(15,22),0.010939 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.338128 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0199174 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.02499 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.152488 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.025001 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.216144 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.0249907 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.00673526 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0678593 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0613816 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0331941 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0613692 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0262951 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0613881 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0652742 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.23905 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.12577 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.239077 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.120246 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.242477 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.029594 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.023477 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0316914 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.00888347 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0316782 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.00265444 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0219216 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0157968 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0219163 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0825054 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.00888347 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0316782 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.00265444 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0668733 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.103063 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.00271951 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.167072 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0865853 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0513511 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0661173 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0284294 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0509545 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.151136 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.109015 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0555271 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0252509 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.10647 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.135461 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.00169179 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0396643 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.017242 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.00318077 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.0460658 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.0695803 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.046589 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.0458838 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.0598368 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.0458838 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.063017 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.00408496 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.0727229 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.046589 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.00408496 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0468053 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.0250602 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0860439 # DEPENDENCYPART_SIBL
(17,1),(17,21),-0.0250602 # DEPENDENCYPART_SIBL
(17,1),(17,22),-0.0411556 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.185618 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0912546 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.142212 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.185436 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.0931468 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.185436 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.112112 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.00737877 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.120516 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.142212 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.00737877 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.142422 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.00905914 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0586577 # DEPENDENCYPART_SIBL
(17,3),(17,21),-0.00905914 # DEPENDENCYPART_SIBL
(17,3),(17,22),-0.00288004 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.0723772 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.0463229 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.0272839 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.0771342 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.0272732 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0595546 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.108279 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.069848 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0463229 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.108279 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0465342 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.00699411 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.0921911 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.00699509 # DEPENDENCYPART_SIBL
(17,4),(17,22),-0.0376837 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.0446006 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.053121 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.0542027 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.053121 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.0542127 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.0170473 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.0651172 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0446006 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.0170473 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.0448231 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.00888053 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.0864419 # DEPENDENCYPART_SIBL
(17,5),(17,21),0.00888053 # DEPENDENCYPART_SIBL
(17,5),(17,22),-0.0110944 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.00308659 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.0170168 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.00308647 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.00391065 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.173906 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.00870557 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.0293337 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.173906 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.0288096 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.390775 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.0041846 # DEPENDENCYPART_SIBL
(17,7),(17,21),0.394187 # DEPENDENCYPART_SIBL
(17,7),(17,22),-0.0177375 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0729611 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.0178235 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.055382 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.113981 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0656754 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0421179 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.113981 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.0423293 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.00327311 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.0982152 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.00327409 # DEPENDENCYPART_SIBL
(17,8),(17,22),-0.0407137 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.0573104 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.0728082 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0213197 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0825141 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.058915 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0213197 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0591313 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0163966 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0666182 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.0163966 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.025014 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.055382 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.114053 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0656754 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0421179 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.114053 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0423293 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.00327311 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.0982264 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.00327409 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.0407137 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.0670238 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.168309 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0101818 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.0670238 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.0100272 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.01784 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.0102279 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.0152626 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.0595098 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.044943 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.000679463 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0449192 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.00088958 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.00412271 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.0250229 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.00411116 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0394682 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0305071 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0663923 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0303525 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0464346 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0314025 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0438572 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0424022 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.173906 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0288096 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.390775 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0041846 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.394187 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0177375 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.00088958 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.00412271 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0250229 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.00411116 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0394682 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.390153 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.00371367 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.393565 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0180497 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0761426 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.101435 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0796253 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0633396 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0303055 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0796903 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.108962 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.159327 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0250621 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.393645 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.0581693 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0593995 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.0583297 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.154859 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0581693 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0273457 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.0167243 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.0399638 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0419617 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0321616 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0421221 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.14577 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0419617 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0346615 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.0341349 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0619689 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0297012 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.00849128 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.00115585 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.00854656 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0461402 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.047713 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0260198 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0192272 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0880854 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0191779 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0420272 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0187995 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.118173 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0010987 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.00854222 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0461402 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0476097 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0260198 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0259949 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.00768732 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0272302 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.00175341 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0461402 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.047713 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0260198 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0341326 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0516375 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0669507 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0276926 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0345498 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.00752039 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.0206877 # DEPENDENCYPART_SIBL
(22,3),(22,16),-0.0206877 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.0206877 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.0283198 # DEPENDENCYPART_SIBL
(22,3),(22,21),-0.0206877 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.000566765 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.000462128 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.0121838 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.00104136 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.000462128 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.0118349 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.00104136 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0121838 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.00104136 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0112221 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.105458 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.104508 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.0766163 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.108556 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.0491877 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.0566436 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.000486705 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0428888 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.552813 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.164997 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.354901 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0719828 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.0663698 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.174175 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.0307491 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.0366417 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.227841 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.187989 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.236997 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),0.232412 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),0.0300824 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.273727 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.213452 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.0996733 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.318014 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.563308 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.155759 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.0709124 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.194518 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.280287 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.102704 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.0172588 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.030643 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.333372 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.0887083 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.11365 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.666584 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.191721 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.080182 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.289557 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.0282748 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.011578 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.0409423 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),-0.108737 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.139799 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.275467 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.593417 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0848856 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.181765 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.294245 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.0749952 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.218808 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.298689 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.00257519 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.286733 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.21013 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.178363 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.364065 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.159311 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.0205478 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.32933 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.228682 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.179239 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.0100159 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.0974484 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.233354 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),0.0271125 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.130418 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),-0.099075 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.0593723 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.267509 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.452862 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.1295 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.500628 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.0521271 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.128844 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.21013 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.178363 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.364065 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.159311 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.0205478 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.32933 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.228682 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.341469 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.208587 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.0974484 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.0270131 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.233354 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.0271125 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.130418 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.099075 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.50063 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.244761 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.0896475 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.264749 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.0198143 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.0399188 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.260586 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.151152 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.184504 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.384468 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.273478 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.00718993 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.345517 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.215327 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.614646 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.0794384 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.655625 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.322754 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),0.0395856 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.240963 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.111477 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),0.0228621 # DEPENDENCYPART_GRANDPAR
