# _root_ Πιστεύω , κύριε Πρόεδρε , ότι το Κοινοβούλιο μπορεί να θεωρήσει γενικά ικανοποιητικό το παρόν κείμενο .
#goldHeads=0,4,4,1,4,1,8,9,6,11,9,11,11,16,16,11,0,
#predictedHeads=0,4,4,1,4,1,8,9,6,11,9,11,15,15,16,11,0,
(16,13),(16,17),-0.030177 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0185672 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0623673 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0102054 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.0352897 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.0212097 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.0270222 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0236735 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0158969 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.0316758 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.0316758 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0141084 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0141084 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0201516 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.068714 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0580069 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.0106568 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.262512 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.160227 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.0663746 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.316776 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.0389184 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.0494862 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.161005 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.0101198 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.167557 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.885845 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.131382 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.198327 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.413862 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.138903 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.263206 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.192004 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.450247 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.777606 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.218032 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.259225 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.340998 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.0805789 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.304764 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.148992 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.242323 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.221516 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.195024 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.798086 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.177448 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0902633 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.232997 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0543179 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.254052 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.174908 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.216407 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.19564 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.885845 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.0915686 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.133178 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.160263 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.138903 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.263206 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.192004 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.18267 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.450247 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.350372 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0524057 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.246204 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.698219 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.325689 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.0763608 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.354351 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.904321 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.0668736 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.0252214 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.0631992 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.126924 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.227905 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.478678 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.132931 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.267945 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.00225802 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.0459647 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.246563 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.136518 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.0143668 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.162082 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.865142 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.0342015 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.0385373 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.0765151 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.159597 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.255763 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.501116 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.147408 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.353753 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.517947 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.0386505 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.243224 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.141707 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.00917784 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.148117 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.834918 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),-0.0435557 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.167079 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.228833 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.237354 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.289137 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.352132 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.020406 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.606039 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.537158 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.389531 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.369149 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.210388 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.268514 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.324501 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.674853 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.402037 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.249004 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.204501 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.661259 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.435093 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.569427 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.788987 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.391094 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.195085 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.649388 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.370625 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.648415 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.584399 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.416321 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.69783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.146212 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0201347 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.0920139 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.118391 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.564358 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.508983 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.77475 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.3313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.0547584 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.15231 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0454925 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.0558657 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.361335 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.0233019 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.25472 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.482308 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.530971 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.32486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.102156 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.452871 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.0204918 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.0639561 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.330373 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.0130443 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.244462 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.471814 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.69783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.0654798 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.205633 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0681417 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.118391 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.564358 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.508983 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.738099 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.77475 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.926272 # DEPENDENCYPART_GRANDPAR
(1,6),(6,2),0.00124375 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.0641687 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.585494 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),0.223674 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.0368724 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.503374 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-1.34233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.045105 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.430721 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),0.256918 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.0203074 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.671008 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.0137442 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.155959 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.245128 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.468808 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.561408 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.713161 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.648298 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-1.60208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.0528336 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),0.092093 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.0612106 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.0125788 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.15806 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.818612 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.615819 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.222151 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.486149 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.449267 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.637425 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.779945 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.716212 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.566577 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-1.59126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.0752698 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),0.121883 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.0314204 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),0.00985739 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.138627 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.797918 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.586933 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.421765 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),0.2706 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.433096 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.619658 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.762188 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.698455 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.544064 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-1.53434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),0.148767 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),0.216737 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),0.0539664 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),0.0833545 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.493378 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.351046 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.571141 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.768908 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.870051 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.806953 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.601367 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),-0.636168 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.436072 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.594614 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.913904 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.650539 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.527585 # DEPENDENCYPART_GRANDPAR
(1,16),(16,7),-0.644926 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.433063 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.594598 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.922661 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.614834 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.519864 # DEPENDENCYPART_GRANDPAR
(1,17),(17,1),-1.68983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,17),(17,3),0.149692 # DEPENDENCYPART_GRANDPAR
(1,17),(17,13),-0.884277 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),-0.902558 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.839516 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.07441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.361227 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.561413 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.527696 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.593261 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.750336 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.593676 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.719837 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.857589 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-1.09098 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-1.0678 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.768649 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.406837 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.709659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.0729727 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.227869 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.187763 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.234673 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.194225 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.32245 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.395769 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.408495 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.409129 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.681435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.205108 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.156872 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.163491 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.183759 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.169158 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.297383 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.369806 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.411162 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.753388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.0789051 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.280166 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.3032 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.390452 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.414965 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.540931 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.523338 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.724422 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.582085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,5),-0.0353673 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.276677 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.112237 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.260737 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.413123 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.407302 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.706301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.193753 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.056015 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.159584 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.284265 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.190385 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.365368 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.318576 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.387209 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.438818 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.557528 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.534542 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.392052 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.649161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.0759014 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.134189 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.102444 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.211166 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.343204 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.321812 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.333584 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.359612 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.392578 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.408859 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.567336 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.545634 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.393662 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),-0.11585 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.294562 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.325841 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.336099 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.607171 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.584173 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.380449 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.151347 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.58209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.741141 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.614547 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.550619 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.867663 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-1.60575 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-1.52945 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.969891 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-1.5151 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-1.48871 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-1.0649 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.802961 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.61696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.775334 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.671387 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.561231 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.903146 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.61557 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-1.15951 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.14095 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.450588 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.03012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.233486 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.168918 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.410451 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-1.21744 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-1.14729 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.558273 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.0596 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.394066 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.08623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.22447 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.196097 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.368422 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-1.35326 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-1.2829 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.655429 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-1.02169 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.420072 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.254375 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.52268 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.906208 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.873919 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.63193 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-1.14142 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.450593 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.04381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.211061 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.233423 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.592459 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-1.21408 # DEPENDENCYPART_GRANDPAR
