# _root_ Στο ένα κράτος μπορεί κανείς να οδηγεί με 90 χιλιόμετρα την ώρα , στο άλλο με 100 χιλιόμετρα την ώρα , ενώ στο επόμενο κράτος μέλος μόλις με 80 χιλιόμετρα την ώρα .
#goldHeads=4,3,1,22,4,7,4,7,10,8,12,10,22,22,14,22,18,16,20,18,22,0,22,25,23,25,28,22,30,28,32,30,0,
#predictedHeads=4,3,1,22,4,7,22,7,10,8,12,7,22,7,14,15,18,16,20,18,22,0,22,26,26,23,26,27,30,28,32,30,0,
(4,13),(13,7),-0.268394 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.0871952 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.141977 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.421236 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.471028 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.301018 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.297909 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.898138 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.0821215 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),-1.04244 # DEPENDENCYPART_GRANDPAR
(4,13),(13,25),-1.09648 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.00375783 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.500343 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.200159 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.699109 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),0.0136633 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.195477 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.705315 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.729146 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.0450033 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.157043 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.843024 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.857976 # DEPENDENCYPART_GRANDPAR
(4,21),(21,3),-0.392847 # DEPENDENCYPART_GRANDPAR
(4,21),(21,4),-1.26107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,21),(21,10),-0.421236 # DEPENDENCYPART_GRANDPAR
(4,21),(21,12),-0.471028 # DEPENDENCYPART_GRANDPAR
(4,21),(21,13),0.0372109 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),-0.0822237 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),-0.636997 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-0.0850772 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),-0.218093 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.792033 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.817427 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-0.331699 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),-1.04244 # DEPENDENCYPART_GRANDPAR
(4,21),(21,25),-1.09648 # DEPENDENCYPART_GRANDPAR
(4,21),(21,26),-0.927788 # DEPENDENCYPART_GRANDPAR
(4,21),(21,30),-1.2529 # DEPENDENCYPART_GRANDPAR
(4,22),(22,1),-0.297425 # DEPENDENCYPART_GRANDPAR
(4,22),(22,3),-0.45682 # DEPENDENCYPART_GRANDPAR
(4,22),(22,4),-1.01616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,22),(22,7),-0.0286395 # DEPENDENCYPART_GRANDPAR
(4,22),(22,8),-0.0664463 # DEPENDENCYPART_GRANDPAR
(4,22),(22,10),-0.502456 # DEPENDENCYPART_GRANDPAR
(4,22),(22,12),-0.540003 # DEPENDENCYPART_GRANDPAR
(4,22),(22,13),0.0905297 # DEPENDENCYPART_GRANDPAR
(4,22),(22,14),-0.109485 # DEPENDENCYPART_GRANDPAR
(4,22),(22,15),-0.607771 # DEPENDENCYPART_GRANDPAR
(4,22),(22,16),-0.0643283 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),-0.219942 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.873253 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-0.81818 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.886402 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),0.0682833 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.133538 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),-0.948713 # DEPENDENCYPART_GRANDPAR
(4,22),(22,25),-1.00235 # DEPENDENCYPART_GRANDPAR
(4,22),(22,26),-0.788509 # DEPENDENCYPART_GRANDPAR
(4,22),(22,27),-0.281793 # DEPENDENCYPART_GRANDPAR
(4,22),(22,28),0.0366377 # DEPENDENCYPART_GRANDPAR
(4,22),(22,30),-1.09502 # DEPENDENCYPART_GRANDPAR
(4,22),(22,32),-1.11689 # DEPENDENCYPART_GRANDPAR
(4,22),(22,33),-0.280408 # DEPENDENCYPART_GRANDPAR
(4,23),(23,21),-0.0260042 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),-0.0144247 # DEPENDENCYPART_GRANDPAR
(4,23),(23,24),-0.931049 # DEPENDENCYPART_GRANDPAR
(4,23),(23,25),-0.979203 # DEPENDENCYPART_GRANDPAR
(4,23),(23,26),-0.754888 # DEPENDENCYPART_GRANDPAR
(4,27),(27,4),-1.10574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,27),(27,8),0.0245932 # DEPENDENCYPART_GRANDPAR
(4,27),(27,20),-0.832925 # DEPENDENCYPART_GRANDPAR
(4,27),(27,21),0.0563971 # DEPENDENCYPART_GRANDPAR
(4,27),(27,23),-0.0171052 # DEPENDENCYPART_GRANDPAR
(4,27),(27,24),-1.00377 # DEPENDENCYPART_GRANDPAR
(4,27),(27,25),-1.05359 # DEPENDENCYPART_GRANDPAR
(4,27),(27,26),-0.861185 # DEPENDENCYPART_GRANDPAR
(4,27),(27,28),-0.0787419 # DEPENDENCYPART_GRANDPAR
(4,27),(27,29),-0.179959 # DEPENDENCYPART_GRANDPAR
(4,27),(27,30),-1.20507 # DEPENDENCYPART_GRANDPAR
(4,27),(27,32),-1.22964 # DEPENDENCYPART_GRANDPAR
(4,27),(27,33),-0.3655 # DEPENDENCYPART_GRANDPAR
(4,28),(28,26),-0.818742 # DEPENDENCYPART_GRANDPAR
(4,28),(28,27),-0.313151 # DEPENDENCYPART_GRANDPAR
(4,28),(28,29),-0.148439 # DEPENDENCYPART_GRANDPAR
(4,28),(28,30),-1.06008 # DEPENDENCYPART_GRANDPAR
(4,28),(28,32),-1.09221 # DEPENDENCYPART_GRANDPAR
(4,28),(28,33),-0.329437 # DEPENDENCYPART_GRANDPAR
(4,33),(33,29),-0.196955 # DEPENDENCYPART_GRANDPAR
(4,33),(33,32),-1.24626 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.669919 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.679324 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.861526 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.144148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.429715 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0404844 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.183366 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.188014 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.268719 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.145681 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.458042 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.0333665 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.249821 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),0.0604368 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.308774 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.105327 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.319679 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.479374 # DEPENDENCYPART_GRANDPAR
(5,7),(7,26),-0.330347 # DEPENDENCYPART_GRANDPAR
(5,7),(7,27),-0.198033 # DEPENDENCYPART_GRANDPAR
(5,7),(7,28),-0.0376503 # DEPENDENCYPART_GRANDPAR
(5,7),(7,30),0.103634 # DEPENDENCYPART_GRANDPAR
(5,7),(7,32),-0.291826 # DEPENDENCYPART_GRANDPAR
(5,7),(7,33),-0.222087 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.887724 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.097545 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.163408 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.187327 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.275889 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.134875 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.0945213 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.350742 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.593065 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.437214 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.552654 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.338646 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.408698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.124403 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.135965 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.0866909 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.129395 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.0718813 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),0.0153565 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.0855926 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.244741 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.216937 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.183897 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.0597391 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.182789 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.0285906 # DEPENDENCYPART_GRANDPAR
(6,7),(7,26),-0.16177 # DEPENDENCYPART_GRANDPAR
(6,7),(7,27),-0.122096 # DEPENDENCYPART_GRANDPAR
(6,7),(7,28),-0.199967 # DEPENDENCYPART_GRANDPAR
(6,7),(7,30),-0.192114 # DEPENDENCYPART_GRANDPAR
(6,7),(7,32),-0.138223 # DEPENDENCYPART_GRANDPAR
(6,7),(7,33),-0.194408 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.30794 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.285235 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.316018 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.196925 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.141322 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.128366 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.275979 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.00528003 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.96019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),0.030451 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.442715 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.479006 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.314716 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.134438 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.284294 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.369332 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.0738691 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.135933 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.74315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),0.219664 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.282058 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.229448 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.26414 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.286491 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.105779 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.209284 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.525409 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-0.378722 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-0.345714 # DEPENDENCYPART_GRANDPAR
(7,4),(4,23),-0.185602 # DEPENDENCYPART_GRANDPAR
(7,4),(4,27),-0.560578 # DEPENDENCYPART_GRANDPAR
(7,4),(4,28),-0.251294 # DEPENDENCYPART_GRANDPAR
(7,4),(4,33),-0.740315 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.83132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.101637 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.8562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,4),-1.00874 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.26683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.0697492 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.222399 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.18183 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.0227221 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.114953 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.111984 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.18191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,10),0.0545041 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.022814 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.983015 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.07879 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.0022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.692492 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.226966 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.228469 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.174465 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.032646 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.128347 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.35297 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),0.016846 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.151453 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.206566 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.198211 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),0.0485235 # DEPENDENCYPART_GRANDPAR
(7,10),(10,27),-0.17918 # DEPENDENCYPART_GRANDPAR
(7,10),(10,28),-0.0251634 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),0.693061 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.290084 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.263444 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.00947418 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.153222 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.331445 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),0.0417217 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.122446 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),0.0733992 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.923864 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-1.01676 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.245346 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.38754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.542812 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.00250086 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.0678624 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.0257272 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.0040904 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.100065 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.429385 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.187773 # DEPENDENCYPART_GRANDPAR
(7,13),(13,24),-0.976805 # DEPENDENCYPART_GRANDPAR
(7,13),(13,25),-0.931453 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.0271593 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.436044 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),0.0248962 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.189157 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.00830287 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.184641 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.199591 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.190846 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.114953 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.111984 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.369173 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.351549 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),0.264166 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),0.254524 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.363444 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),0.263543 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.00670013 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.121094 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.198211 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.124877 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),0.0318482 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),0.0485235 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),-0.769679 # DEPENDENCYPART_GRANDPAR
(7,18),(18,26),-0.0800962 # DEPENDENCYPART_GRANDPAR
(7,18),(18,27),-0.17918 # DEPENDENCYPART_GRANDPAR
(7,18),(18,28),-0.0251634 # DEPENDENCYPART_GRANDPAR
(7,20),(20,11),0.263444 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.131906 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.0861199 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.101706 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),0.0496053 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),0.0733992 # DEPENDENCYPART_GRANDPAR
(7,20),(20,24),-0.740055 # DEPENDENCYPART_GRANDPAR
(7,20),(20,25),-0.703501 # DEPENDENCYPART_GRANDPAR
(7,20),(20,28),-0.000287736 # DEPENDENCYPART_GRANDPAR
(7,21),(21,3),-0.923864 # DEPENDENCYPART_GRANDPAR
(7,21),(21,4),-1.01676 # DEPENDENCYPART_GRANDPAR
(7,21),(21,10),0.0678624 # DEPENDENCYPART_GRANDPAR
(7,21),(21,12),0.0257272 # DEPENDENCYPART_GRANDPAR
(7,21),(21,13),-0.00214648 # DEPENDENCYPART_GRANDPAR
(7,21),(21,14),0.212366 # DEPENDENCYPART_GRANDPAR
(7,21),(21,15),-0.60556 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),0.113863 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),-0.237239 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.354127 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.346949 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-0.0839135 # DEPENDENCYPART_GRANDPAR
(7,21),(21,24),-0.976805 # DEPENDENCYPART_GRANDPAR
(7,21),(21,25),-0.931453 # DEPENDENCYPART_GRANDPAR
(7,21),(21,26),-0.286339 # DEPENDENCYPART_GRANDPAR
(7,21),(21,30),-0.581017 # DEPENDENCYPART_GRANDPAR
(7,22),(22,1),-0.687559 # DEPENDENCYPART_GRANDPAR
(7,22),(22,3),-0.994331 # DEPENDENCYPART_GRANDPAR
(7,22),(22,4),-1.14504 # DEPENDENCYPART_GRANDPAR
(7,22),(22,7),-1.15033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,22),(22,8),0.575065 # DEPENDENCYPART_GRANDPAR
(7,22),(22,10),-0.0030321 # DEPENDENCYPART_GRANDPAR
(7,22),(22,12),-0.0329211 # DEPENDENCYPART_GRANDPAR
(7,22),(22,13),0.0550629 # DEPENDENCYPART_GRANDPAR
(7,22),(22,14),0.197035 # DEPENDENCYPART_GRANDPAR
(7,22),(22,15),-0.565291 # DEPENDENCYPART_GRANDPAR
(7,22),(22,16),0.146117 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),-0.229108 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),-0.425022 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-0.378527 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.405597 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.0371685 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),0.108869 # DEPENDENCYPART_GRANDPAR
(7,22),(22,24),-0.886784 # DEPENDENCYPART_GRANDPAR
(7,22),(22,25),-0.841033 # DEPENDENCYPART_GRANDPAR
(7,22),(22,26),-0.151842 # DEPENDENCYPART_GRANDPAR
(7,22),(22,27),-0.208048 # DEPENDENCYPART_GRANDPAR
(7,22),(22,28),0.0323435 # DEPENDENCYPART_GRANDPAR
(7,22),(22,30),-0.427915 # DEPENDENCYPART_GRANDPAR
(7,22),(22,32),-0.387966 # DEPENDENCYPART_GRANDPAR
(7,22),(22,33),-0.476816 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),-0.119391 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),0.0166998 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),-0.836794 # DEPENDENCYPART_GRANDPAR
(7,23),(23,25),-0.78556 # DEPENDENCYPART_GRANDPAR
(7,23),(23,26),-0.07224 # DEPENDENCYPART_GRANDPAR
(7,26),(26,19),-0.112133 # DEPENDENCYPART_GRANDPAR
(7,26),(26,20),-0.143328 # DEPENDENCYPART_GRANDPAR
(7,26),(26,22),0.139831 # DEPENDENCYPART_GRANDPAR
(7,26),(26,24),-0.796541 # DEPENDENCYPART_GRANDPAR
(7,26),(26,25),-0.758106 # DEPENDENCYPART_GRANDPAR
(7,26),(26,27),-0.183351 # DEPENDENCYPART_GRANDPAR
(7,26),(26,28),-0.0294283 # DEPENDENCYPART_GRANDPAR
(7,26),(26,29),-0.174857 # DEPENDENCYPART_GRANDPAR
(7,26),(26,30),-0.376372 # DEPENDENCYPART_GRANDPAR
(7,26),(26,32),-0.347075 # DEPENDENCYPART_GRANDPAR
(7,27),(27,4),-0.984046 # DEPENDENCYPART_GRANDPAR
(7,27),(27,8),0.662282 # DEPENDENCYPART_GRANDPAR
(7,27),(27,20),-0.352615 # DEPENDENCYPART_GRANDPAR
(7,27),(27,21),-0.0230717 # DEPENDENCYPART_GRANDPAR
(7,27),(27,23),0.23399 # DEPENDENCYPART_GRANDPAR
(7,27),(27,24),-0.914405 # DEPENDENCYPART_GRANDPAR
(7,27),(27,25),-0.864837 # DEPENDENCYPART_GRANDPAR
(7,27),(27,26),-0.240752 # DEPENDENCYPART_GRANDPAR
(7,27),(27,28),-0.0861466 # DEPENDENCYPART_GRANDPAR
(7,27),(27,29),-0.255066 # DEPENDENCYPART_GRANDPAR
(7,27),(27,30),-0.52978 # DEPENDENCYPART_GRANDPAR
(7,27),(27,32),-0.492525 # DEPENDENCYPART_GRANDPAR
(7,27),(27,33),-0.542898 # DEPENDENCYPART_GRANDPAR
(7,28),(28,26),-0.19916 # DEPENDENCYPART_GRANDPAR
(7,28),(28,27),-0.238914 # DEPENDENCYPART_GRANDPAR
(7,28),(28,29),-0.202969 # DEPENDENCYPART_GRANDPAR
(7,28),(28,30),-0.351222 # DEPENDENCYPART_GRANDPAR
(7,28),(28,32),-0.321536 # DEPENDENCYPART_GRANDPAR
(7,28),(28,33),-0.485606 # DEPENDENCYPART_GRANDPAR
(7,30),(30,24),-0.775898 # DEPENDENCYPART_GRANDPAR
(7,30),(30,25),-0.732185 # DEPENDENCYPART_GRANDPAR
(7,30),(30,26),0.00428455 # DEPENDENCYPART_GRANDPAR
(7,30),(30,29),-0.0249958 # DEPENDENCYPART_GRANDPAR
(7,30),(30,31),-0.484771 # DEPENDENCYPART_GRANDPAR
(7,30),(30,32),-0.328901 # DEPENDENCYPART_GRANDPAR
(7,30),(30,33),-0.449223 # DEPENDENCYPART_GRANDPAR
(7,32),(32,30),-0.283537 # DEPENDENCYPART_GRANDPAR
(7,32),(32,31),-0.449797 # DEPENDENCYPART_GRANDPAR
(7,32),(32,33),-0.421105 # DEPENDENCYPART_GRANDPAR
(7,33),(33,29),-0.276187 # DEPENDENCYPART_GRANDPAR
(7,33),(33,32),-0.539651 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.266497 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.50345 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.286765 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.470692 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.0731679 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.152361 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.889074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.0167886 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),0.0844549 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.401022 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.291985 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.68396 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.769321 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.699563 # DEPENDENCYPART_GRANDPAR
(8,4),(4,21),-0.293089 # DEPENDENCYPART_GRANDPAR
(8,4),(4,22),-0.55685 # DEPENDENCYPART_GRANDPAR
(8,4),(4,23),-0.870117 # DEPENDENCYPART_GRANDPAR
(8,4),(4,27),-0.581375 # DEPENDENCYPART_GRANDPAR
(8,4),(4,28),-1.10317 # DEPENDENCYPART_GRANDPAR
(8,4),(4,33),-0.341337 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.252773 # DEPENDENCYPART_GRANDPAR
