# _root_ * Τα ρέηβ πάρτυ στο κλαμπ Cavo Paradiso , κοντά στη Χώρα , που τελειώνουν με την ανατολή του ηλίου .
#goldHeads=0,4,4,0,4,5,6,7,10,6,10,11,15,15,4,15,18,16,20,18,0,
#predictedHeads=0,4,4,0,4,5,6,7,10,6,10,11,15,15,12,15,18,16,20,18,0,
(15,6),(15,9),-0.0401423 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0150148 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0328861 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.181632 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0401423 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.281557 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.00950363 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0339828 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.00977133 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.00978074 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.0159478 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.00417546 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.00561594 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.00698368 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.00605417 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0258788 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.00561594 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.151026 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0657178 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.00556042 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0110892 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.0110912 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.0395657 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.00561594 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.00698368 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.00605417 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0258788 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.00561594 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.151026 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0657178 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.00556042 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0110892 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.0110912 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.0392718 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.030645 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0279306 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.00333319 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0106972 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0239426 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0134842 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0216075 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.00128132 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.00127933 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0661995 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.020967 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0119759 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.00940583 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.168206 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.00432689 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.00415512 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.00649612 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.00649808 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.041331 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.00420674 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0705094 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.226447 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0315134 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.00608287 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.000395813 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.000393436 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0207741 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0251137 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.281559 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.00748357 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0334279 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.00798341 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.00799282 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0165352 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0239426 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0134842 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0216075 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.00128132 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.00127933 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0661995 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.016118 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0104601 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.00479672 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.00375636 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0482883 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0082162 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0221449 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0221449 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0703386 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0166728 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0167235 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0366519 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.225248 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0701243 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0701249 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0656876 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.00649619 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0160542 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0160542 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.238243 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0267488 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0711888 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0711888 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0105574 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0111913 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.011242 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0255738 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.319228 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.105094 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.105094 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.0273066 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.0181048 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.10669 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.00940412 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.00309669 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0132328 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0135837 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0515148 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.00668653 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0150109 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0299002 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.167437 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0338543 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.041398 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0511544 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0137939 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.00791213 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.043362 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0040776 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0558451 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0571472 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0515148 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.013924 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.0452972 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0299003 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0632686 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.420771 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0455398 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.145981 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0102338 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0144249 # DEPENDENCYPART_SIBL
(21,1),(21,4),0.0317016 # DEPENDENCYPART_SIBL
(21,1),(21,18),0.0317024 # DEPENDENCYPART_SIBL
(21,1),(21,20),0.0317024 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.0202911 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.0202911 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0201414 # DEPENDENCYPART_SIBL
(0,1),(1,3),0.0477717 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.00711004 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0910965 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.292277 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.206478 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.05056 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.243094 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.214307 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.0600389 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.147826 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.176055 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.0428626 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.258192 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.0628961 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0519934 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.070918 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.157854 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.115516 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.0233847 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.15199 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.218116 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.0959508 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.162076 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.250831 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.127246 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),0.147015 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.177668 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.0410899 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.110833 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.141349 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.0461181 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.0855725 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.134562 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.0888095 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.0116216 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.190356 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.0335276 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.187272 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.0243496 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.202068 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.070143 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.219988 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.055458 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),0.127259 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.140678 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.175477 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.0891519 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.144135 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.0202581 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.0898863 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.0511526 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.129368 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.192683 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.0724051 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.104766 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.0403597 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.188839 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.150281 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.00160941 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.166881 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.145552 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.278707 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.0444302 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.305074 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),0.0569321 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.0709155 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.135357 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.0449705 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.0268936 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.175373 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.0792572 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.124874 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.354024 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.277663 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.221451 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.0873817 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.492233 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),-0.0481152 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.0429422 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.0170575 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.224475 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.182821 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.080836 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.0386128 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.0806395 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.0718426 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.725328 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.219266 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.0496174 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.129368 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.192683 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.0724051 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.104766 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.202696 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.0572668 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.0853325 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.158866 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.683268 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.278707 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.0444302 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.305074 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.171479 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),0.0569321 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.00784153 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.265766 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.157567 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.0310626 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.0170098 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.13147 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.145329 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.108454 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.154262 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.0841258 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.108713 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.662846 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.319596 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.36199 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.0964095 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),0.0371761 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),0.172472 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.00689496 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.366568 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.586676 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.334654 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.201059 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),0.0373217 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.0385878 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.886138 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.113323 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.516748 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.588151 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.206401 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),0.127272 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.886141 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.516656 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.347853 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.593717 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),0.127272 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),-0.0644037 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),-0.0548782 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.539101 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.405506 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.738258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.116886 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.313581 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.404568 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.782447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.176322 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.0914319 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.306506 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.400312 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.283736 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.330193 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.30864 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.402477 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.516139 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.283396 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.614562 # DEPENDENCYPART_GRANDPAR
(1,4),(4,21),-0.660961 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.406901 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.245157 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.268155 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.456653 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.77448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.156005 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.246643 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.232369 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.262571 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.335633 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.429622 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.306563 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.409433 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.516412 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.49892 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.281318 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.621612 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.654832 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.828085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,4),-0.404407 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.335618 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.49494 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.308743 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.328594 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.370237 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.479934 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.60944 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.509212 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.467196 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.708163 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.904822 # DEPENDENCYPART_GRANDPAR
(1,9),(9,21),-0.678659 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.729128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,4),-0.31063 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.202563 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.194099 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.21395 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.250355 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.396476 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.537472 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.511032 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.3229 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.606802 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.832871 # DEPENDENCYPART_GRANDPAR
(1,10),(10,21),-0.671409 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-0.828085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,4),-0.404407 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),-0.335618 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.49494 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.353194 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.360966 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.423818 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.612927 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.370267 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.467196 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.708163 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.904822 # DEPENDENCYPART_GRANDPAR
(1,13),(13,20),-0.879461 # DEPENDENCYPART_GRANDPAR
(1,13),(13,21),-0.678659 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-0.804082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,4),-0.297676 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),-0.279243 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),-0.387277 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),-0.243443 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.263294 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.299027 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.282947 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.349552 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.504443 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.368325 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.0804149 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.533703 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.618617 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.733576 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-0.708225 # DEPENDENCYPART_GRANDPAR
(1,15),(15,21),-0.632537 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.405297 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.220782 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.670945 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.806548 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.781187 # DEPENDENCYPART_GRANDPAR
(1,16),(16,21),-0.677669 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.343086 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.743705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.335581 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.100965 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.0904271 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.0682028 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.155872 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.189069 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.113373 # DEPENDENCYPART_GRANDPAR
