# _root_ Ήταν στεγασμένη με ένα τετράγωνο κτήριο , ανοικτό στη νότια πλευρά , όπου υπήρχε δωρική στοά .
#goldHeads=0,1,2,6,6,3,1,6,8,11,9,14,14,11,16,14,14,
#predictedHeads=0,1,2,6,6,3,8,1,8,11,9,14,14,11,16,14,0,
(14,3),(14,9),-0.0482039 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0234749 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.00437071 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.0424101 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0234619 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.00857485 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.00815885 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0463975 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0567011 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.00583709 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0293188 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0241959 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.031838 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0586273 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.00583709 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0146782 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0918063 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.00236812 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0449994 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0421091 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0591262 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0310781 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0621934 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.183597 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0421091 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.00160976 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0250193 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.00987923 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0189204 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.00031296 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0245106 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.00377133 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.00592437 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0178416 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.154056 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0316307 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0080756 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0774964 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0241959 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.031838 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0586273 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.00583709 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0146782 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0918063 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.00236812 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0449994 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.00491151 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.000467814 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0685151 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.00152215 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0094143 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0164187 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0151461 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0591512 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.00790868 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0146782 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0888034 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.00622199 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.04815 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0473751 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.00552754 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0201263 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0173017 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0260348 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.154056 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0316307 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0080756 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0774964 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0272555 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0675062 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0136067 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0360665 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0673435 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0699329 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0419861 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0181668 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0161052 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0287783 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.00193753 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.0287161 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0140671 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0125093 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.00408608 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0398868 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0113133 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.00629804 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0302294 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0140861 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.201426 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.0945535 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0978914 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.0104096 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.0169699 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.00614922 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.224945 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.0952459 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.0504998 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.432858 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.435054 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.0749487 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.181777 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.656868 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.318533 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.348501 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.288489 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.144019 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.426825 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.37841 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.211489 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.298953 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.636338 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.122346 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.716539 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.381867 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.266404 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.231066 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.357638 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.298536 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.349488 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.75331 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.0428545 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.515127 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.346453 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.222926 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.225363 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.483174 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.45991 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.327599 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.272261 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.622122 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.263721 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.398423 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.301313 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.329878 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.261753 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.105128 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.427323 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.490801 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.37841 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.210118 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.636302 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.299523 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.352951 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.270721 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.75331 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.515127 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.346453 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.222926 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.106842 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.254711 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.570116 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.490702 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.319331 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.622122 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.263721 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.398423 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.301313 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.329878 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.738866 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.0730323 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.376428 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.230542 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.155316 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.0411734 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.1388 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.328671 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.3804 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.257357 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.0262962 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.629921 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.198568 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.101956 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.221543 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.68924 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.352951 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.270721 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.653749 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.577431 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.803 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.509139 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.25954 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.596591 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.532122 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.54168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.0857049 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.105666 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.0485659 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),0.00324386 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),0.0852743 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.30405 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),0.0431919 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.783888 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.6356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.0609721 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.562375 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0893754 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.0639969 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.0209162 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.190897 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),0.0608642 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.351682 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.333568 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.492931 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.0475996 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.139985 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),0.0860971 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.38175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.331505 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.347922 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.394362 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.0182644 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.0133882 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.0120808 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),0.0811789 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.540449 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.18011 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.0160364 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.621639 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-1.74143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.0243583 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.243933 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.288923 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.0255109 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.189127 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),0.0055881 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.718352 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.35818 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),0.0211198 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.12668 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-1.08949 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.964998 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.629828 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.374176 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),0.0808109 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),0.10597 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),0.0860971 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.6682 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.303083 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),0.0463728 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.0681377 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.782161 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.576442 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.328294 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),0.0813488 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.224322 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.605177 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.145461 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),0.101236 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-1.38425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,3),0.344974 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.390269 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),0.0180945 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),0.167922 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),0.0600012 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.0171908 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),0.30663 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.553638 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),0.0503728 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.0189439 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.626689 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.791283 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.454953 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-1.74143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,3),0.243933 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),-0.288923 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),-0.0255109 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),0.0758181 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.324209 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),0.17825 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.857901 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.281873 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.12668 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-1.08949 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.964998 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.629828 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.374176 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-1.60779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,3),0.316399 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.069806 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),0.261696 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.689152 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.324856 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),0.132039 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.841777 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.986367 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.617105 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.406092 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-1.64824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,2),0.0712445 # DEPENDENCYPART_GRANDPAR
(1,14),(14,3),0.117795 # DEPENDENCYPART_GRANDPAR
(1,14),(14,5),-0.242012 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),-0.149043 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),0.0663825 # DEPENDENCYPART_GRANDPAR
(1,14),(14,8),-0.277298 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),0.131794 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),-0.814306 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.410781 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),0.106331 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.0123436 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.827015 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.499185 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.328454 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-1.38207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,10),-0.553791 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),0.0530339 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.793212 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.313202 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),-1.07969 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.62863 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.14731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.209244 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.328065 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.223535 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.452436 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.691263 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.458982 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.596071 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.489175 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.191566 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.461308 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.848698 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.566401 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.33161 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.739752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.657375 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.113134 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.284968 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.137082 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.0888653 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.173821 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.216498 # DEPENDENCYPART_GRANDPAR
(2,5),(5,3),0.256295 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.609033 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.18189 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.301598 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.0729744 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.35577 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.634006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.283057 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.522175 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.185263 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.170912 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.314365 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.157496 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.227054 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.239668 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),0.193699 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.0823239 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-1.34985 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.721573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.249905 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.0976721 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.174244 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.299253 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.120442 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.212304 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.228678 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.150423 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),0.188868 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.196495 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.316291 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.48041 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.204462 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.115183 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.270888 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.151723 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.095757 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.159752 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-1.35587 # DEPENDENCYPART_GRANDPAR
(2,11),(11,3),0.282134 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.517418 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),0.186262 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.261873 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.112129 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.176937 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),0.0322838 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.0936532 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.207757 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),0.193648 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.0844459 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.331669 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.491327 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-1.34985 # DEPENDENCYPART_GRANDPAR
(2,12),(12,3),0.249905 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),0.0976721 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),0.174244 # DEPENDENCYPART_GRANDPAR
