# _root_ Αφού έλαβαν υπόψη και άλλους παράγοντες επικινδυνότητας για την ασθένεια , όπως η ηλικία και το φύλο , οι επιστήμονες βρήκαν ότι ο διαβήτης αυξάνει τις πιθανότητες ανάπτυξης καρκίνου του ήπατος .
#goldHeads=21,1,2,6,6,2,6,7,10,8,6,6,14,15,6,17,15,6,20,21,0,21,24,25,22,27,25,27,28,29,29,0,
#predictedHeads=0,1,2,2,6,4,6,7,10,8,15,21,14,15,8,17,15,21,20,21,0,21,24,25,22,27,25,27,28,31,29,0,
(2,15),(15,7),-0.138559 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),0.108119 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.583089 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.0907491 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),0.219047 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),0.151576 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.688376 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.32844 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.278309 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.178011 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),0.0234977 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.271409 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),-0.500014 # DEPENDENCYPART_GRANDPAR
(2,15),(15,22),0.567134 # DEPENDENCYPART_GRANDPAR
(2,15),(15,24),-0.542744 # DEPENDENCYPART_GRANDPAR
(2,15),(15,25),-0.38368 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),-0.258769 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.35255 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.124567 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),0.249554 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.210631 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),0.0974463 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.174895 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.264146 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.152497 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),0.720845 # DEPENDENCYPART_GRANDPAR
(2,18),(18,5),-0.182236 # DEPENDENCYPART_GRANDPAR
(2,18),(18,6),0.321776 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),-0.146985 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),0.0380568 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.332429 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.295263 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.477231 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.639529 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),0.541986 # DEPENDENCYPART_GRANDPAR
(2,18),(18,24),-0.752166 # DEPENDENCYPART_GRANDPAR
(2,18),(18,25),-0.521525 # DEPENDENCYPART_GRANDPAR
(2,18),(18,27),-0.781186 # DEPENDENCYPART_GRANDPAR
(2,18),(18,28),-1.33513 # DEPENDENCYPART_GRANDPAR
(2,20),(20,13),-0.353767 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),-0.211825 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.0807377 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),0.14238 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.329195 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.141732 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),0.740625 # DEPENDENCYPART_GRANDPAR
(2,20),(20,24),-0.531526 # DEPENDENCYPART_GRANDPAR
(2,20),(20,25),-0.0204614 # DEPENDENCYPART_GRANDPAR
(2,20),(20,27),-0.558858 # DEPENDENCYPART_GRANDPAR
(2,20),(20,29),-0.729619 # DEPENDENCYPART_GRANDPAR
(2,21),(21,1),-0.371865 # DEPENDENCYPART_GRANDPAR
(2,21),(21,2),-1.16865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,21),(21,3),0.324079 # DEPENDENCYPART_GRANDPAR
(2,21),(21,4),0.2001 # DEPENDENCYPART_GRANDPAR
(2,21),(21,6),0.217549 # DEPENDENCYPART_GRANDPAR
(2,21),(21,7),-0.251393 # DEPENDENCYPART_GRANDPAR
(2,21),(21,8),-0.0147906 # DEPENDENCYPART_GRANDPAR
(2,21),(21,10),-0.203117 # DEPENDENCYPART_GRANDPAR
(2,21),(21,11),0.161232 # DEPENDENCYPART_GRANDPAR
(2,21),(21,12),0.164512 # DEPENDENCYPART_GRANDPAR
(2,21),(21,14),-0.431974 # DEPENDENCYPART_GRANDPAR
(2,21),(21,15),0.0205259 # DEPENDENCYPART_GRANDPAR
(2,21),(21,16),-0.376068 # DEPENDENCYPART_GRANDPAR
(2,21),(21,17),-0.399214 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),0.152213 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),-0.481354 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.482728 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),0.67294 # DEPENDENCYPART_GRANDPAR
(2,21),(21,23),-0.825161 # DEPENDENCYPART_GRANDPAR
(2,21),(21,24),-0.587587 # DEPENDENCYPART_GRANDPAR
(2,21),(21,25),-0.254434 # DEPENDENCYPART_GRANDPAR
(2,21),(21,27),-0.616508 # DEPENDENCYPART_GRANDPAR
(2,21),(21,28),-1.16977 # DEPENDENCYPART_GRANDPAR
(2,21),(21,29),-0.806065 # DEPENDENCYPART_GRANDPAR
(2,21),(21,31),-1.06327 # DEPENDENCYPART_GRANDPAR
(2,22),(22,18),0.0859139 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-0.772922 # DEPENDENCYPART_GRANDPAR
(2,22),(22,25),0.15736 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0671432 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.29683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.433546 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.603396 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.592257 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.601974 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.71571 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.886904 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.639029 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.892611 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.772148 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-1.12411 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.665795 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-1.10775 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-0.854676 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-0.643775 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.553155 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.437851 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.879886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.263387 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.143243 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.152037 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.275709 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.437029 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.435916 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.512185 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.56996 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.462682 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.514307 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.292735 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.398126 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.916713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.021808 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.258918 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.227637 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.260962 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.512635 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.340341 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.154754 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.0455252 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.935192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.209065 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.412705 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-0.37554 # DEPENDENCYPART_GRANDPAR
(4,1),(1,21),-0.336837 # DEPENDENCYPART_GRANDPAR
(4,1),(1,25),-0.591234 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0155762 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.234773 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.925553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.121047 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.120697 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.321019 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.495601 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.51238 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.276681 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.570774 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.381413 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.656765 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.239515 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-0.825357 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-0.234483 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-0.808931 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0790967 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.931394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-0.133461 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.45211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.261412 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.0618455 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.00320083 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.489073 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.347785 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.423312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.336516 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.046698 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.0645364 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.144668 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),0.104158 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.489072 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.347785 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.423286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.336523 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.369223 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.0625689 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.407542 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.144664 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.109164 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),0.104162 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.161631 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.439671 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.0944674 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.0566569 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.142251 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.217993 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),0.049722 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.306876 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.0555744 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.109168 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.266683 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),0.104162 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.288595 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.441059 # DEPENDENCYPART_GRANDPAR
(4,11),(11,5),0.13849 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.139818 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.0603231 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.0874598 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.251273 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.218736 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.394808 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.416722 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.591118 # DEPENDENCYPART_GRANDPAR
(4,11),(11,25),-0.276152 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.304397 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.510073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,8),0.0525 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.40762 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.143153 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.0254717 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.549776 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.404235 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),0.0110125 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.426151 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.156798 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.599092 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),0.0503172 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),-0.201052 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.328187 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.0995534 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.532768 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.509865 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.29773 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.471579 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.360982 # DEPENDENCYPART_GRANDPAR
(4,18),(18,5),0.13849 # DEPENDENCYPART_GRANDPAR
(4,18),(18,6),0.139818 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),-0.0603231 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),-0.0874598 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.360479 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.395377 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.591118 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.0247826 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.484623 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),-0.683566 # DEPENDENCYPART_GRANDPAR
(4,18),(18,25),-0.276152 # DEPENDENCYPART_GRANDPAR
(4,18),(18,27),-0.715773 # DEPENDENCYPART_GRANDPAR
(4,18),(18,28),-0.970035 # DEPENDENCYPART_GRANDPAR
(4,21),(21,1),-0.503454 # DEPENDENCYPART_GRANDPAR
(4,21),(21,2),-0.377186 # DEPENDENCYPART_GRANDPAR
(4,21),(21,3),-0.34947 # DEPENDENCYPART_GRANDPAR
(4,21),(21,4),-0.425102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,21),(21,6),0.361165 # DEPENDENCYPART_GRANDPAR
(4,21),(21,7),0.160843 # DEPENDENCYPART_GRANDPAR
(4,21),(21,8),0.158829 # DEPENDENCYPART_GRANDPAR
(4,21),(21,10),-0.0287679 # DEPENDENCYPART_GRANDPAR
(4,21),(21,11),-0.0716898 # DEPENDENCYPART_GRANDPAR
(4,21),(21,12),-0.0102977 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),-0.123516 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),0.119038 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-0.548966 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),-0.173492 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.0345244 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.665106 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.351735 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.272449 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-0.763243 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),-0.563201 # DEPENDENCYPART_GRANDPAR
(4,21),(21,25),-0.080048 # DEPENDENCYPART_GRANDPAR
(4,21),(21,27),-0.592036 # DEPENDENCYPART_GRANDPAR
(4,21),(21,28),-0.848884 # DEPENDENCYPART_GRANDPAR
(4,21),(21,29),-1.1274 # DEPENDENCYPART_GRANDPAR
(4,21),(21,31),-0.851325 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.0587042 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.862401 # DEPENDENCYPART_GRANDPAR
(4,22),(22,25),-0.0107681 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.539331 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.871163 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.473134 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.13524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.719035 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.892667 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.643219 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-1.0706 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.642854 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.757358 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.945006 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.6287 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-0.266676 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-1.0271 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.30902 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.858677 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.717468 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.617635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.421762 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.178454 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.599698 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.460651 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.30902 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.858677 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.717445 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.617635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.166468 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.18043 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.534284 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.599697 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.328824 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.460651 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.374467 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.524245 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.493099 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.246873 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.321319 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.369012 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.432543 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.175105 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.0444735 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0469499 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.00573942 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.22382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),0.0300824 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.307384 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.702446 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.416032 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.572589 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.37378 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.756197 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.488731 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.883387 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-0.878514 # DEPENDENCYPART_GRANDPAR
(6,2),(2,22),-0.690704 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.696697 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.137575 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.24381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,1),-0.215609 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.601417 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.00157776 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.0940258 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.32104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.0671412 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.357061 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.79967 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.516779 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.58775 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.654844 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.589478 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-0.989306 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-0.717711 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.117493 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.23925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.014652 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.296752 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.16347 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.512061 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.603988 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.738075 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.686639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.0503887 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.565327 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.242434 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.157658 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),0.0887266 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.501638 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.490122 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.0580517 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0738587 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.113886 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.200285 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.198696 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.365733 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0702562 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.157672 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.0981382 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.0887174 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.295568 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.724228 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-1.18276 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.503854 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.56417 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.736432 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.676382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.57752 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.221342 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.567227 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.15501 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.0269171 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.126273 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.543871 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.012684 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.312476 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.0634064 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.115905 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.204195 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.407966 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.203808 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.373484 # DEPENDENCYPART_GRANDPAR
(6,15),(15,25),-0.59408 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.119136 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.0750711 # DEPENDENCYPART_GRANDPAR
