# _root_ Σε ποσοστό 76,73% οι Ισπανοί είπαν ηχηρό " ναι " υπέρ του Ευρωπαϊκού Συντάγματος , στο δημοψήφισμα που διενεργήθηκε την Κυριακή .
#goldHeads=6,1,2,5,6,0,9,9,6,9,9,14,14,11,6,6,16,19,17,21,19,0,
#predictedHeads=6,1,2,5,6,0,6,9,6,9,6,14,14,11,11,6,16,19,17,21,19,0,
(13,10),(13,12),-0.0303981 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0986987 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0381819 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0983241 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0244659 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0337495 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0504233 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.033672 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0921954 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.00100842 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0921179 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.036211 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.108638 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.00887168 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.138275 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.100805 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.138275 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0544983 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.401456 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0394929 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.00315234 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0787643 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0367195 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.052299 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0106811 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0331678 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0184243 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.165877 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0109973 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.264947 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0799153 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0860542 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0888338 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0198508 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0246155 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.11739 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0169254 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0162121 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0200074 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.00839272 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0111817 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0184243 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.165877 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0109973 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.264947 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0799153 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0860542 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0888338 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.163078 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0086824 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0509007 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.021192 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0338362 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.017019 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0400209 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0182245 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0348401 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.101702 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0232128 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0263744 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.021029 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.00905655 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.00536036 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.00648633 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0607719 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0166589 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0102965 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.00284748 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.00835844 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.00371918 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.0611958 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.0199177 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.0824452 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0824452 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.030327 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0200837 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.00371918 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.00417072 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.216372 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.0247864 # DEPENDENCYPART_SIBL
(15,2),(15,22),0.00672691 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.0630821 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0199174 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0824454 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.0824454 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0303268 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0200834 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.00371864 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.00327466 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.218221 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0241931 # DEPENDENCYPART_SIBL
(15,5),(15,22),0.00673367 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.018688 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.0773498 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.0773498 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.00354985 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0186882 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0117633 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.0761283 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0506773 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.261779 # DEPENDENCYPART_SIBL
(15,6),(15,22),0.0165519 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.0691964 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.0691964 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0229301 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0174218 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.021302 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0635685 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.120491 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.0894987 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.029594 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.027522 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0434577 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0174911 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0442128 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0295721 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0191985 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.0151486 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.101866 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0434577 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0174911 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0442128 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0295721 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0191985 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0151486 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.101866 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0553055 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0312517 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.237499 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.086437 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0571168 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0006091 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.019411 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0578138 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.124341 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0901152 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0295613 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.00417647 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.216388 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0250001 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.00673526 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.00589152 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.00699779 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.00506751 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0547284 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.104299 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.127646 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.00707263 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0404 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.227357 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0366434 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0529242 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0400549 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.038464 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.138577 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.0229421 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.108692 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0103684 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0163721 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0300464 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.00413004 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.27024 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.00619764 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0176212 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0373891 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0089039 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0143614 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.131455 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.000142838 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.00430383 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.0101884 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0374726 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.112562 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0121702 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.0536084 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.122223 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.145465 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0319155 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0263153 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0408816 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0647455 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0696667 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0805233 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.000550576 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.109192 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0242588 # DEPENDENCYPART_SIBL
(19,1),(19,2),0.0294454 # DEPENDENCYPART_SIBL
(19,1),(19,3),-0.00717765 # DEPENDENCYPART_SIBL
(19,1),(19,5),0.0294533 # DEPENDENCYPART_SIBL
(19,1),(19,6),0.0410592 # DEPENDENCYPART_SIBL
(19,1),(19,7),0.0297388 # DEPENDENCYPART_SIBL
(19,1),(19,8),0.0249783 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.00835797 # DEPENDENCYPART_SIBL
(19,1),(19,10),0.0249783 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.00320311 # DEPENDENCYPART_SIBL
(19,1),(19,13),0.0297331 # DEPENDENCYPART_SIBL
(19,1),(19,14),0.0294533 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.0820658 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.0107817 # DEPENDENCYPART_SIBL
(19,1),(19,17),0.0334257 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.205542 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.0323285 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.0108962 # DEPENDENCYPART_SIBL
(19,1),(19,22),-0.0115128 # DEPENDENCYPART_SIBL
(19,2),(19,3),-0.0927238 # DEPENDENCYPART_SIBL
(19,2),(19,5),-0.181574 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.0182144 # DEPENDENCYPART_SIBL
(19,2),(19,7),-0.0592553 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.0794987 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.0167563 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.0794987 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.0237631 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.0594242 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.181574 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.0403509 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0312657 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.177602 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.281766 # DEPENDENCYPART_SIBL
(19,2),(19,20),0.0310495 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.00728125 # DEPENDENCYPART_SIBL
(19,2),(19,22),-0.0186393 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.00218683 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.00905045 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.00639399 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.0166396 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.00379411 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.0166396 # DEPENDENCYPART_SIBL
(19,3),(19,11),0.00562991 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.00639696 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.00218683 # DEPENDENCYPART_SIBL
(19,3),(19,15),0.00401134 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.000644737 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.00178557 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.148139 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.00539657 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.00354916 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.0475247 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.0123477 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.0571607 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.0774041 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.0146617 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.0774041 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0216685 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.0573295 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.17948 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0382563 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.0291711 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.175507 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.279671 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.0385411 # DEPENDENCYPART_SIBL
(19,5),(19,21),0.000210177 # DEPENDENCYPART_SIBL
(19,5),(19,22),-0.0111484 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.0533573 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.0122654 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.000427079 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.0122654 # DEPENDENCYPART_SIBL
(19,6),(19,11),0.00693397 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.0533603 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.0575486 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.0039126 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.00582185 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0535762 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.205526 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.0070099 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.0268253 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.0202688 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.022703 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.0333238 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.022703 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.0180301 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.0313156 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0555157 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.00230779 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.024842 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0515512 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.158672 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.000953357 # DEPENDENCYPART_SIBL
(19,7),(19,21),0.00534148 # DEPENDENCYPART_SIBL
(19,7),(19,22),-0.0410685 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.0548902 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.0174363 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.0380348 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.0169801 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.0525079 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.0601024 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.0230712 # DEPENDENCYPART_SIBL
(19,8),(19,17),0.0616682 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.091876 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.0050799 # DEPENDENCYPART_SIBL
(19,8),(19,21),0.0521612 # DEPENDENCYPART_SIBL
(19,8),(19,22),0.146803 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.00729787 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.00644353 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0199117 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.0166574 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.00834605 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0112131 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0233709 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.167746 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.00152465 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0160568 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.0257339 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.0380348 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0169801 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.0525079 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0601024 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.0230712 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0616682 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.091876 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0050799 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.0521612 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.146803 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.000388867 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.0066532 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0523033 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0250621 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.0106256 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.222624 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0058443 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0146934 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.0354709 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0574066 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.00239615 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.024842 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.053442 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.158672 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.000943757 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.00533082 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0411109 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0401423 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0310571 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.177393 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.281557 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0339828 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.00434814 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0157035 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.025103 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0177422 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0239426 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0216075 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.0640962 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0661995 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.00608364 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.232934 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.00268397 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0184927 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0315754 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.282965 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0380456 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.000285402 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.00429602 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0104601 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.00620247 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0482883 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0197107 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0366519 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.000394702 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.043471 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.0206105 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.0227634 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.201039 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.254586 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0234387 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.329739 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0613651 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.245987 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.197235 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.132153 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.0957422 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.092654 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.0650773 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),0.056435 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.000954244 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0535957 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.0114061 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.419589 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.245987 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.19751 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.530942 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.104376 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.0549745 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.314606 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.177537 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.0251053 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.0394527 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.0954494 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.0406047 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.16247 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.0112783 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.0800188 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.0205197 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.253513 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.0784697 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),0.269231 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.0297764 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),-0.0502374 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.00593324 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.372771 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.419787 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.151902 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.126621 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.153055 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.0515149 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.168333 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.0803184 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),-0.0978846 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.206812 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.114911 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.0453071 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.044656 # DEPENDENCYPART_GRANDPAR
