# _root_ Στην αρχή υπήρξαν , επίσης , προβλήματα στην κατανομή των πόρων του προγράμματος στις εθνικές υπηρεσίες .
#goldHeads=3,1,0,5,3,5,3,7,8,11,9,13,11,9,16,14,0,
#predictedHeads=3,1,0,5,3,5,3,3,8,11,9,13,11,9,16,14,0,
(0,3),(3,14),-0.453337 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.205241 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.0735086 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.105454 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.0705611 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.490848 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.0504466 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.181742 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.1045 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.13023 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.359698 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.285587 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.186518 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.428534 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.230925 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.1289 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.438643 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.0128465 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.304453 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.297468 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.342495 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.551562 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.483646 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.377784 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.274401 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.105454 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0705611 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.490848 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.11793 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.0489208 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.1045 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.13023 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.359698 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.285587 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.186518 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.644623 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.428534 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.393032 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.126715 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.382209 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.187088 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.145584 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.175127 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.121659 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.387622 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.322014 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.212207 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.650633 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.430449 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.104696 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.0563375 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.376761 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.308508 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.187086 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.150873 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.175125 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.14563 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.290474 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.668779 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.329248 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.219441 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.649366 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.452468 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.437683 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.103887 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.382641 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.187555 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.151041 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.175594 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.1423 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.400513 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.655366 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.684516 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.219714 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.649856 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.45232 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.437956 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.104199 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.506879 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.439995 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.207028 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.382699 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.150889 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.664741 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.332558 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.685463 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.225253 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.755919 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.538427 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.103917 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.257486 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.337033 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.43775 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.913022 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.631112 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.217463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.421093 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0953936 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.232529 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.196149 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.231736 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.149255 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),0.172988 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.32184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.582723 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.102547 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.224533 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.203302 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.164159 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.163993 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.274404 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.367724 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.836872 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),0.182071 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.341366 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.213135 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.290586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.640486 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.358477 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.288291 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.187116 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.22281 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),0.0525271 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.332874 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.416345 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.895907 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.271378 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.290586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.640486 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.358477 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.0201426 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.33381 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.22281 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.0525271 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.332874 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.416345 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.895907 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),0.102191 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.271378 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.396637 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.43563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.844436 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.791893 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.81828 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.672106 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.935718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.273637 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.175611 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.300024 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.103306 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.221849 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.510516 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.209147 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.239644 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.428998 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.789063 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.604731 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.662046 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.892475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.246542 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.364909 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.412786 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.358917 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.411372 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.765998 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.4423 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.495711 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.716121 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.678622 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.977961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.274596 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.358894 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.445259 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.297054 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.418626 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.703033 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.401836 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.432127 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.707802 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.662046 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.892475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.246542 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.276522 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.314741 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.358917 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.411372 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.765998 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.4423 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.495711 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.596208 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.716121 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-1.04634 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.870714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.173657 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.347831 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.309524 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.374218 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.482399 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.800382 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.502773 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.52586 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.683264 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-1.09021 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.709447 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.498068 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.602919 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.301436 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.709213 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.913943 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.725167 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.180698 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.69064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.0253856 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.266618 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.0271523 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.7746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.0988973 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.219967 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.340129 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.181596 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.686307 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.698948 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.373112 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.48582 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.19798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.141446 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.0839526 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.27159 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.344797 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.0228481 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.379476 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.402257 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.785245 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.358104 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.433064 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.03839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.505309 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0946546 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.30184 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.384292 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.00965384 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.357145 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.368585 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.177905 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.373112 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.48582 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.19798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.419904 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.151558 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.27159 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.344797 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.0228481 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.379476 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.402257 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.315797 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.785245 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.221155 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.544942 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.821028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.427135 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.316661 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.185903 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.224818 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.216155 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.152773 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.161686 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.217406 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),0.0030319 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.0828353 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.167515 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.239829 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.126541 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),0.426129 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.308004 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.184897 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.583148 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.0657145 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.375777 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.174351 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.183264 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.226647 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.581102 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.0185463 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.0920834 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.822372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.424736 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.306844 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.183504 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.585605 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.28278 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.367717 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.562597 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.18252 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.226121 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.579608 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.017802 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.0913207 # DEPENDENCYPART_GRANDPAR
(3,13),(13,4),0.424795 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),0.306754 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.369193 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.0877263 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.558517 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.227591 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.581233 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.0111012 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.0923517 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.677545 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),0.0111997 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.118179 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.818417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,5),0.310938 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.37333 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.076313 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.571278 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.0875558 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.065641 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.589921 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.0884127 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-1.1875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,7),0.300796 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),-0.233421 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.252809 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.204249 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.0487135 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.101258 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.02347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.396938 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0787659 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.200771 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.0423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.225351 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.415772 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.532137 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.589206 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.477978 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.021415 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.00511479 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.997473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.270483 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.370945 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.494891 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.585415 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.577636 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.684128 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.744015 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.479632 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.809233 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.65184 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.516793 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.527823 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.400221 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.503026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.0815307 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0454056 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.253554 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.127251 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.233918 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.294178 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.313018 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.521021 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.560566 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.417604 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.676448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.109252 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.128756 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.282501 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.211704 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.308347 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.379228 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.16048 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.298131 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.439036 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.567281 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.413534 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.625146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.217117 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.00138141 # DEPENDENCYPART_GRANDPAR
