# _root_ Εκτός από την σωρεία καταχρήσεων μεγάλης κλίμακας , διαπράττονται και πολλές καταχρήσεις σε μικρή κλίμακα , διότι ο τομέας των μεταφορών χαρακτηρίζεται σε μεγάλο βαθμό από καταχρήσεις .
#goldHeads=9,1,5,5,2,7,5,9,0,12,12,9,9,15,13,17,9,19,22,21,19,17,22,25,23,22,26,0,
#predictedHeads=9,1,4,2,4,7,5,9,0,12,12,9,12,15,13,17,9,19,22,21,19,17,22,25,23,25,26,0,
(4,5),(5,2),-0.606309 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.556818 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.698382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.244906 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.172036 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0652601 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.306667 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.0445566 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.449251 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.346384 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.60091 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.511703 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.497248 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.730137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.461678 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.260516 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.102317 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.317775 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.636798 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.606309 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.556818 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.698392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.493423 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.318752 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.0659813 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.308292 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.440177 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.576051 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.524304 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.723621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.468194 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.309208 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.21779 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.455122 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.377648 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.42615 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.165108 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.61129 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.544212 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.764549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.427267 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.296006 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.180894 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.074836 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.0166303 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.273755 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.166056 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.0318577 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.328318 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.414313 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),0.00102866 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.0283115 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.602906 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.372561 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.419529 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-0.0362032 # DEPENDENCYPART_GRANDPAR
(4,9),(9,25),-0.636376 # DEPENDENCYPART_GRANDPAR
(4,9),(9,26),-0.28531 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.628568 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.602597 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.687959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.503857 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.273281 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.253251 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.0306856 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.0468289 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.120096 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.229553 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.185311 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.188374 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.477591 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.0975281 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.077788 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.665245 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.429281 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.189656 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.00359137 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.435612 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.435606 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.547531 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.158489 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.148255 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.731806 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.515292 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.0870064 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.00168145 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.920518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,7),-0.331153 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.465979 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.482321 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.551631 # DEPENDENCYPART_GRANDPAR
(5,1),(1,22),-0.774562 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.289991 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.110612 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.00453825 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.935318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.0663473 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.345952 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.453821 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.495952 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.494361 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.920139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,2),-0.102785 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.124225 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.0204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.151105 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.431031 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.511935 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.560109 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.522584 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.63775 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.689077 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.406601 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.477732 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.484703 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.395102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.247105 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0855404 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0846773 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.724965 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.501207 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.537302 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.54989 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.363357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.466091 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0492047 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0751947 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.648663 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.664218 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.419203 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.465081 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.388586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.456548 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.20078 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.222025 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.586134 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.22635 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.0964967 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.699457 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.439111 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.430025 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.429513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.443346 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.163883 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0916126 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.0429681 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.48224 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.033743 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.0144052 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.45527 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.227101 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.0118455 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),0.0402994 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.297488 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.281492 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.283234 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.0982077 # DEPENDENCYPART_GRANDPAR
(5,9),(9,25),-0.456549 # DEPENDENCYPART_GRANDPAR
(5,9),(9,26),-0.260848 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.716735 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.497496 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.527249 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.352924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.420621 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.23624 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0474622 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.279926 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.328582 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0297541 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.139048 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.315325 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.290379 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.110402 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.00917709 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.359826 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.292986 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.251661 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.0137531 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.171425 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.195141 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.668923 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.43205 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.0227464 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.239413 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.558958 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.35312 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.167763 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.0760438 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.419188 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.417024 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.0934463 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.0663771 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.0528542 # DEPENDENCYPART_GRANDPAR
(6,1),(1,7),-0.325343 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.501756 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.984158 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.660159 # DEPENDENCYPART_GRANDPAR
(6,1),(1,22),-1.05065 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.0661553 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.457293 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.117107 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.103584 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.15661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.337454 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.481607 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-1.00213 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.457572 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.0852096 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.298644 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.502333 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.181221 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.19612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.38324 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.517395 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-1.02636 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.45037 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.60765 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.0190874 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.295045 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.502333 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.0648914 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.19612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.38324 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.517395 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-1.02636 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.45037 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.781814 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.60765 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.398653 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.603775 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.874349 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.372943 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.386466 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.641101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.159037 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.595835 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.348338 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.404243 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.595899 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.365671 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.379194 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.726531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0963677 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.708843 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.345517 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.520148 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.0806866 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.402926 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.579552 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.291129 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.304652 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.709252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.0848206 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0603233 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.0346661 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.259663 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.399053 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.0582658 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.333494 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.413952 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.269294 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),0.000432261 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.374562 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.518826 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.638728 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.0641776 # DEPENDENCYPART_GRANDPAR
(6,9),(9,25),-0.471591 # DEPENDENCYPART_GRANDPAR
(6,9),(9,26),-0.306614 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.0100055 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.539774 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.356438 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.27711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.535299 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.741434 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.688624 # DEPENDENCYPART_GRANDPAR
(7,1),(1,22),-0.893163 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.390685 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.194719 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.533554 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.350218 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.14711 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.29191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.523141 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.755065 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.68272 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.32364 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.199798 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.208332 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.247597 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.332741 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.37698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.581255 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.819222 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.710944 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.824382 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.383121 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.188999 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.204732 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.503718 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.332741 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.37698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.581255 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.819222 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.710944 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-1.32164 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.824382 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.385293 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0700842 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.124744 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.40998 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.226644 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.3118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.530973 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.733131 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.761312 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.516215 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.00317 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.819837 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.169378 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.745174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.481137 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.699885 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.320699 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.287386 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.796551 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.536123 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.968118 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.784782 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.200946 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.782072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.022292 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.145732 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.596332 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0612827 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.172567 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.654308 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.510926 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.149179 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.15093 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.759766 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.547754 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.402174 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.191849 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-0.748187 # DEPENDENCYPART_GRANDPAR
(7,9),(9,26),-0.27429 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.174606 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.265774 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.381773 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.867621 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.715199 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.0600612 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.11096 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.128232 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.110315 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.05644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.234366 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-0.37664 # DEPENDENCYPART_GRANDPAR
(8,1),(1,22),-0.766515 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.26627 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.260438 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.0828158 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.100088 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.189756 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.0821704 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.03457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.23898 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.433961 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.219861 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.165334 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0584361 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.0788529 # DEPENDENCYPART_GRANDPAR
