# _root_ Από τη στιγμή που εγκαταλείφθηκε το Κάστρο το 1829 , με την ίδρυση του Ανεξάρτητου Ελληνικού Κράτους , αφέθηκε στην τύχη του .
#goldHeads=5,3,1,5,19,7,5,9,5,5,5,13,11,17,17,17,13,19,0,19,20,21,0,
#predictedHeads=19,3,1,5,3,7,5,9,5,5,5,13,11,17,17,17,13,19,0,19,20,21,0,
(18,5),(18,17),-0.0153298 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.261808 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.0977269 # DEPENDENCYPART_SIBL
(18,5),(18,21),0.0507263 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.33685 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.0519698 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.00429157 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0211441 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0211441 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.00429157 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0289591 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.0544473 # DEPENDENCYPART_SIBL
(18,7),(18,21),0.234953 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.00764378 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.186654 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0678593 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.0678593 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.186654 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.00548204 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0173624 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.0246367 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0440714 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0703102 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0703102 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0440714 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0489098 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.278237 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.0710616 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0199174 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0199174 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.00371864 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0250001 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0486232 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.216411 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0144756 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.021302 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0894987 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.105286 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.120492 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.021302 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0894987 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.105286 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.120492 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0250001 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0486232 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.216411 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0441878 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.00646932 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.00757167 # DEPENDENCYPART_SIBL
(19,1),(19,3),0.0293883 # DEPENDENCYPART_SIBL
(19,1),(19,4),-0.113382 # DEPENDENCYPART_SIBL
(19,1),(19,5),0.022042 # DEPENDENCYPART_SIBL
(19,1),(19,7),0.0462112 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.0188722 # DEPENDENCYPART_SIBL
(19,1),(19,10),0.0741821 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.0426923 # DEPENDENCYPART_SIBL
(19,1),(19,13),0.0253749 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.0340397 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.00865847 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.00865847 # DEPENDENCYPART_SIBL
(19,1),(19,17),0.0253749 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.0741821 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.0292118 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.0144389 # DEPENDENCYPART_SIBL
(19,1),(19,23),-0.0332417 # DEPENDENCYPART_SIBL
(19,3),(19,4),-0.143115 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.0152604 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.153481 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.0841758 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.0359287 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.0548617 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.162711 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.0829336 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.0507072 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.0507072 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.162711 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.0359287 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.0417297 # DEPENDENCYPART_SIBL
(19,3),(19,21),0.0241423 # DEPENDENCYPART_SIBL
(19,3),(19,23),0.00899393 # DEPENDENCYPART_SIBL
(19,4),(19,5),0.0883112 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.0820443 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.0533429 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.0695892 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.02954 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0677324 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.0334806 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.0217656 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.0217656 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.0677324 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.0695892 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.133295 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.0413995 # DEPENDENCYPART_SIBL
(19,4),(19,23),-0.00821246 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.0668641 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.062714 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.00752377 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0334745 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.0734873 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.0653761 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0621629 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.0621629 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0734873 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.00752377 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.00171354 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.0134029 # DEPENDENCYPART_SIBL
(19,5),(19,23),-0.0376651 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.088997 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.0379916 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.0596823 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.17842 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0875539 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.0567552 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0567552 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.17842 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0379916 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.00534078 # DEPENDENCYPART_SIBL
(19,7),(19,21),0.000327113 # DEPENDENCYPART_SIBL
(19,7),(19,23),-0.012394 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.00401134 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.015381 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.00218683 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0660641 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.00639399 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.00639399 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.00218683 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.00401134 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0225335 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0524969 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.0475247 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.00436454 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.00336588 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0284534 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.00502159 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.00502159 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.00336588 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0106972 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0155483 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.00128132 # DEPENDENCYPART_SIBL
(19,10),(19,23),-0.0661995 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.000373065 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0554943 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0180593 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0180593 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.000373065 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0444334 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.000317077 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.00733561 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.0517613 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0910722 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0590467 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0590467 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.181366 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0401423 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.00202044 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.00977133 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.0157035 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0245418 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.024633 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.00267384 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.00278117 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0437385 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.00278177 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.100915 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0283665 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0555157 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.00230779 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0208286 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.00154277 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0410685 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0555157 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.00230779 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0208286 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.00154277 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0410685 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0401423 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.00202044 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.00977133 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0157035 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0155483 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.00128132 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0661995 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0183506 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0465285 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0675064 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0034761 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.209264 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.210614 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.0617725 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.0620005 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.0547671 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0558237 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.145945 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.0100707 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.00862691 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.024238 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.0236633 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.126473 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0388029 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.024238 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0236633 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.126473 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0388029 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0368612 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0113557 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.0102354 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0208136 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0372115 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0787168 # DEPENDENCYPART_SIBL
(23,7),(23,20),-0.00502364 # DEPENDENCYPART_SIBL
(23,7),(23,21),-0.0207143 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0176666 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.152953 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.100859 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.25099 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.196156 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.25215 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.0473192 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.217095 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.140667 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.232905 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.214265 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.241091 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.281624 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.0742362 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.31001 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),0.284604 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),-0.346376 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.345992 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.0741146 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0782649 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.232416 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.374901 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.146394 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.0758793 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),0.302756 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.499278 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.0115712 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.0688981 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.192557 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.441372 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.0157253 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.132539 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.154999 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.356931 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.0525647 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),0.0620873 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.107438 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),0.519044 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.064184 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),0.15682 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.462914 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.392415 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.673998 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.274781 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.186246 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.206841 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.417924 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.0310036 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.0217423 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.412939 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.233045 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.0189591 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.32145 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.500559 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.175038 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.247692 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.0817657 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.261229 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.163121 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.183671 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.146577 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.0663076 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),0.357412 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.11991 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.611649 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.290809 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.227883 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.176157 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.0925828 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),0.0216694 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.537588 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.286158 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.646365 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.215067 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.198242 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.00416457 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.3921 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.304335 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.474135 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.462852 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),0.392524 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.624873 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.0121299 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.0759877 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.54172 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.304005 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.637348 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.273837 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.294342 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.0091113 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),0.2987 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.325594 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.455319 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),-0.0189591 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),0.500559 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.175038 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.292886 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.0692805 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.247331 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.192468 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.213018 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.132679 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.357412 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.335433 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.420161 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.499278 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.0688981 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),-0.192557 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),0.481784 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.107213 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.232534 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),0.235519 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),0.0678329 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.173628 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.561737 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.0732342 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.0937843 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.0589759 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),0.187958 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.064184 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.211497 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),0.15682 # DEPENDENCYPART_GRANDPAR
(0,23),(23,7),-0.425773 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-0.642953 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.660891 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),0.479455 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.181504 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.456607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.849788 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.229184 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0247328 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.270361 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.38674 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.304812 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.436792 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.384753 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.132903 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.488835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.769768 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.446291 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.123608 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.301781 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.295729 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.367406 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.483628 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.555371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.732531 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.416832 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.128873 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.551138 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.211507 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.421312 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.234744 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.258074 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.377527 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.318697 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.266946 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.466961 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-0.094711 # DEPENDENCYPART_GRANDPAR
(1,5),(5,23),-0.484736 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.209611 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.0634229 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.507682 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.386933 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.541515 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.574796 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.526594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,3),0.465705 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.222824 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.0896812 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.269574 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.371622 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.387536 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.450307 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.603153 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.636357 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.391477 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.267282 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.558902 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.485703 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.813373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.204716 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.0894721 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.127125 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.227968 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.256074 # DEPENDENCYPART_GRANDPAR
