# _root_ Το πιο διάσημο τέκνο της Λέσβου , η Σαπφώ , θεωρήθηκε από πολλούς η πρώτη φεμινίστρια και μιά από τις καλύτερες λυρικές ποιήτριες των εποχών .
#goldHeads=4,3,4,7,6,4,11,9,7,7,0,11,12,16,16,17,11,17,18,23,23,23,19,25,23,0,
#predictedHeads=4,3,4,11,6,4,11,9,11,11,0,11,12,16,16,17,12,17,18,23,23,23,19,25,23,0,
(17,3),(17,26),-0.0177375 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.0177933 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.114053 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.0177933 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.114053 # DEPENDENCYPART_SIBL
(17,4),(17,11),0.0425517 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0682032 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.0421179 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0597122 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0396325 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0177933 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.101274 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.0385526 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.026186 # DEPENDENCYPART_SIBL
(17,4),(17,22),-0.00327311 # DEPENDENCYPART_SIBL
(17,4),(17,23),0.0983107 # DEPENDENCYPART_SIBL
(17,4),(17,25),0.0981762 # DEPENDENCYPART_SIBL
(17,4),(17,26),-0.0407137 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.114053 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.0177933 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.114053 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.0425517 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.0682032 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0421179 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0597122 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0396325 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0177933 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.101274 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0385526 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.026186 # DEPENDENCYPART_SIBL
(17,6),(17,22),-0.00327311 # DEPENDENCYPART_SIBL
(17,6),(17,23),0.0983107 # DEPENDENCYPART_SIBL
(17,6),(17,25),0.0981762 # DEPENDENCYPART_SIBL
(17,6),(17,26),-0.0407137 # DEPENDENCYPART_SIBL
(17,7),(17,9),0.00461018 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.0449192 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.045004 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.04269 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.000679921 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.042615 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.0257664 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.00461018 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.0227932 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.0315951 # DEPENDENCYPART_SIBL
(17,7),(17,21),-0.029653 # DEPENDENCYPART_SIBL
(17,7),(17,22),0.00412271 # DEPENDENCYPART_SIBL
(17,7),(17,23),0.0233943 # DEPENDENCYPART_SIBL
(17,7),(17,25),0.0231973 # DEPENDENCYPART_SIBL
(17,7),(17,26),-0.0394682 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.114053 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.0425517 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0682032 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0421179 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0597122 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0396325 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0177933 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.101274 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0385526 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.026186 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.00327311 # DEPENDENCYPART_SIBL
(17,9),(17,23),0.0983107 # DEPENDENCYPART_SIBL
(17,9),(17,25),0.0981762 # DEPENDENCYPART_SIBL
(17,9),(17,26),-0.0407137 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.045004 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.04269 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.000679921 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.042615 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0257664 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.00461018 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0227932 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.0315951 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.029653 # DEPENDENCYPART_SIBL
(17,10),(17,22),0.00412271 # DEPENDENCYPART_SIBL
(17,10),(17,23),0.0233943 # DEPENDENCYPART_SIBL
(17,10),(17,25),0.0231973 # DEPENDENCYPART_SIBL
(17,10),(17,26),-0.0394682 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0887564 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.139717 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.111908 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0843431 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.181572 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0562547 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.00718031 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0261313 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.00627389 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.0556479 # DEPENDENCYPART_SIBL
(17,11),(17,25),-0.055648 # DEPENDENCYPART_SIBL
(17,11),(17,26),-0.00160291 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0448286 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0562073 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.031127 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.053121 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0833888 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.419986 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0104055 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.00888053 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.0827878 # DEPENDENCYPART_SIBL
(17,12),(17,25),-0.0827879 # DEPENDENCYPART_SIBL
(17,12),(17,26),-0.0110944 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0144733 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0118353 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.00308649 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0038098 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0392509 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.370706 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.390775 # DEPENDENCYPART_SIBL
(17,13),(17,23),0.00460478 # DEPENDENCYPART_SIBL
(17,13),(17,25),0.00460421 # DEPENDENCYPART_SIBL
(17,13),(17,26),-0.0203147 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0425024 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0263821 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0110218 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.00477088 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.00858968 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.0253749 # DEPENDENCYPART_SIBL
(17,14),(17,23),0.0116873 # DEPENDENCYPART_SIBL
(17,14),(17,25),0.0116872 # DEPENDENCYPART_SIBL
(17,14),(17,26),-0.0716647 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.057128 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.00485454 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.013765 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.00486225 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0216473 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.00545556 # DEPENDENCYPART_SIBL
(17,15),(17,25),0.00545549 # DEPENDENCYPART_SIBL
(17,15),(17,26),-0.0596875 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.101274 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0385526 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.026186 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.00327311 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.0983107 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.0981762 # DEPENDENCYPART_SIBL
(17,16),(17,26),-0.0407137 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0114112 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0610322 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0610322 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0863542 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.086362 # DEPENDENCYPART_SIBL
(17,18),(17,26),-0.029146 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0266091 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0266091 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.0403023 # DEPENDENCYPART_SIBL
(17,19),(17,25),0.0403023 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.00899226 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.101431 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0757749 # DEPENDENCYPART_SIBL
(17,21),(17,25),-0.0757796 # DEPENDENCYPART_SIBL
(17,21),(17,26),-0.0796253 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.0757749 # DEPENDENCYPART_SIBL
(17,22),(17,25),-0.0757796 # DEPENDENCYPART_SIBL
(17,22),(17,26),-0.0796253 # DEPENDENCYPART_SIBL
(17,23),(17,25),-0.086362 # DEPENDENCYPART_SIBL
(17,23),(17,26),-0.029146 # DEPENDENCYPART_SIBL
(17,25),(17,26),-0.029146 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.083008 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.419787 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.115614 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.0694374 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.147631 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0636624 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0125737 # DEPENDENCYPART_SIBL
(18,8),(18,21),0.0477502 # DEPENDENCYPART_SIBL
(18,8),(18,22),0.0477504 # DEPENDENCYPART_SIBL
(18,8),(18,23),0.0518146 # DEPENDENCYPART_SIBL
(18,8),(18,25),0.0512303 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.166313 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0190718 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0225197 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.00459313 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.130534 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0595792 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0210926 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0221871 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.00585387 # DEPENDENCYPART_SIBL
(18,13),(18,25),0.0052691 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.115614 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0694374 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.147631 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0636624 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0125737 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0477502 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0477504 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.0518146 # DEPENDENCYPART_SIBL
(18,14),(18,25),0.0512303 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.00639065 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0357908 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0430881 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.029897 # DEPENDENCYPART_SIBL
(18,15),(18,21),-8.3408e-06 # DEPENDENCYPART_SIBL
(18,15),(18,22),-8.3408e-06 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0418009 # DEPENDENCYPART_SIBL
(18,15),(18,25),0.0412166 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0359189 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0642453 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.025427 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.00968749 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.00764419 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.00321015 # DEPENDENCYPART_SIBL
(18,16),(18,25),0.00236169 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0175289 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.00991983 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0210109 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0210109 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0562216 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.0542114 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.00547322 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.00972294 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.00972294 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.0281197 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.028032 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0277118 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0277118 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0141963 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.014284 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0433525 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0320659 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.0321583 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.0320659 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.0321583 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.122301 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0165667 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0198958 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0356418 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0393738 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0373305 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0710712 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.0712056 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0036696 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00292259 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0285084 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0285084 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0462936 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.0455799 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0370205 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0407525 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0387093 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0746116 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.074746 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0311126 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0311126 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.143818 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.143818 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0707945 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.189167 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.189171 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.189167 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.189171 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.524837 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0144152 # DEPENDENCYPART_SIBL
(21,16),(21,19),-7.68827e-05 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0272804 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0314227 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0755702 # DEPENDENCYPART_SIBL
(21,16),(21,25),0.0754358 # DEPENDENCYPART_SIBL
(21,18),(21,19),-9.66544e-05 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0274319 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0313793 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0747003 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.0745659 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0275167 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0122711 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.00858291 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.00858291 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.00974466 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0527263 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0527263 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.00619851 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.00621021 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.108503 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.0144152 # DEPENDENCYPART_SIBL
(22,16),(22,19),-7.68827e-05 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0272804 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0147093 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.0755704 # DEPENDENCYPART_SIBL
(22,16),(22,25),0.075436 # DEPENDENCYPART_SIBL
(22,18),(22,19),-9.66544e-05 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0274319 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0146745 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0747005 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.0745661 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0275167 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0178137 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0085827 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.0085827 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.117652 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0527283 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.0527283 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.108582 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.108582 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.108503 # DEPENDENCYPART_SIBL
(23,14),(23,16),0.074353 # DEPENDENCYPART_SIBL
(23,14),(23,17),0.152546 # DEPENDENCYPART_SIBL
(23,14),(23,18),0.0742202 # DEPENDENCYPART_SIBL
(23,14),(23,19),0.0454682 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.357034 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.0920076 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.0920487 # DEPENDENCYPART_SIBL
(23,14),(23,24),-0.0171893 # DEPENDENCYPART_SIBL
(23,14),(23,25),0.0513993 # DEPENDENCYPART_SIBL
(23,14),(23,26),-0.0321516 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.0359192 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.017658 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.0160837 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.10548 # DEPENDENCYPART_SIBL
(23,16),(23,21),0.0223393 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.0226894 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.0177671 # DEPENDENCYPART_SIBL
(23,16),(23,25),0.00239365 # DEPENDENCYPART_SIBL
(23,16),(23,26),0.0102354 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.00707429 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.00654197 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.0555829 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.0324573 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.0300871 # DEPENDENCYPART_SIBL
(23,17),(23,24),0.0112413 # DEPENDENCYPART_SIBL
(23,17),(23,25),0.0543004 # DEPENDENCYPART_SIBL
(23,17),(23,26),0.00625282 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0159326 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.105899 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0221536 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0225037 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0178173 # DEPENDENCYPART_SIBL
(23,18),(23,25),0.00151025 # DEPENDENCYPART_SIBL
(23,18),(23,26),0.0101852 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.135647 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0036571 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.00330698 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0514511 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0764425 # DEPENDENCYPART_SIBL
(23,19),(23,26),-0.0454081 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0670298 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0667544 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0246729 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.0180461 # DEPENDENCYPART_SIBL
(23,20),(23,26),-0.0490302 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.00906171 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0466636 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.0117395 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.0271171 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0496904 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.0087338 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.0301439 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0072852 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.0472812 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0539451 # DEPENDENCYPART_SIBL
(25,20),(25,21),0.0670298 # DEPENDENCYPART_SIBL
(25,20),(25,22),0.0667544 # DEPENDENCYPART_SIBL
(25,20),(25,23),0.0838309 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.378936 # DEPENDENCYPART_SIBL
(25,20),(25,26),-0.0490302 # DEPENDENCYPART_SIBL
(25,21),(25,22),0.00906171 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.0243852 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.0893299 # DEPENDENCYPART_SIBL
(25,21),(25,26),-0.0271171 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.0242253 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.08949 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.0301439 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.120905 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.0102354 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0352864 # DEPENDENCYPART_SIBL
(26,4),(26,9),-0.0201414 # DEPENDENCYPART_SIBL
(26,4),(26,11),0.0322054 # DEPENDENCYPART_SIBL
(26,4),(26,23),-0.0201414 # DEPENDENCYPART_SIBL
(26,4),(26,25),-0.0201414 # DEPENDENCYPART_SIBL
(26,9),(26,11),0.0322054 # DEPENDENCYPART_SIBL
(26,9),(26,23),-0.0201414 # DEPENDENCYPART_SIBL
(26,9),(26,25),-0.0201414 # DEPENDENCYPART_SIBL
(26,11),(26,23),-0.0264908 # DEPENDENCYPART_SIBL
(26,11),(26,25),-0.0264908 # DEPENDENCYPART_SIBL
(26,23),(26,25),-0.0201414 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.0954033 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.255427 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0556483 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.236212 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.273411 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.360883 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.369539 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.110001 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.0866912 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.0815763 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.146936 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.0334998 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.0706989 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.156455 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.173355 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.0472255 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.204406 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.521174 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.130429 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.020224 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.063505 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.057423 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.357971 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.256878 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.170732 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.342769 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0472255 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.0904657 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.55566 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.020224 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.357971 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.234576 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.054123 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.123037 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.147139 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.0813728 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.0283471 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.132842 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.416683 # DEPENDENCYPART_GRANDPAR
