# _root_ Μιλώντας στην 46η επέτειο από την εξέγερση των κατοίκων του Θιβέτ , ο Δαλάι Λάμα είπε ότι η εικόνα της Κίνας δέχεται πλήγματα από αντιδημοκρατικές συμπεριφορές , καταπάτηση των ανθρωπίνων δικαιωμάτων και ανισότητες στον τρόπο μεταχείρισης των μειονοτήτων .
#goldHeads=16,1,4,2,4,7,5,9,7,11,9,16,15,15,16,0,16,19,22,21,19,17,22,23,26,32,32,32,31,31,28,24,32,33,34,35,38,36,0,
#predictedHeads=16,1,4,2,1,7,5,9,7,11,9,16,15,15,16,0,16,19,22,21,19,17,22,23,26,24,32,32,31,31,28,24,32,33,34,35,38,36,0,
(2,5),(5,4),0.46103 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-1.44177 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.019339 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.155755 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),0.0758449 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.192193 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.224341 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.08671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.358079 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.48905 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.73754 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.833452 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.523292 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.596694 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.892587 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.453654 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-0.63671 # DEPENDENCYPART_GRANDPAR
(3,1),(1,24),-0.904246 # DEPENDENCYPART_GRANDPAR
(3,1),(1,27),-0.818041 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.842131 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.687197 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.585633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.138977 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.166656 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.391915 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.487485 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.303399 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.184026 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.0297558 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.0884073 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.153185 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.298234 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.394837 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.16566 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.255447 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),0.140869 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.0280375 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.0159494 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.205312 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.487485 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.303399 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.20419 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.184026 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.546959 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.0297558 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.224995 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),-0.0607573 # DEPENDENCYPART_GRANDPAR
(3,7),(7,24),-0.554173 # DEPENDENCYPART_GRANDPAR
(3,7),(7,32),-0.271073 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.0111068 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.329093 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.15538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.0821021 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.690742 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.488872 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.492901 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.520699 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.872134 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.840462 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.704445 # DEPENDENCYPART_GRANDPAR
(4,1),(1,24),-0.854884 # DEPENDENCYPART_GRANDPAR
(4,1),(1,27),-0.731593 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.281865 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.19042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.0832266 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.436579 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.1569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.054988 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.692263 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.720813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.753767 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0759951 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.125526 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.184213 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.324222 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.618192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.421685 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.559287 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.237326 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0270507 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.115303 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.146298 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.1031 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.410995 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.450214 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.291795 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.322467 # DEPENDENCYPART_GRANDPAR
(4,7),(7,24),-0.518554 # DEPENDENCYPART_GRANDPAR
(4,7),(7,32),-0.257466 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.557952 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.15289 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0803945 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.590791 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.119179 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.150173 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.106975 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.414548 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.45857 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.295671 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.862229 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-0.526691 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.121407 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.0340128 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.351895 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.18265 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.386104 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.822165 # DEPENDENCYPART_GRANDPAR
(4,14),(14,5),0.428479 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.0605348 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.115839 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.932743 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.31621 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.462145 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.754698 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.335132 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.809114 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-0.575959 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.108192 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.681995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),0.42395 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),-0.217361 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.015149 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.000404584 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),0.0168848 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.86779 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),0.0180515 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.393118 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.176643 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-1.22134 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.56703 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.217844 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.232548 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.471207 # DEPENDENCYPART_GRANDPAR
(4,16),(16,24),-0.245305 # DEPENDENCYPART_GRANDPAR
(4,16),(16,27),-0.250864 # DEPENDENCYPART_GRANDPAR
(4,16),(16,32),-0.196007 # DEPENDENCYPART_GRANDPAR
(4,16),(16,34),0.0970775 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.145489 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.101764 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.176349 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.08898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.214311 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),0.0749772 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.25299 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.443485 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.696337 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.464834 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.583829 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.587227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.801097 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.489326 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.318803 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.0305179 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.100666 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.170436 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.0936757 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),0.144701 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.19878 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.135679 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),-0.127084 # DEPENDENCYPART_GRANDPAR
(5,7),(7,32),0.167166 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.799189 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.79588 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.436384 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.562912 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.0295637 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.0997117 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.17139 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.0948912 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),0.140642 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.199734 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.186271 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.130169 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.699409 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.534621 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.673414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,7),0.623936 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.295967 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.0139237 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.242551 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.104217 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.0614569 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.256534 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.342704 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.336049 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-1.41078 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.127454 # DEPENDENCYPART_GRANDPAR
(5,17),(17,27),-0.320908 # DEPENDENCYPART_GRANDPAR
(5,17),(17,32),0.132256 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.810135 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.489469 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.182454 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.129442 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.0273979 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.16925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.247811 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.281038 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.460471 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.828543 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.295046 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.213724 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.08417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,9),-0.164189 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.511906 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.731843 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.640414 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.511533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.866512 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.189492 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.106552 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.114043 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.0271441 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.00596112 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.355173 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.303916 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.583693 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-0.530117 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),0.8255 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.326913 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.0494029 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.14652 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.0344055 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-1.21148 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.944849 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.613316 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.537439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,9),0.384339 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.255422 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.0294439 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.0454212 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.492883 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.341727 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.195922 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.377816 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-1.21529 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.631942 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.300391 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.079709 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.841955 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.104299 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.358748 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.476162 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.245627 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-1.29307 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.640414 # DEPENDENCYPART_GRANDPAR
(7,15),(15,8),0.870156 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.0358044 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.0647335 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.775898 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.0594111 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.346832 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.300041 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.58014 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.232878 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-1.20224 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.821844 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.639035 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.910075 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-0.634636 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.576004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,9),0.345777 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.225326 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.0530147 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.777002 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.0978827 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.0273914 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.184888 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-1.08709 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.288494 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),0.0580584 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.143043 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.175539 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.248731 # DEPENDENCYPART_GRANDPAR
(7,16),(16,27),-0.0960295 # DEPENDENCYPART_GRANDPAR
(7,16),(16,32),-0.172052 # DEPENDENCYPART_GRANDPAR
(7,16),(16,34),0.0297705 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-1.09494 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),0.0310332 # DEPENDENCYPART_GRANDPAR
(7,17),(17,27),-0.212371 # DEPENDENCYPART_GRANDPAR
(7,17),(17,32),-0.149265 # DEPENDENCYPART_GRANDPAR
(7,22),(22,1),-1.20163 # DEPENDENCYPART_GRANDPAR
(7,22),(22,2),-0.820432 # DEPENDENCYPART_GRANDPAR
(7,22),(22,3),-0.63893 # DEPENDENCYPART_GRANDPAR
(7,22),(22,4),-0.909793 # DEPENDENCYPART_GRANDPAR
(7,22),(22,5),-0.633224 # DEPENDENCYPART_GRANDPAR
(7,22),(22,7),-0.578825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,22),(22,9),0.342956 # DEPENDENCYPART_GRANDPAR
(7,22),(22,11),0.222571 # DEPENDENCYPART_GRANDPAR
(7,22),(22,12),0.0376462 # DEPENDENCYPART_GRANDPAR
(7,22),(22,14),0.0957289 # DEPENDENCYPART_GRANDPAR
(7,22),(22,15),0.0245703 # DEPENDENCYPART_GRANDPAR
(7,22),(22,16),-0.106924 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),-0.259573 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),-1.11302 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-0.569078 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.576255 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.221458 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.166264 # DEPENDENCYPART_GRANDPAR
(7,22),(22,24),-0.242002 # DEPENDENCYPART_GRANDPAR
(7,22),(22,25),-0.472641 # DEPENDENCYPART_GRANDPAR
(7,22),(22,26),-0.476959 # DEPENDENCYPART_GRANDPAR
(7,22),(22,27),-0.104276 # DEPENDENCYPART_GRANDPAR
(7,22),(22,28),-0.503888 # DEPENDENCYPART_GRANDPAR
(7,22),(22,30),-0.387246 # DEPENDENCYPART_GRANDPAR
(7,22),(22,31),-0.242375 # DEPENDENCYPART_GRANDPAR
(7,22),(22,32),-0.164539 # DEPENDENCYPART_GRANDPAR
(7,22),(22,33),-0.727019 # DEPENDENCYPART_GRANDPAR
(7,22),(22,34),0.033281 # DEPENDENCYPART_GRANDPAR
(7,22),(22,35),-0.839154 # DEPENDENCYPART_GRANDPAR
(7,22),(22,36),-0.652661 # DEPENDENCYPART_GRANDPAR
(7,22),(22,38),-0.731835 # DEPENDENCYPART_GRANDPAR
(7,24),(24,23),-0.491809 # DEPENDENCYPART_GRANDPAR
(7,24),(24,25),-0.558362 # DEPENDENCYPART_GRANDPAR
(7,24),(24,26),-0.622321 # DEPENDENCYPART_GRANDPAR
(7,24),(24,27),-0.26807 # DEPENDENCYPART_GRANDPAR
(7,24),(24,28),-0.64925 # DEPENDENCYPART_GRANDPAR
(7,24),(24,31),-0.388262 # DEPENDENCYPART_GRANDPAR
(7,24),(24,32),-0.246354 # DEPENDENCYPART_GRANDPAR
(7,32),(32,1),-1.31236 # DEPENDENCYPART_GRANDPAR
(7,32),(32,4),-1.00702 # DEPENDENCYPART_GRANDPAR
(7,32),(32,7),-0.501777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,32),(32,9),0.420003 # DEPENDENCYPART_GRANDPAR
(7,32),(32,12),-0.0106222 # DEPENDENCYPART_GRANDPAR
(7,32),(32,14),0.0403053 # DEPENDENCYPART_GRANDPAR
(7,32),(32,15),0.0957136 # DEPENDENCYPART_GRANDPAR
(7,32),(32,16),0.0101002 # DEPENDENCYPART_GRANDPAR
(7,32),(32,17),-0.17764 # DEPENDENCYPART_GRANDPAR
(7,32),(32,19),-0.49202 # DEPENDENCYPART_GRANDPAR
(7,32),(32,21),-0.145747 # DEPENDENCYPART_GRANDPAR
(7,32),(32,22),0.122548 # DEPENDENCYPART_GRANDPAR
(7,32),(32,23),-0.378764 # DEPENDENCYPART_GRANDPAR
(7,32),(32,24),-0.427778 # DEPENDENCYPART_GRANDPAR
(7,32),(32,25),-0.626717 # DEPENDENCYPART_GRANDPAR
(7,32),(32,26),-0.68946 # DEPENDENCYPART_GRANDPAR
(7,32),(32,27),-0.130609 # DEPENDENCYPART_GRANDPAR
(7,32),(32,28),-0.716388 # DEPENDENCYPART_GRANDPAR
(7,32),(32,29),-0.504237 # DEPENDENCYPART_GRANDPAR
(7,32),(32,30),-0.546513 # DEPENDENCYPART_GRANDPAR
(7,32),(32,31),-0.442164 # DEPENDENCYPART_GRANDPAR
(7,32),(32,33),-0.793488 # DEPENDENCYPART_GRANDPAR
(7,32),(32,34),-0.0417902 # DEPENDENCYPART_GRANDPAR
(7,32),(32,35),-0.9136 # DEPENDENCYPART_GRANDPAR
(7,32),(32,36),-0.724589 # DEPENDENCYPART_GRANDPAR
(7,32),(32,38),-0.798303 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.453616 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.348306 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.566919 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0833192 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.952684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.249233 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.591309 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.613673 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.652945 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-1.23212 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.810722 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-1.00853 # DEPENDENCYPART_GRANDPAR
(9,7),(7,24),-1.04951 # DEPENDENCYPART_GRANDPAR
(9,7),(7,32),-0.825323 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.593959 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.377962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.79792 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.16781 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0491847 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.7542 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.946445 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.658615 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.773887 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.320536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,11),0.287227 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.184463 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.038169 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.896456 # DEPENDENCYPART_GRANDPAR
