# _root_ Χάρη στο Κοινοβούλιο , η οδηγία θα μπορέσει τελικά να καλύψει όλους τους οδηγούς όλων των κατηγοριών , αυτοαπασχολούμενους και μη .
#goldHeads=8,1,2,8,6,8,8,0,8,11,8,14,14,18,17,17,14,11,20,18,20,0,
#predictedHeads=8,1,2,8,6,8,8,0,8,11,8,14,14,11,17,17,14,20,20,14,20,0,
(17,13),(17,18),-0.0574425 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.021005 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.00170451 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0222884 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.120884 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0119983 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.00741577 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.00598731 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0110186 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0246064 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0187034 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0176002 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0366949 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0139593 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0392658 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.00507862 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.000719687 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.102049 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.339113 # DEPENDENCYPART_SIBL
(18,3),(18,8),0.0659408 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.00442483 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.065945 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.020411 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.00779101 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0217956 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.00747082 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.021919 # DEPENDENCYPART_SIBL
(18,3),(18,20),0.150713 # DEPENDENCYPART_SIBL
(18,3),(18,22),0.00393934 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.246835 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.0830571 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.24684 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.067777 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.185886 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.0649289 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.186654 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.0613692 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.0331941 # DEPENDENCYPART_SIBL
(18,4),(18,22),-0.0652742 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.00965358 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.10241 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0190457 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0155063 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.019902 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.0154991 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0337339 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.107006 # DEPENDENCYPART_SIBL
(18,8),(18,22),0.013919 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.0690173 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.0192909 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.0372091 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.01999 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0377384 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0526533 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.118394 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.00561445 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0188779 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0153369 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0197343 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0153298 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0339826 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.107177 # DEPENDENCYPART_SIBL
(18,11),(18,22),0.0134546 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0212986 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0161099 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0212996 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.236853 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.130223 # DEPENDENCYPART_SIBL
(18,12),(18,22),0.029077 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0213823 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.00376658 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0249994 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.152466 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.00669686 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0188023 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.237746 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.123171 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0293052 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0250009 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.152488 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.00673518 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.023477 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.00265444 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0825054 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0276773 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0144623 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0307656 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.00790402 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.0360521 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.122425 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0701365 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0161623 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.00900638 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0324155 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.00792473 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0360891 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0075379 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.135461 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0466877 # DEPENDENCYPART_SIBL
(20,1),(20,2),-0.0139124 # DEPENDENCYPART_SIBL
(20,1),(20,3),-0.0272864 # DEPENDENCYPART_SIBL
(20,1),(20,4),0.000851903 # DEPENDENCYPART_SIBL
(20,1),(20,6),-0.00538972 # DEPENDENCYPART_SIBL
(20,1),(20,8),0.0261956 # DEPENDENCYPART_SIBL
(20,1),(20,9),0.0552187 # DEPENDENCYPART_SIBL
(20,1),(20,11),0.0254876 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.01119 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.0269176 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.00897006 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.00324417 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.0241921 # DEPENDENCYPART_SIBL
(20,1),(20,18),0.000851903 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.00801633 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.00714799 # DEPENDENCYPART_SIBL
(20,1),(20,22),-0.0207739 # DEPENDENCYPART_SIBL
(20,2),(20,3),-0.058876 # DEPENDENCYPART_SIBL
(20,2),(20,4),-0.0213197 # DEPENDENCYPART_SIBL
(20,2),(20,6),-0.0475976 # DEPENDENCYPART_SIBL
(20,2),(20,8),-0.0106752 # DEPENDENCYPART_SIBL
(20,2),(20,9),-0.0340901 # DEPENDENCYPART_SIBL
(20,2),(20,11),-0.0113809 # DEPENDENCYPART_SIBL
(20,2),(20,12),-0.0612229 # DEPENDENCYPART_SIBL
(20,2),(20,14),-0.0588456 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.0589552 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.0802809 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.0573108 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.0213197 # DEPENDENCYPART_SIBL
(20,2),(20,19),-0.058915 # DEPENDENCYPART_SIBL
(20,2),(20,21),-0.00938959 # DEPENDENCYPART_SIBL
(20,2),(20,22),-0.025014 # DEPENDENCYPART_SIBL
(20,3),(20,4),0.125441 # DEPENDENCYPART_SIBL
(20,3),(20,6),-0.0131312 # DEPENDENCYPART_SIBL
(20,3),(20,8),0.0530749 # DEPENDENCYPART_SIBL
(20,3),(20,9),-0.0201693 # DEPENDENCYPART_SIBL
(20,3),(20,11),0.0523637 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.0428008 # DEPENDENCYPART_SIBL
(20,3),(20,14),-0.0279826 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.0408784 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.0580616 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.0254897 # DEPENDENCYPART_SIBL
(20,3),(20,18),0.125441 # DEPENDENCYPART_SIBL
(20,3),(20,19),-0.0404902 # DEPENDENCYPART_SIBL
(20,3),(20,21),-0.0503237 # DEPENDENCYPART_SIBL
(20,3),(20,22),-0.0454988 # DEPENDENCYPART_SIBL
(20,4),(20,6),0.0294388 # DEPENDENCYPART_SIBL
(20,4),(20,8),0.045004 # DEPENDENCYPART_SIBL
(20,4),(20,9),0.0114258 # DEPENDENCYPART_SIBL
(20,4),(20,11),0.0442957 # DEPENDENCYPART_SIBL
(20,4),(20,12),-0.00299346 # DEPENDENCYPART_SIBL
(20,4),(20,14),0.00194152 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.00276631 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.0582982 # DEPENDENCYPART_SIBL
(20,4),(20,17),0.0046098 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.0449192 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.000679463 # DEPENDENCYPART_SIBL
(20,4),(20,21),-0.00487089 # DEPENDENCYPART_SIBL
(20,4),(20,22),-0.0394682 # DEPENDENCYPART_SIBL
(20,6),(20,8),0.0672038 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.00999193 # DEPENDENCYPART_SIBL
(20,6),(20,11),0.0664926 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.0361729 # DEPENDENCYPART_SIBL
(20,6),(20,14),-0.0199931 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.0342505 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.0497435 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.0175002 # DEPENDENCYPART_SIBL
(20,6),(20,18),0.153282 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.0338624 # DEPENDENCYPART_SIBL
(20,6),(20,21),-0.0348032 # DEPENDENCYPART_SIBL
(20,6),(20,22),-0.0139331 # DEPENDENCYPART_SIBL
(20,8),(20,9),-0.0914777 # DEPENDENCYPART_SIBL
(20,8),(20,11),-0.0573294 # DEPENDENCYPART_SIBL
(20,8),(20,12),-0.142062 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.183119 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.139896 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.117615 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.181573 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.00488088 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.139716 # DEPENDENCYPART_SIBL
(20,8),(20,21),0.033686 # DEPENDENCYPART_SIBL
(20,8),(20,22),-0.00186027 # DEPENDENCYPART_SIBL
(20,9),(20,11),0.0219908 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.012599 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.0283267 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.0103791 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.00465318 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0256012 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.000557107 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.00942534 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.00908242 # DEPENDENCYPART_SIBL
(20,9),(20,22),-0.0227083 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.142113 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.183169 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.139946 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.117665 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.181623 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.00502565 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.139767 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.029376 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.00810774 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.0108855 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.0197688 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.0231631 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.00935207 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.164375 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0198955 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.00131188 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.0253038 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.0464479 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0637266 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0218611 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.106813 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.0460598 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0488364 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0432383 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0434347 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.00593945 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.173291 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0297383 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.00731948 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0189167 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0580555 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0661812 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.00624089 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0226162 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0656916 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.114053 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0421179 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0463488 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0407137 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.000679463 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.00487089 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0394682 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.00848361 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0177375 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0120665 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.0218134 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.0265757 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.0207672 # DEPENDENCYPART_SIBL
(22,8),(22,20),0.106986 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.0116097 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.000184595 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0461412 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0110788 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0414571 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0466017 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.022712 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.240171 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.0563384 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.0923164 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.125846 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.191967 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.012009 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.39692 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.112596 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0421999 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.0360214 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.319847 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.00812589 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.145847 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.241353 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.0524998 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.114627 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.427132 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0353552 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0263348 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.0923966 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.181049 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.0755361 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.043194 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.343887 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.327829 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.278767 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.325472 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.082506 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.0779246 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.291908 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.127719 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.0452312 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.0101323 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.370177 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.301317 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.470536 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.255257 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.053999 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.319764 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.206888 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.197004 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.315572 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.139102 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.284891 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.202439 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.154657 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.0560664 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.127346 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.0699679 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.034772 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),0.209222 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),0.0847677 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.470849 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.149564 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.0840816 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.253558 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.0627909 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.342813 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.0128333 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.499678 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.455814 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.459042 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.334593 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.478702 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.265302 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.0568284 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.328854 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.19981 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.375611 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.101556 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.531713 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.150387 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.375509 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.0488759 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.123076 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.0627774 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.0299351 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.0717751 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),0.214132 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),0.0893702 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.142207 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.153398 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.508176 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.322964 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.359231 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.326327 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.141514 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),0.0650906 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),0.0329945 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.0631667 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.552299 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.318515 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.49509 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.330461 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.143392 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),0.0676002 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),0.0315882 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),-0.0263348 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.386245 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),0.393958 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.15689 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.258536 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.365137 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.261591 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.374527 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.258334 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.278767 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),0.0197787 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.0261351 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.300819 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.52828 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.29716 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.103979 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),0.0677608 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),0.0330212 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),0.370355 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),0.019169 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),-0.00993252 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),0.124213 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),0.152482 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),0.344526 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),-0.214512 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),0.208908 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.48487 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.251198 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.487785 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.705629 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.244978 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.154041 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.422281 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.10088 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),0.122777 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),0.160841 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.542772 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.506259 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.476935 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.0300672 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.743749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.122731 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.113468 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.0533955 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.788431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.163592 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.0929878 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.450647 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.127185 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.085551 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.782338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.158601 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.0376399 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.225914 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.311363 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.464865 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.362349 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.627056 # DEPENDENCYPART_GRANDPAR
