# _root_ Η εταιρεία αυτή στη Black Country στο Ηνωμένο Βασίλειο απασχολεί 80 άτομα , δηλαδή 80 θέσεις εργασίες για τις οποίες υπάρχει μεγάλη ανάγκη , και συμμορφώνεται με όλες τις κοινωνικές προδιαγραφές της νομοθεσίας του Ηνωμένου Βασιλείου .
#goldHeads=2,10,2,2,6,4,6,9,7,25,12,14,14,10,16,14,16,21,20,18,16,23,21,25,0,25,26,31,31,31,27,33,31,36,36,33,0,
#predictedHeads=2,10,2,2,6,4,2,9,7,0,12,10,14,10,16,17,10,21,20,18,25,23,21,25,0,25,26,31,31,31,27,33,31,36,36,33,0,
(10,11),(11,12),0.210223 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.631692 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.468787 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.992421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.402643 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.113399 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.062676 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0285032 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.0965117 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.156846 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),0.0917949 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.148813 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.137679 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.404425 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.233669 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.545064 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.408521 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.165478 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.244307 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.216601 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.189108 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.117608 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.0572626 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.661927 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.564032 # DEPENDENCYPART_GRANDPAR
(10,13),(13,28),-1.22779 # DEPENDENCYPART_GRANDPAR
(10,13),(13,36),-1.07713 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.435602 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.212086 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.25799 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.285716 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.337568 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.0788505 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.0225967 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.0377357 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.163926 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.312227 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.0923768 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),-0.0473247 # DEPENDENCYPART_GRANDPAR
(10,14),(14,26),-0.54059 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.185606 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.00249502 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.0578778 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.00245298 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.461218 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.156283 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.0289204 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.100546 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.165074 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.0878605 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.138128 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.46545 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.341619 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.0848857 # DEPENDENCYPART_GRANDPAR
(10,16),(16,26),-0.347002 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.4655 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.154515 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.030671 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.0987193 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.175777 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),0.08169 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.432799 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.619391 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.155312 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.477225 # DEPENDENCYPART_GRANDPAR
(10,17),(17,26),-0.364187 # DEPENDENCYPART_GRANDPAR
(10,17),(17,27),-0.419519 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.114557 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.564178 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.693708 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.186415 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.555105 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.346067 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.0573539 # DEPENDENCYPART_GRANDPAR
(10,18),(18,25),-0.0728928 # DEPENDENCYPART_GRANDPAR
(10,23),(23,16),0.173948 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),0.119446 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.42596 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),-0.600364 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.260354 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.464731 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.0946761 # DEPENDENCYPART_GRANDPAR
(10,23),(23,25),-0.0951847 # DEPENDENCYPART_GRANDPAR
(10,23),(23,26),-0.361661 # DEPENDENCYPART_GRANDPAR
(10,23),(23,27),-0.4156 # DEPENDENCYPART_GRANDPAR
(10,23),(23,28),-1.0185 # DEPENDENCYPART_GRANDPAR
(10,24),(24,2),-0.137679 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.792267 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.473068 # DEPENDENCYPART_GRANDPAR
(10,24),(24,26),-0.849354 # DEPENDENCYPART_GRANDPAR
(10,24),(24,28),-1.22779 # DEPENDENCYPART_GRANDPAR
(10,24),(24,31),-0.784883 # DEPENDENCYPART_GRANDPAR
(10,24),(24,36),-1.07713 # DEPENDENCYPART_GRANDPAR
(10,25),(25,2),-0.278568 # DEPENDENCYPART_GRANDPAR
(10,25),(25,4),-0.556153 # DEPENDENCYPART_GRANDPAR
(10,25),(25,7),-0.384345 # DEPENDENCYPART_GRANDPAR
(10,25),(25,8),-0.705003 # DEPENDENCYPART_GRANDPAR
(10,25),(25,9),-0.549671 # DEPENDENCYPART_GRANDPAR
(10,25),(25,10),-1.2347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,25),(25,12),0.257239 # DEPENDENCYPART_GRANDPAR
(10,25),(25,13),0.22419 # DEPENDENCYPART_GRANDPAR
(10,25),(25,14),-0.0815806 # DEPENDENCYPART_GRANDPAR
(10,25),(25,16),-0.0328419 # DEPENDENCYPART_GRANDPAR
(10,25),(25,17),0.0486138 # DEPENDENCYPART_GRANDPAR
(10,25),(25,18),0.0853603 # DEPENDENCYPART_GRANDPAR
(10,25),(25,19),-0.799812 # DEPENDENCYPART_GRANDPAR
(10,25),(25,20),-0.784107 # DEPENDENCYPART_GRANDPAR
(10,25),(25,21),-0.490052 # DEPENDENCYPART_GRANDPAR
(10,25),(25,22),-0.763376 # DEPENDENCYPART_GRANDPAR
(10,25),(25,23),-0.465812 # DEPENDENCYPART_GRANDPAR
(10,25),(25,24),0.0176668 # DEPENDENCYPART_GRANDPAR
(10,25),(25,26),-0.709838 # DEPENDENCYPART_GRANDPAR
(10,25),(25,27),-0.311186 # DEPENDENCYPART_GRANDPAR
(10,25),(25,28),-1.15411 # DEPENDENCYPART_GRANDPAR
(10,25),(25,30),-0.994065 # DEPENDENCYPART_GRANDPAR
(10,25),(25,31),-0.575289 # DEPENDENCYPART_GRANDPAR
(10,25),(25,33),-0.932107 # DEPENDENCYPART_GRANDPAR
(10,26),(26,2),0.0619147 # DEPENDENCYPART_GRANDPAR
(10,26),(26,3),-0.267647 # DEPENDENCYPART_GRANDPAR
(10,26),(26,4),-0.256289 # DEPENDENCYPART_GRANDPAR
(10,26),(26,7),-0.0765297 # DEPENDENCYPART_GRANDPAR
(10,26),(26,8),-0.427584 # DEPENDENCYPART_GRANDPAR
(10,26),(26,10),-1.26904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,26),(26,11),0.142241 # DEPENDENCYPART_GRANDPAR
(10,26),(26,12),0.145708 # DEPENDENCYPART_GRANDPAR
(10,26),(26,13),0.166376 # DEPENDENCYPART_GRANDPAR
(10,26),(26,14),-0.132629 # DEPENDENCYPART_GRANDPAR
(10,26),(26,15),-0.139432 # DEPENDENCYPART_GRANDPAR
(10,26),(26,16),-0.132767 # DEPENDENCYPART_GRANDPAR
(10,26),(26,17),-0.0707368 # DEPENDENCYPART_GRANDPAR
(10,26),(26,18),-0.0375499 # DEPENDENCYPART_GRANDPAR
(10,26),(26,20),-0.738696 # DEPENDENCYPART_GRANDPAR
(10,26),(26,22),-0.726746 # DEPENDENCYPART_GRANDPAR
(10,26),(26,23),-0.576009 # DEPENDENCYPART_GRANDPAR
(10,26),(26,24),-0.0401477 # DEPENDENCYPART_GRANDPAR
(10,26),(26,25),-0.0975855 # DEPENDENCYPART_GRANDPAR
(10,26),(26,27),-0.327167 # DEPENDENCYPART_GRANDPAR
(10,26),(26,28),-1.07782 # DEPENDENCYPART_GRANDPAR
(10,26),(26,30),-0.916607 # DEPENDENCYPART_GRANDPAR
(10,26),(26,31),-0.623353 # DEPENDENCYPART_GRANDPAR
(10,26),(26,33),-0.971939 # DEPENDENCYPART_GRANDPAR
(10,26),(26,36),-0.9386 # DEPENDENCYPART_GRANDPAR
(10,27),(27,24),-0.060425 # DEPENDENCYPART_GRANDPAR
(10,27),(27,28),-1.14182 # DEPENDENCYPART_GRANDPAR
(10,27),(27,30),-0.98398 # DEPENDENCYPART_GRANDPAR
(10,27),(27,31),-0.570929 # DEPENDENCYPART_GRANDPAR
(10,27),(27,33),-0.925559 # DEPENDENCYPART_GRANDPAR
(10,27),(27,36),-0.891856 # DEPENDENCYPART_GRANDPAR
(10,31),(31,27),-0.175285 # DEPENDENCYPART_GRANDPAR
(10,31),(31,28),-1.02682 # DEPENDENCYPART_GRANDPAR
(10,31),(31,29),-0.741066 # DEPENDENCYPART_GRANDPAR
(10,31),(31,30),-0.902118 # DEPENDENCYPART_GRANDPAR
(10,31),(31,32),-1.2558 # DEPENDENCYPART_GRANDPAR
(10,31),(31,33),-0.929235 # DEPENDENCYPART_GRANDPAR
(10,31),(31,35),-1.09591 # DEPENDENCYPART_GRANDPAR
(10,31),(31,36),-0.89281 # DEPENDENCYPART_GRANDPAR
(10,33),(33,28),-1.0121 # DEPENDENCYPART_GRANDPAR
(10,33),(33,29),-0.734869 # DEPENDENCYPART_GRANDPAR
(10,33),(33,30),-0.887503 # DEPENDENCYPART_GRANDPAR
(10,33),(33,31),-0.481865 # DEPENDENCYPART_GRANDPAR
(10,33),(33,32),-1.32877 # DEPENDENCYPART_GRANDPAR
(10,33),(33,34),-1.46399 # DEPENDENCYPART_GRANDPAR
(10,33),(33,35),-1.10382 # DEPENDENCYPART_GRANDPAR
(10,33),(33,36),-0.899265 # DEPENDENCYPART_GRANDPAR
(10,36),(36,32),-1.32765 # DEPENDENCYPART_GRANDPAR
(10,36),(36,34),-1.47321 # DEPENDENCYPART_GRANDPAR
(10,36),(36,35),-1.11502 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.604615 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.504255 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.504839 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.405991 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.358906 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0632252 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.14154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.496391 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.733897 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.404612 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.506673 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.341387 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.456768 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.406159 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.301541 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.297787 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.297866 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.1465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.433295 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.527703 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.602732 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.738856 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.788236 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.872404 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.705952 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-1.02288 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-0.751995 # DEPENDENCYPART_GRANDPAR
(11,10),(10,25),-0.698098 # DEPENDENCYPART_GRANDPAR
(11,10),(10,26),-0.624052 # DEPENDENCYPART_GRANDPAR
(11,10),(10,27),-0.906988 # DEPENDENCYPART_GRANDPAR
(11,10),(10,31),-1.09829 # DEPENDENCYPART_GRANDPAR
(11,10),(10,33),-1.12053 # DEPENDENCYPART_GRANDPAR
(11,10),(10,36),-1.13281 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.806325 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.805948 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.641579 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.623736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.202262 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.183245 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.33864 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.440521 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.52459 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.277643 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.108972 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.636565 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.0768826 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.345775 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-1.00952 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.734374 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.335227 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.614658 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.338293 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.447022 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.389513 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.33554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,15),-0.458341 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.426978 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.229649 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.410659 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.316063 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.320491 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.342273 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.146977 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.182307 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.311773 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.21604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.157852 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.407474 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.418142 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.702694 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.724592 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.513862 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-0.912963 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),-0.317312 # DEPENDENCYPART_GRANDPAR
(12,10),(10,25),-0.549047 # DEPENDENCYPART_GRANDPAR
(12,10),(10,26),-0.699172 # DEPENDENCYPART_GRANDPAR
(12,10),(10,27),-0.873149 # DEPENDENCYPART_GRANDPAR
(12,10),(10,31),-1.322 # DEPENDENCYPART_GRANDPAR
(12,10),(10,33),-1.06687 # DEPENDENCYPART_GRANDPAR
(12,10),(10,36),-1.06465 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.129397 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.724714 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.21716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,2),-1.2318 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.02944 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.929564 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.760951 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.617003 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.0513127 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.70777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.000663297 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.00143922 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.209839 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.227115 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.35867 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.415532 # DEPENDENCYPART_GRANDPAR
(12,13),(13,28),-0.613997 # DEPENDENCYPART_GRANDPAR
(12,13),(13,36),-0.553874 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.669318 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.945988 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.112676 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.780967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.257541 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.0430915 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.12281 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.140094 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.172565 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.321194 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),0.0170195 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-0.0270352 # DEPENDENCYPART_GRANDPAR
(12,14),(14,26),-0.317208 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.182493 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.0739045 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.253059 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.270344 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.68146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.228528 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.0711966 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.0916144 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.259027 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.156176 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.320376 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.445212 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.447438 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.0827031 # DEPENDENCYPART_GRANDPAR
(12,16),(16,26),-0.303273 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.676418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.228592 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.0712694 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.0916489 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.16721 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.159112 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.968533 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.349515 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.324463 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.442462 # DEPENDENCYPART_GRANDPAR
(12,17),(17,26),-0.30736 # DEPENDENCYPART_GRANDPAR
(12,17),(17,27),-0.549856 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.253944 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.926288 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.333047 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.27484 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.301897 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.149188 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),0.0316149 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),0.0290215 # DEPENDENCYPART_GRANDPAR
(12,21),(21,2),-1.19744 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),-0.635484 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-1.04823 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-0.94297 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-0.7929 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),-0.582837 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-1.09552 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.12004 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.761429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),0.313892 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),0.109145 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.00558985 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.244744 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.272275 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),0.0441782 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.881188 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),0.0158063 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.259677 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.151723 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),0.18417 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),-0.0149177 # DEPENDENCYPART_GRANDPAR
(12,21),(21,26),-0.227271 # DEPENDENCYPART_GRANDPAR
(12,21),(21,27),-0.313371 # DEPENDENCYPART_GRANDPAR
(12,21),(21,28),-0.518059 # DEPENDENCYPART_GRANDPAR
(12,21),(21,31),-0.559221 # DEPENDENCYPART_GRANDPAR
(12,21),(21,33),-0.301966 # DEPENDENCYPART_GRANDPAR
(12,21),(21,36),-0.300249 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.231894 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.269788 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.234814 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.0263847 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.0953549 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.130752 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.0368915 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.094168 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),0.135334 # DEPENDENCYPART_GRANDPAR
(13,2),(2,14),-0.250308 # DEPENDENCYPART_GRANDPAR
(13,2),(2,18),-0.553831 # DEPENDENCYPART_GRANDPAR
(13,2),(2,25),-0.497242 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.119805 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.188776 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.0584435 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.0957086 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.0548488 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.178943 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.158059 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.0905845 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.234592 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.116171 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.370267 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.198811 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.0276909 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.135408 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.00550773 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.0842554 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.337854 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.198398 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.113219 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.00300733 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.0291038 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.0618929 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.057952 # DEPENDENCYPART_GRANDPAR
