# _root_ Κύριε Πρόεδρε , στο πλαίσιο της προπαρασκευαστικής συζήτησης για την εκλογή του Προέδρου του Κοινοβουλίου , μου δόθηκε η ευκαιρία να διατυπώσω τις προσδοκίες που είχα από τον νέο Πρόεδρο .
#goldHeads=2,0,4,18,4,8,8,5,8,11,9,13,11,15,13,4,18,0,20,18,22,20,24,22,26,24,26,30,30,27,0,
#predictedHeads=2,0,2,18,4,8,8,5,8,11,9,13,11,15,13,18,18,0,20,18,22,20,24,22,26,24,26,30,30,27,0,
(2,3),(3,16),-0.290248 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),-0.0275177 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.540167 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.296052 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.661033 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.07942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.0797737 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.0456472 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.187219 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.321572 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.460812 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.124958 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-1.05963 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.918022 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.941348 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.304943 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.848295 # DEPENDENCYPART_GRANDPAR
(2,5),(5,22),-0.902817 # DEPENDENCYPART_GRANDPAR
(2,5),(5,26),-0.960702 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.595837 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.10387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,6),-0.0697388 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.353339 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.0836802 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.958658 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.432337 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.878254 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.757955 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.618596 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.628396 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.303742 # DEPENDENCYPART_GRANDPAR
(2,18),(18,1),-0.541167 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-1.12969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,3),0.171148 # DEPENDENCYPART_GRANDPAR
(2,18),(18,4),-0.0538916 # DEPENDENCYPART_GRANDPAR
(2,18),(18,5),-0.659442 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),-0.258699 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),-0.435484 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),0.101777 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),-1.04742 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.910802 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.517265 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.923981 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.163392 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.686276 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.741558 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.83212 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.127799 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),-0.809945 # DEPENDENCYPART_GRANDPAR
(2,18),(18,24),-1.11358 # DEPENDENCYPART_GRANDPAR
(2,18),(18,26),-0.867831 # DEPENDENCYPART_GRANDPAR
(2,18),(18,27),-0.268029 # DEPENDENCYPART_GRANDPAR
(2,18),(18,30),-1.13457 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.0639881 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.22116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.369865 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.699965 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.734636 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.839997 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.636442 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-0.579096 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.20417 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.22345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.375595 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.702138 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.736928 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.642171 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.581388 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.792424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.202 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.337062 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.444848 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.470089 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.805143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.169711 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.201468 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.247662 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.258089 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.170898 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.367674 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.445706 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.509614 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.363204 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.15228 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.273036 # DEPENDENCYPART_GRANDPAR
(3,5),(5,26),-0.292048 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.425066 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.450307 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.307127 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.31883 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.263548 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.434922 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.444844 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.470085 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.803966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,5),-0.148239 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.162334 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.189254 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.147552 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.237607 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.368299 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.446331 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.510239 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.151688 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),-0.272444 # DEPENDENCYPART_GRANDPAR
(3,8),(8,26),-0.291456 # DEPENDENCYPART_GRANDPAR
(3,8),(8,27),-0.759197 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.154837 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.18216 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.220329 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.238788 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.449639 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.513546 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.363317 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.150996 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.719547 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-0.271752 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),-0.841886 # DEPENDENCYPART_GRANDPAR
(3,11),(11,26),-0.290764 # DEPENDENCYPART_GRANDPAR
(3,11),(11,27),-0.76204 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.438124 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-0.463424 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.85531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,5),-0.381447 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),-0.520892 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.214597 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.636989 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.713625 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.770631 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.386254 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.900356 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.507014 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),-1.02244 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.261483 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.213915 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.8097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.0253599 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.780555 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.417679 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.693832 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.641147 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.853375 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.813493 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.372122 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.364771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.467304 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.233411 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.130266 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.195901 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.127851 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.154993 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.421869 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.255246 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),0.326154 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.32757 # DEPENDENCYPART_GRANDPAR
(4,5),(5,26),0.15674 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.84709 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.807208 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.36584 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.60272 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.59553 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.271474 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.159632 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-2.07274 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.132834 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.159976 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.426852 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),0.321501 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.332224 # DEPENDENCYPART_GRANDPAR
(4,8),(8,26),0.152086 # DEPENDENCYPART_GRANDPAR
(4,8),(8,27),-0.59202 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.549507 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.294758 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.326212 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.15658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,7),-0.297735 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.084226 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.378788 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.421021 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.619193 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.272908 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.326758 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.15646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-0.297735 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.379934 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.421021 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.610057 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.590112 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.328112 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.07164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.181467 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),0.000837396 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.712104 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.538319 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.409624 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.07293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,8),-0.000495616 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.14731 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.1377 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.564642 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.584779 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.0668548 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.124609 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-1.21097 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.20137 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.792521 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.513785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.579825 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.293789 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.101367 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.915235 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.199985 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),0.0867946 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),0.251523 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),0.0801339 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.17406 # DEPENDENCYPART_GRANDPAR
(5,8),(8,26),0.0495289 # DEPENDENCYPART_GRANDPAR
(5,8),(8,27),-0.331394 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.513739 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.884012 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.0409146 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.325445 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),0.503699 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.161502 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),0.609983 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.320238 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.736536 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.327538 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.080449 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),0.245177 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.123953 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),0.0765035 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.480747 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.17769 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-0.665711 # DEPENDENCYPART_GRANDPAR
(5,11),(11,26),0.0458985 # DEPENDENCYPART_GRANDPAR
(5,11),(11,27),-0.344372 # DEPENDENCYPART_GRANDPAR
(5,13),(13,6),0.615448 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.320273 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.731105 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.113792 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.333703 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),0.246209 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.121629 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),0.0800469 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.479715 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.174147 # DEPENDENCYPART_GRANDPAR
(5,13),(13,24),-0.66468 # DEPENDENCYPART_GRANDPAR
(5,13),(13,26),0.0494419 # DEPENDENCYPART_GRANDPAR
(5,13),(13,27),-0.347589 # DEPENDENCYPART_GRANDPAR
(5,15),(15,6),0.584549 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.761975 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.16306 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.130565 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.169416 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.138493 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),0.0558084 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.498521 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.198385 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-1.12615 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-1.1166 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.73599 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.526786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,8),0.554126 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.218615 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.164956 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),0.116157 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),0.291667 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.083336 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.460414 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.337534 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),-0.645294 # DEPENDENCYPART_GRANDPAR
(5,18),(18,1),-1.0911 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-1.08178 # DEPENDENCYPART_GRANDPAR
(5,18),(18,3),-0.679149 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-0.855268 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-0.569166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,7),0.294402 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),0.5117 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),0.238661 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),-0.20737 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),0.0744171 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.186473 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),0.249292 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),0.00414627 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.537069 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.905882 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.199258 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),0.0582509 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.104956 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),-0.388388 # DEPENDENCYPART_GRANDPAR
(5,18),(18,26),0.118633 # DEPENDENCYPART_GRANDPAR
(5,18),(18,27),-0.0833231 # DEPENDENCYPART_GRANDPAR
(5,18),(18,30),-0.461169 # DEPENDENCYPART_GRANDPAR
(5,22),(22,1),-1.0911 # DEPENDENCYPART_GRANDPAR
(5,22),(22,2),-1.08178 # DEPENDENCYPART_GRANDPAR
(5,22),(22,3),-0.679149 # DEPENDENCYPART_GRANDPAR
(5,22),(22,4),-0.855268 # DEPENDENCYPART_GRANDPAR
(5,22),(22,5),-0.569048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,22),(22,7),0.294403 # DEPENDENCYPART_GRANDPAR
(5,22),(22,8),0.511818 # DEPENDENCYPART_GRANDPAR
(5,22),(22,9),0.238681 # DEPENDENCYPART_GRANDPAR
(5,22),(22,11),-0.207252 # DEPENDENCYPART_GRANDPAR
(5,22),(22,13),0.0745345 # DEPENDENCYPART_GRANDPAR
(5,22),(22,15),0.24941 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),0.00418207 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),-0.540364 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),0.306884 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),-0.933534 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.483303 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),0.322906 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-1.16654 # DEPENDENCYPART_GRANDPAR
(5,22),(22,24),-0.389795 # DEPENDENCYPART_GRANDPAR
(5,22),(22,26),0.118685 # DEPENDENCYPART_GRANDPAR
(5,22),(22,27),-0.0941733 # DEPENDENCYPART_GRANDPAR
(5,22),(22,29),-0.670701 # DEPENDENCYPART_GRANDPAR
(5,22),(22,30),-0.462577 # DEPENDENCYPART_GRANDPAR
(5,26),(26,1),-1.0911 # DEPENDENCYPART_GRANDPAR
(5,26),(26,2),-1.08178 # DEPENDENCYPART_GRANDPAR
(5,26),(26,3),-0.679149 # DEPENDENCYPART_GRANDPAR
(5,26),(26,4),-0.855268 # DEPENDENCYPART_GRANDPAR
(5,26),(26,5),-0.569048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,26),(26,9),0.238681 # DEPENDENCYPART_GRANDPAR
(5,26),(26,11),-0.207252 # DEPENDENCYPART_GRANDPAR
(5,26),(26,13),0.0745345 # DEPENDENCYPART_GRANDPAR
(5,26),(26,15),0.24941 # DEPENDENCYPART_GRANDPAR
(5,26),(26,16),0.00418207 # DEPENDENCYPART_GRANDPAR
(5,26),(26,17),-0.540364 # DEPENDENCYPART_GRANDPAR
(5,26),(26,20),-0.483303 # DEPENDENCYPART_GRANDPAR
(5,26),(26,23),-1.17796 # DEPENDENCYPART_GRANDPAR
(5,26),(26,24),-0.664739 # DEPENDENCYPART_GRANDPAR
(5,26),(26,25),0.0484064 # DEPENDENCYPART_GRANDPAR
(5,26),(26,27),-0.0941733 # DEPENDENCYPART_GRANDPAR
(5,26),(26,28),-1.12639 # DEPENDENCYPART_GRANDPAR
(5,26),(26,29),-0.670701 # DEPENDENCYPART_GRANDPAR
(5,26),(26,30),-0.462577 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.290619 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.199417 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.0707899 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.0204399 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.35852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.696964 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.647141 # DEPENDENCYPART_GRANDPAR
(7,1),(1,18),-1.33448 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.426324 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.17727 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.0699996 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.0321536 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.3584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,9),-0.648168 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-1.33436 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.88054 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.851868 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.614122 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.547189 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.470202 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.804452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.252967 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-1.31677 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.551487 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.43658 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.315078 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.903431 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.758479 # DEPENDENCYPART_GRANDPAR
(7,8),(8,26),-0.747377 # DEPENDENCYPART_GRANDPAR
(7,8),(8,27),-0.619189 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),-0.199742 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-1.28176 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.404624 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.292016 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.164824 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.339921 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.470201 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.797344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
