# _root_ Το παράδειγμα που ανέφερε μόλις ο κ. Bolkestein αποτελεί βέβαια ένα κατάφωρο , ίσως μάλιστα και εξαιρετικό , παράδειγμα των καταχρήσεων που γίνονται στον τομέα των μεταφορών .
#goldHeads=2,9,4,2,4,8,8,4,0,9,19,16,17,17,17,19,16,17,9,21,19,23,21,23,24,27,25,0,
#predictedHeads=2,9,4,2,4,8,8,9,0,9,12,16,14,15,16,19,16,19,9,21,19,23,21,23,24,27,25,0,
(13,5),(13,21),0.096629 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.0853463 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.00902482 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0199911 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.172038 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0330195 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.105839 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0335992 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0101498 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.044368 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.0450883 # DEPENDENCYPART_SIBL
(13,9),(13,23),0.258597 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.018349 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.104205 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0521363 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.119414 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0526537 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.00495857 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0937383 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.0959704 # DEPENDENCYPART_SIBL
(13,10),(13,23),0.0854435 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0943037 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.239077 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.12577 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.239077 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0671406 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.120006 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.120492 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.0914745 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.00440979 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0387853 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.00120315 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.00402628 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0145073 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0151726 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.012641 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0221779 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0315625 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0570668 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.00426723 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.00396416 # DEPENDENCYPART_SIBL
(13,15),(13,23),0.00870287 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0219213 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0569973 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0158443 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.015589 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.00664061 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0555923 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.00884992 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.00859263 # DEPENDENCYPART_SIBL
(13,17),(13,23),0.00935576 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0022348 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.00321267 # DEPENDENCYPART_SIBL
(13,18),(13,23),0.00645763 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.0475866 # DEPENDENCYPART_SIBL
(13,19),(13,23),0.0614054 # DEPENDENCYPART_SIBL
(13,21),(13,23),0.0558569 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.0339936 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0309448 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.0118411 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.101456 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0131368 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.0401784 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.0134246 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.030893 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.0235243 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.0229097 # DEPENDENCYPART_SIBL
(14,3),(14,23),0.0029403 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.00178408 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.00200978 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0498928 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.00233896 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0134212 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.00180975 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0286537 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0404174 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0388631 # DEPENDENCYPART_SIBL
(14,5),(14,23),-0.00707564 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.00713764 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0499325 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.00561808 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0108538 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.00508887 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0125771 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0443561 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0428018 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.0102581 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.127386 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.109757 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0170583 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.109763 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0304979 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.000279276 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.000310262 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.00192228 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0355419 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0858936 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.034249 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.357775 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0308718 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0154991 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.135799 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.064699 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0353403 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0099154 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0187767 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0187267 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.0138417 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0175903 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.00180921 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0161946 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0161935 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.00995015 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.00849095 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0233074 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0233042 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.0131389 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.00321823 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.00377503 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.00179002 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.150278 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.0243639 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.0302318 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0167705 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0427147 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.010255 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0237371 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.0252836 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.00567096 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.016361 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0252508 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.119521 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.104112 # DEPENDENCYPART_SIBL
(15,13),(15,24),0.0518558 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0272291 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0543714 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0559178 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.0248258 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.00620067 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.00619851 # DEPENDENCYPART_SIBL
(15,17),(15,24),0.0115948 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.112021 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.0434928 # DEPENDENCYPART_SIBL
(15,21),(15,24),0.03838 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.113249 # DEPENDENCYPART_SIBL
(16,2),(16,4),0.0237417 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.0369795 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.0645321 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.013402 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.0376063 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0739699 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0573175 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.0840763 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0538614 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0573395 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0215273 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0437831 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.0780686 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.0751344 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.0503779 # DEPENDENCYPART_SIBL
(16,2),(16,24),-0.0666961 # DEPENDENCYPART_SIBL
(16,2),(16,25),0.0710473 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.0976005 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.0285762 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.0599044 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.0839318 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.0289323 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0404742 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0572166 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0481541 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.0449717 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0572249 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.020916 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0206206 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.0490533 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.0484526 # DEPENDENCYPART_SIBL
(16,3),(16,23),0.0784254 # DEPENDENCYPART_SIBL
(16,3),(16,24),-0.00891249 # DEPENDENCYPART_SIBL
(16,3),(16,25),-0.0509088 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0915833 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.115557 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0726526 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.09274 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.11354 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.139716 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.00530889 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.110737 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.139725 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.00663945 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.00749909 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.0559685 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.0558491 # DEPENDENCYPART_SIBL
(16,4),(16,23),0.449206 # DEPENDENCYPART_SIBL
(16,4),(16,24),-0.00155249 # DEPENDENCYPART_SIBL
(16,4),(16,25),-0.0583138 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.033565 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.0153943 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.0527717 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.00112608 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0140631 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.000164937 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0322324 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.0156048 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.00673581 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.00660387 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0108115 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.009271 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.00871191 # DEPENDENCYPART_SIBL
(16,5),(16,24),0.0238167 # DEPENDENCYPART_SIBL
(16,5),(16,25),-0.00598443 # DEPENDENCYPART_SIBL
(16,8),(16,9),-2.20675e-05 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.00225372 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0499709 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0324367 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.00602092 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.0177495 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.032445 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.00299058 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0182291 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0110524 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.0110624 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.0213578 # DEPENDENCYPART_SIBL
(16,8),(16,24),0.0186765 # DEPENDENCYPART_SIBL
(16,8),(16,25),0.00865719 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0685232 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0900253 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.116415 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0267811 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0865202 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.116424 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0214976 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.024621 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0838514 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.0837321 # DEPENDENCYPART_SIBL
(16,9),(16,23),0.429369 # DEPENDENCYPART_SIBL
(16,9),(16,24),-0.0199763 # DEPENDENCYPART_SIBL
(16,9),(16,25),-0.0861967 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.000205659 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.00801633 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.000851903 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.034364 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.00955801 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.00813746 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0142447 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0142997 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.0127592 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.0100169 # DEPENDENCYPART_SIBL
(16,10),(16,24),0.0212297 # DEPENDENCYPART_SIBL
(16,10),(16,25),-0.00947264 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.00956942 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0687341 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0474035 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.00956092 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.044399 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0554688 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0210241 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.0210605 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.00754808 # DEPENDENCYPART_SIBL
(16,11),(16,24),0.0464107 # DEPENDENCYPART_SIBL
(16,11),(16,25),0.0182133 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.173906 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.00303424 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0293253 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.390775 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0171799 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.00458827 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.00460544 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.0303371 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.00760687 # DEPENDENCYPART_SIBL
(16,12),(16,25),0.0034463 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.00388447 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.00162192 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.00412271 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0247649 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.038804 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0233943 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.0146049 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.0209816 # DEPENDENCYPART_SIBL
(16,13),(16,25),0.0183883 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0117961 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0142601 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0033078 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0116915 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.010151 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0130667 # DEPENDENCYPART_SIBL
(16,14),(16,24),0.0217282 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.00686446 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.389386 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0209115 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.00546743 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.00554488 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0310327 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0066984 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.00438574 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0722558 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0757841 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0757749 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.149283 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.0274561 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.076474 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.000169397 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.000731755 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.00846288 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.0341256 # DEPENDENCYPART_SIBL
(16,18),(16,25),0.000254802 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0898822 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0952047 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.0483394 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.0903192 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.101073 # DEPENDENCYPART_SIBL
(16,21),(16,24),0.043217 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.0867911 # DEPENDENCYPART_SIBL
(16,23),(16,24),0.0602164 # DEPENDENCYPART_SIBL
(16,23),(16,25),0.0238553 # DEPENDENCYPART_SIBL
(16,24),(16,25),-0.000146401 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.00113262 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0701073 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0751004 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0556585 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0572049 # DEPENDENCYPART_SIBL
(17,14),(17,24),0.0261125 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0484938 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0839944 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.109929 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.110007 # DEPENDENCYPART_SIBL
(17,15),(17,24),0.0180943 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.00394059 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.059453 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0594709 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.00997646 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0570594 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0576152 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.00430845 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.112021 # DEPENDENCYPART_SIBL
(17,19),(17,24),0.0436072 # DEPENDENCYPART_SIBL
(17,21),(17,24),0.0384944 # DEPENDENCYPART_SIBL
(18,2),(18,4),0.0596685 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.0583329 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.0202832 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.331725 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.00337193 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0202917 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.0941541 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.0202834 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.209814 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.207406 # DEPENDENCYPART_SIBL
(18,2),(18,23),0.0120147 # DEPENDENCYPART_SIBL
(18,2),(18,24),0.0612894 # DEPENDENCYPART_SIBL
(18,2),(18,27),0.207687 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.0974067 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.0196903 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.225273 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.00618256 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0196903 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.201594 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.0196903 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0486242 # DEPENDENCYPART_SIBL
(18,4),(18,21),0.0493445 # DEPENDENCYPART_SIBL
(18,4),(18,23),0.258511 # DEPENDENCYPART_SIBL
(18,4),(18,24),0.120045 # DEPENDENCYPART_SIBL
(18,4),(18,27),0.0492757 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.0199911 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.229416 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.00679751 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0199912 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.209769 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0199911 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.044368 # DEPENDENCYPART_SIBL
(18,9),(18,21),0.0450883 # DEPENDENCYPART_SIBL
(18,9),(18,23),0.258597 # DEPENDENCYPART_SIBL
(18,9),(18,24),0.118434 # DEPENDENCYPART_SIBL
(18,9),(18,27),0.0450195 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.221961 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0198325 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0144756 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0989794 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0144756 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.120006 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.120492 # DEPENDENCYPART_SIBL
(18,12),(18,23),0.0914745 # DEPENDENCYPART_SIBL
(18,12),(18,24),0.0986432 # DEPENDENCYPART_SIBL
(18,12),(18,27),0.119261 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0944407 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0669253 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.343608 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0757498 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0395791 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0246367 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0079515 # DEPENDENCYPART_SIBL
(18,13),(18,24),0.0194289 # DEPENDENCYPART_SIBL
(18,13),(18,27),0.0258099 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0204974 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.153455 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.018967 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0971291 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0993612 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.0845874 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.0740963 # DEPENDENCYPART_SIBL
(18,14),(18,27),0.0990948 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0986155 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0147989 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.114512 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.115118 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0845341 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.0890019 # DEPENDENCYPART_SIBL
(18,15),(18,27),0.113887 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0186986 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.144605 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.14509 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.104525 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.144387 # DEPENDENCYPART_SIBL
(18,16),(18,27),0.144946 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.120006 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.120492 # DEPENDENCYPART_SIBL
