# _root_ Οι βακτηριακές αποικίες , που παραμένουν στο ίζημα εκατομμύρια χρόνια , φαίνονται μάλιστα να αναπτύσσονται με ρυθμό παρόμοιο με των βακτηρίων της επιφάνειας .
#goldHeads=3,3,12,6,6,3,6,7,10,6,6,0,12,15,12,15,16,17,18,21,19,23,21,0,
#predictedHeads=3,3,12,6,6,3,6,7,10,7,12,0,12,15,12,15,16,17,18,21,19,23,21,0,
(12,8),(12,10),-0.183252 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0401423 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.00809847 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0313653 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.00820415 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.00950363 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.00977133 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0258082 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.00950363 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.00977133 # DEPENDENCYPART_SIBL
(12,8),(12,23),-0.00995319 # DEPENDENCYPART_SIBL
(12,8),(12,24),-0.0157035 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0520953 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.00235898 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0160233 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.00587048 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0205962 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0188095 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.00492518 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0931065 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0188095 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.00492518 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.00474106 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.0421013 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0499705 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.00673461 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0318111 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.00231908 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0157492 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0162185 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0252622 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0157492 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0162185 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.0164003 # DEPENDENCYPART_SIBL
(12,10),(12,24),-0.0156245 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00971517 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0134488 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00921843 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0134842 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.00128132 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0238806 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0134842 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.00128132 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.00109845 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.0661995 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0199793 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0168937 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0331183 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0338859 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0555228 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0331183 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.0338859 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.0338859 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.0156829 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.00267064 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0126806 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0675424 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0792239 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0126806 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0675424 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.0675424 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.054079 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0123793 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0645075 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.106797 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0123793 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0645099 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.0645075 # DEPENDENCYPART_SIBL
(12,15),(12,24),0.0191085 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0221449 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0822436 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0712429 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0221766 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.0221449 # DEPENDENCYPART_SIBL
(12,16),(12,24),-0.0703386 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.114415 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.0126997 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.225268 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.225248 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.0701243 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0503807 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0343066 # DEPENDENCYPART_SIBL
(12,18),(12,23),-0.0343066 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.0659319 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0221766 # DEPENDENCYPART_SIBL
(12,19),(12,23),-0.0221449 # DEPENDENCYPART_SIBL
(12,19),(12,24),-0.0703386 # DEPENDENCYPART_SIBL
(12,21),(12,23),-0.225248 # DEPENDENCYPART_SIBL
(12,21),(12,24),-0.0701243 # DEPENDENCYPART_SIBL
(12,23),(12,24),-0.0701243 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0734441 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0804426 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0268119 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0331595 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.031451 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0584243 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0719027 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.132719 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0584188 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.01161 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0584188 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.01161 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.094625 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.0270627 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.00326745 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.00329749 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.103646 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0946251 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0036171 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0543499 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0217548 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0543499 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.0217548 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0405534 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0112752 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0113045 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.158902 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0173882 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.137106 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0211073 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0129342 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0211073 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.0129342 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.0318739 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0311714 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.156656 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0657757 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.00350117 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0798298 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0084969 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.0798298 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.0084969 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.00792523 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.166135 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0649381 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.00370964 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0550334 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.00989046 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0550334 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.00989046 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.160196 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0632488 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.00126635 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0505349 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.00394281 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0505349 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.00394281 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0719027 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.132719 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0584188 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.01161 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0584188 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.01161 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.135831 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0211059 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0129341 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0211059 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0129341 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0070772 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.00109793 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0070772 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.00109545 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0372005 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.106029 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0372321 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0173041 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.146465 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.0372321 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0109133 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.055621 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.00230779 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.158672 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.0390381 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.024842 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.055621 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0296507 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0562403 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.00230779 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0372767 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0306412 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0547176 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0215496 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.00151719 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.0931881 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.0215496 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.00151719 # DEPENDENCYPART_SIBL
(15,2),(15,23),0.00133306 # DEPENDENCYPART_SIBL
(15,2),(15,24),-0.0410685 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.0401423 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.281557 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0277193 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.0310571 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.181471 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.059384 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.183357 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0401423 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.0235615 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0131241 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.000473542 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.00905543 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0106887 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.0253458 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.00905543 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.0106887 # DEPENDENCYPART_SIBL
(15,3),(15,23),-0.0108705 # DEPENDENCYPART_SIBL
(15,3),(15,24),-0.0161518 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.0239426 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.00367585 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.025103 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.00326063 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.00498857 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.000782828 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0106972 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.00339296 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.0348052 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.121372 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0134842 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.00125573 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0238902 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0134842 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.00125573 # DEPENDENCYPART_SIBL
(15,4),(15,23),0.00107287 # DEPENDENCYPART_SIBL
(15,4),(15,24),-0.0661995 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.127467 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.0524319 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0121441 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.0267168 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.0115344 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0163077 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.128937 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0843927 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.288355 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0168275 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.00335237 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0208812 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0168275 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.00335237 # DEPENDENCYPART_SIBL
(15,5),(15,23),0.00317052 # DEPENDENCYPART_SIBL
(15,5),(15,24),-0.0489978 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.0143887 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0749232 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0635235 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0755304 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0107369 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.121418 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.00735663 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.165274 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.00765797 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0148859 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0179359 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.00765797 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.0148859 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.0150677 # DEPENDENCYPART_SIBL
(15,6),(15,24),-0.0391231 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.00190076 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.00339035 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.000318558 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0168769 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.00204414 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0376092 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0446439 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0118222 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.0147651 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.00428658 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0118222 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.0147651 # DEPENDENCYPART_SIBL
(15,7),(15,23),0.0145831 # DEPENDENCYPART_SIBL
(15,7),(15,24),-0.0303635 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.059384 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.183357 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0401423 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0235615 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0131241 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.000473542 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.00905543 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0106887 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0253458 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.00905543 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.0106887 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.0108705 # DEPENDENCYPART_SIBL
(15,8),(15,24),-0.0161518 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0522006 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.00235898 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0373218 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0306863 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0548527 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0188095 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0048996 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0930969 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0188095 # DEPENDENCYPART_SIBL
(15,9),(15,21),0.0048996 # DEPENDENCYPART_SIBL
(15,9),(15,23),0.00471547 # DEPENDENCYPART_SIBL
(15,9),(15,24),-0.0421013 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0499705 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0290121 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0160267 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.00214943 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.015301 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0171358 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0247999 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.015301 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0171358 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.0173177 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.0160728 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.00339296 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0348052 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.121372 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0134842 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.00125573 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0238902 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0134842 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.00125573 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.00107287 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.0661995 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.00602595 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.162135 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.00619803 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0134285 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0164789 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.00619803 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0134285 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0136104 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.0376651 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0536739 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0164295 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.00394494 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0187429 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0164295 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.00394494 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0041268 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0383219 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.000619503 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.139575 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0484341 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.000619503 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.139575 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.138667 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.090899 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0221449 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0822436 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0712429 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0221766 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.0221449 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.0703386 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.114415 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0126997 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.225268 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.225248 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.0701243 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0503807 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0343066 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0343066 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.0659319 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0221766 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0221449 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.0703386 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.225248 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.0701243 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.0701243 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0711888 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0491434 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0196753 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0625568 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0711888 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.168104 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.115576 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.311736 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.319228 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0303061 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0631805 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.0706922 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0519316 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0594117 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.319228 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.06453 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.062295 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0408468 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0407787 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0208068 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0321289 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0320659 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.020229 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0201027 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.122205 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.020727 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0174352 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0165138 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.000361226 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.0696898 # DEPENDENCYPART_SIBL
(18,10),(18,23),0.0696876 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.000801495 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0355472 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0224878 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0299074 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.0299053 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0270962 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.102424 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0291326 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.0291304 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0049108 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0755704 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0755683 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.00800247 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.00803414 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.108488 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0139744 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.000417588 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0121857 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0100081 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.00137593 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.0268892 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.00360835 # DEPENDENCYPART_SIBL
