# _root_ " Βάζουμε τον εξεταζόμενο στην εξεταστική τράπεζα , με τη βοήθεια των τριών κεφαλών παίρνουμε λήψη σπεκτ , δηλαδή λήψη σε τρία επίπεδα .
#goldHeads=8,8,4,2,2,7,5,0,15,11,9,14,14,11,8,19,16,19,15,19,20,23,21,0,
#predictedHeads=2,0,4,2,2,7,5,2,2,11,9,14,14,11,0,15,16,19,15,19,20,23,21,0,
(15,4),(15,7),-0.0555157 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.00230779 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.0371925 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0284747 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0555205 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.0214127 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0302861 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0555157 # DEPENDENCYPART_SIBL
(15,4),(15,16),9.03413e-05 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0216041 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.00727249 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.0151572 # DEPENDENCYPART_SIBL
(15,4),(15,20),9.03413e-05 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.0127643 # DEPENDENCYPART_SIBL
(15,4),(15,23),-0.000791323 # DEPENDENCYPART_SIBL
(15,4),(15,24),-0.0410685 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0104888 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0151058 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0330755 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0667307 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0486896 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0151083 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0523636 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0289054 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0151058 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.00389662 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0405517 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0108304 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.00449053 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.00389662 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.0148122 # DEPENDENCYPART_SIBL
(15,5),(15,23),-0.0049891 # DEPENDENCYPART_SIBL
(15,5),(15,24),-0.0450228 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.0555157 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.00230779 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0371925 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0284747 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0555205 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0214127 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0302861 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0555157 # DEPENDENCYPART_SIBL
(15,6),(15,16),9.03413e-05 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0216041 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.00727249 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.0151572 # DEPENDENCYPART_SIBL
(15,6),(15,20),9.03413e-05 # DEPENDENCYPART_SIBL
(15,6),(15,21),0.0127643 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.000791323 # DEPENDENCYPART_SIBL
(15,6),(15,24),-0.0410685 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0401423 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.0632005 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0815091 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.181667 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0809291 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.067551 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.181366 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.00926765 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.0345356 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.00421021 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.0381129 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.00926765 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.0554634 # DEPENDENCYPART_SIBL
(15,7),(15,23),-0.00806768 # DEPENDENCYPART_SIBL
(15,7),(15,24),-0.0157035 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.00436454 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.00165258 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.00298742 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0316631 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.00734701 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.00336588 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.000779935 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.00480842 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0423738 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.0515771 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.000779935 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.00537955 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.0153668 # DEPENDENCYPART_SIBL
(15,8),(15,24),-0.0661995 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0483533 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.000375983 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0517666 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0253519 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.000373065 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.00900417 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0357099 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0244063 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0275445 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.00900417 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0212416 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.0101076 # DEPENDENCYPART_SIBL
(15,9),(15,24),-0.0517613 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.00422896 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.181113 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0253315 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.00423146 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0087576 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.037373 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0539184 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.00985637 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0087576 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.019706 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.0102233 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.0790604 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.080993 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0676891 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.178802 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.00666758 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0345335 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.00427161 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0381113 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.00666758 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.0551814 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.00546761 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.0157349 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0305836 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0326536 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.011498 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0394352 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.069441 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0178874 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.011498 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0298447 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0129637 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.0867462 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0241918 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0231089 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0180675 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0223749 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.021223 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0231089 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0220984 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.0222015 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0469547 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.00926765 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0345356 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.00421021 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0381129 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.00926765 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0554634 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.00806768 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.0157035 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0354989 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0111312 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0212946 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.227405 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0313598 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.22699 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.0710191 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.00735467 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0161713 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0374218 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0264857 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0376434 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.0331 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.00138619 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.00402268 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.030133 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.00365429 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.109892 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.010056 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0145619 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.00945733 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.032847 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0313598 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.22699 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.0710191 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.0181592 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.0476675 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.0698354 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.145382 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0256484 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.138428 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.00677446 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0256461 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0202338 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0191656 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0265514 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.0173487 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.00371937 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.0168414 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.00746443 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.00236775 # DEPENDENCYPART_SIBL
(16,2),(16,24),-0.0139227 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.059786 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.406694 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.10171 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0597896 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0774253 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.147121 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0260826 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0105087 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0713248 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0265107 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0389866 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.0696525 # DEPENDENCYPART_SIBL
(16,10),(16,24),0.0104178 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.121263 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0103469 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0203234 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0380824 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0338496 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.011962 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0119407 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0123658 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0170012 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.00149259 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.0115754 # DEPENDENCYPART_SIBL
(16,11),(16,24),0.0102035 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.152883 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.155553 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.125104 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.131519 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0356265 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0239533 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0430906 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0151392 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0218461 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.0414183 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.034218 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0147545 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.00261594 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.031192 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0175356 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0102278 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0548721 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.000554516 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0238376 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.0543164 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0186219 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.03863 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0338507 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0120227 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0119402 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.00976441 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0167203 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.00149278 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.008974 # DEPENDENCYPART_SIBL
(16,14),(16,24),0.0102339 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0191656 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0265514 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0173487 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.00371937 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0168414 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.00746443 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.00236775 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0139227 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.021876 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0131993 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.00344407 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0106039 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.00766153 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.00363387 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.0270498 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0848104 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0630494 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0148622 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.0149004 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.0627859 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.0742887 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0494608 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.00985027 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.00210709 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.048894 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.0227424 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.0685209 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0286132 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.123154 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.0595162 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.00259418 # DEPENDENCYPART_SIBL
(16,21),(16,23),0.0179158 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.0350539 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.00435314 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.0137345 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.0613296 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0172082 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0488408 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0278526 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.00920131 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.048157 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0262082 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.00925901 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0233704 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.00593709 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0729082 # DEPENDENCYPART_SIBL
(18,1),(18,2),0.144624 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.0442128 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.120256 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.0623644 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.0440182 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.00963296 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0442128 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.0436724 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.00173507 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.0523899 # DEPENDENCYPART_SIBL
(18,1),(18,20),0.0193369 # DEPENDENCYPART_SIBL
(18,1),(18,21),0.00409206 # DEPENDENCYPART_SIBL
(18,1),(18,23),0.0159166 # DEPENDENCYPART_SIBL
(18,1),(18,24),0.101866 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.0153298 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.226703 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.0107994 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.0153406 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.0236818 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.0153298 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.0153713 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.0145201 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.178181 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.0487721 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.101685 # DEPENDENCYPART_SIBL
(18,2),(18,23),0.0506789 # DEPENDENCYPART_SIBL
(18,2),(18,24),0.0141014 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.338128 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0519697 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.00402533 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.00590194 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.00371864 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.00391564 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0113262 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0503885 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.218665 # DEPENDENCYPART_SIBL
(18,7),(18,21),0.0500862 # DEPENDENCYPART_SIBL
(18,7),(18,23),0.218429 # DEPENDENCYPART_SIBL
(18,7),(18,24),0.00673526 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.00764378 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.18627 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.086199 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.186654 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.185616 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0923505 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0558015 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.0243194 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.0120337 # DEPENDENCYPART_SIBL
(18,8),(18,23),0.0174792 # DEPENDENCYPART_SIBL
(18,8),(18,24),-0.0652742 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.044079 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0497357 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0440714 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0441225 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0626405 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0931583 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.0709399 # DEPENDENCYPART_SIBL
(18,9),(18,21),0.266062 # DEPENDENCYPART_SIBL
(18,9),(18,23),0.0707455 # DEPENDENCYPART_SIBL
(18,9),(18,24),-0.0192461 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.00624362 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.00146007 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.00165708 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0115298 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0503614 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.221233 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.0497787 # DEPENDENCYPART_SIBL
(18,11),(18,23),0.220997 # DEPENDENCYPART_SIBL
(18,11),(18,24),0.00666389 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.000331058 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.000289584 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.00554357 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0594243 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0986859 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0663109 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.0986854 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.0178424 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.00391564 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0113262 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0503885 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.218665 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0500862 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.218429 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.00673526 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0117975 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0494392 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.215914 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0491893 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.215678 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.00559575 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.125536 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.172763 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.095033 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.172762 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.104507 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.00243692 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0118919 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.00205977 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.00475257 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.15631 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0439373 # DEPENDENCYPART_SIBL
(18,20),(18,24),0.104291 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.00415524 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.0288899 # DEPENDENCYPART_SIBL
(18,23),(18,24),0.102496 # DEPENDENCYPART_SIBL
(19,1),(19,2),0.0657496 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.0068483 # DEPENDENCYPART_SIBL
(19,1),(19,14),0.0164093 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.0159104 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.0564982 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.020552 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.0547767 # DEPENDENCYPART_SIBL
(19,1),(19,23),0.0171322 # DEPENDENCYPART_SIBL
(19,1),(19,24),0.210747 # DEPENDENCYPART_SIBL
(19,2),(19,9),0.0382748 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.00505157 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.00505387 # DEPENDENCYPART_SIBL
(19,2),(19,18),0.258885 # DEPENDENCYPART_SIBL
(19,2),(19,20),0.0127896 # DEPENDENCYPART_SIBL
(19,2),(19,21),0.0346358 # DEPENDENCYPART_SIBL
(19,2),(19,23),0.014697 # DEPENDENCYPART_SIBL
(19,2),(19,24),-0.00429743 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.0275449 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0275318 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.246562 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.000636486 # DEPENDENCYPART_SIBL
(19,9),(19,21),0.116088 # DEPENDENCYPART_SIBL
(19,9),(19,23),0.000442674 # DEPENDENCYPART_SIBL
(19,9),(19,24),-0.0284751 # DEPENDENCYPART_SIBL
