# _root_ Επισκεφθείτε επίσης το Απολιθωμένο Δάσος , το μεγαλύτερο στην Ευρώπη , που δημιουργήθηκε από μια ηφαιστιακή έκρηξη πριν από περίπου 15 με 20 εκατομμύρια χρόνια .
#goldHeads=0,1,5,5,1,1,8,5,8,9,13,13,5,13,17,17,14,13,18,22,22,25,22,25,19,0,
#predictedHeads=0,1,5,5,1,5,8,6,8,9,13,13,10,13,17,17,14,13,18,21,19,18,25,25,22,0,
(13,4),(13,5),-0.0738424 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.00680787 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0636285 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0154455 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.074679 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.00680787 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.209142 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0171111 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0170644 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.00819004 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.018189 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0171111 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0268774 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.00968096 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.00723698 # DEPENDENCYPART_SIBL
(13,4),(13,23),-0.011321 # DEPENDENCYPART_SIBL
(13,4),(13,25),0.0050435 # DEPENDENCYPART_SIBL
(13,4),(13,26),-0.043862 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0371262 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0597167 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0283528 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.182548 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0371262 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.273625 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0583651 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.027544 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.000965757 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.0417486 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0583651 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0257425 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.023718 # DEPENDENCYPART_SIBL
(13,5),(13,22),0.0281456 # DEPENDENCYPART_SIBL
(13,5),(13,23),-0.0221429 # DEPENDENCYPART_SIBL
(13,5),(13,25),0.0220639 # DEPENDENCYPART_SIBL
(13,5),(13,26),-0.0197582 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.00964559 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.170443 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.00674183 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.00498537 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0434797 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.00174818 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0251559 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.00773908 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0146632 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.00174818 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0505842 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.0145705 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.0134705 # DEPENDENCYPART_SIBL
(13,6),(13,23),-0.0141695 # DEPENDENCYPART_SIBL
(13,6),(13,25),-0.0110939 # DEPENDENCYPART_SIBL
(13,6),(13,26),-0.0773835 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.00973681 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0562159 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.00115935 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.153292 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.020982 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0939282 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0169086 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.00283361 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.020982 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0386867 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.02145 # DEPENDENCYPART_SIBL
(13,8),(13,22),0.0207492 # DEPENDENCYPART_SIBL
(13,8),(13,23),-0.0212984 # DEPENDENCYPART_SIBL
(13,8),(13,25),0.0163235 # DEPENDENCYPART_SIBL
(13,8),(13,26),-0.0455011 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0118531 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0374949 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.22807 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.00509392 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0129414 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.00529833 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0182977 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.00509392 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0565347 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.0217517 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0134894 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.0215336 # DEPENDENCYPART_SIBL
(13,9),(13,25),0.00279197 # DEPENDENCYPART_SIBL
(13,9),(13,26),-0.0501657 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0367866 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.273901 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0626836 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0354327 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.00643669 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.056916 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0626836 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0105751 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.015852 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.0277984 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.014277 # DEPENDENCYPART_SIBL
(13,10),(13,25),0.0294663 # DEPENDENCYPART_SIBL
(13,10),(13,26),-0.005474 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0434797 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.00174818 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0251559 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.00773908 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0146632 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.00174818 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0505842 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0145705 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0134705 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.0141695 # DEPENDENCYPART_SIBL
(13,11),(13,25),-0.0110939 # DEPENDENCYPART_SIBL
(13,11),(13,26),-0.0773835 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.118887 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0199306 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0083008 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0676088 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.118887 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0387488 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0137161 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.0174906 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.0139404 # DEPENDENCYPART_SIBL
(13,12),(13,25),0.0368963 # DEPENDENCYPART_SIBL
(13,12),(13,26),-0.05484 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.118774 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0358143 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0179195 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.066939 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0570608 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.0436713 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.124585 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.0441318 # DEPENDENCYPART_SIBL
(13,14),(13,25),-0.0324742 # DEPENDENCYPART_SIBL
(13,14),(13,26),-0.152806 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0358389 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0164215 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.00550371 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0303923 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.00900554 # DEPENDENCYPART_SIBL
(13,16),(13,22),0.0467252 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.00930217 # DEPENDENCYPART_SIBL
(13,16),(13,25),-0.0303847 # DEPENDENCYPART_SIBL
(13,16),(13,26),-0.0703487 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0100173 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0295804 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.00306671 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.00495994 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.0119899 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.00539659 # DEPENDENCYPART_SIBL
(13,17),(13,25),-0.2127 # DEPENDENCYPART_SIBL
(13,17),(13,26),-0.0755661 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0928271 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0442982 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.013687 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.0145308 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.0150126 # DEPENDENCYPART_SIBL
(13,18),(13,25),0.0135439 # DEPENDENCYPART_SIBL
(13,18),(13,26),-0.0465827 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0570608 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.0436713 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.124585 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.0441318 # DEPENDENCYPART_SIBL
(13,19),(13,25),-0.0324742 # DEPENDENCYPART_SIBL
(13,19),(13,26),-0.152806 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.00708635 # DEPENDENCYPART_SIBL
(13,20),(13,22),0.00605803 # DEPENDENCYPART_SIBL
(13,20),(13,23),-0.00841196 # DEPENDENCYPART_SIBL
(13,20),(13,25),0.05761 # DEPENDENCYPART_SIBL
(13,20),(13,26),-0.0440795 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.00422606 # DEPENDENCYPART_SIBL
(13,21),(13,23),-0.013127 # DEPENDENCYPART_SIBL
(13,21),(13,25),-0.0314435 # DEPENDENCYPART_SIBL
(13,21),(13,26),-0.0352347 # DEPENDENCYPART_SIBL
(13,22),(13,23),-0.0148262 # DEPENDENCYPART_SIBL
(13,22),(13,25),-0.0196355 # DEPENDENCYPART_SIBL
(13,22),(13,26),-0.0792345 # DEPENDENCYPART_SIBL
(13,23),(13,25),-0.0332489 # DEPENDENCYPART_SIBL
(13,23),(13,26),-0.0350822 # DEPENDENCYPART_SIBL
(13,25),(13,26),-0.0733038 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.00270218 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0237812 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0372509 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.020538 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0198624 # DEPENDENCYPART_SIBL
(14,11),(14,26),0.241854 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0298711 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.147301 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0347144 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0340641 # DEPENDENCYPART_SIBL
(14,15),(14,26),-0.0506791 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.194443 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0731783 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0725319 # DEPENDENCYPART_SIBL
(14,16),(14,26),-0.0998645 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.192434 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.187366 # DEPENDENCYPART_SIBL
(14,17),(14,26),-0.170217 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0781739 # DEPENDENCYPART_SIBL
(14,18),(14,26),-0.0484391 # DEPENDENCYPART_SIBL
(14,20),(14,26),-0.0462818 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0275251 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.00860559 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.00365635 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0676378 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0472804 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.011327 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.08266 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.00124408 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0157517 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.00392109 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.0794046 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.00867044 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0352451 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.00476476 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.106473 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0247653 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.0185581 # DEPENDENCYPART_SIBL
(16,18),(16,25),0.0611292 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0379902 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.0120196 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.00681345 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.0184866 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.169119 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0125372 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.00339043 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.131363 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.00153264 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.00193953 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0801932 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.0143313 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.00186702 # DEPENDENCYPART_SIBL
(17,1),(17,22),-0.0267975 # DEPENDENCYPART_SIBL
(17,1),(17,23),-0.00062826 # DEPENDENCYPART_SIBL
(17,1),(17,25),0.00123576 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.17139 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0133901 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.00253762 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.132925 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.00309462 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.00295808 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.0818036 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.0153498 # DEPENDENCYPART_SIBL
(17,4),(17,21),0.000848464 # DEPENDENCYPART_SIBL
(17,4),(17,22),-0.0289741 # DEPENDENCYPART_SIBL
(17,4),(17,23),-0.00164681 # DEPENDENCYPART_SIBL
(17,4),(17,25),0.000601149 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.0590844 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.0267581 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.462038 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.0488622 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0650381 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.213722 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.0688681 # DEPENDENCYPART_SIBL
(17,7),(17,21),0.139299 # DEPENDENCYPART_SIBL
(17,7),(17,22),-0.0923403 # DEPENDENCYPART_SIBL
(17,7),(17,23),0.133237 # DEPENDENCYPART_SIBL
(17,7),(17,25),0.0469822 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0128181 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0565721 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0210653 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0288203 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0767736 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.0251845 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.017351 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0652827 # DEPENDENCYPART_SIBL
(17,12),(17,23),0.016362 # DEPENDENCYPART_SIBL
(17,12),(17,25),0.00272317 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.143845 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.023818 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0304097 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0174857 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0394144 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.019725 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.0134103 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0204929 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.0760482 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0747542 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0177156 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0955023 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.028446 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.118152 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.00258205 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.112211 # DEPENDENCYPART_SIBL
(17,15),(17,25),0.0132468 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.011188 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.125434 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0319719 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0249463 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0150191 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0256916 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.0100069 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.033806 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.00152627 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0153932 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0130356 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.0153769 # DEPENDENCYPART_SIBL
(17,18),(17,25),0.0392254 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0350497 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0506727 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0211653 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.0510095 # DEPENDENCYPART_SIBL
(17,19),(17,25),0.0254671 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0146463 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.00710321 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.0146299 # DEPENDENCYPART_SIBL
(17,20),(17,25),0.057982 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.00492133 # DEPENDENCYPART_SIBL
(17,21),(17,23),0.0213236 # DEPENDENCYPART_SIBL
(17,21),(17,25),0.0174757 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.0205918 # DEPENDENCYPART_SIBL
(17,22),(17,25),-0.0213252 # DEPENDENCYPART_SIBL
(17,23),(17,25),0.0136726 # DEPENDENCYPART_SIBL
(18,1),(18,2),0.0279165 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.0173483 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.158803 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.00713913 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0302003 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.00769173 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0116492 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.00631978 # DEPENDENCYPART_SIBL
(18,1),(18,20),0.0294142 # DEPENDENCYPART_SIBL
(18,1),(18,22),-0.0254066 # DEPENDENCYPART_SIBL
(18,1),(18,25),-0.00817685 # DEPENDENCYPART_SIBL
(18,1),(18,26),0.00760633 # DEPENDENCYPART_SIBL
(18,2),(18,4),0.0300645 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.0464755 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.00321639 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.0154724 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.00320129 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.015631 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.000431053 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.0142138 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.0223164 # DEPENDENCYPART_SIBL
(18,2),(18,25),-0.052144 # DEPENDENCYPART_SIBL
(18,2),(18,26),-0.01407 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.158516 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.00713913 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.0302003 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.00733717 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.0113318 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.00661588 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.0294142 # DEPENDENCYPART_SIBL
(18,4),(18,22),-0.0259868 # DEPENDENCYPART_SIBL
(18,4),(18,25),-0.0077912 # DEPENDENCYPART_SIBL
(18,4),(18,26),0.00688744 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.0734353 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.00991804 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.0472497 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.0311007 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0859552 # DEPENDENCYPART_SIBL
(18,6),(18,20),0.067211 # DEPENDENCYPART_SIBL
(18,6),(18,22),0.06255 # DEPENDENCYPART_SIBL
(18,6),(18,25),0.0147791 # DEPENDENCYPART_SIBL
(18,6),(18,26),0.175311 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0288594 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0120408 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.00332718 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0196077 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.0414599 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0586388 # DEPENDENCYPART_SIBL
(18,12),(18,25),-0.00920939 # DEPENDENCYPART_SIBL
(18,12),(18,26),-0.0180574 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.020643 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.00626559 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0788804 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0132553 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.033216 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.0641601 # DEPENDENCYPART_SIBL
(18,14),(18,26),-0.0211037 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0154736 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0401531 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.00506374 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.00912596 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.00163262 # DEPENDENCYPART_SIBL
(18,16),(18,26),-0.00482762 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.02317 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.00500205 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.059506 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.0228663 # DEPENDENCYPART_SIBL
(18,17),(18,26),0.00811769 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0125499 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0761802 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.00721332 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.034604 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.00417208 # DEPENDENCYPART_SIBL
(18,20),(18,25),0.0474175 # DEPENDENCYPART_SIBL
(18,20),(18,26),0.0235409 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.0411065 # DEPENDENCYPART_SIBL
(18,22),(18,26),-0.0545215 # DEPENDENCYPART_SIBL
(18,25),(18,26),-0.0368227 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0188291 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0495261 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.024838 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0500651 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.0617152 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.00380483 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.00789443 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0623065 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.00455909 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.0715824 # DEPENDENCYPART_SIBL
(19,18),(19,26),-0.00351826 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0464749 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0564389 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.131167 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.0462818 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0669514 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.19941 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.0795336 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.166528 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.0969048 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.171628 # DEPENDENCYPART_SIBL
(20,1),(20,2),0.0279342 # DEPENDENCYPART_SIBL
(20,1),(20,4),0.0173681 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.00712365 # DEPENDENCYPART_SIBL
(20,1),(20,14),0.0301819 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.0116189 # DEPENDENCYPART_SIBL
(20,1),(20,18),0.027513 # DEPENDENCYPART_SIBL
(20,1),(20,19),0.0301819 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.00585627 # DEPENDENCYPART_SIBL
(20,1),(20,22),-0.022024 # DEPENDENCYPART_SIBL
