# _root_ Πιστεύω ότι το ένταλμα για το οποίο εργαζόμαστε μπορεί να είναι , τουλάχιστον , πρακτικό και να μας οδηγήσει σε θετικά αποτελέσματα .
#goldHeads=0,1,4,16,8,7,5,4,2,11,16,13,11,13,11,9,19,19,16,19,22,20,0,
#predictedHeads=0,1,4,9,8,7,5,4,2,11,9,13,11,16,16,11,19,19,16,19,22,20,0,
(13,4),(13,19),-0.00812839 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.00879114 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0201896 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0591093 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.126354 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0142654 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0241739 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0690701 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0100004 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.124458 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0604167 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0968861 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0234231 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0150585 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0412026 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.00284486 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0217885 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.146827 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0395989 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.00162181 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0330372 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.172819 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0304581 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.330434 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0272754 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0795893 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.127099 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0859252 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0258825 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0232517 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.000916268 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0515829 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0651725 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0143676 # DEPENDENCYPART_SIBL
(13,15),(13,20),-5.2858e-05 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.010504 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0304504 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.00996431 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0156878 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.00368988 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.101014 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.225578 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.00956457 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.039069 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.110998 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.268894 # DEPENDENCYPART_SIBL
(14,1),(14,22),0.0583617 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0316389 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0599986 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.338128 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.00521979 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0249857 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.152255 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.0210948 # DEPENDENCYPART_SIBL
(14,4),(14,22),0.223245 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.012923 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0710786 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0746058 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.044456 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.193965 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.071157 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.0937687 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.202243 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.000550091 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0421809 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.131418 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.3271 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0464556 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0819 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0613692 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0331941 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.00923517 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.035083 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0526417 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.12374 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0868137 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0930839 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.023477 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.00763287 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.00859266 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.00691309 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0166997 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.00435193 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.000347161 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0186136 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0075125 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0373116 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0194779 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.114498 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0150138 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0142553 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.00254368 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0151534 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0243263 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0075125 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0373116 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0194779 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.114498 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.00830326 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.00790609 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.00533804 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.00676432 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.00273401 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.00771396 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.0937107 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.182085 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.0734383 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.132802 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.0605837 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.0534952 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.053365 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.00569939 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0911992 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.00569939 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.140764 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.00376889 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.470492 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.0208436 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.00805899 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.0357485 # DEPENDENCYPART_SIBL
(16,1),(16,23),-0.0032933 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.054409 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.0184904 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.0193936 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.028959 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.0226069 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0384927 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.00590405 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0189345 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.00590405 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0386043 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.000708621 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0186212 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.0375693 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.0128184 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.0258609 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.0125762 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0603296 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0644627 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.0362034 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.0477037 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.0579304 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.113028 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0237934 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.113028 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0435613 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.048398 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.0065463 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.0945466 # DEPENDENCYPART_SIBL
(16,4),(16,21),0.00732385 # DEPENDENCYPART_SIBL
(16,4),(16,22),0.143145 # DEPENDENCYPART_SIBL
(16,4),(16,23),-0.0297681 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.104155 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0205924 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0153628 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0288493 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0469778 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0248563 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0469778 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.0780232 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0192596 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0177239 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.374334 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.0258819 # DEPENDENCYPART_SIBL
(16,5),(16,22),-0.05873 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.0149556 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.0807745 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.0917903 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0754198 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.00464448 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.0077766 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.00464448 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.019477 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.058256 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.032114 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.0844205 # DEPENDENCYPART_SIBL
(16,7),(16,21),0.0136213 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.0431891 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.0610401 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0530074 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0528112 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.00488088 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.091089 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.00488088 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.140682 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.00320982 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.471829 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.0232205 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.00837731 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.0353244 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.00348379 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0646647 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.00458492 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0985843 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.00458492 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.147931 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0074267 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.441842 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.0318308 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.0164852 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.0439811 # DEPENDENCYPART_SIBL
(16,9),(16,23),0.00902836 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0642642 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.126008 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0642642 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.178732 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.00665456 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.526683 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0223713 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0204307 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0491399 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.0011181 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0104876 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0449192 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.00106951 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0259035 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.00350859 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0569699 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.00389731 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0530499 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.0394682 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.000317699 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0100022 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.030762 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.00725942 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.000743144 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.00819649 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.00391032 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.0240937 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.00106951 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0259035 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.00350859 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0569699 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.00389731 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0530499 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0394682 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0116708 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0155897 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0497261 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.39911 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0182531 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0143065 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0441601 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0325204 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0257677 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0171553 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.00174051 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0628323 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0287579 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0291416 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.14632 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0662616 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.00820251 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0286153 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0749517 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.0796257 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.0297093 # DEPENDENCYPART_SIBL
(19,1),(19,2),-0.0457934 # DEPENDENCYPART_SIBL
(19,1),(19,4),-0.0759067 # DEPENDENCYPART_SIBL
(19,1),(19,5),-0.0256994 # DEPENDENCYPART_SIBL
(19,1),(19,7),-0.128792 # DEPENDENCYPART_SIBL
(19,1),(19,8),-0.120938 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.12506 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.12506 # DEPENDENCYPART_SIBL
(19,1),(19,12),-0.00880715 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.0111461 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.00880715 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.0628708 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.0190012 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.163962 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0914 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.021628 # DEPENDENCYPART_SIBL
(19,1),(19,21),-0.0193089 # DEPENDENCYPART_SIBL
(19,1),(19,22),-0.0101187 # DEPENDENCYPART_SIBL
(19,1),(19,23),-0.0398999 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.0697866 # DEPENDENCYPART_SIBL
(19,2),(19,5),-0.0543199 # DEPENDENCYPART_SIBL
(19,2),(19,7),-0.0749876 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.0539237 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.058381 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.0659154 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.0381437 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.0365335 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.0381437 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.0603713 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.056397 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.0372897 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0413762 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0236881 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.0589653 # DEPENDENCYPART_SIBL
(19,2),(19,22),-0.0724413 # DEPENDENCYPART_SIBL
(19,2),(19,23),-0.0866692 # DEPENDENCYPART_SIBL
(19,4),(19,5),-0.0379927 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.150429 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.0285618 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.0308398 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.0296951 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.04455 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.0241015 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.04455 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.0634735 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0467999 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0089519 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0794966 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0508592 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.0203318 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.00572003 # DEPENDENCYPART_SIBL
(19,4),(19,23),-0.0205648 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.133507 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.00662412 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.00186064 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.00234687 # DEPENDENCYPART_SIBL
(19,5),(19,12),0.0326058 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.0289421 # DEPENDENCYPART_SIBL
(19,5),(19,14),0.0326058 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.00992792 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.010529 # DEPENDENCYPART_SIBL
(19,5),(19,17),0.0168063 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.092802 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.0244246 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.0240319 # DEPENDENCYPART_SIBL
(19,5),(19,22),0.00932349 # DEPENDENCYPART_SIBL
(19,5),(19,23),-0.03664 # DEPENDENCYPART_SIBL
(19,7),(19,8),0.0389935 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.0343272 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.0301483 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.00128249 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.0419656 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.00128249 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.00238013 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.0550546 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.0898076 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.014257 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.0443202 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.0131919 # DEPENDENCYPART_SIBL
(19,7),(19,22),-0.0445507 # DEPENDENCYPART_SIBL
(19,7),(19,23),-0.0768762 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.124303 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.124263 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.00761414 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.0106862 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.00761414 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.0624427 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.018163 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.163534 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0905696 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.0235549 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.0171099 # DEPENDENCYPART_SIBL
(19,8),(19,22),-0.00659322 # DEPENDENCYPART_SIBL
(19,8),(19,23),-0.0377563 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.12985 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.00377767 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0147301 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.00377767 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0662605 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0219008 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.176446 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0940782 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0102711 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0266777 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.019148 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.0370385 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0197052 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0098242 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0197052 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0656723 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0228973 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.155902 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.093505 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0398203 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.00831772 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.00852773 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.0199267 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0297726 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0107371 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.00498412 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.019245 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.12265 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0309002 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.00385974 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.024451 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.0207626 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.0662185 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0121567 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0208991 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.01285 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0590149 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0293954 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0080487 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0209006 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0102889 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.0395085 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.00498412 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.019245 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.12265 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0309002 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.00385974 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.024451 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.0207626 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0662185 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0339121 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0559416 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0341388 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0133317 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.0942015 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.00366546 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0410694 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0113007 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0434979 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0753545 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0194374 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0140967 # DEPENDENCYPART_SIBL
