# _root_ Τα νέα κτίσματα των τελευταίων ετών , που ανεγέρθηκαν κυρίως κοντά στις παραλίες , είναι μονόροφα ή διώροφα κυκλαδίτικα σπίτια τα περισσότερα με ιδιωτικές πισίνες .
#goldHeads=3,3,15,6,6,3,9,9,3,11,9,11,12,9,0,17,20,17,20,15,22,20,20,25,23,0,
#predictedHeads=3,3,15,6,6,3,9,9,3,11,9,11,12,15,0,17,15,17,20,15,22,20,22,25,23,0,
(14,12),(14,16),0.0204504 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0204504 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0204504 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.0222029 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.00832569 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0250262 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0250262 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0250262 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.024426 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0171436 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0171436 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0171436 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.017142 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0316914 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.0316914 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.0316898 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0316914 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.0316898 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.0316898 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.0629072 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.0328674 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.0629237 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.0122993 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.170686 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0535556 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0603523 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0658974 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0116016 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0748387 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0122993 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.12847 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.0306561 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.12847 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.12847 # DEPENDENCYPART_SIBL
(15,2),(15,20),0.0450898 # DEPENDENCYPART_SIBL
(15,2),(15,22),0.129161 # DEPENDENCYPART_SIBL
(15,2),(15,23),0.00909415 # DEPENDENCYPART_SIBL
(15,2),(15,25),0.0455684 # DEPENDENCYPART_SIBL
(15,2),(15,26),-0.0240567 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0764755 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.236146 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.0326233 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.316058 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.0609295 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.0589469 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0643061 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.019682 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.248567 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.0326233 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.0300098 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.0202737 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.0300098 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.0300098 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.0125003 # DEPENDENCYPART_SIBL
(15,3),(15,22),0.0295801 # DEPENDENCYPART_SIBL
(15,3),(15,23),-0.0429189 # DEPENDENCYPART_SIBL
(15,3),(15,25),-0.00888671 # DEPENDENCYPART_SIBL
(15,3),(15,26),-0.034598 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0648524 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.0132426 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.170529 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0533056 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0601874 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0657326 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0114315 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0767674 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0132426 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.123488 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0293678 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.123488 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.123488 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.043606 # DEPENDENCYPART_SIBL
(15,5),(15,22),0.124179 # DEPENDENCYPART_SIBL
(15,5),(15,23),0.0168473 # DEPENDENCYPART_SIBL
(15,5),(15,25),0.0440846 # DEPENDENCYPART_SIBL
(15,5),(15,26),-0.0215968 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.0376608 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.31609 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0616154 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0609236 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0662827 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0197136 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.248599 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0376608 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.0292861 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0196627 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.0292861 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.0292861 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.0132468 # DEPENDENCYPART_SIBL
(15,6),(15,22),0.0288564 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.0466438 # DEPENDENCYPART_SIBL
(15,6),(15,25),-0.00963322 # DEPENDENCYPART_SIBL
(15,6),(15,26),-0.035192 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.0261852 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.0194773 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.00363098 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0146298 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.0457585 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0120905 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.015719 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0153581 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.0190036 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.0153581 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.0153581 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.0242737 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.0204728 # DEPENDENCYPART_SIBL
(15,7),(15,23),0.00944687 # DEPENDENCYPART_SIBL
(15,7),(15,25),0.0371855 # DEPENDENCYPART_SIBL
(15,7),(15,26),-0.0808086 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0956996 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0285755 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0210106 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0697242 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0216932 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0310007 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.00451911 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0546596 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.00451911 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.00451911 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.00986699 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.00706661 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.0987143 # DEPENDENCYPART_SIBL
(15,8),(15,25),-0.00785035 # DEPENDENCYPART_SIBL
(15,8),(15,26),-0.0951508 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0351658 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0386426 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0014785 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0892676 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0131495 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0183535 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0213379 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0183535 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0183535 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0149751 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0160283 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.0429551 # DEPENDENCYPART_SIBL
(15,9),(15,25),-0.0144991 # DEPENDENCYPART_SIBL
(15,9),(15,26),-0.0580216 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.067425 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0179541 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0169442 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0223439 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0512426 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0196444 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0512426 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0512426 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.00374392 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.0506344 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.0545263 # DEPENDENCYPART_SIBL
(15,10),(15,25),0.00459517 # DEPENDENCYPART_SIBL
(15,10),(15,26),-0.0839975 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0213068 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0150335 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0350843 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0493091 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0336528 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0493091 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0493091 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.00894527 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0487009 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0580431 # DEPENDENCYPART_SIBL
(15,11),(15,25),-0.00809409 # DEPENDENCYPART_SIBL
(15,11),(15,26),-0.0803442 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0339961 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0446534 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0103129 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.00621277 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0103129 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0103129 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0239471 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0145828 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.066419 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.0223874 # DEPENDENCYPART_SIBL
(15,12),(15,26),-0.0542246 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0180946 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0433533 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0139725 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0433533 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0433533 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.00723093 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0429236 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0416002 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.00361732 # DEPENDENCYPART_SIBL
(15,13),(15,26),-0.0330302 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0153581 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0190036 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0153581 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0153581 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0242737 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0204728 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.00944687 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.0371855 # DEPENDENCYPART_SIBL
(15,14),(15,26),-0.0808086 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0704677 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.12573 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.12573 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0601529 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.126142 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.00615204 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.0599045 # DEPENDENCYPART_SIBL
(15,16),(15,26),-0.0580752 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0724115 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0724115 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0622239 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0728238 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0580692 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.0619542 # DEPENDENCYPART_SIBL
(15,17),(15,26),0.00954513 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.12573 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0601529 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.126142 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.00615204 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.0599045 # DEPENDENCYPART_SIBL
(15,18),(15,26),-0.0580752 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0601529 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.126142 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.00615204 # DEPENDENCYPART_SIBL
(15,19),(15,25),-0.0599045 # DEPENDENCYPART_SIBL
(15,19),(15,26),-0.0580752 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.152127 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.0703254 # DEPENDENCYPART_SIBL
(15,20),(15,25),-0.285191 # DEPENDENCYPART_SIBL
(15,20),(15,26),-0.102308 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.00214827 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.0665135 # DEPENDENCYPART_SIBL
(15,22),(15,26),-0.0617498 # DEPENDENCYPART_SIBL
(15,23),(15,25),-0.0498499 # DEPENDENCYPART_SIBL
(15,23),(15,26),-0.0748054 # DEPENDENCYPART_SIBL
(15,25),(15,26),-0.116359 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0354497 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0152011 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.00232652 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.00585664 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.00987624 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.00987624 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0273994 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.0188896 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0469441 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0127747 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.00925014 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0350142 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0350142 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0780626 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.00526464 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0332198 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.00408338 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0252509 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0252509 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0979049 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.035046 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0130514 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.00552866 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.00552866 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.024633 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.00398444 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.00991672 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.00991672 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.00985369 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.0169026 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0239169 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.00619913 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.0155541 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.00619913 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0155541 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.00463255 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.0104091 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.00253479 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.0121602 # DEPENDENCYPART_SIBL
(17,2),(17,7),0.137998 # DEPENDENCYPART_SIBL
(17,2),(17,8),-0.0103891 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.00585953 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.0242881 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.0170384 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.0402343 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.00913575 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.137998 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.00727029 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.00253479 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.295818 # DEPENDENCYPART_SIBL
(17,2),(17,19),0.295818 # DEPENDENCYPART_SIBL
(17,2),(17,20),0.00561045 # DEPENDENCYPART_SIBL
(17,2),(17,22),0.295803 # DEPENDENCYPART_SIBL
(17,2),(17,23),-0.0323133 # DEPENDENCYPART_SIBL
(17,2),(17,24),0.30115 # DEPENDENCYPART_SIBL
(17,2),(17,25),0.00565774 # DEPENDENCYPART_SIBL
(17,2),(17,26),0.00729106 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0323315 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.0216528 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.115608 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.0749365 # DEPENDENCYPART_SIBL
(17,3),(17,9),0.0278609 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.025317 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.0177343 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.0569074 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0093345 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.115608 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.0324578 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.0323315 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.00757227 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.00757227 # DEPENDENCYPART_SIBL
(17,3),(17,20),0.079686 # DEPENDENCYPART_SIBL
(17,3),(17,22),0.00699785 # DEPENDENCYPART_SIBL
(17,3),(17,23),-0.0715225 # DEPENDENCYPART_SIBL
(17,3),(17,24),0.00839455 # DEPENDENCYPART_SIBL
(17,3),(17,25),0.0813428 # DEPENDENCYPART_SIBL
(17,3),(17,26),-0.00697976 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.0123879 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.139627 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.0094614 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.00683871 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.0233523 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.0161026 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0392933 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.00936343 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.139627 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.00629111 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.000774707 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.282837 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.282837 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.00468664 # DEPENDENCYPART_SIBL
(17,5),(17,22),0.282822 # DEPENDENCYPART_SIBL
(17,5),(17,23),-0.0268856 # DEPENDENCYPART_SIBL
(17,5),(17,24),0.288169 # DEPENDENCYPART_SIBL
(17,5),(17,25),0.00473392 # DEPENDENCYPART_SIBL
(17,5),(17,26),0.00720119 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.100243 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.0803316 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.0212028 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.0346027 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.02702 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.0623025 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0147299 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.100243 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.0257997 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0380651 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.011567 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.011567 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.0837683 # DEPENDENCYPART_SIBL
(17,6),(17,22),0.0109926 # DEPENDENCYPART_SIBL
(17,6),(17,23),-0.0720365 # DEPENDENCYPART_SIBL
(17,6),(17,24),0.0123893 # DEPENDENCYPART_SIBL
(17,6),(17,25),0.0854251 # DEPENDENCYPART_SIBL
(17,6),(17,26),-0.00270966 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.0494341 # DEPENDENCYPART_SIBL
(17,7),(17,9),0.0915573 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.0102429 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.00301269 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0246164 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.0274852 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.11291 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.061961 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.00435987 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.0342993 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.0342993 # DEPENDENCYPART_SIBL
(17,7),(17,20),0.00127083 # DEPENDENCYPART_SIBL
(17,7),(17,22),0.0364825 # DEPENDENCYPART_SIBL
(17,7),(17,23),0.00789921 # DEPENDENCYPART_SIBL
(17,7),(17,24),0.0338711 # DEPENDENCYPART_SIBL
(17,7),(17,25),0.00753146 # DEPENDENCYPART_SIBL
(17,7),(17,26),0.0751579 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.120879 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.00474618 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.00197847 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.0251924 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0241615 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.035383 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.109446 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.0137217 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.0556137 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.0556137 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.00300062 # DEPENDENCYPART_SIBL
(17,8),(17,22),0.0539719 # DEPENDENCYPART_SIBL
(17,8),(17,23),-0.0394152 # DEPENDENCYPART_SIBL
(17,8),(17,24),0.0567267 # DEPENDENCYPART_SIBL
(17,8),(17,25),-0.0120516 # DEPENDENCYPART_SIBL
(17,8),(17,26),-0.00803362 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.0616242 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.0501566 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.064336 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.101161 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.0881084 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0355339 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0871841 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0235717 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0235717 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.046661 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.0227785 # DEPENDENCYPART_SIBL
(17,9),(17,23),-0.032929 # DEPENDENCYPART_SIBL
(17,9),(17,24),-0.0224587 # DEPENDENCYPART_SIBL
(17,9),(17,25),-0.0466148 # DEPENDENCYPART_SIBL
(17,9),(17,26),-0.0107799 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.000252535 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0527443 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.00590095 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0236381 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.00631686 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0336362 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.00458589 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.00458589 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.00415698 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.00464975 # DEPENDENCYPART_SIBL
(17,10),(17,23),-0.00614404 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.00400185 # DEPENDENCYPART_SIBL
(17,10),(17,25),0.00445376 # DEPENDENCYPART_SIBL
(17,10),(17,26),-0.0162993 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0467485 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.00489725 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0388054 # DEPENDENCYPART_SIBL
(17,11),(17,15),-8.44902e-05 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0276326 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0009837 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0009837 # DEPENDENCYPART_SIBL
