# _root_ Είναι πιθανό να διατηρούμε έγκλειστα δόντια στο στόμα μας , επί χρόνια , και να το αγνοούμε .
#goldHeads=0,1,4,14,6,4,5,7,8,14,14,11,14,2,17,17,14,0,
#predictedHeads=0,1,4,14,6,4,6,7,8,11,4,11,14,2,17,17,14,0,
(17,11),(17,13),0.0408881 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.000861156 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.0379207 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0920758 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0405209 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0499705 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.044533 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.00214943 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.126801 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0156245 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0192829 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.121372 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0224937 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0661995 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.012809 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0661208 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0306685 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0916802 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.090899 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0807958 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0121114 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.0303489 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0642686 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.261803 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.203606 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.125078 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.132433 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.0559675 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.0635582 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.191297 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.107782 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.0504837 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.257321 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.145336 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.251816 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.11008 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),-0.238012 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.599488 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0346043 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.428425 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.217964 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.237737 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.163583 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.0692953 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.306932 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.68564 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0870928 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.475213 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.190006 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.0404236 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.0544638 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.206841 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.116865 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.0595781 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.272865 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.154419 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.216344 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.142819 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.250548 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.704536 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.0321413 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.144194 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.426377 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.145336 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.385303 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.401614 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.200509 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.501972 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.328165 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.0213132 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.366089 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.595186 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.285803 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.280354 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.25404 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.00664287 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.535168 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.367504 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.704536 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.144194 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.426377 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.145336 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.385303 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.401614 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.0210221 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.30487 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.493582 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.366089 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.638591 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),-0.146309 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.0948077 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.540544 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.131498 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.401489 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.388252 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.241009 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.316891 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.492885 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.278563 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.376063 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.266716 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.217177 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.68564 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.0870928 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.125419 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.307143 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.0615532 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.155331 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.327904 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.036345 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.0804559 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.428648 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.073899 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.193833 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.531537 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.156926 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.250548 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.470904 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.358918 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.324326 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.2714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),-0.267687 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.289236 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.313624 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.125835 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.299822 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),0.00122889 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.393964 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.276013 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.292669 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.36022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.229652 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),1.08781 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.173308 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.20296 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.0035481 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.400213 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),0.0163602 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.177478 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.515988 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),0.0380544 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.0458728 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-0.797013 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.368349 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.359383 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.313615 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.125835 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.511551 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.299822 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.649765 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.1035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.478629 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.192539 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.16665 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.12037 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.383654 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.321734 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),0.0134151 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.0215374 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.592621 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.389813 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.3974 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),0.0314765 # DEPENDENCYPART_GRANDPAR
(1,8),(8,2),0.474978 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.170301 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.0829372 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),0.114253 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.0025763 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.00739248 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.321558 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.516409 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),0.0143018 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.0213595 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.591692 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.375993 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-1.47994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.153531 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.568705 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.490306 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.294008 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.0115488 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.487458 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.380886 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.72734 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.0305916 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.0465454 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.449774 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.358436 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),0.0749881 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.481356 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),0.0680496 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.0497226 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.74315 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.370685 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-1.10055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,9),-0.0441181 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),0.0604018 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),0.016499 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.00991581 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.174998 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.592516 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-1.47994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,4),-0.568705 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),-0.490306 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.294008 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.0115488 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-0.487458 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),0.043357 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.230802 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.636671 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.449774 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-1.34116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,2),0.180695 # DEPENDENCYPART_GRANDPAR
(1,14),(14,4),-0.420114 # DEPENDENCYPART_GRANDPAR
(1,14),(14,5),-0.463142 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),-0.272528 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),0.0481729 # DEPENDENCYPART_GRANDPAR
(1,14),(14,8),-0.466932 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),0.12902 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.140928 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-0.633784 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),0.150714 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.230128 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.928967 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.448311 # DEPENDENCYPART_GRANDPAR
(1,17),(17,1),-1.36022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,17),(17,2),0.229652 # DEPENDENCYPART_GRANDPAR
(1,17),(17,4),-0.449052 # DEPENDENCYPART_GRANDPAR
(1,17),(17,5),-0.414185 # DEPENDENCYPART_GRANDPAR
(1,17),(17,6),-0.380171 # DEPENDENCYPART_GRANDPAR
(1,17),(17,7),-0.0529619 # DEPENDENCYPART_GRANDPAR
(1,17),(17,8),-0.578066 # DEPENDENCYPART_GRANDPAR
(1,17),(17,10),0.067424 # DEPENDENCYPART_GRANDPAR
(1,17),(17,11),-0.252685 # DEPENDENCYPART_GRANDPAR
(1,17),(17,12),-0.73401 # DEPENDENCYPART_GRANDPAR
(1,17),(17,13),0.0891183 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),-0.0142595 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),0.318667 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.403352 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),-0.368349 # DEPENDENCYPART_GRANDPAR
(1,18),(18,1),-1.46946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,18),(18,16),-0.463975 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-1.05422 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.924213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),0.073342 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.570953 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.436155 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.294831 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.681669 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.579977 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.36374 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.290008 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.536945 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.359142 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.268479 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.718042 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-0.458015 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.18261 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.485855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.659167 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.0388681 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.193648 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.214963 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.0908346 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.0343022 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),0.190844 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.0362878 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.0297042 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),0.140588 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.318647 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.105707 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.119074 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.109845 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.311131 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.175302 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),0.0858117 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.139325 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.23426 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.41417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,4),-0.0261054 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.0724436 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.37663 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.223981 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.00511519 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.0777361 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),0.121486 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.342923 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.0247809 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.0939725 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.0495299 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.139332 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.0253524 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.040624 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.0217166 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),0.127652 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.317771 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.0899841 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-1.28438 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.487715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,4),0.0205648 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),0.000342818 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),0.15929 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.185326 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.125852 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),0.0962027 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),0.19805 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.0970309 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),0.100801 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.11885 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.319082 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.111067 # DEPENDENCYPART_GRANDPAR
(2,18),(18,1),-1.21084 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.124813 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.29258 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.478915 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.362929 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.386292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.0375432 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.0280517 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.0270664 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.0245527 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.0527184 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),0.0102846 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.105111 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.0669623 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.181714 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.13487 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.174521 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.546116 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.424604 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.36429 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.0489691 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0851108 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.0797935 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.126369 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.077851 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.161479 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.108223 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.168961 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.129207 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.67519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),0.330762 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),0.135843 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),0.0885829 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.190353 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.139759 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.146964 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.348932 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.155482 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.330841 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-1.20874 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-0.563349 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.605072 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.77063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),0.226274 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.0254315 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.0290495 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.272287 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.436847 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.687192 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.7975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),0.0102909 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.11306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.417232 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.282503 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.0910505 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.0506106 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.0535278 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.47971 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.594196 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.951282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.813747 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.306673 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.225826 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.0474032 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),0.0832672 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.0287807 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.387924 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.588788 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.228419 # DEPENDENCYPART_GRANDPAR
