# _root_ Επιλέξτε κάποιον καλύτερο , τόσο από τον Cox όσο και από τον Martin , ψηφίζοντας τον κ. Bonde του γραφείου 007 .
#goldHeads=0,1,2,10,10,5,8,6,10,3,9,13,11,10,1,18,18,15,20,18,20,0,
#predictedHeads=0,1,2,10,10,10,8,6,10,1,10,13,11,15,1,18,18,15,20,18,20,0,
(15,9),(15,22),-0.0562112 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0629256 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0154788 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0498233 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.00657752 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.00244039 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0232295 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.00716709 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.00293728 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.00414086 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.0306685 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0303807 # DEPENDENCYPART_SIBL
(15,11),(15,13),-9.19601e-06 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0126085 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0129631 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0383614 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0269091 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0377249 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0204756 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0359823 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0441317 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.00440057 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0120722 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0326133 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0573894 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.00164913 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0314774 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0769237 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.00561594 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0130444 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0225786 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0118259 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0110892 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0214646 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0392718 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0272541 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0310185 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.00480842 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.00128132 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0123523 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0661995 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0150199 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0119358 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0256172 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.00598628 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.0382347 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0164686 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0452448 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.00774179 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0468594 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0370787 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0141996 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0331 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.00453364 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.0701243 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.0313661 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.003565 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0351769 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0289476 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.0398117 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0513669 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0393126 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.335092 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0408456 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0252143 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.143744 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.143744 # DEPENDENCYPART_SIBL
(20,1),(20,18),0.0186021 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.153535 # DEPENDENCYPART_SIBL
(20,1),(20,21),0.00125215 # DEPENDENCYPART_SIBL
(20,1),(20,22),-0.0139227 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.346744 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.124124 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.377033 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.120473 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.0334926 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.124124 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.377033 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.120473 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0334926 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.154421 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.00891281 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0188515 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.160174 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0100707 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.00710384 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0296511 # DEPENDENCYPART_SIBL
(22,1),(22,4),0.140994 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.00253848 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.0264908 # DEPENDENCYPART_SIBL
(22,1),(22,21),0.00623704 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.00248461 # DEPENDENCYPART_SIBL
(22,4),(22,20),0.102723 # DEPENDENCYPART_SIBL
(22,4),(22,21),0.0658739 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.0203579 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0183483 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0164148 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0783727 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.0404576 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.0752717 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.0655083 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.126826 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.0872041 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.0657523 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.133504 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.0336288 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.192901 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),-0.0806968 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),0.0218307 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.323801 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.401741 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.15135 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.213794 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.186924 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.126031 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.299216 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.2912 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.305894 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.0654021 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.689713 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.218929 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.275 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.121682 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.370996 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.377675 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.140117 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.0312696 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.0937096 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.638691 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.249208 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.0813827 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.528293 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.401404 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.207573 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.534971 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.274363 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.0239598 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.567764 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.124638 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.257022 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.708073 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.0379637 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.346196 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.197234 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.141679 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),-0.103372 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.556606 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.332892 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.209768 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.637913 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.0740981 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.149088 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.321295 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.620476 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.0848976 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.21503 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.526912 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.0248389 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.445919 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.640327 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.213433 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.384169 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.199416 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.201174 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.463143 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.814125 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.137727 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.398299 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.264929 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.00491023 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.00915509 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.602436 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.291753 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),0.0552023 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.422973 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.0603991 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.657762 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.118492 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.141679 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.054653 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.340594 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),-0.103372 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.0217973 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.506295 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.120331 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.0194472 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.370557 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.689713 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),-0.218929 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.0626155 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.196559 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.44274 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.449418 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.177426 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.0312696 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.369256 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.289361 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.0937096 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.670938 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.153944 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.00524844 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.161432 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.238728 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.0395277 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.330403 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.0432415 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.245406 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.502445 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.120056 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.114149 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.4624 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.199951 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.136938 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.0806968 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.220483 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),0.0218307 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.0847979 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.583801 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.433012 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.0217973 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.54307 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.305725 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.427209 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),0.581678 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.616956 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.653731 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.378188 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.688602 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.362531 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.0233698 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.320888 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.0869515 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),0.456352 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),-0.172568 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),-0.616856 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.523388 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.507859 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),-0.41122 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.0905409 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),0.232966 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),0.796924 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.0722342 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0407555 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.00214176 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.0675489 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),0.0107302 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.0676506 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.1431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.621453 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.699122 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.119303 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.116945 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.108357 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.0402732 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.381738 # DEPENDENCYPART_GRANDPAR
(1,4),(4,22),-0.421968 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.98945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,3),-0.509304 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.185365 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.0896505 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.0847518 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),0.144123 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.0810621 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.0482277 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.110738 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.01516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,4),0.112444 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.00683254 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.0638505 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.0284804 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.0308472 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),0.115543 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),0.092587 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.342016 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.983641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,4),0.207212 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),0.0938484 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),0.142216 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.0484908 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.0517871 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),0.140876 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.0643377 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.107784 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.280458 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-1.00134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.64602 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),-0.668709 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),0.202251 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),0.11923 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),0.127907 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.271174 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.0806915 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),0.0478638 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),0.0896008 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.0769235 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.0624029 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.242222 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-0.949021 # DEPENDENCYPART_GRANDPAR
(1,10),(10,22),-0.435315 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.0394992 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),0.234677 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.300433 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.0984612 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),0.092587 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.0814436 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.262492 # DEPENDENCYPART_GRANDPAR
(1,11),(11,22),-0.342016 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-1.1431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,2),0.621453 # DEPENDENCYPART_GRANDPAR
(1,14),(14,4),0.13257 # DEPENDENCYPART_GRANDPAR
(1,14),(14,5),-0.0755516 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),0.00945205 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),0.0180405 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.185429 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.381738 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.335021 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),-1.15844 # DEPENDENCYPART_GRANDPAR
(1,14),(14,22),-0.421968 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-1.03568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,3),-0.633831 # DEPENDENCYPART_GRANDPAR
(1,15),(15,4),0.144436 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),-0.0386782 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),-0.060014 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.128664 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.0784234 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),0.169292 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.0514256 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.342531 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.198645 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),0.0663121 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.342278 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.285622 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.10777 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-0.993073 # DEPENDENCYPART_GRANDPAR
(1,15),(15,21),-0.128725 # DEPENDENCYPART_GRANDPAR
(1,15),(15,22),-0.357021 # DEPENDENCYPART_GRANDPAR
(1,20),(20,1),-0.772331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,20),(20,12),-0.159974 # DEPENDENCYPART_GRANDPAR
(1,20),(20,16),-0.26118 # DEPENDENCYPART_GRANDPAR
(1,20),(20,18),0.020398 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),-1.21723 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),-0.0972578 # DEPENDENCYPART_GRANDPAR
(1,20),(20,22),-0.341221 # DEPENDENCYPART_GRANDPAR
(1,22),(22,1),-1.13261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,22),(22,4),0.0932723 # DEPENDENCYPART_GRANDPAR
(1,22),(22,11),-0.00848253 # DEPENDENCYPART_GRANDPAR
(1,22),(22,20),-1.13399 # DEPENDENCYPART_GRANDPAR
(1,22),(22,21),-0.194499 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.645447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.0459877 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0642293 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.0147783 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.137087 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),0.020697 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),0.7415 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.705291 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.0223106 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.067994 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.485797 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.0532406 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.109336 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.18309 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),0.00656092 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.181418 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.80352 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.683783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.155417 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),0.0666567 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.0259947 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.0313088 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.620939 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.0946458 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.120607 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.0318752 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.102657 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.0934544 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),0.710669 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.23607 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-0.258536 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.666695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,6),-0.374108 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.235221 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.0275768 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.506251 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.235705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
