# _root_ * Να περάσετε μια νύχτα στο Ξενοδοχείο Loriet , ένα ανακαινισμένο αρχοντικό , στην Χρυσή Ακτή της Μυτιλήνης .
#goldHeads=0,3,0,5,3,3,8,9,6,12,12,9,3,12,16,14,18,16,0,
#predictedHeads=0,3,0,5,3,3,6,7,11,12,7,11,11,11,16,14,18,16,0,
(19,5),(19,16),-0.0201414 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0201414 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.00829738 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.0141084 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0141084 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0176666 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0176666 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0201414 # DEPENDENCYPART_SIBL
(0,1),(1,3),0.119319 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.329802 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.197182 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.413207 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.339722 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.431311 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.35933 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.281184 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),-0.478681 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.092472 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.338107 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0507953 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.152349 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.0326095 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.0684351 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.20528 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.00989661 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.218598 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.0902664 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.0980901 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),0.134784 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.0385124 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.28917 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.517316 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.0461655 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.276432 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.110661 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.166762 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.42222 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.0428118 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.297383 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.0468966 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.274593 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.0385124 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.28917 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.517316 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.200645 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.194895 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.110661 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.166762 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.42222 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.26368 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.108223 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.0428118 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.334089 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.261767 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.222395 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.417628 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.213999 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.397205 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.143971 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.17849 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.227376 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.128052 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.504328 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.366912 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.240555 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.183642 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.0526507 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.353595 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.298931 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.306748 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),0.0192437 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.0912952 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.37782 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.0709905 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.050591 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.154395 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.0712916 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.010522 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.436913 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.0337135 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.0101197 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.217229 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.146753 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.0904726 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.0982962 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),0.134581 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.182798 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.266203 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.142517 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.53213 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.258954 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.121499 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.0215532 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.384991 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.350596 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),0.0784 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.213999 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.397205 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.143971 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.17849 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.227376 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.0694521 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.153859 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.269903 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.0526507 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.353595 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.298931 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.306748 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),0.0192437 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.325557 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.0582379 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.412784 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.315885 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),0.00183237 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.28917 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.488371 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.265463 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.351272 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.177025 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.21289 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.462574 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.615309 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.338843 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),0.0895835 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.649808 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.0895835 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.0202268 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.163843 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),-0.391896 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.438723 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.360171 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.532958 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.540783 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.815075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.0328576 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.451824 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.362125 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.553107 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.392104 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.41289 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.484652 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.537038 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.72576 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.74143 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.611254 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.785473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,3),-0.122375 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.534699 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.442074 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.631264 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.483995 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.443942 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.383412 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.635297 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.63828 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.432263 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.470977 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.785473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,3),-0.122375 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.534699 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.466328 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.347914 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.483995 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.443942 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.383412 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.565999 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.53649 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.635297 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.803917 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.839078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,3),-0.290036 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.624336 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.451162 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.725619 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.49585 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.615977 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.572694 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.620837 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.546786 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.706269 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.650486 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.897006 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.91267 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.657376 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.81528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,3),-0.164297 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.51672 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.394887 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.618003 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.43055 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.313761 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.638089 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.509089 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.484693 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.538225 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.538739 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.725783 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.741453 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.611274 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),-0.515329 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),-0.616612 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.341061 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.64774 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.314801 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.521893 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.637126 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.612483 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.801217 # DEPENDENCYPART_GRANDPAR
(1,12),(12,19),-0.611566 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-0.839078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,3),-0.290036 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),-0.624336 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.451162 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.725619 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.367518 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.411445 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.678271 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.706269 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.650486 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.897006 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.91267 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-0.657376 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.569068 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-0.633543 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.355233 # DEPENDENCYPART_GRANDPAR
(2,5),(5,3),0.387895 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.187393 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0979034 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.0804851 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.197152 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.0503639 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.0608703 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.215063 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.7841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-0.0261291 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.406551 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.227784 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.389315 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.732098 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-1.34165 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.494665 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-1.11734 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),0.00949398 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.349201 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.939864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),1.07725 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.0500203 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.35388 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.0199206 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.0218602 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.217037 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.488044 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.359793 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.0870628 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.0665108 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.349201 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.939864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),1.07725 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.643816 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.171949 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.0199206 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.0218602 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),0.217037 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.745636 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.0834893 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.488044 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.183063 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.302744 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.31063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,5),0.435731 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.0478824 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.234076 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.0744211 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.15719 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.273414 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.942295 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.135317 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.58947 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-1.18199 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.395019 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.747642 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.429146 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.14349 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-1.20322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,5),0.331268 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.00557063 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.129613 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.0876454 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.0761875 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),0.0938917 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.785919 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.0828129 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.403195 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-1.02562 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.229708 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.582344 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.364253 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.302744 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-1.31063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,5),0.435731 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),0.0478824 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),0.234076 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),0.0647513 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.258623 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-1.07768 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.58947 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-1.18199 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.395019 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.747642 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.429146 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.968271 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.0496747 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-1.06057 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.129046 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.357144 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.939864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,10),0.315215 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),0.108573 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.755999 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.0403797 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.318654 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.997597 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.997246 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.532622 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.348399 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-1.06439 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.348404 # DEPENDENCYPART_GRANDPAR
(3,19),(19,1),-0.285139 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-1.30015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,19),(19,5),0.368024 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-1.04961 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.476548 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.370574 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.726306 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.274298 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.0879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.0270731 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.476944 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.473237 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.496507 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.942668 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.456758 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.812444 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0991523 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.150973 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.05937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.0332826 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.448414 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.413324 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.493683 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.396846 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.372734 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-1.05412 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.783915 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.718327 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.174068 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.209715 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.130617 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.676411 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.928107 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.526579 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.522185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.497246 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0866159 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0668348 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0994389 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.508082 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.0503567 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.0417713 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.592984 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.00610255 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.103187 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.135046 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.616823 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.846502 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.547424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.4939 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.0635323 # DEPENDENCYPART_GRANDPAR
