# _root_ Κύριε Πρόεδρε , καταρχάς θα ήθελα να συγχαρώ τους τρεις εισηγητές - τον κ. Χατζηδάκη , τον κ. van Dam και τον κ. Grosch - για το έργο τους .
#goldHeads=2,6,2,6,6,0,8,6,11,11,12,8,15,15,21,21,20,20,20,21,12,24,24,21,12,8,28,26,28,0,
#predictedHeads=2,6,4,6,6,0,8,6,11,11,8,21,15,15,21,21,20,20,20,21,8,24,24,21,21,8,28,26,28,0,
(11,15),(11,26),-0.00509582 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.000721086 # DEPENDENCYPART_SIBL
(11,16),(11,26),0.00369908 # DEPENDENCYPART_SIBL
(11,21),(11,26),0.0236862 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0294312 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.240085 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.027009 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0372355 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0373865 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.00256796 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0243246 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.123739 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.201662 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0387952 # DEPENDENCYPART_SIBL
(12,1),(12,21),0.111433 # DEPENDENCYPART_SIBL
(12,1),(12,25),0.0539246 # DEPENDENCYPART_SIBL
(12,1),(12,26),0.0225146 # DEPENDENCYPART_SIBL
(12,1),(12,30),0.0412797 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.276151 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.00420686 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.049969 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0502696 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0124164 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.00053257 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.141267 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.222149 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.059786 # DEPENDENCYPART_SIBL
(12,2),(12,21),0.15331 # DEPENDENCYPART_SIBL
(12,2),(12,25),0.0719845 # DEPENDENCYPART_SIBL
(12,2),(12,26),0.0423229 # DEPENDENCYPART_SIBL
(12,2),(12,30),0.0596392 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0948327 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.128489 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.12972 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0322794 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0977795 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0208312 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.123047 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.107692 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.0706725 # DEPENDENCYPART_SIBL
(12,3),(12,25),0.11803 # DEPENDENCYPART_SIBL
(12,3),(12,26),0.015549 # DEPENDENCYPART_SIBL
(12,3),(12,30),0.0462187 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.0392351 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0393861 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.00105664 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.010229 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.124082 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.21186 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.0368546 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.126971 # DEPENDENCYPART_SIBL
(12,4),(12,25),0.0545207 # DEPENDENCYPART_SIBL
(12,4),(12,26),0.0410344 # DEPENDENCYPART_SIBL
(12,4),(12,30),0.0418758 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0315921 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0100896 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0238482 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0248115 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.071265 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.0146952 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.0716416 # DEPENDENCYPART_SIBL
(12,6),(12,25),0.0606501 # DEPENDENCYPART_SIBL
(12,6),(12,26),0.0484913 # DEPENDENCYPART_SIBL
(12,6),(12,30),0.0294407 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0101577 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0237753 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0254163 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0732006 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0164157 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.0720386 # DEPENDENCYPART_SIBL
(12,8),(12,25),0.0617848 # DEPENDENCYPART_SIBL
(12,8),(12,26),0.050188 # DEPENDENCYPART_SIBL
(12,8),(12,30),0.0305755 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.00358373 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0452193 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.115991 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.013582 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0573668 # DEPENDENCYPART_SIBL
(12,10),(12,25),0.0143563 # DEPENDENCYPART_SIBL
(12,10),(12,26),0.0141488 # DEPENDENCYPART_SIBL
(12,10),(12,30),-0.0119677 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.126887 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.210463 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0304112 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.11626 # DEPENDENCYPART_SIBL
(12,11),(12,25),0.0513042 # DEPENDENCYPART_SIBL
(12,11),(12,26),0.0275181 # DEPENDENCYPART_SIBL
(12,11),(12,30),0.0386594 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0167603 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0048061 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.061016 # DEPENDENCYPART_SIBL
(12,14),(12,25),0.0442992 # DEPENDENCYPART_SIBL
(12,14),(12,26),-0.00325189 # DEPENDENCYPART_SIBL
(12,14),(12,30),0.00319147 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.122147 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0524157 # DEPENDENCYPART_SIBL
(12,15),(12,25),0.141153 # DEPENDENCYPART_SIBL
(12,15),(12,26),0.0564778 # DEPENDENCYPART_SIBL
(12,15),(12,30),0.0591128 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.00591422 # DEPENDENCYPART_SIBL
(12,16),(12,25),-0.00865542 # DEPENDENCYPART_SIBL
(12,16),(12,26),-0.00654865 # DEPENDENCYPART_SIBL
(12,16),(12,30),-0.0918524 # DEPENDENCYPART_SIBL
(12,21),(12,25),0.0216712 # DEPENDENCYPART_SIBL
(12,21),(12,26),-0.00687728 # DEPENDENCYPART_SIBL
(12,21),(12,30),0.0640777 # DEPENDENCYPART_SIBL
(12,25),(12,26),-0.00366071 # DEPENDENCYPART_SIBL
(12,25),(12,30),-0.0703696 # DEPENDENCYPART_SIBL
(12,26),(12,30),-0.0351596 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0418966 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0132544 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.046797 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.000637457 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.275782 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0285892 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.111274 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0423388 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.210298 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.192235 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0421238 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0319271 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.0269459 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.317903 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.0284557 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.0537804 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.0539328 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0236091 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.0677768 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.024288 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.104273 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.124854 # DEPENDENCYPART_SIBL
(16,1),(16,21),0.143813 # DEPENDENCYPART_SIBL
(16,1),(16,25),0.0166337 # DEPENDENCYPART_SIBL
(16,1),(16,26),0.0239753 # DEPENDENCYPART_SIBL
(16,1),(16,30),0.00600773 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.377712 # DEPENDENCYPART_SIBL
(16,2),(16,4),0.0148589 # DEPENDENCYPART_SIBL
(16,2),(16,6),0.0814395 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.0817415 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.0206954 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.117075 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.0200165 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.137916 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.158953 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.207665 # DEPENDENCYPART_SIBL
(16,2),(16,25),0.0569346 # DEPENDENCYPART_SIBL
(16,2),(16,26),0.0588846 # DEPENDENCYPART_SIBL
(16,2),(16,30),0.0466082 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.180791 # DEPENDENCYPART_SIBL
(16,3),(16,6),0.245608 # DEPENDENCYPART_SIBL
(16,3),(16,8),0.24684 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.186654 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.133958 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.186382 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0559886 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.0366063 # DEPENDENCYPART_SIBL
(16,3),(16,21),0.0331941 # DEPENDENCYPART_SIBL
(16,3),(16,25),0.00609588 # DEPENDENCYPART_SIBL
(16,3),(16,26),-0.0198942 # DEPENDENCYPART_SIBL
(16,3),(16,30),-0.0652742 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.0594069 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.0595593 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.00371864 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.0819833 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.00439753 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.107748 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.128332 # DEPENDENCYPART_SIBL
(16,4),(16,21),0.162635 # DEPENDENCYPART_SIBL
(16,4),(16,25),0.0205675 # DEPENDENCYPART_SIBL
(16,4),(16,26),0.0456433 # DEPENDENCYPART_SIBL
(16,4),(16,30),0.00994143 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.101866 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0154733 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.0808019 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0157448 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.0173093 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.0274083 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.105869 # DEPENDENCYPART_SIBL
(16,6),(16,25),0.0370726 # DEPENDENCYPART_SIBL
(16,6),(16,26),0.0873627 # DEPENDENCYPART_SIBL
(16,6),(16,30),0.0124589 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0153298 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0806212 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0156013 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0183148 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0284044 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.106667 # DEPENDENCYPART_SIBL
(16,8),(16,25),0.0386089 # DEPENDENCYPART_SIBL
(16,8),(16,26),0.0896098 # DEPENDENCYPART_SIBL
(16,8),(16,30),0.0139953 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0819833 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.00532608 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.110563 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.131143 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.151933 # DEPENDENCYPART_SIBL
(16,11),(16,25),0.0173611 # DEPENDENCYPART_SIBL
(16,11),(16,26),0.0321372 # DEPENDENCYPART_SIBL
(16,11),(16,30),0.00673525 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.033897 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0146923 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0289288 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.183678 # DEPENDENCYPART_SIBL
(16,12),(16,25),0.35347 # DEPENDENCYPART_SIBL
(16,12),(16,26),0.0803283 # DEPENDENCYPART_SIBL
(16,12),(16,30),0.165946 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.110563 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.131143 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.152488 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.0173611 # DEPENDENCYPART_SIBL
(16,15),(16,26),0.0321372 # DEPENDENCYPART_SIBL
(16,15),(16,30),0.00673526 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0106873 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0621591 # DEPENDENCYPART_SIBL
(16,18),(16,25),0.0198644 # DEPENDENCYPART_SIBL
(16,18),(16,26),-0.00770078 # DEPENDENCYPART_SIBL
(16,18),(16,30),-0.0125178 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0558842 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.0265352 # DEPENDENCYPART_SIBL
(16,19),(16,26),-0.0027717 # DEPENDENCYPART_SIBL
(16,19),(16,30),-0.00395214 # DEPENDENCYPART_SIBL
(16,21),(16,25),0.0308577 # DEPENDENCYPART_SIBL
(16,21),(16,26),0.0089095 # DEPENDENCYPART_SIBL
(16,21),(16,30),0.0825054 # DEPENDENCYPART_SIBL
(16,25),(16,26),0.00115669 # DEPENDENCYPART_SIBL
(16,25),(16,30),-0.0750859 # DEPENDENCYPART_SIBL
(16,26),(16,30),-0.0235808 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.003565 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.00355281 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0709003 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0176149 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.0324961 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.315664 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0292488 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0510919 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.114042 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0812938 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.235115 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.368139 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.26762 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.0660893 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.255572 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0595599 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.000761647 # DEPENDENCYPART_SIBL
(21,1),(21,2),-0.0404561 # DEPENDENCYPART_SIBL
(21,1),(21,3),0.0971259 # DEPENDENCYPART_SIBL
(21,1),(21,4),-0.0332792 # DEPENDENCYPART_SIBL
(21,1),(21,6),0.0370939 # DEPENDENCYPART_SIBL
(21,1),(21,8),0.0382243 # DEPENDENCYPART_SIBL
(21,1),(21,11),-0.032757 # DEPENDENCYPART_SIBL
(21,1),(21,12),-0.0752964 # DEPENDENCYPART_SIBL
(21,1),(21,15),-0.0328928 # DEPENDENCYPART_SIBL
(21,1),(21,16),0.0971259 # DEPENDENCYPART_SIBL
(21,1),(21,17),-0.0618432 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.0548256 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.0545499 # DEPENDENCYPART_SIBL
(21,1),(21,22),-0.0422135 # DEPENDENCYPART_SIBL
(21,1),(21,23),-0.0271552 # DEPENDENCYPART_SIBL
(21,1),(21,24),0.00970407 # DEPENDENCYPART_SIBL
(21,1),(21,25),-0.039138 # DEPENDENCYPART_SIBL
(21,1),(21,26),-0.0804703 # DEPENDENCYPART_SIBL
(21,1),(21,28),0.0901954 # DEPENDENCYPART_SIBL
(21,1),(21,30),-0.0391133 # DEPENDENCYPART_SIBL
(21,2),(21,3),0.0388295 # DEPENDENCYPART_SIBL
(21,2),(21,4),-0.0655631 # DEPENDENCYPART_SIBL
(21,2),(21,6),0.00188906 # DEPENDENCYPART_SIBL
(21,2),(21,8),0.00331859 # DEPENDENCYPART_SIBL
(21,2),(21,11),-0.0645187 # DEPENDENCYPART_SIBL
(21,2),(21,12),-0.124441 # DEPENDENCYPART_SIBL
(21,2),(21,15),-0.0646545 # DEPENDENCYPART_SIBL
(21,2),(21,16),0.0388295 # DEPENDENCYPART_SIBL
(21,2),(21,17),-0.0912349 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.0834373 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.0831616 # DEPENDENCYPART_SIBL
(21,2),(21,22),-0.0511235 # DEPENDENCYPART_SIBL
(21,2),(21,23),-0.0299154 # DEPENDENCYPART_SIBL
(21,2),(21,24),0.00785352 # DEPENDENCYPART_SIBL
(21,2),(21,25),-0.0521809 # DEPENDENCYPART_SIBL
(21,2),(21,26),-0.0847191 # DEPENDENCYPART_SIBL
(21,2),(21,28),0.064871 # DEPENDENCYPART_SIBL
(21,2),(21,30),-0.0518557 # DEPENDENCYPART_SIBL
(21,3),(21,4),0.00580142 # DEPENDENCYPART_SIBL
(21,3),(21,6),0.0423856 # DEPENDENCYPART_SIBL
(21,3),(21,8),0.0448896 # DEPENDENCYPART_SIBL
(21,3),(21,11),0.00461018 # DEPENDENCYPART_SIBL
(21,3),(21,12),-0.0934898 # DEPENDENCYPART_SIBL
(21,3),(21,15),0.00461018 # DEPENDENCYPART_SIBL
(21,3),(21,16),0.0449192 # DEPENDENCYPART_SIBL
(21,3),(21,17),-0.0423684 # DEPENDENCYPART_SIBL
(21,3),(21,19),-0.0128639 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.0128639 # DEPENDENCYPART_SIBL
(21,3),(21,22),-0.0690435 # DEPENDENCYPART_SIBL
(21,3),(21,23),-0.0646565 # DEPENDENCYPART_SIBL
(21,3),(21,24),-0.0151725 # DEPENDENCYPART_SIBL
(21,3),(21,25),0.0465995 # DEPENDENCYPART_SIBL
(21,3),(21,26),-0.023797 # DEPENDENCYPART_SIBL
(21,3),(21,28),0.0226102 # DEPENDENCYPART_SIBL
(21,3),(21,30),-0.0394682 # DEPENDENCYPART_SIBL
(21,4),(21,6),0.0328454 # DEPENDENCYPART_SIBL
(21,4),(21,8),0.0339758 # DEPENDENCYPART_SIBL
(21,4),(21,11),-0.0213426 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.0678566 # DEPENDENCYPART_SIBL
(21,4),(21,15),-0.0214784 # DEPENDENCYPART_SIBL
(21,4),(21,16),0.110504 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.061199 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.0541741 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.0538984 # DEPENDENCYPART_SIBL
(21,4),(21,22),-0.044543 # DEPENDENCYPART_SIBL
(21,4),(21,23),-0.0362345 # DEPENDENCYPART_SIBL
(21,4),(21,24),0.000627579 # DEPENDENCYPART_SIBL
(21,4),(21,25),-0.0441226 # DEPENDENCYPART_SIBL
(21,4),(21,26),-0.0689911 # DEPENDENCYPART_SIBL
(21,4),(21,28),0.0959251 # DEPENDENCYPART_SIBL
(21,4),(21,30),-0.0440979 # DEPENDENCYPART_SIBL
(21,6),(21,8),-0.0586262 # DEPENDENCYPART_SIBL
(21,6),(21,11),-0.182432 # DEPENDENCYPART_SIBL
(21,6),(21,12),-0.120161 # DEPENDENCYPART_SIBL
(21,6),(21,15),-0.182432 # DEPENDENCYPART_SIBL
(21,6),(21,16),-0.0057501 # DEPENDENCYPART_SIBL
(21,6),(21,17),-0.114064 # DEPENDENCYPART_SIBL
(21,6),(21,19),-0.116414 # DEPENDENCYPART_SIBL
(21,6),(21,20),-0.116414 # DEPENDENCYPART_SIBL
(21,6),(21,22),-0.0126317 # DEPENDENCYPART_SIBL
(21,6),(21,23),-0.0447225 # DEPENDENCYPART_SIBL
(21,6),(21,24),-0.0167865 # DEPENDENCYPART_SIBL
(21,6),(21,25),-0.000600013 # DEPENDENCYPART_SIBL
(21,6),(21,26),-0.00553961 # DEPENDENCYPART_SIBL
(21,6),(21,28),-0.0618847 # DEPENDENCYPART_SIBL
(21,6),(21,30),-0.00792835 # DEPENDENCYPART_SIBL
(21,8),(21,11),-0.181968 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.120334 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.181968 # DEPENDENCYPART_SIBL
(21,8),(21,16),-0.0065586 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.113604 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.115953 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.115953 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.00620516 # DEPENDENCYPART_SIBL
(21,8),(21,23),-0.0380991 # DEPENDENCYPART_SIBL
(21,8),(21,24),-0.0101726 # DEPENDENCYPART_SIBL
(21,8),(21,25),0.00714712 # DEPENDENCYPART_SIBL
(21,8),(21,26),0.00212657 # DEPENDENCYPART_SIBL
(21,8),(21,28),-0.0542823 # DEPENDENCYPART_SIBL
(21,8),(21,30),-0.000181201 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.0661643 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.0225718 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.112196 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.0595068 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.05207 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.0517942 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.0529087 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.0297201 # DEPENDENCYPART_SIBL
(21,11),(21,24),0.00713518 # DEPENDENCYPART_SIBL
(21,11),(21,25),-0.0475511 # DEPENDENCYPART_SIBL
(21,11),(21,26),-0.081206 # DEPENDENCYPART_SIBL
(21,11),(21,28),0.0945063 # DEPENDENCYPART_SIBL
(21,11),(21,30),-0.0475262 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.0510652 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.0160643 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.0400194 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0292176 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.0292176 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0740613 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.0592895 # DEPENDENCYPART_SIBL
(21,12),(21,24),-0.0188162 # DEPENDENCYPART_SIBL
(21,12),(21,25),0.304033 # DEPENDENCYPART_SIBL
(21,12),(21,26),-0.0326299 # DEPENDENCYPART_SIBL
(21,12),(21,28),-0.0598033 # DEPENDENCYPART_SIBL
(21,12),(21,30),0.0879126 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.111939 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.0597102 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0522734 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0519977 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0379356 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0229114 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.0139438 # DEPENDENCYPART_SIBL
(21,15),(21,25),-0.0407424 # DEPENDENCYPART_SIBL
(21,15),(21,26),-0.0743973 # DEPENDENCYPART_SIBL
(21,15),(21,28),0.10151 # DEPENDENCYPART_SIBL
(21,15),(21,30),-0.0407175 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0423684 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0128639 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0128639 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0690435 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0646565 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.0151725 # DEPENDENCYPART_SIBL
(21,16),(21,25),0.0465995 # DEPENDENCYPART_SIBL
(21,16),(21,26),-0.023797 # DEPENDENCYPART_SIBL
(21,16),(21,28),0.0226102 # DEPENDENCYPART_SIBL
(21,16),(21,30),-0.0394682 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0216126 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0181481 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0273023 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.0185643 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.0609304 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.0482494 # DEPENDENCYPART_SIBL
(21,17),(21,26),0.00376526 # DEPENDENCYPART_SIBL
(21,17),(21,28),-0.000515358 # DEPENDENCYPART_SIBL
(21,17),(21,30),-0.073188 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0186049 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.00625657 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0899355 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.116493 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.0150024 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.00178222 # DEPENDENCYPART_SIBL
(21,19),(21,28),0.0120501 # DEPENDENCYPART_SIBL
(21,19),(21,30),-0.015708 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.00625657 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0899355 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.116493 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0150028 # DEPENDENCYPART_SIBL
(21,20),(21,26),0.0014176 # DEPENDENCYPART_SIBL
(21,20),(21,28),0.0120501 # DEPENDENCYPART_SIBL
(21,20),(21,30),-0.0157072 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0129739 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0129658 # DEPENDENCYPART_SIBL
