# _root_ Επίσης , επικροτούμε τον στόχο να συμπεριληφθούν και μικροί οργανισμοί χωρίς διεθνή εμπειρία , προκειμένου να έχουν ευκολότερη πρόσβαση στο πρόγραμμα και νέοι που βρίσκονται εκτός οργανισμών .
#goldHeads=3,1,0,5,3,7,5,10,10,7,10,13,11,15,7,17,15,19,17,19,20,23,17,25,23,25,26,0,
#predictedHeads=3,3,0,5,3,7,5,10,10,7,10,13,11,15,7,17,15,19,17,19,20,21,22,25,22,25,26,0,
(3,17),(17,22),-0.098159 # DEPENDENCYPART_GRANDPAR
(3,17),(17,23),-0.988346 # DEPENDENCYPART_GRANDPAR
(3,17),(17,25),-1.0813 # DEPENDENCYPART_GRANDPAR
(3,17),(17,26),-0.301055 # DEPENDENCYPART_GRANDPAR
(3,17),(17,27),-0.88568 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.560712 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.249273 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.555728 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),0.0148896 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),-0.923997 # DEPENDENCYPART_GRANDPAR
(3,19),(19,25),-0.819917 # DEPENDENCYPART_GRANDPAR
(3,19),(19,26),-0.286828 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.779355 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.53819 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-0.0346263 # DEPENDENCYPART_GRANDPAR
(3,22),(22,1),-0.524885 # DEPENDENCYPART_GRANDPAR
(3,22),(22,2),-0.260493 # DEPENDENCYPART_GRANDPAR
(3,22),(22,3),-1.27137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,22),(22,5),0.678064 # DEPENDENCYPART_GRANDPAR
(3,22),(22,7),0.257807 # DEPENDENCYPART_GRANDPAR
(3,22),(22,9),-0.768673 # DEPENDENCYPART_GRANDPAR
(3,22),(22,10),-0.196447 # DEPENDENCYPART_GRANDPAR
(3,22),(22,11),-0.0239864 # DEPENDENCYPART_GRANDPAR
(3,22),(22,12),-0.990481 # DEPENDENCYPART_GRANDPAR
(3,22),(22,13),-0.136976 # DEPENDENCYPART_GRANDPAR
(3,22),(22,14),0.107955 # DEPENDENCYPART_GRANDPAR
(3,22),(22,15),-0.0941001 # DEPENDENCYPART_GRANDPAR
(3,22),(22,17),-0.733708 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),-0.854315 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),-0.168697 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),-0.117075 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.654619 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-1.04987 # DEPENDENCYPART_GRANDPAR
(3,22),(22,25),-1.18378 # DEPENDENCYPART_GRANDPAR
(3,22),(22,26),-0.319795 # DEPENDENCYPART_GRANDPAR
(3,22),(22,27),-0.829213 # DEPENDENCYPART_GRANDPAR
(3,26),(26,21),-0.680585 # DEPENDENCYPART_GRANDPAR
(3,26),(26,23),-1.06368 # DEPENDENCYPART_GRANDPAR
(3,26),(26,24),-1.55577 # DEPENDENCYPART_GRANDPAR
(3,26),(26,25),-1.12822 # DEPENDENCYPART_GRANDPAR
(3,26),(26,27),-0.972421 # DEPENDENCYPART_GRANDPAR
(3,27),(27,21),-0.463463 # DEPENDENCYPART_GRANDPAR
(3,27),(27,23),-0.94545 # DEPENDENCYPART_GRANDPAR
(3,27),(27,24),-1.56212 # DEPENDENCYPART_GRANDPAR
(3,27),(27,25),-0.921142 # DEPENDENCYPART_GRANDPAR
(3,27),(27,26),-0.270373 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.303638 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.737757 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.12902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,7),-0.371937 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.178884 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.711268 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.0029562 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.20779 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.181934 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.10911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),0.000577572 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.358108 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.203026 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.659139 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.384371 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.388334 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.806718 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.276633 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.404731 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.880928 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-1.09789 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.592608 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.329929 # DEPENDENCYPART_GRANDPAR
(5,3),(3,26),-0.705203 # DEPENDENCYPART_GRANDPAR
(5,3),(3,27),-0.953888 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.0233156 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.577892 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.684764 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.28481 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.671823 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.6233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.753372 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.329474 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.00745243 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.385211 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.247849 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.109662 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.0298199 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.20034 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),0.214963 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.397702 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.327592 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),0.202571 # DEPENDENCYPART_GRANDPAR
(5,7),(7,26),-0.119154 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.591667 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.785511 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.39561 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.698756 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.565649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.464244 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.385461 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.119837 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.317696 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.098685 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.0173678 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.101611 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.0945406 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),0.0878683 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.439006 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.298135 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.179233 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.0340638 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.327721 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.235292 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.746668 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.555994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),0.306831 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.356325 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.102331 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.0430761 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.303378 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.328734 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.0739461 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),0.0105834 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.49505 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.248348 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.291035 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.101807 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.21491 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.147412 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.0315584 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),0.0350803 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.523238 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.46539 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),0.152147 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.810626 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.518315 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),0.127313 # DEPENDENCYPART_GRANDPAR
(5,22),(22,1),-0.591667 # DEPENDENCYPART_GRANDPAR
(5,22),(22,2),-0.785511 # DEPENDENCYPART_GRANDPAR
(5,22),(22,3),-1.39561 # DEPENDENCYPART_GRANDPAR
(5,22),(22,5),-0.565649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,22),(22,7),0.385461 # DEPENDENCYPART_GRANDPAR
(5,22),(22,9),-0.171849 # DEPENDENCYPART_GRANDPAR
(5,22),(22,10),0.157325 # DEPENDENCYPART_GRANDPAR
(5,22),(22,11),0.0878851 # DEPENDENCYPART_GRANDPAR
(5,22),(22,12),-0.2832 # DEPENDENCYPART_GRANDPAR
(5,22),(22,13),-0.264973 # DEPENDENCYPART_GRANDPAR
(5,22),(22,14),0.160284 # DEPENDENCYPART_GRANDPAR
(5,22),(22,15),0.0756874 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),-0.121584 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),-0.708869 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),-0.557031 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.114805 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-0.609948 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.194678 # DEPENDENCYPART_GRANDPAR
(5,22),(22,25),-0.466661 # DEPENDENCYPART_GRANDPAR
(5,22),(22,26),-0.21484 # DEPENDENCYPART_GRANDPAR
(5,22),(22,27),-0.256175 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.524428 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.403315 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.401109 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.470661 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.0522278 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.352504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.0166753 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0923778 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.00338991 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.0759269 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.233045 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.0630198 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.0310617 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),0.119086 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.0924222 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.193688 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.219084 # DEPENDENCYPART_GRANDPAR
(6,7),(7,26),-0.0983621 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.0577684 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-1.00098 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.477211 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.70583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,1),-0.345095 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-1.16181 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.161767 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.202113 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.524657 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.565125 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.151892 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.57932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),0.2819 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.27688 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),0.0112457 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.190394 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.37722 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.189705 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.307015 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-1.01124 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.737729 # DEPENDENCYPART_GRANDPAR
(7,3),(3,20),-0.497611 # DEPENDENCYPART_GRANDPAR
(7,3),(3,22),-0.287603 # DEPENDENCYPART_GRANDPAR
(7,3),(3,26),-0.415333 # DEPENDENCYPART_GRANDPAR
(7,3),(3,27),-1.25867 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.199999 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.189759 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.691669 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.284354 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0215026 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.8015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.126273 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.480623 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.247633 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.392578 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.713811 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-0.443229 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.69756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,1),-0.780848 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.750722 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.89418 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.03224 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.1001 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.777993 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.0826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.0967574 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.438812 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.108627 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.639814 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.0358127 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.0242922 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.0350382 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.56165 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.683906 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.295287 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.0215823 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.660738 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.0965088 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.01652 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.01808 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.851824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.803246 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.205816 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.0520075 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.524026 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.0345091 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.0497475 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.0304403 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.189732 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.284114 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),0.702458 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.437551 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.584456 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.0807943 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.10998 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.0681757 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.302998 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.286954 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),0.00894215 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.0189399 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-1.01652 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),0.805646 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.211216 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.521271 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.518811 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.0501368 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.0309163 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.0392974 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.190025 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-1.08786 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.629072 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-1.68174 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.958956 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.115317 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.30675 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.0982644 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.84925 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.0826924 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.0868407 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.672063 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-1.28485 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.980879 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.642161 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.61439 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-1.05014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.67413 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.198 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.644826 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.0939671 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.231695 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.272947 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-1.24091 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.43785 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.290774 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.690076 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),0.0393607 # DEPENDENCYPART_GRANDPAR
(7,15),(15,25),-1.15607 # DEPENDENCYPART_GRANDPAR
(7,15),(15,26),-0.086091 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-0.542608 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-0.42903 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-1.51728 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-0.761845 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-1.11783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),0.606542 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),-0.0526972 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.196302 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),0.0337655 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.787504 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.193059 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),0.0868241 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.0472624 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),0.48231 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-1.15687 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.361635 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.247345 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.617645 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.0738907 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.849336 # DEPENDENCYPART_GRANDPAR
(7,17),(17,25),-1.31848 # DEPENDENCYPART_GRANDPAR
(7,17),(17,26),-0.0588966 # DEPENDENCYPART_GRANDPAR
(7,17),(17,27),-0.906186 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-1.09915 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.264531 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.577251 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),0.0438427 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.776155 # DEPENDENCYPART_GRANDPAR
(7,19),(19,25),-1.05241 # DEPENDENCYPART_GRANDPAR
(7,19),(19,26),-0.0399851 # DEPENDENCYPART_GRANDPAR
(7,22),(22,1),-0.780848 # DEPENDENCYPART_GRANDPAR
(7,22),(22,2),-0.750722 # DEPENDENCYPART_GRANDPAR
(7,22),(22,3),-1.89418 # DEPENDENCYPART_GRANDPAR
(7,22),(22,5),-1.1001 # DEPENDENCYPART_GRANDPAR
(7,22),(22,7),-1.0826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,22),(22,9),-0.0901779 # DEPENDENCYPART_GRANDPAR
(7,22),(22,10),0.315884 # DEPENDENCYPART_GRANDPAR
(7,22),(22,11),0.191587 # DEPENDENCYPART_GRANDPAR
(7,22),(22,12),-0.831431 # DEPENDENCYPART_GRANDPAR
(7,22),(22,13),-0.0734967 # DEPENDENCYPART_GRANDPAR
(7,22),(22,14),0.162019 # DEPENDENCYPART_GRANDPAR
(7,22),(22,15),0.0483868 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),-0.511432 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),-1.39302 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-0.435782 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.128922 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.676385 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.902114 # DEPENDENCYPART_GRANDPAR
(7,22),(22,25),-1.41637 # DEPENDENCYPART_GRANDPAR
(7,22),(22,26),-0.0730399 # DEPENDENCYPART_GRANDPAR
(7,22),(22,27),-0.845121 # DEPENDENCYPART_GRANDPAR
(7,26),(26,21),-0.702081 # DEPENDENCYPART_GRANDPAR
(7,26),(26,23),-0.911696 # DEPENDENCYPART_GRANDPAR
(7,26),(26,24),-1.09281 # DEPENDENCYPART_GRANDPAR
(7,26),(26,25),-1.35561 # DEPENDENCYPART_GRANDPAR
(7,26),(26,27),-0.988242 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.101725 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.313962 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.232488 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.128155 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.493285 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.478365 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.310587 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.24342 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.300387 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.119349 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.0126311 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.0425351 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.1139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.271798 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.276613 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.705855 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.505281 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.497155 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.747576 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.232262 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.625583 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-0.749284 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-0.537791 # DEPENDENCYPART_GRANDPAR
(8,3),(3,26),-0.862941 # DEPENDENCYPART_GRANDPAR
(8,3),(3,27),-0.665255 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.405699 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.173907 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.454909 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.220435 # DEPENDENCYPART_GRANDPAR
