# _root_ Στους πρόποδές του , αξίζει να επισκεφθείτε το Δασικό Χωριό της Ελευθερούπολης , στο οποίο μπορείτε να κλείσετε και δωμάτιο για διαμονή .
#goldHeads=5,1,2,5,0,7,5,10,10,7,12,10,7,18,14,10,18,16,18,18,20,21,0,
#predictedHeads=5,1,2,5,0,7,5,10,10,7,12,10,16,16,14,10,18,16,20,18,20,21,0,
(18,1),(18,14),-0.0234794 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.123964 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.0114075 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.0180254 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.00747817 # DEPENDENCYPART_SIBL
(18,1),(18,20),0.00394151 # DEPENDENCYPART_SIBL
(18,1),(18,21),0.00610175 # DEPENDENCYPART_SIBL
(18,1),(18,22),0.00301583 # DEPENDENCYPART_SIBL
(18,1),(18,23),-0.0307985 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.0401423 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.023562 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.023569 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.0590467 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.181366 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.181366 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0401423 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.0310571 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.146024 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.0235615 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.000473542 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.00895803 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.00996597 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.0279619 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.0103162 # DEPENDENCYPART_SIBL
(18,2),(18,23),-0.0157035 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.00374286 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.00340045 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.00502159 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.00336588 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.00336588 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0106972 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.025103 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.0385732 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.00339296 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.121372 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.0111315 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.00128132 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.0272762 # DEPENDENCYPART_SIBL
(18,4),(18,22),0.000734171 # DEPENDENCYPART_SIBL
(18,4),(18,23),-0.0661995 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.121544 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.0635523 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.0748766 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.0748766 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.00994173 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0144474 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.129263 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.121477 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.169082 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0339228 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0134202 # DEPENDENCYPART_SIBL
(18,5),(18,21),0.00690106 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.0139626 # DEPENDENCYPART_SIBL
(18,5),(18,23),-0.0376663 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0621629 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0734873 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.0734873 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.00754573 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.013058 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.127874 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.120088 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.162135 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0295795 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.0134766 # DEPENDENCYPART_SIBL
(18,7),(18,21),0.00807747 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.014019 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.0376729 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0555157 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.0555157 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.00230779 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.024842 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0666417 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0372767 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0547176 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.00840329 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.00154277 # DEPENDENCYPART_SIBL
(18,9),(18,21),0.0114421 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.000970528 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0410685 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.181366 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0401423 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0310571 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.146024 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0235615 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.000473542 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.00895803 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.00996597 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.0279619 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.0103162 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.0157035 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0401423 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0310571 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.146024 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0235615 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.000473542 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.00895803 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.00996597 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.0279619 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0103162 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0157035 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.025103 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0385732 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.00339296 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.121372 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0111315 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.00128132 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0272762 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.000734171 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0661995 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.134566 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.00199153 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0446965 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.00504155 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0123621 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.00786006 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0114365 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0315754 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0396168 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0913231 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0485232 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0456407 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0548904 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.046183 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0767806 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.162135 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0295689 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0134029 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.00808615 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0139453 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0376651 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0137284 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.1396 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0992952 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.139058 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.090899 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0108794 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.000698517 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0108794 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.0195206 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0147989 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.225248 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0701243 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.00990922 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0176409 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.0701243 # DEPENDENCYPART_SIBL
(19,1),(19,2),-0.0376825 # DEPENDENCYPART_SIBL
(19,1),(19,4),0.0176448 # DEPENDENCYPART_SIBL
(19,1),(19,5),0.0106636 # DEPENDENCYPART_SIBL
(19,1),(19,7),0.0123262 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.0430241 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.0376825 # DEPENDENCYPART_SIBL
(19,1),(19,12),-0.0376825 # DEPENDENCYPART_SIBL
(19,1),(19,13),0.0176448 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.0594967 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.076872 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.0123299 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0290366 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.0123299 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.062946 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.370082 # DEPENDENCYPART_SIBL
(19,1),(19,22),-0.0631509 # DEPENDENCYPART_SIBL
(19,1),(19,23),-0.0226604 # DEPENDENCYPART_SIBL
(19,2),(19,4),0.114053 # DEPENDENCYPART_SIBL
(19,2),(19,5),0.0409704 # DEPENDENCYPART_SIBL
(19,2),(19,7),0.0425517 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.0421179 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.0177933 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.0177933 # DEPENDENCYPART_SIBL
(19,2),(19,13),0.114053 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.0729609 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.0634371 # DEPENDENCYPART_SIBL
(19,2),(19,16),0.0425517 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.0248481 # DEPENDENCYPART_SIBL
(19,2),(19,18),0.0425517 # DEPENDENCYPART_SIBL
(19,2),(19,20),0.0981161 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.0743934 # DEPENDENCYPART_SIBL
(19,2),(19,22),0.0982898 # DEPENDENCYPART_SIBL
(19,2),(19,23),-0.0407137 # DEPENDENCYPART_SIBL
(19,4),(19,5),0.0425485 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.045004 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.000679463 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.00461018 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.00461018 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0449192 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.0261517 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.0116528 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.045004 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.076284 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.045004 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0233943 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.023797 # DEPENDENCYPART_SIBL
(19,4),(19,22),0.023369 # DEPENDENCYPART_SIBL
(19,4),(19,23),-0.0394682 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.05721 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.140329 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.182184 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.182184 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.00755321 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.0912585 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.133131 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.0571505 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.167597 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0571505 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0590959 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.0053911 # DEPENDENCYPART_SIBL
(19,5),(19,22),-0.0591092 # DEPENDENCYPART_SIBL
(19,5),(19,23),-0.00501018 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.139716 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.181572 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.181572 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.00490284 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0906461 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.132519 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0565385 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.164206 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0565385 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.0559608 # DEPENDENCYPART_SIBL
(19,7),(19,21),0.000138511 # DEPENDENCYPART_SIBL
(19,7),(19,22),-0.0559741 # DEPENDENCYPART_SIBL
(19,7),(19,23),-0.00185004 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.00308647 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.00308647 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.173906 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0170168 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.00552716 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0284974 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0166229 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.0284974 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.00460544 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.00529337 # DEPENDENCYPART_SIBL
(19,9),(19,22),0.00456206 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.0177375 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.0177933 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.114053 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0729609 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0634371 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.0425517 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0248481 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0425517 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0981161 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0743934 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.0982898 # DEPENDENCYPART_SIBL
(19,10),(19,23),-0.0407137 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.114053 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0729609 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.0634371 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.0425517 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0248481 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0425517 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.0981161 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0743934 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.0982898 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.0407137 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0261517 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0116528 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.045004 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.076284 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.045004 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0233943 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.023797 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.023369 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.0394682 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0974438 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0106726 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0312055 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0106726 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.063464 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.372867 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0636689 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.025014 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0855968 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.00423863 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0855968 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0525562 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0491085 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0525695 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0610401 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.164206 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.056538 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0556479 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.000386429 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0556612 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.00160291 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.000461774 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.026256 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.00372509 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0262692 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.105241 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0556479 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.000386429 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0556612 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.00160291 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.00406508 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0863554 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.029146 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0157602 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.00942146 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.029146 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.0954079 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.0817729 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.183274 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.0359724 # DEPENDENCYPART_SIBL
(20,11),(20,22),0.0321616 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.042215 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0424347 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0590051 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0656982 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0215818 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.0376375 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0497204 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0128528 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.00606593 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0139227 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0297815 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0555776 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.00625282 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.00207799 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0433458 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0567724 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0061493 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.165896 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0360134 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0490985 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0105297 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.171844 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.00592974 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.0176864 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.0376375 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.00901755 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.00961784 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0561287 # DEPENDENCYPART_SIBL
(23,7),(23,20),-0.0264908 # DEPENDENCYPART_SIBL
(23,7),(23,21),-0.00291711 # DEPENDENCYPART_SIBL
(23,7),(23,22),-0.0264908 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0186783 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.0160102 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0193802 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.116307 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.0486391 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.149385 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.182969 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0483614 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.350325 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.211248 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.252432 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.290457 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.216935 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.327151 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.0187581 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),-0.643709 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.167383 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.0499059 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.409007 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.153146 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.256544 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.412263 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.0573012 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.267624 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.0291938 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.0966455 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.0107365 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.0349898 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.0145921 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.0956297 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),0.200917 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.0674569 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),-0.532066 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),0.106623 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.398333 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.0230265 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.226777 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.585254 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.424302 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.578459 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.106247 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.00996505 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.0492346 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.0688179 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.0919515 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.00302654 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.107195 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),0.193649 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),-0.0881584 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),-0.536637 # DEPENDENCYPART_GRANDPAR
(0,7),(7,23),0.0818926 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.0204405 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.0524346 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.799801 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.423973 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.706555 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.291702 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.173044 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.290457 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.216935 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.327151 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.0187581 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),-0.643709 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.799801 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.26005 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.741041 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.173044 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.290457 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.216935 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.0499059 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.284575 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.606279 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.0552661 # DEPENDENCYPART_GRANDPAR
