# _root_ Σημειώνεται πάντως ότι το " νέο , ευέλικτο Σύμφωνο Σταθερότητας " δίνει μεγαλύτερη έμφαση στο δημόσιο χρέος , κάτι το οποίο δεν ευνοεί χώρες όπως η Ελλάδα .
#goldHeads=0,1,1,9,9,7,9,7,12,9,9,3,14,12,12,17,15,12,3,21,23,23,19,23,24,27,24,0,
#predictedHeads=0,1,1,9,9,9,9,9,12,9,9,3,14,12,12,17,15,23,17,21,23,23,19,23,24,27,23,0,
(3,12),(12,2),-0.313016 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.227344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,5),0.164191 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),0.167884 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.0593779 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.0430534 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),0.441458 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.451782 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),0.383406 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),0.154265 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),0.372522 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),0.234661 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),0.118548 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),0.36757 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),0.326979 # DEPENDENCYPART_GRANDPAR
(3,12),(12,23),0.133412 # DEPENDENCYPART_GRANDPAR
(3,12),(12,24),0.117235 # DEPENDENCYPART_GRANDPAR
(3,12),(12,25),0.0106777 # DEPENDENCYPART_GRANDPAR
(3,12),(12,27),0.249886 # DEPENDENCYPART_GRANDPAR
(3,12),(12,28),-0.130168 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-0.536263 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),-0.0821285 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.244121 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),0.127055 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.0576068 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.264484 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),0.122271 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.131447 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),-0.178432 # DEPENDENCYPART_GRANDPAR
(3,18),(18,25),-0.261118 # DEPENDENCYPART_GRANDPAR
(3,18),(18,27),-0.0631187 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),0.312425 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),0.114664 # DEPENDENCYPART_GRANDPAR
(3,23),(23,1),-0.406109 # DEPENDENCYPART_GRANDPAR
(3,23),(23,2),-0.313016 # DEPENDENCYPART_GRANDPAR
(3,23),(23,3),-0.235717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,23),(23,6),0.157763 # DEPENDENCYPART_GRANDPAR
(3,23),(23,8),0.0329324 # DEPENDENCYPART_GRANDPAR
(3,23),(23,9),0.420418 # DEPENDENCYPART_GRANDPAR
(3,23),(23,10),0.430742 # DEPENDENCYPART_GRANDPAR
(3,23),(23,12),0.334966 # DEPENDENCYPART_GRANDPAR
(3,23),(23,13),-0.0722732 # DEPENDENCYPART_GRANDPAR
(3,23),(23,14),0.403875 # DEPENDENCYPART_GRANDPAR
(3,23),(23,15),0.171525 # DEPENDENCYPART_GRANDPAR
(3,23),(23,16),-0.0925928 # DEPENDENCYPART_GRANDPAR
(3,23),(23,17),0.39893 # DEPENDENCYPART_GRANDPAR
(3,23),(23,18),0.279912 # DEPENDENCYPART_GRANDPAR
(3,23),(23,19),-0.228555 # DEPENDENCYPART_GRANDPAR
(3,23),(23,20),-0.43692 # DEPENDENCYPART_GRANDPAR
(3,23),(23,21),-0.582007 # DEPENDENCYPART_GRANDPAR
(3,23),(23,22),0.483449 # DEPENDENCYPART_GRANDPAR
(3,23),(23,24),0.0976893 # DEPENDENCYPART_GRANDPAR
(3,23),(23,25),-0.000394384 # DEPENDENCYPART_GRANDPAR
(3,23),(23,27),0.23034 # DEPENDENCYPART_GRANDPAR
(3,23),(23,28),-0.141017 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.342785 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.351475 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.19211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.526186 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.565974 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.823331 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.723676 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.750721 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.589344 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.718932 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.948996 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.970628 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-1.01941 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.641406 # DEPENDENCYPART_GRANDPAR
(5,1),(1,24),-1.16752 # DEPENDENCYPART_GRANDPAR
(5,1),(1,25),-0.998414 # DEPENDENCYPART_GRANDPAR
(5,1),(1,27),-1.22305 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.300078 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.301408 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.22585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,12),-0.726707 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.391172 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.362418 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.22764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.626327 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.624878 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.786603 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.701759 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.829537 # DEPENDENCYPART_GRANDPAR
(5,3),(3,23),-0.980244 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.783137 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.761189 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.704937 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.748712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.256084 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.389135 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.294246 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.321291 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.582287 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.695275 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.781483 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.76576 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.826715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.176565 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.423691 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.385956 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.413011 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.272408 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.495351 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.513164 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.535563 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.68169 # DEPENDENCYPART_GRANDPAR
(5,7),(7,27),-0.885895 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.761189 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.745676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.080507 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.161339 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.290784 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.31783 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.215141 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.586519 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.700128 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.77816 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.746346 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.734807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.0564251 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.216331 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.357789 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.343175 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.236953 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.328021 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.480696 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.536008 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.587744 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.520083 # DEPENDENCYPART_GRANDPAR
(5,9),(9,25),-0.569968 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.701512 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.77816 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.746348 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.734824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.0564421 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.216348 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.357806 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.243851 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.236961 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.328082 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.480703 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.544371 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.592621 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.503387 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.680007 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),-0.141054 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.439875 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.367427 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.394502 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.424081 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.510407 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.603993 # DEPENDENCYPART_GRANDPAR
(5,11),(11,27),-0.878118 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.670778 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.808321 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.754806 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.784702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),-0.10045 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.137564 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.399361 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.28032 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.307387 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.181935 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.404687 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.44635 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.498933 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.431181 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.51644 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.296834 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.539156 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.677023 # DEPENDENCYPART_GRANDPAR
(5,12),(12,25),-0.51708 # DEPENDENCYPART_GRANDPAR
(5,12),(12,27),-0.721494 # DEPENDENCYPART_GRANDPAR
(5,12),(12,28),-0.679975 # DEPENDENCYPART_GRANDPAR
(5,27),(27,25),-0.598355 # DEPENDENCYPART_GRANDPAR
(5,27),(27,26),-0.775522 # DEPENDENCYPART_GRANDPAR
(5,27),(27,28),-0.713378 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.913059 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0403932 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.0782126 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.690915 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.0654692 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.436692 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.0572477 # DEPENDENCYPART_GRANDPAR
(6,3),(3,7),-0.36118 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.605498 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.769338 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.657419 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.720858 # DEPENDENCYPART_GRANDPAR
(6,3),(3,23),-0.820724 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.995831 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.04743 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0753834 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.13837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.359453 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.328726 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.618871 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.809639 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.60596 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.709783 # DEPENDENCYPART_GRANDPAR
(6,5),(5,27),-1.28212 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.36604 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.341865 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.488413 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.351546 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.705569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.0727832 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.195079 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.385856 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.193407 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.415528 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.125088 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.341353 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.590506 # DEPENDENCYPART_GRANDPAR
(6,7),(7,27),-0.859583 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.479847 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.33684 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.676182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0629448 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.157968 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.348735 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.192625 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.553394 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-1.37195 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.33627 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.850712 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.34781 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.617131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.0579453 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.190728 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.402704 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.208326 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.303276 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.137569 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.684747 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.564639 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.353194 # DEPENDENCYPART_GRANDPAR
(6,9),(9,25),0.0021208 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.37334 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.33627 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.850714 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.34781 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.617131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.0579453 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.190728 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0820261 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.208327 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.303329 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.137569 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.693097 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.569509 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.356589 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.101217 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.296573 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.469483 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.264143 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.146295 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.137833 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.233758 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.0122733 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-0.984932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.39996 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.408625 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.448691 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.396867 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.562615 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-0.642725 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.645629 # DEPENDENCYPART_GRANDPAR
(7,1),(1,17),-0.650567 # DEPENDENCYPART_GRANDPAR
(7,1),(1,18),-0.344169 # DEPENDENCYPART_GRANDPAR
(7,1),(1,24),-0.901175 # DEPENDENCYPART_GRANDPAR
(7,1),(1,25),-0.870353 # DEPENDENCYPART_GRANDPAR
(7,1),(1,27),-0.90923 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.169721 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.0639934 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.156877 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.563172 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.19304 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.205365 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.203997 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.03782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,11),-0.425273 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.62354 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.397052 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.537877 # DEPENDENCYPART_GRANDPAR
(7,3),(3,23),-0.722114 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.241663 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.222783 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.173357 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0280724 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.03544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.383274 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.42453 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.464596 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.425099 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.564769 # DEPENDENCYPART_GRANDPAR
(7,5),(5,27),-0.925125 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.220561 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.125707 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0877336 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.252145 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.02719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.386956 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.426592 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.466659 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.625137 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.533266 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.656298 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.398495 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.569661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.0745615 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.0344945 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.00774315 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.167384 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.522392 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.580707 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.591572 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.660069 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.427134 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.612563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.131854 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.0948089 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.00400011 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.150463 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.283394 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.0940893 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.173798 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.247345 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-0.386177 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.523775 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.580707 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.591574 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.660069 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.427134 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.612597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.13182 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.0979405 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.00401412 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.15053 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.283408 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.102465 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.178681 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.273095 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.510695 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.394813 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),-0.0206457 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.0713519 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.111454 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.295957 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.361562 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.252592 # DEPENDENCYPART_GRANDPAR
(7,11),(11,27),-0.519217 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.508447 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.625296 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.534529 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.635591 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.4115 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.560072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.0193316 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.0234151 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0166783 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.00582007 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.260764 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.118595 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.14428 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.253025 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.125821 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),0.0165151 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-0.318869 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.38958 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),-0.39132 # DEPENDENCYPART_GRANDPAR
(7,12),(12,27),-0.386575 # DEPENDENCYPART_GRANDPAR
(7,12),(12,28),-0.427653 # DEPENDENCYPART_GRANDPAR
