# _root_ Το πάρτυ διαρκεί μέχρι τις 10 ή 11 το βράδυ , όταν οι περισσότεροι πάνε για ντουζ , ένα εσπρέσο και μετά δείπνο και περισσότερη διασκέδαση.Μέχρι πρωίας .
#goldHeads=2,3,0,3,7,7,10,7,10,4,3,10,14,15,12,15,18,21,20,18,16,21,24,21,26,24,26,0,
#predictedHeads=2,3,0,3,6,4,3,7,10,8,12,3,14,15,12,15,16,21,20,21,15,21,22,23,24,25,24,0,
(4,21),(21,3),-0.604087 # DEPENDENCYPART_GRANDPAR
(4,21),(21,4),-0.53139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,21),(21,7),0.0907051 # DEPENDENCYPART_GRANDPAR
(4,21),(21,10),0.0824723 # DEPENDENCYPART_GRANDPAR
(4,21),(21,11),0.123966 # DEPENDENCYPART_GRANDPAR
(4,21),(21,12),0.000579793 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),-0.53924 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),-0.227593 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-0.367024 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),-0.226074 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),0.146814 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-1.21564 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.134011 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.307771 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),0.0293881 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),-0.406362 # DEPENDENCYPART_GRANDPAR
(4,21),(21,25),-0.586626 # DEPENDENCYPART_GRANDPAR
(4,21),(21,26),-0.418206 # DEPENDENCYPART_GRANDPAR
(4,21),(21,27),-0.109611 # DEPENDENCYPART_GRANDPAR
(4,21),(21,28),-0.191594 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.906835 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.763553 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.758787 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.465441 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.86091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.267142 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0561155 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.0688722 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.0136804 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.0641463 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.420831 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.408702 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.209707 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.155555 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.127798 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.403607 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.02242 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.805473 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.798142 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.83315 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.102388 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.144646 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.102224 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.350363 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.272828 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.331656 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.179152 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.319503 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.0613977 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.0101978 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.0500982 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.0749691 # DEPENDENCYPART_GRANDPAR
(7,2),(2,8),-0.313759 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.0896483 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.268243 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.0945994 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.0517553 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.0242413 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.881473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.240139 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.272331 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.445873 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.423262 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.417646 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.704463 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.370238 # DEPENDENCYPART_GRANDPAR
(7,3),(3,22),-0.638934 # DEPENDENCYPART_GRANDPAR
(7,3),(3,26),-0.593758 # DEPENDENCYPART_GRANDPAR
(7,3),(3,28),-0.71418 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.336571 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.189956 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.0816962 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.00280171 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.883401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,10),-0.259844 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.492965 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.42938 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-0.52903 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.941328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,5),-0.0486176 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.35782 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.5054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,10),-0.0408387 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.649881 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.651167 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.656529 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.588538 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.434441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.224882 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.00314148 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.213852 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.087758 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.249622 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.0952512 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.779201 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.622154 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.628859 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.412165 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.554094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.0583858 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.0714015 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.145877 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.332411 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.251503 # DEPENDENCYPART_GRANDPAR
(7,11),(11,25),-0.622859 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.211766 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.460085 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.0540703 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.199064 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.191359 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.168362 # DEPENDENCYPART_GRANDPAR
(7,12),(12,28),-0.486121 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.0856578 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.226673 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.0282392 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.392026 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.0555814 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.299623 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.430258 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.651374 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.517796 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.577963 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.380427 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.492132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.129216 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.112928 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.275405 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.023878 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.416635 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.246091 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.216554 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.339137 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.127485 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.36235 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.188056 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.0988453 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.502411 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.16506 # DEPENDENCYPART_GRANDPAR
(7,15),(15,26),-0.102802 # DEPENDENCYPART_GRANDPAR
(7,15),(15,27),-0.459578 # DEPENDENCYPART_GRANDPAR
(7,15),(15,28),-0.423865 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.0440506 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.325687 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.0874443 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.348901 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.163525 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.493766 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.140528 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.382498 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.19114 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.168949 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.138009 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.459769 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.212053 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.779201 # DEPENDENCYPART_GRANDPAR
(7,18),(18,3),-0.622154 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.386136 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.355443 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.50458 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.616478 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.558523 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.240751 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.703151 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),-0.622859 # DEPENDENCYPART_GRANDPAR
(7,18),(18,26),-0.272877 # DEPENDENCYPART_GRANDPAR
(7,18),(18,27),-0.655752 # DEPENDENCYPART_GRANDPAR
(7,18),(18,28),-0.487202 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.607684 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.448847 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.313666 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.353992 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.501622 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.32539 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.0198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,10),-0.539598 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.472315 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.448022 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.56414 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.448905 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.678899 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.887261 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.639486 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.03498 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.807816 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.806018 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.9293 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.617255 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.520587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.588926 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0870367 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0675285 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.134488 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.0485149 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.775706 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.840012 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.475279 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.282573 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.446227 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.154258 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.230715 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.0955447 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.33175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.316626 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.515443 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.743493 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.536344 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.494099 # DEPENDENCYPART_GRANDPAR
(10,3),(3,22),-0.625422 # DEPENDENCYPART_GRANDPAR
(10,3),(3,26),-0.799086 # DEPENDENCYPART_GRANDPAR
(10,3),(3,28),-0.917003 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.674213 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-1.18852 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.534604 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.187527 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.277921 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.36732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.370103 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.522239 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-0.658758 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.254613 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.821517 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.543461 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.985547 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.267354 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.411905 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.00244215 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0367888 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.39558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.400485 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.523099 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.983361 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.818821 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.558076 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-1.04518 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.577958 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.300887 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.33323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,2),-1.27429 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.53132 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.823786 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.517298 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.70933 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.464751 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.826183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.105689 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.416199 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.497153 # DEPENDENCYPART_GRANDPAR
(10,11),(11,25),-0.99426 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.128475 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.967968 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.252841 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.137879 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.128519 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.183916 # DEPENDENCYPART_GRANDPAR
(10,12),(12,28),-0.505034 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.827835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.0879754 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.0255319 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.90963 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.359895 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.159742 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.422993 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-1.23924 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-1.52142 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.839971 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.585653 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.724918 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.533106 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.859414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.184171 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.0175743 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.946747 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.433275 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.0291393 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.218825 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.0177515 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.444533 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.121261 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.031997 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.566683 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.176659 # DEPENDENCYPART_GRANDPAR
(10,15),(15,26),-0.211091 # DEPENDENCYPART_GRANDPAR
(10,15),(15,27),-0.294515 # DEPENDENCYPART_GRANDPAR
(10,15),(15,28),-0.439366 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.0985991 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.148205 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.00905075 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.0919089 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.149279 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.228633 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.0541738 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.0969471 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.23583 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.0325774 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.00497933 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.0257468 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.0431035 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.918882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.171599 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.410689 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.434379 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-0.26848 # DEPENDENCYPART_GRANDPAR
(11,3),(3,22),-0.580929 # DEPENDENCYPART_GRANDPAR
(11,3),(3,26),-0.526814 # DEPENDENCYPART_GRANDPAR
(11,3),(3,28),-0.449737 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.0912762 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.0878938 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.221477 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.0367525 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.026937 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.108368 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-0.944876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.159331 # DEPENDENCYPART_GRANDPAR
(11,4),(4,21),-0.384893 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.213646 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.0520343 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.19081 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.0210961 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.0490134 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0802933 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.165453 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.00947613 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.123634 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.0940135 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.971127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.156143 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.450207 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.461741 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.434823 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.726655 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.320726 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0177067 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0520352 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.102215 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.0398387 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.131018 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.164403 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.00982678 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.0382404 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.00312696 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.963709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.152993 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.462067 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.424656 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.356577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.185405 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.0123633 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),0.0951625 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),0.0392875 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),0.0563464 # DEPENDENCYPART_GRANDPAR
(11,12),(12,28),-0.0539118 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.398978 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.503611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.276586 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.121302 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.0275561 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.0509025 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.212501 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.582612 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.451187 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.554676 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.439043 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.442964 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.384486 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.381033 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.493092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.276727 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.0939071 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0182593 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.0418397 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.1733 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.0916564 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.218481 # DEPENDENCYPART_GRANDPAR
