# _root_ Έτσι απαγορεύουμε με κοινοτικό νόμο σε ένα δημοκρατικά εκλεγμένο όργανο , σε έναν δήμο ή μια κοινότητα , να αποφασίσει τη συνέχιση ή την καθιέρωση μιας πολιτικής προμηθειών φιλικής προς το περιβάλλον .
#goldHeads=2,0,2,5,3,11,10,9,10,6,2,11,14,15,12,17,15,20,20,2,22,23,20,25,23,27,25,27,27,29,32,30,0,
#predictedHeads=2,0,2,5,3,2,9,9,6,9,2,2,14,15,12,17,15,20,20,17,22,23,20,25,23,28,28,25,28,29,32,30,0,
(4,6),(6,14),-0.522673 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),0.0565512 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.184465 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.0147455 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.679392 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.0404063 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.179026 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.084124 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0589065 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.145647 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.34306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.182951 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.901715 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-1.01404 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.644206 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.489511 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.326303 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-1.17228 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.338697 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-1.37699 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.605098 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-0.933418 # DEPENDENCYPART_GRANDPAR
(5,2),(2,23),-0.475504 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0462371 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.861754 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.282173 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.36051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.186102 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-1.03149 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.661361 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.531261 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.346105 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.646848 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.0823425 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.150347 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.39774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.158342 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.581337 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.85559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.336491 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.368899 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.389466 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.018986 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.177654 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.547704 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),0.0980717 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.293241 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.0387352 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.371309 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.246418 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.456072 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0856615 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.0738276 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.82374 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.21975 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.367054 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.184878 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.143025 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.517904 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-1.31838 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.737831 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.806508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.365777 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.220152 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.37588 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.47747 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.143516 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0542676 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.711661 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.156438 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.214634 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.938708 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.547704 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),0.0980717 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.766317 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.293241 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.0387352 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.492666 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-1.30221 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.599803 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.68605 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.826172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.366517 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.381631 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.49715 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.127024 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.0105876 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.223165 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.8933 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.655388 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-1.0308 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.681313 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.197381 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.401065 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.826936 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),0.0501584 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-0.975436 # DEPENDENCYPART_GRANDPAR
(5,15),(15,30),-0.179677 # DEPENDENCYPART_GRANDPAR
(5,20),(20,1),-0.500638 # DEPENDENCYPART_GRANDPAR
(5,20),(20,2),-1.22689 # DEPENDENCYPART_GRANDPAR
(5,20),(20,3),-0.574176 # DEPENDENCYPART_GRANDPAR
(5,20),(20,4),-0.653136 # DEPENDENCYPART_GRANDPAR
(5,20),(20,5),-0.87178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,20),(20,6),0.368074 # DEPENDENCYPART_GRANDPAR
(5,20),(20,8),-0.392611 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),0.00408386 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),0.224721 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),-0.700935 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),0.154218 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.905334 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.111504 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),0.173544 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-1.13514 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.771168 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),0.0494713 # DEPENDENCYPART_GRANDPAR
(5,20),(20,25),-0.920264 # DEPENDENCYPART_GRANDPAR
(5,20),(20,27),-0.590514 # DEPENDENCYPART_GRANDPAR
(5,20),(20,28),-0.45112 # DEPENDENCYPART_GRANDPAR
(5,20),(20,30),-0.162816 # DEPENDENCYPART_GRANDPAR
(5,20),(20,32),-0.99996 # DEPENDENCYPART_GRANDPAR
(5,23),(23,1),-0.492666 # DEPENDENCYPART_GRANDPAR
(5,23),(23,2),-1.30221 # DEPENDENCYPART_GRANDPAR
(5,23),(23,3),-0.599803 # DEPENDENCYPART_GRANDPAR
(5,23),(23,4),-0.68605 # DEPENDENCYPART_GRANDPAR
(5,23),(23,5),-0.826172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,23),(23,6),0.366517 # DEPENDENCYPART_GRANDPAR
(5,23),(23,8),-0.381631 # DEPENDENCYPART_GRANDPAR
(5,23),(23,9),-0.49715 # DEPENDENCYPART_GRANDPAR
(5,23),(23,10),-0.127024 # DEPENDENCYPART_GRANDPAR
(5,23),(23,11),-0.0105876 # DEPENDENCYPART_GRANDPAR
(5,23),(23,12),0.223165 # DEPENDENCYPART_GRANDPAR
(5,23),(23,14),-0.655388 # DEPENDENCYPART_GRANDPAR
(5,23),(23,15),0.186055 # DEPENDENCYPART_GRANDPAR
(5,23),(23,16),-1.14813 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),-0.861259 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),-0.126175 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),-0.0546929 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),-0.174465 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-1.2455 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-1.01044 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.854814 # DEPENDENCYPART_GRANDPAR
(5,23),(23,25),-0.975436 # DEPENDENCYPART_GRANDPAR
(5,23),(23,27),-0.484624 # DEPENDENCYPART_GRANDPAR
(5,23),(23,28),-0.509322 # DEPENDENCYPART_GRANDPAR
(5,23),(23,29),-0.465423 # DEPENDENCYPART_GRANDPAR
(5,23),(23,30),-0.179677 # DEPENDENCYPART_GRANDPAR
(5,23),(23,32),-1.06017 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.258563 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.276581 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.357261 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.0770469 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.883229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,9),0.0543468 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.302819 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.329801 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.268502 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.38213 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.13917 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.116804 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.010029 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.24004 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.928808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.221489 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.0449186 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.402084 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.665639 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.294197 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.709529 # DEPENDENCYPART_GRANDPAR
(6,5),(5,23),-0.394481 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.455197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.884304 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.590718 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.233505 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.107907 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),0.00605402 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),1.02682 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.403084 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.128918 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0168505 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.646913 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.678894 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.846616 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.527119 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.41013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),1.03094 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.403311 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.675441 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.017338 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0898595 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.0392456 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.619418 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.638685 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.615699 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.775695 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.48264 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.497191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,8),0.29552 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.523273 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.165672 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.153546 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.0401932 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.0955639 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.045321 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.300302 # DEPENDENCYPART_GRANDPAR
(6,14),(14,7),1.02682 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.403084 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.146952 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.238443 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.148395 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.0965136 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.147532 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.609772 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.65919 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.612269 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.785369 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.458542 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.533556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,8),0.204095 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.513135 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.155969 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.178098 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.270387 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.512807 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.0643422 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.808448 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),0.112967 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.107897 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.169887 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.203979 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),0.0436126 # DEPENDENCYPART_GRANDPAR
(6,15),(15,25),-0.293426 # DEPENDENCYPART_GRANDPAR
(6,15),(15,30),-0.149974 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-0.638685 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-0.48264 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),0.523273 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.234022 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),0.0744798 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.0663664 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.300302 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.407861 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),0.0603693 # DEPENDENCYPART_GRANDPAR
(6,18),(18,25),-0.497373 # DEPENDENCYPART_GRANDPAR
(6,18),(18,27),-0.918575 # DEPENDENCYPART_GRANDPAR
(6,18),(18,28),-0.709537 # DEPENDENCYPART_GRANDPAR
(6,18),(18,29),-0.759335 # DEPENDENCYPART_GRANDPAR
(6,18),(18,30),-0.205084 # DEPENDENCYPART_GRANDPAR
(6,23),(23,1),-0.609772 # DEPENDENCYPART_GRANDPAR
(6,23),(23,2),-0.65919 # DEPENDENCYPART_GRANDPAR
(6,23),(23,3),-0.612269 # DEPENDENCYPART_GRANDPAR
(6,23),(23,4),-0.785369 # DEPENDENCYPART_GRANDPAR
(6,23),(23,5),-0.458542 # DEPENDENCYPART_GRANDPAR
(6,23),(23,6),-0.533556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,23),(23,8),0.204095 # DEPENDENCYPART_GRANDPAR
(6,23),(23,9),0.513135 # DEPENDENCYPART_GRANDPAR
(6,23),(23,10),0.155969 # DEPENDENCYPART_GRANDPAR
(6,23),(23,11),0.178098 # DEPENDENCYPART_GRANDPAR
(6,23),(23,12),-0.270387 # DEPENDENCYPART_GRANDPAR
(6,23),(23,14),0.0643422 # DEPENDENCYPART_GRANDPAR
(6,23),(23,15),0.136519 # DEPENDENCYPART_GRANDPAR
(6,23),(23,16),-0.9712 # DEPENDENCYPART_GRANDPAR
(6,23),(23,17),-0.0795485 # DEPENDENCYPART_GRANDPAR
(6,23),(23,18),0.125769 # DEPENDENCYPART_GRANDPAR
(6,23),(23,19),-0.344224 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),-0.101692 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),-1.36941 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-0.38427 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),-1.55261 # DEPENDENCYPART_GRANDPAR
(6,23),(23,25),-0.293426 # DEPENDENCYPART_GRANDPAR
(6,23),(23,27),-0.832249 # DEPENDENCYPART_GRANDPAR
(6,23),(23,28),-0.508088 # DEPENDENCYPART_GRANDPAR
(6,23),(23,29),-0.677198 # DEPENDENCYPART_GRANDPAR
(6,23),(23,30),-0.149974 # DEPENDENCYPART_GRANDPAR
(6,23),(23,32),-0.637961 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.330267 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.326755 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.38056 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.51134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.526815 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.512525 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.642905 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.981619 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.482816 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.708964 # DEPENDENCYPART_GRANDPAR
(8,6),(6,23),-0.606555 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.810662 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.993511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.118765 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.319928 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.522806 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.4832 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.720304 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.900679 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.61329 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.810663 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.993341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.00375699 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.320452 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.454025 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.585469 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.0385395 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.317613 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.475963 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.448627 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.0895128 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.518439 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.341842 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.213252 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.317129 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.455005 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.0333013 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.627252 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.385997 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.531497 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.44965 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.897053 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.206203 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.221441 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.754625 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.48746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.254319 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.400251 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-1.13917 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.642893 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.51092 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.08855 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.908118 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.679396 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.26828 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.822876 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.895568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0561637 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.150886 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.464405 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.582146 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.42931 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.709216 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.972292 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.823309 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.602016 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.706614 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.92019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.312513 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0418842 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.428493 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.591963 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.121496 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.689171 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.525342 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.203601 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.645188 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.257201 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.224715 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.614422 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.392993 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.116338 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.304423 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),-0.0923541 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.13682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.228709 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-0.360981 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.777319 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.430112 # DEPENDENCYPART_GRANDPAR
(10,2),(2,17),-0.923005 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.479736 # DEPENDENCYPART_GRANDPAR
(10,2),(2,20),-0.550892 # DEPENDENCYPART_GRANDPAR
(10,2),(2,23),-0.564128 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.42519 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.315832 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.355904 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.109897 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.419658 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.679268 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.410049 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.65506 # DEPENDENCYPART_GRANDPAR
