# _root_ Από την δεκαετία του '70 , η Κως έχει μετατραπεί σε σημαντικό τουριστικό προορισμό και έχει δει το τοπίο της να αλλάζει , με την ανέγερση πολυτελών ξενοδοχειακών θερέτρων πάνω στις κατάλευκες αμμουδιές της .
#goldHeads=10,3,1,5,3,15,8,15,10,15,10,14,14,11,0,17,15,19,22,19,22,17,24,22,26,24,29,29,26,26,30,33,31,33,0,
#predictedHeads=10,3,1,5,3,10,8,15,10,15,10,14,14,11,0,17,15,19,17,19,22,19,22,22,26,24,29,29,26,29,30,33,31,33,0,
(3,17),(17,6),0.0798257 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),0.369863 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),-0.112103 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),0.123785 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.0895052 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.559055 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.549488 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.495781 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.130151 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.309282 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.816773 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.356966 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.411002 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-0.458813 # DEPENDENCYPART_GRANDPAR
(3,17),(17,23),-0.0851036 # DEPENDENCYPART_GRANDPAR
(3,17),(17,24),-0.479419 # DEPENDENCYPART_GRANDPAR
(3,17),(17,26),-0.454938 # DEPENDENCYPART_GRANDPAR
(3,17),(17,29),-0.204409 # DEPENDENCYPART_GRANDPAR
(3,17),(17,30),-0.45771 # DEPENDENCYPART_GRANDPAR
(3,17),(17,31),-0.341688 # DEPENDENCYPART_GRANDPAR
(3,17),(17,33),-0.775726 # DEPENDENCYPART_GRANDPAR
(3,22),(22,1),-0.544326 # DEPENDENCYPART_GRANDPAR
(3,22),(22,3),-0.62928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,22),(22,6),0.0808217 # DEPENDENCYPART_GRANDPAR
(3,22),(22,8),0.371663 # DEPENDENCYPART_GRANDPAR
(3,22),(22,9),-0.113637 # DEPENDENCYPART_GRANDPAR
(3,22),(22,10),0.122249 # DEPENDENCYPART_GRANDPAR
(3,22),(22,11),-0.0913695 # DEPENDENCYPART_GRANDPAR
(3,22),(22,12),-0.559421 # DEPENDENCYPART_GRANDPAR
(3,22),(22,13),-0.549854 # DEPENDENCYPART_GRANDPAR
(3,22),(22,14),-0.493981 # DEPENDENCYPART_GRANDPAR
(3,22),(22,15),-0.130421 # DEPENDENCYPART_GRANDPAR
(3,22),(22,16),-0.310816 # DEPENDENCYPART_GRANDPAR
(3,22),(22,17),-0.390435 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),-0.828941 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),-0.637584 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.145766 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.0807794 # DEPENDENCYPART_GRANDPAR
(3,22),(22,24),-0.479079 # DEPENDENCYPART_GRANDPAR
(3,22),(22,26),-0.45269 # DEPENDENCYPART_GRANDPAR
(3,22),(22,27),-0.451097 # DEPENDENCYPART_GRANDPAR
(3,22),(22,28),-0.419117 # DEPENDENCYPART_GRANDPAR
(3,22),(22,29),-0.202162 # DEPENDENCYPART_GRANDPAR
(3,22),(22,30),-0.455864 # DEPENDENCYPART_GRANDPAR
(3,22),(22,31),-0.341348 # DEPENDENCYPART_GRANDPAR
(3,22),(22,33),-0.773479 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.116177 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.0880521 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.0393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,8),-0.521644 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.0116332 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.200775 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.0942869 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.199991 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.05813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.559961 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.485481 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.613572 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.721749 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.971555 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.35552 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.764571 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-0.728414 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.437437 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.640936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.0208931 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0609239 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.187227 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.363305 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.435846 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.383157 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.419511 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.317577 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.5843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0905811 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.107151 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.273147 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.224644 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.357427 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.290285 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.409835 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.616608 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.0836286 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.388624 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.632516 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.29044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.788924 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.783712 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.11894 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.809357 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.761777 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.677851 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.732363 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.779337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0827579 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.392399 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.870888 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.854399 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.441082 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.802683 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.294931 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.782563 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.1293 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.761708 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.676613 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.732295 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.783739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.103026 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.384617 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.870878 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.854389 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.463917 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.258348 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.698372 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.570507 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.825521 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.715554 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.2859 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.652118 # DEPENDENCYPART_GRANDPAR
(8,10),(10,30),-0.674006 # DEPENDENCYPART_GRANDPAR
(8,10),(10,31),-0.664796 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.419308 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-1.05212 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.649 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.283791 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.782471 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.662002 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-1.00724 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),-0.80207 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-1.36697 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.420793 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.299362 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.407963 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.37881 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-1.28632 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-1.58354 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.248733 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.307745 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.332504 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-2.28435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-1.10968 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.684486 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-1.11541 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.747739 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-2.13231 # DEPENDENCYPART_GRANDPAR
(9,3),(3,22),-2.38518 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-1.70882 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.495695 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.627808 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.555138 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.22673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,4),-1.5849 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.321353 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.000282008 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.28435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-1.10968 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-1.13922 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.657076 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.866428 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.698849 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.613714 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.580217 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.857961 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.58089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0877767 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.493077 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.524239 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.479727 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.35566 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-1.39917 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-1.31234 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.794017 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-1.56595 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.595691 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.683877 # DEPENDENCYPART_GRANDPAR
(9,10),(10,30),-0.31092 # DEPENDENCYPART_GRANDPAR
(9,10),(10,31),-1.06807 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.60506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.419492 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.526754 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.559322 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.385101 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.34076 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-1.33385 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-1.25194 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.691209 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.10618 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.621005 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.571538 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.276885 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-1.34865 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-1.27043 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.882466 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.780844 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.104171 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.55199 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.571294 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.284686 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-1.33799 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-2.30022 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.812548 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.34073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.146737 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.0698588 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.412203 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.442984 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.282045 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-1.13615 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-1.05695 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.705104 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.449989 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-1.27993 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-1.17941 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.914607 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.684441 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.619482 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-1.31869 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.554637 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.724439 # DEPENDENCYPART_GRANDPAR
(9,19),(19,26),-0.940444 # DEPENDENCYPART_GRANDPAR
(9,19),(19,29),-1.29958 # DEPENDENCYPART_GRANDPAR
(9,19),(19,31),-1.09186 # DEPENDENCYPART_GRANDPAR
(9,23),(23,3),-1.05487 # DEPENDENCYPART_GRANDPAR
(9,23),(23,19),-0.879744 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),-0.524535 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-1.81889 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-0.864155 # DEPENDENCYPART_GRANDPAR
(9,23),(23,26),-1.17245 # DEPENDENCYPART_GRANDPAR
(9,23),(23,27),-1.87983 # DEPENDENCYPART_GRANDPAR
(9,23),(23,28),-1.91771 # DEPENDENCYPART_GRANDPAR
(9,23),(23,29),-1.53356 # DEPENDENCYPART_GRANDPAR
(9,23),(23,32),-1.76732 # DEPENDENCYPART_GRANDPAR
(9,23),(23,33),-1.29618 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.709669 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.378339 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.0780815 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.0652894 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.188941 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.636074 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.69566 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.0354537 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.0995563 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.00380428 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.922694 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-2.41792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.00749537 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.657899 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.428622 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-1.64072 # DEPENDENCYPART_GRANDPAR
(10,3),(3,22),-1.95654 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.797191 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.276285 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.607882 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.212226 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-1.30052 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.683627 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.141227 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.516708 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.922178 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.41792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.968571 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.137866 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.45398 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.802686 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.0759857 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.170613 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.319454 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.14715 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.19071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),0.192142 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.75522 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.893862 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.376743 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.947259 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-0.523345 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.76793 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.72396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.340804 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.476996 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.0756934 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.000499276 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.824384 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.747851 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.48351 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.576741 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.547551 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.12429 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.0557662 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.848933 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.776098 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.688313 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.497083 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.57875 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.391386 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.124046 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.0479642 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.838274 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-1.39471 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.297755 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-1.85265 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.46288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.604885 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.274967 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.409372 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.0345554 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.658468 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.585447 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.546538 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.718553 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-1.15387 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.6941 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.845181 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-2.00686 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.70068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.517317 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.577647 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.712675 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0958096 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-1.02948 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.93674 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.555627 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-1.25632 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.362431 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.377286 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.416585 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.790691 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.393599 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.376439 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.482005 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-1.74242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.411204 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.55049 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.681394 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.21829 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.0204901 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.84937 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.397671 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.611539 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-1.16593 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.317519 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.434973 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.420532 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.815678 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.400725 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.382307 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.506991 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-1.63097 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-1.73417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.422296 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.542048 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.672952 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.206987 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.0222804 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-1.00246 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.369747 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.603886 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.337022 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-1.13508 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.29676 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.394607 # DEPENDENCYPART_GRANDPAR
(10,17),(17,26),-0.694285 # DEPENDENCYPART_GRANDPAR
(10,17),(17,29),-0.983503 # DEPENDENCYPART_GRANDPAR
(10,17),(17,30),-0.00972108 # DEPENDENCYPART_GRANDPAR
(10,17),(17,31),-0.413441 # DEPENDENCYPART_GRANDPAR
(10,17),(17,33),-0.654395 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.416377 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.785095 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.695712 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.3198 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.43293 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.298805 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.910132 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.289817 # DEPENDENCYPART_GRANDPAR
