# _root_ Από αυτή την άποψη , θέλω να εξετάσω την ισορροπία μεταξύ των οικονομικών , των περιβαλλοντικών και των κοινωνικών ζητημάτων .
#goldHeads=6,4,4,1,6,0,8,6,10,8,10,13,17,17,16,17,20,19,17,11,0,
#predictedHeads=6,4,4,1,6,0,8,6,10,8,10,13,11,17,16,17,11,20,20,17,0,
(17,10),(17,21),-0.0423256 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0144994 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0182523 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0205368 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0144994 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0182523 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0245518 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0247992 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0470939 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0406143 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0107348 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0661812 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.180834 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.00624089 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0192127 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.00837199 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.0155541 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0656916 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.173906 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0042311 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0293337 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.00755801 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.389638 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.00489485 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0177375 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0582982 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.000679463 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0602166 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.00142988 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0233938 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0394682 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.00624089 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0192127 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.00837199 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0155541 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0656916 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.00755801 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.389638 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.00460501 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0177375 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0329322 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0415976 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0047152 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0757783 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0812021 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.029146 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0283718 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0741434 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.0353471 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0672001 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.00660776 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0161851 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.107324 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.0203828 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.107324 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0134177 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.136985 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.107324 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.00820029 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0117114 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.0979785 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.366651 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.0832495 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.19735 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.366651 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0870853 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.0352864 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.114293 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.015045 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0881228 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.114293 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0177189 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.122607 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0832495 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.19735 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.366651 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0870853 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0352864 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.00631095 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.08949 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.00916967 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0301439 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0316404 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0295624 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.00625282 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0870853 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0352864 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0284446 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.0207678 # DEPENDENCYPART_SIBL
(21,6),(21,16),-0.0207678 # DEPENDENCYPART_SIBL
(21,6),(21,19),-0.021972 # DEPENDENCYPART_SIBL
(21,6),(21,20),-0.0267884 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.000462128 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.000882951 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.0141084 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.000882951 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0141084 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0141057 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.117393 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.141352 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.0263092 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.367747 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.0673383 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.167084 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.0260927 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.185105 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0529258 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.465583 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.205657 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.180071 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.370852 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.137385 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.392832 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.352136 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.0405843 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.222333 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.0641382 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.456957 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.0227679 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.274198 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.262553 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.140768 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.484639 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.157749 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.276429 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.022897 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.337119 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.0678284 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.222774 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.032282 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.214646 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.0248129 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.108663 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),0.252521 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),0.113932 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),0.139105 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.484954 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.158655 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.276112 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.00242115 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.303073 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.627548 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.351805 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.506818 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.0691329 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.158462 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.0580304 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.0296913 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.0638178 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.237474 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),0.0770812 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),0.0803525 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.33196 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.131884 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.132252 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.231106 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.602152 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.188911 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.643239 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.326671 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.695422 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.416541 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.252482 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.0144105 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.127057 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.104493 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.298854 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.121585 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.618403 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.0763691 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.172164 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.0928612 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.17937 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.0641382 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.366514 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.653743 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.236638 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.260056 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.136836 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.291901 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.140768 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.044879 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.209528 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.127333 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.030995 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.298848 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.121585 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.0388488 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.581351 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.239907 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.179017 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.187905 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.05945 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),0.104483 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),0.590939 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.18798 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.24919 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.215673 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.800848 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.406069 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.0889106 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.7587 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.284283 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.405047 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.0875435 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.129725 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),0.117917 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.231605 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.618816 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.131895 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.576668 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.251486 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),0.126311 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.554481 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.31948 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),0.0393448 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),0.420804 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.460721 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.338936 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.408355 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.361357 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.0439427 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.202271 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.136211 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.538834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.842618 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.362737 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.205739 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.122862 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.538162 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.253187 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.617175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,4),0.0135852 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.28559 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.416767 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.60064 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.675112 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.775935 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.64632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.631551 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.227918 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.0567088 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.197966 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.50979 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.321646 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.527988 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.479637 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.625507 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.433131 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.392734 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.430702 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.539187 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.646551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.630315 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.227907 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.0483432 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.21401 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.178482 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.302305 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.926233 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.528777 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.487462 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.625469 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.452236 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.726229 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.388395 # DEPENDENCYPART_GRANDPAR
(1,8),(8,20),-0.431492 # DEPENDENCYPART_GRANDPAR
(1,8),(8,21),-0.548591 # DEPENDENCYPART_GRANDPAR
(1,14),(14,4),0.0135852 # DEPENDENCYPART_GRANDPAR
(1,14),(14,5),-0.0865972 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),-0.175542 # DEPENDENCYPART_GRANDPAR
(1,14),(14,8),-0.306791 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),-0.596189 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.586699 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.7105 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.775935 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.319115 # DEPENDENCYPART_GRANDPAR
(1,14),(14,19),-0.882564 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),-0.502455 # DEPENDENCYPART_GRANDPAR
(1,14),(14,21),-0.520263 # DEPENDENCYPART_GRANDPAR
(1,17),(17,1),-0.63002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,17),(17,4),0.0813527 # DEPENDENCYPART_GRANDPAR
(1,17),(17,5),0.0178118 # DEPENDENCYPART_GRANDPAR
(1,17),(17,6),-0.0789629 # DEPENDENCYPART_GRANDPAR
(1,17),(17,8),-0.203688 # DEPENDENCYPART_GRANDPAR
(1,17),(17,10),-0.522616 # DEPENDENCYPART_GRANDPAR
(1,17),(17,11),-0.619986 # DEPENDENCYPART_GRANDPAR
(1,17),(17,12),-1.30596 # DEPENDENCYPART_GRANDPAR
(1,17),(17,13),-0.800622 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),-0.225299 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),-1.46077 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.90146 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),-1.19512 # DEPENDENCYPART_GRANDPAR
(1,17),(17,19),-0.750137 # DEPENDENCYPART_GRANDPAR
(1,17),(17,20),-0.140995 # DEPENDENCYPART_GRANDPAR
(1,17),(17,21),-0.512572 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.49377 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.743088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.153916 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.00934313 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.232121 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.32491 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.130404 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.491137 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.12974 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.372072 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.272017 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.546876 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.303849 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),0.101778 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.472181 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.782867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.175835 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0998753 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.155685 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.253649 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.115966 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.412843 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.207616 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.220202 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.236771 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.470135 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),0.25333 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.249726 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.266755 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.325741 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.780833 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.224954 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.4 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.406258 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.791009 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.875914 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.753707 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.687155 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.38121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.414882 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.765946 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0623659 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.696057 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.854203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.524375 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.608587 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.588243 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.275117 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.457046 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.712117 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.256912 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.58626 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.909122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.145533 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.347135 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.375602 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.329936 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.201447 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.172265 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.215668 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.162357 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.021522 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.41288 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.46708 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.562878 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.712109 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.256343 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.58626 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.900452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.130049 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.13922 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.08104 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-1.15712 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.330337 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.208879 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.171838 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.234385 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.35364 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.157586 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.0219228 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.421895 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.251655 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.0345621 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.997732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.233139 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.527509 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.452793 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-0.608681 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.167933 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.345084 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.231239 # DEPENDENCYPART_GRANDPAR
