# _root_ Εσείς αυξηθήκατε περισσότερο , έχετε την τρόικα και την προεδρική τριάδα , αλλά είμαστε σχετικά κερδισμένοι .
#goldHeads=2,4,2,13,4,7,8,5,11,11,8,13,0,13,16,14,0,
#predictedHeads=2,13,2,5,13,7,8,5,11,11,8,13,0,13,16,14,0,
(13,14),(13,16),-0.0693368 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0561491 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0106263 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0249774 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0566503 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.00429584 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.023038 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.120757 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0714979 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0166555 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0492771 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0600665 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0714979 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.023038 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0334649 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0409481 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.015289 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0360664 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0248245 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0183928 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.00778618 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.00417512 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.00970714 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0283351 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.00778618 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0248245 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.00783417 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0272331 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0275017 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0455309 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0120212 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.000335119 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0149992 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0136704 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.00142764 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.000335119 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0389204 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.00870179 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0917895 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0688565 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0953223 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0685063 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0136639 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0462855 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0570749 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0685063 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0200464 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0304733 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0397348 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.00488962 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0348492 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0430632 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0742784 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.05919 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.181473 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0619532 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0316106 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0298711 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0203897 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0206679 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0247907 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0642059 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0598225 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0307653 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0676222 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0319913 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0348644 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0430063 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0180759 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.00222492 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0300166 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.021182 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0126043 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.00203678 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0887699 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0556228 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0241186 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0276469 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0425558 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0888147 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0450331 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0619532 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0316106 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0298711 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0203897 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.020657 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.00870179 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0917895 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0688565 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0953223 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0526215 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0354106 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0543221 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0882225 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0618374 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0650134 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.123901 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.0427678 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0731814 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.0323391 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.00763228 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0199315 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.14901 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0224949 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0452097 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0157003 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.00142233 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0961554 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0929836 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0513666 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.174364 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0310222 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.00263546 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.00473971 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0052837 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.00472555 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0397366 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.0144153 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0226572 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0360782 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0226572 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0360891 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0175075 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0362909 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0113408 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.02451 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.00367246 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0206836 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0136487 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.131893 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.202372 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.120757 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.440756 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.0974695 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.177359 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.121903 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.00544661 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.0395284 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.240948 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.012082 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.214962 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.123951 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.453516 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.179698 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.223083 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.0818781 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.505009 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.107347 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.269522 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.275855 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.131171 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.485551 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.0601205 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.205421 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.522095 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.0966448 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.170337 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.129847 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.00627138 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.0463896 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.233925 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.0245618 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.230484 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.13068 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.396975 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.207033 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.046371 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.39374 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.669922 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.035286 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.677616 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.352052 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.237494 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.138121 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.0873738 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.455623 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.16512 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.00338641 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.452389 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.821125 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.278881 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.533653 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.20705 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.205609 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.0640021 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.15937 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.384078 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.273316 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.153979 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.0905798 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.331063 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.0289839 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.66923 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.254883 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.151131 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.059114 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.137301 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.396975 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.207033 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.046371 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.39374 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.67026 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.349189 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.0637623 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.673362 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.439643 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.137855 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.03962 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.23242 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.30924 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.29898 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.505009 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.258645 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),0.500499 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.292236 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.114447 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.358274 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.18932 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.0370629 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.171818 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.412509 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.275855 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.239492 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.701269 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.0389742 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.198924 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.698035 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.242426 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.110005 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.65073 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.33008 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.13951 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.0386377 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.11857 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.384929 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.269082 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.162157 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.468295 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.0909839 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.124156 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.472842 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.250382 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.115744 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.610888 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.265494 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.147466 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.0361301 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.0689378 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.258044 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.115896 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.166365 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.0802776 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.0388489 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.0271181 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.0166503 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.000314988 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.439851 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.354081 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.331063 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.228147 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.470885 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.180335 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.0991873 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.157117 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.61144 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.474023 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-2.43814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.204462 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.924867 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),0.644269 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-2.61655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.0763079 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-1.20417 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-1.2919 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),0.835016 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-2.50968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.12617 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.108106 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.489118 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.276333 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.144911 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-1.28287 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.376105 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.182001 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.133155 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-2.04969 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.304974 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.65086 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-2.24578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.230378 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.121126 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.814701 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.372759 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.0961058 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.764954 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-1.23965 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.32792 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.180302 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),0.442958 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-2.47479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.185824 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.0516639 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-1.04371 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.697664 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.340101 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.884602 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-1.35746 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.331341 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.253993 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.166066 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-2.17775 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.357676 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-1.21305 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.726693 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.227443 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.00125663 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.773884 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.463783 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.198434 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.102006 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-1.99275 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-2.24578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.230378 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.121126 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.814701 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.373097 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.140723 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),0.125683 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.727316 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-1.25001 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.180035 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.0575738 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-1.82187 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.284128 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-1.09524 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-2.61655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,4),-0.121345 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),-1.18589 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.348527 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),0.0255097 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-1.57169 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.448606 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.179523 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-2.30659 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.479912 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-1.2919 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.713347 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-2.38929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),0.164047 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),-0.0876385 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),-0.958203 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.385621 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.0914849 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.984487 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-1.51767 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.4857 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.103438 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-1.94721 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.341592 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-1.18682 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.644386 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-2.50301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),0.122106 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),-0.135651 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),-1.06891 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.456585 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.110838 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.920495 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-1.50697 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.556664 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.15145 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.156194 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.299144 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-1.12783 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.646407 # DEPENDENCYPART_GRANDPAR
(2,15),(15,3),0.230985 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),-0.015668 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.0274217 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.0796327 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-2.12323 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-1.28988 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.715686 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.110979 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-2.26717 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.41909 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-1.39922 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.197623 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.09844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.254743 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.771589 # DEPENDENCYPART_GRANDPAR
