# _root_ Πιο μακροπρόθεσμα , όταν η νομοθεσία αρχίσει να γίνεται περισσότερο σεβαστή , θα μπορέσει ίσως να αρθεί αυτή η απαγόρευση .
#goldHeads=2,14,4,14,6,9,4,9,7,11,9,14,14,0,14,17,14,20,20,17,0,
#predictedHeads=2,10,4,0,6,7,4,9,7,11,9,14,14,11,14,17,14,20,20,17,0,
(14,7),(14,12),-0.0081359 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0196345 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.00790962 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0222761 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.0605484 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0153775 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0379067 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.00428839 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0626953 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.00917981 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.016144 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.00953762 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0183536 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0588257 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0169492 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0355839 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0232698 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.00766011 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.108899 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.000216484 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.00459403 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0195305 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0124244 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0410046 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.00291475 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0302253 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.027679 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.00586088 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0159104 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.000520042 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0413082 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.029879 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0289792 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0119788 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00743939 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.00230941 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0680622 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0316573 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0148116 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0646681 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.029113 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0235771 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0118572 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0133045 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0197943 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0320719 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.00145969 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0706857 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.054214 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0735578 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.0167036 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.064858 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.00204953 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0499325 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.0304178 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.00869379 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.0418301 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.0120064 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0490749 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0304167 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.00917941 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0416911 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0125609 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.070381 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.138264 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0148378 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.171042 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.136114 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0137769 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.00961634 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.000113808 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.122244 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.039525 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.0228346 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.0114749 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.0196834 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.0234422 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.0202547 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.0126743 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.0133038 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.0191499 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0689135 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.0261739 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.00798608 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.00623015 # DEPENDENCYPART_SIBL
(17,1),(17,21),-0.0371041 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.0114749 # DEPENDENCYPART_SIBL
(17,2),(17,6),0.0196834 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.0234422 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.0202547 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.0126743 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0133038 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.0191499 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.0689135 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0261739 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.00798608 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.00623015 # DEPENDENCYPART_SIBL
(17,2),(17,21),-0.0371041 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.0236688 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.00436205 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0281032 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.000130183 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0140269 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.00735579 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.0277307 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.011404 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.00500076 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.0214368 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.0419869 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.0158085 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.0606451 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.0418043 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.025239 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.00344615 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.00190485 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.0040491 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.018544 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.0101657 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.00888147 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0213468 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0107932 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0141312 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0199773 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0720327 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.027546 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.00900711 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.00778293 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.0386843 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.00230779 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0373351 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0220642 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0547176 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.045123 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.00528045 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.00172343 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0410685 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.00345132 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0621783 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.121372 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0243191 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0270464 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.00132818 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0661995 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.00231278 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.162347 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.00943083 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0110553 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0132652 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0377454 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0590221 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0144034 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.00407619 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0181701 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0121169 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0268281 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0623234 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.146588 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.090899 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.000449475 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0590251 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0421366 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.025887 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0370601 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.067753 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0217271 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0635358 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.123398 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.00652682 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0256102 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0566812 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.01848 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0525166 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.0287664 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.224117 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.142546 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.1721 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.284822 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.21491 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.24714 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.369254 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.465106 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.417347 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.0287664 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.224117 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.142546 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.1721 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.373629 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.0182344 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.14627 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.0363487 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.197749 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.39341 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0121923 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.368085 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.336167 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.41391 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.0866567 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.0475652 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.0289073 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.193702 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),-0.0144146 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.275302 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.116562 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.10826 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.288949 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.137158 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.382066 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.177101 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.136308 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.414795 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.42396 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.0320962 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.355187 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.11454 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.20978 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.0517203 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.12624 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.0367879 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.0541967 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.187134 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.0933705 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.0340229 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.0376047 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.249594 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),-0.0623729 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),0.0807798 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.461234 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.0693701 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.361865 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.140959 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.194627 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.0565366 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.404285 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.349723 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.0837456 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.149837 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.134616 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.290366 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.0105817 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.00805587 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.205384 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),6.32581e-05 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),0.141593 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.428676 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.036812 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.280056 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.0753676 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.359741 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.0366489 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.551117 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.21067 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.248255 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.362549 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.466221 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.0598208 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.232054 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.0218163 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.15725 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.267286 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.321415 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.413817 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.411235 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.0883442 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.254775 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.422757 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.191937 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.25273 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.409903 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.271404 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.417033 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.0251696 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.347336 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.109598 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.0500564 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.386217 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.0617155 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.214833 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.309698 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.161193 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.266128 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.0419846 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.368151 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.248044 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.0680264 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),0.0747239 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.41653 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.211878 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.1038 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.0298287 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.46533 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.458393 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.135347 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.425222 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.0333587 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.115802 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),0.0536706 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.206644 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.303523 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.170306 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.00267684 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.250292 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.616404 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.345472 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.411604 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.0616254 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),0.0793613 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.375006 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.0449073 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.417669 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.665168 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.548917 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),0.0342243 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.502552 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.723505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.198139 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.0730935 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.294119 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.212428 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.787198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.0456458 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.0790842 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.132192 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.451188 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.510319 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.791859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.050307 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.172489 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.498225 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.222054 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.543867 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.139981 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.364916 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.413401 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.741991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),-0.000438585 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.0993417 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.0193818 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.480875 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.0387803 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.463073 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.138581 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.264826 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.330023 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.352611 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.147383 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.355309 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.103614 # DEPENDENCYPART_GRANDPAR
(1,7),(7,20),-0.354934 # DEPENDENCYPART_GRANDPAR
(1,7),(7,21),-0.366752 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.737733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.00381904 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.102891 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.0190386 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.483839 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),0.033071 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.144791 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.315957 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.27151 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.330157 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.371833 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.444194 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.14782 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.361993 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.104265 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),-0.354548 # DEPENDENCYPART_GRANDPAR
(1,9),(9,21),-0.370156 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.712172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.0293801 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),-0.0719701 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.00823221 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.167291 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.0891958 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.489244 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.459805 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.22545 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.483819 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.183476 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),-0.0334544 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),-0.228206 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.149784 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.422682 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.472372 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.380397 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.557259 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.338422 # DEPENDENCYPART_GRANDPAR
(1,12),(12,20),-0.594984 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-0.743327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,2),-0.00177488 # DEPENDENCYPART_GRANDPAR
(1,14),(14,3),-0.101322 # DEPENDENCYPART_GRANDPAR
(1,14),(14,4),0.0191351 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),0.0413837 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),-0.142161 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),-0.064896 # DEPENDENCYPART_GRANDPAR
