# _root_ Ο κ. Γιούνκερ εκτίμησε ωστόσο ότι στις συνομιλίες , που διήρκεσαν σχεδόν δέκα ώρες , επιτεύχθηκε πρόοδος .
#goldHeads=3,3,4,5,0,4,16,7,11,11,8,13,14,11,11,6,16,0,
#predictedHeads=3,3,4,0,4,5,16,7,11,11,8,13,14,11,16,0,16,0,
(15,13),(15,16),0.0657744 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0967527 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0191486 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0230122 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.212045 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.00663543 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.00647036 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.127032 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.10367 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.0253832 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.0393543 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0519475 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.0130024 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.183067 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0490878 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.283262 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0252631 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0171432 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.068965 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.184311 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0490878 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0188078 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0180964 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0314913 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0444564 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.00812668 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0734877 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.00752409 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.214332 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.120088 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.00838797 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0450057 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0745998 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.00752409 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0182811 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0382208 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0315362 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.0015954 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0345425 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.00565939 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.133686 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0162338 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.00125393 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.0069607 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0356547 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.00565939 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0148577 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0423195 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.0313838 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.0673016 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0378556 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.155773 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0536321 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0324142 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0191868 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0684138 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0378556 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0871561 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0863756 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.0164259 # DEPENDENCYPART_SIBL
(16,7),(16,9),4.7927e-06 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.25748 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.000321114 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0380856 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0339251 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.017538 # DEPENDENCYPART_SIBL
(16,7),(16,15),4.7927e-06 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0350053 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0545411 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0401423 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.281557 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0235617 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0154418 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0672636 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.182609 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0401423 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.016219 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0157038 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.0239426 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0033931 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0309115 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.00734701 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.00113175 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0106972 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0102458 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0661995 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.128937 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0820367 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0620943 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.011137 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0163077 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.00567485 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0532278 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.00838743 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0450054 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0745995 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.00752377 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0181224 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0377604 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.00499092 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0118987 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0111703 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0230522 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0429463 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.025304 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.00925697 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0189887 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0482602 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0508051 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.018311 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0176027 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0102458 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0661995 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0720124 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0271366 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0139217 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0336171 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0645251 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.02733 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0299739 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.00821055 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0191414 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0125538 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.00439996 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0354029 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0101401 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0570432 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.122371 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.013928 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.00255459 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.184067 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.0310024 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.218741 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.010524 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.36358 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0985156 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.0289036 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.360462 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.119312 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0786057 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.194741 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.137654 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.291123 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.138551 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.138538 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.166487 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.0452842 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.119205 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.141334 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.0579676 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.0752825 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.198351 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.162234 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.180249 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.876847 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.00254819 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.348571 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.454297 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.162572 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.127635 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.291788 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.450385 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.0540528 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.18892 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.188106 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.116773 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.431998 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.0093703 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.323478 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.0519152 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.406946 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.38637 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.385365 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),-0.218649 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.067172 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.523342 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.175557 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.466904 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.267174 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.845614 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.174391 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.273871 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.234604 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.380558 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.31066 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.133293 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.632528 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.110172 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.142808 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.461955 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.328608 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.804242 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.115679 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.308317 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.345476 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.234073 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.276481 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.316251 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.193405 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.613313 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.0756568 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.147771 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.215715 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.254904 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.0883271 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.78382 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.1187 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.0827081 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.136637 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.0603277 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.107238 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.0705858 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.200711 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.523341 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.175557 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.385287 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-1.00704 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.0102285 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.478771 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.296375 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.144104 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.110072 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.310665 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.632528 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.461955 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.328608 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.38041 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.221847 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.334137 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.0543935 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.276481 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.316251 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.193345 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.612843 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.0757164 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.147831 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.215863 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.254964 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.0883868 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.777792 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.0785618 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.330336 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.191749 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.265343 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.0201327 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.071282 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.201407 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-1.00442 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.477841 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.390451 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.227549 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.0491147 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.246278 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.386113 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.494239 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.377942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.342791 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.200532 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.102178 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.0742636 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.329256 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.156926 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.769741 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.469786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.104165 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0853614 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.122424 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.208337 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.16858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),-0.397238 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.1577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,1),-0.773447 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.539383 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.676032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.139036 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.146512 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.267774 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.265729 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.128605 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.396488 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.420258 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.529438 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.214985 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.594034 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.484249 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.782799 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.688663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.172198 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.219202 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.362149 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.414595 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.207821 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.400476 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.514234 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.671657 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.294201 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.473317 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.528614 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.211044 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.250479 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.226357 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.336859 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.299198 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.538927 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.393272 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.32322 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.294461 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.425565 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.336374 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.5723 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0135866 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.85648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.115698 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.0855137 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.602404 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.156986 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.340125 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.01283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.396232 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0811008 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0409723 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.142337 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.0166279 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),0.0245408 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.307463 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),0.109766 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.74204 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.191022 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),0.57422 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.129743 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.283696 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),0.0971725 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.441717 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.162665 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.044397 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.135095 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.196093 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.331316 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.914911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.75138 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0107955 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.108436 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.822398 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.0967388 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),0.0279616 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.620061 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.269608 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.582308 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.271583 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.27586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.632719 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.409202 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.130525 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0876734 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.966952 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.375059 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.0941474 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.465985 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),0.0441329 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.778975 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.244086 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.0724239 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.17308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.553991 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.319674 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.151011 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.201114 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.166132 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.794553 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.0634396 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.690706 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.308884 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),0.0833231 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.844684 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.616604 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.192538 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.218816 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-1.12022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.62905 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.0190171 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.113861 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.230687 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.831216 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.208582 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.437714 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),0.0215635 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.839811 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.750561 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.265172 # DEPENDENCYPART_GRANDPAR
