# _root_ Καθορίσαμε ορισμένους επιμέρους στόχους , ορισμένες τιμές στόχους για το έτος 2010 , τις οποίες πρέπει να σεβαστούμε .
#goldHeads=0,4,4,5,1,7,5,7,8,11,9,11,16,15,18,7,18,16,0,
#predictedHeads=0,4,4,1,1,7,8,1,8,11,9,11,16,15,18,11,18,16,0,
(18,8),(18,12),-0.0956939 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0401875 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0746298 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.147756 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0399735 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.000428975 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.016081 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.00938184 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.0309172 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0329522 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0381082 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.123729 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.00853177 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0185312 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0364773 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0926486 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0364466 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0711511 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.143923 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0368383 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0111377 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0254055 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.00401134 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0486464 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0588927 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.026216 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0211764 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0558037 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0375325 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0338618 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0239701 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.121372 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0661995 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0323738 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.00608158 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.00374158 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0894179 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.00535692 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0647469 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0575556 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.201552 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0524953 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.090899 # DEPENDENCYPART_SIBL
(19,1),(19,12),0.00623549 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.0297131 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0390061 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.0311275 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.0702961 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.0539852 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0713069 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0544869 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0257965 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0628122 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.211261 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0414985 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.0830282 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0796485 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.111312 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.0567844 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.0158538 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.120019 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.220759 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.281458 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.119968 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),-0.317073 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),-0.104628 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.693033 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.194225 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.343168 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.191251 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.204489 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.244286 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.040292 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.74714 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.00204807 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.47902 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.384344 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.476543 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.340334 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.380138 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.29897 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.614593 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.424664 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.533908 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.324318 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.689898 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.106547 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.351791 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.178619 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.346064 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.188145 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.227948 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.0125742 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.420665 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.179704 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.798128 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.0251393 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.258236 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.277583 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.32072 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.152816 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.192619 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.0824845 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.293714 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),-0.220168 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.243155 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.316385 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.153734 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.204742 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.244539 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.0382054 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.477234 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.451782 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.30597 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),-0.189588 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.0440926 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.145489 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.0144168 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.412482 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.00377282 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.496034 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.55543 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.256739 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.100211 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.779353 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.094118 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),-0.206643 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.204081 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),0.000871572 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.232462 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.0656591 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.105199 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.0206044 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.332652 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.389955 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.0394482 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.500313 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.548634 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.371543 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.484809 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.104628 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.564766 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.571971 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),0.170588 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.72671 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.49858 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.30195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.144066 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.294998 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.0596915 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.223987 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.161698 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.0833381 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.35097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.146578 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.27284 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.0322619 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.348639 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.246138 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.13954 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.184328 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.121141 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),0.0113644 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.339383 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.505871 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.14417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.265908 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.264021 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.0794752 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.155988 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.0872328 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),0.298447 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),0.0875982 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),0.0121765 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),0.220912 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.51459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.0555971 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.102231 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.311538 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.353836 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.300952 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),0.0847279 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.112658 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),0.00536694 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.510762 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.327452 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.431728 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.166065 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.219763 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.165922 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.0717268 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.0919295 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-1.14778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.257898 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.260294 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.515764 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.117246 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.172707 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),0.299491 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),0.0767645 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),0.0447973 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),0.00982252 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),0.0563162 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),0.212966 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.133721 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-1.14417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.265908 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.264021 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),0.519337 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.164697 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.0141988 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),0.0875982 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),0.250576 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),0.043753 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),0.0121765 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),0.220912 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.125775 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),0.256675 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),0.0419087 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),0.0466626 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),0.0318446 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),0.094746 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.435286 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.167958 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),0.135322 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),0.0236375 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),0.0552944 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),0.214185 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.132501 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.431659 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.00146797 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),0.0466577 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-1.51459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,4),0.311538 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),0.120984 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.482883 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.219662 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),0.178238 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.0764041 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.0777497 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.276275 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.619937 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-0.510762 # DEPENDENCYPART_GRANDPAR
(1,18),(18,1),-1.40717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,18),(18,2),0.00866112 # DEPENDENCYPART_GRANDPAR
(1,18),(18,3),0.156763 # DEPENDENCYPART_GRANDPAR
(1,18),(18,4),0.207074 # DEPENDENCYPART_GRANDPAR
(1,18),(18,5),0.13285 # DEPENDENCYPART_GRANDPAR
(1,18),(18,6),-0.426278 # DEPENDENCYPART_GRANDPAR
(1,18),(18,7),-0.324234 # DEPENDENCYPART_GRANDPAR
(1,18),(18,8),0.0737736 # DEPENDENCYPART_GRANDPAR
(1,18),(18,9),-0.0368636 # DEPENDENCYPART_GRANDPAR
(1,18),(18,11),-0.181542 # DEPENDENCYPART_GRANDPAR
(1,18),(18,12),-0.10295 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),0.111952 # DEPENDENCYPART_GRANDPAR
(1,18),(18,14),-0.401363 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),-0.825476 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-0.184813 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),0.440388 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-0.445815 # DEPENDENCYPART_GRANDPAR
(1,19),(19,1),-1.5041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,19),(19,12),-0.0904728 # DEPENDENCYPART_GRANDPAR
(1,19),(19,16),-0.270159 # DEPENDENCYPART_GRANDPAR
(1,19),(19,17),0.111225 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),-0.594663 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.08395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.195433 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.470848 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.354991 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.925294 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.633823 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.763583 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.297215 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.48344 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.583739 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.435742 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-0.575376 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-0.615487 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.312273 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.6252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.0596359 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0442057 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.513771 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.222845 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.352371 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),0.0378819 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.0757993 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.124957 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.167618 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.265731 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.354724 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.571057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.253998 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.0732972 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.549872 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.277835 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.40736 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.0703634 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.213012 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.0765982 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.348552 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.65871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.227246 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.0731021 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.533477 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.266488 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.396013 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.0644844 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.0969727 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.253513 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.354475 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.572526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.253989 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.0150311 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.0144569 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.409195 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.406354 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.0659464 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.124566 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.213016 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.153975 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.0801883 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.195353 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.354724 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.571057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.253998 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.0149543 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.407725 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.149258 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.0703634 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.870417 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.125572 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.213012 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.0765982 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.191763 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.349024 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.915119 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),0.013994 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.159058 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.125016 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.271107 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.00799391 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.07874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),0.0433174 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.297459 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.54564 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.371748 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.327257 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.567913 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.58069 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.617113 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.445333 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-0.702388 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-0.59874 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0272709 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.07406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.00790685 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.385882 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.422985 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.378481 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.557692 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.500607 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.468362 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.691903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.0043961 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.120934 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.0163054 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.0616655 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.111564 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.17854 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.210492 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.49055 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.43018 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.693921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.446448 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.21265 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0856641 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.0403037 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.260966 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.210019 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.321108 # DEPENDENCYPART_GRANDPAR
