# _root_ * Επισκεφθείτε τις ερημικές παραλίες της νότιας Ρόδου , από το Πρασονήσι έως το Πλυμήρι , που προσφέρονται για απομόνωση και ηρεμία .
#goldHeads=0,0,5,5,2,8,8,5,2,5,12,10,5,15,13,18,18,5,18,21,19,21,0,
#predictedHeads=0,0,5,5,2,8,8,5,2,2,12,10,12,15,13,18,18,15,18,21,19,21,0,
(15,11),(15,16),-0.0757684 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.182432 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.00136713 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0358704 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.044392 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.044392 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0151521 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.167727 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0120242 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.131455 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.000152955 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.00303971 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0032421 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0032421 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.171443 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0405068 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.133742 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.00723091 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0402244 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0401004 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0401004 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0757684 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.182432 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.00136713 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0358704 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.044392 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.044392 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0050201 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0166589 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.00369908 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0608782 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0608782 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0647455 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.00783431 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.113474 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.113474 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0456005 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0184964 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0184964 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.00207165 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.00207165 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.122205 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.139158 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.0723358 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.0444518 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.160819 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.040799 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.0447821 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0333058 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0447821 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0388942 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.00834998 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.00759944 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.000411479 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.000411479 # DEPENDENCYPART_SIBL
(16,1),(16,23),0.0570606 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.000284518 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.0157021 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.226702 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.00612733 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0156476 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.00165602 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0156476 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.0213038 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.2618 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.0895893 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.050327 # DEPENDENCYPART_SIBL
(16,2),(16,22),0.050327 # DEPENDENCYPART_SIBL
(16,2),(16,23),0.0140893 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.0504278 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.410952 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.00174288 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.0505205 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0002128 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.0505205 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.00273934 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0208026 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.0283794 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.214955 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.214955 # DEPENDENCYPART_SIBL
(16,5),(16,23),0.00306043 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.335165 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0305165 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.00390128 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0324722 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.00390128 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.00594967 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.024222 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0319105 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.214642 # DEPENDENCYPART_SIBL
(16,8),(16,22),0.214642 # DEPENDENCYPART_SIBL
(16,8),(16,23),0.00651782 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.00369325 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.186654 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0170885 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.186654 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0685289 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.00548204 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0198942 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0246367 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.0246367 # DEPENDENCYPART_SIBL
(16,9),(16,23),-0.0652742 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.037561 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0573395 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.037561 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0233478 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0410898 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.309534 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0377569 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0377569 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.00658395 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0324493 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.00371864 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.00612472 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0250001 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0321372 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.216411 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.216411 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.00673526 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0324124 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0193485 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0586309 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.282574 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0661561 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0661561 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.00485694 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.00612472 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0250001 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0321372 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.216411 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.216411 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.00673526 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.035403 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.00264161 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.065938 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.065938 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.0112849 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0398825 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.00646932 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.00646932 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.127646 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.010118 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.010118 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0235808 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0437396 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.104302 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.104302 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0149639 # DEPENDENCYPART_SIBL
(18,1),(18,2),0.000316396 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.00982885 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0116592 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.00982885 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.0075416 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.0635047 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.00826779 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.00697677 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.00566356 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0424072 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.00697677 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0635047 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0794737 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.103458 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.098835 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.0299523 # DEPENDENCYPART_SIBL
(18,1),(18,22),-0.098835 # DEPENDENCYPART_SIBL
(18,1),(18,23),0.0369893 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.0621629 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.0795504 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.0621629 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.0741171 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.00752415 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.0228607 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.0738047 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0151583 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.047362 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0738047 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.00752415 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.214331 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.008082 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.013794 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.0295689 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.013794 # DEPENDENCYPART_SIBL
(18,2),(18,23),-0.0376689 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.061758 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.0283665 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.056455 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.00230779 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.0324666 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.0555157 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0213104 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0181014 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0555157 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.00230779 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.158672 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0114421 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.00154277 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.00840329 # DEPENDENCYPART_SIBL
(18,4),(18,22),0.00154277 # DEPENDENCYPART_SIBL
(18,4),(18,23),-0.0410685 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0597305 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.175421 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.0256136 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.0257783 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.175096 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0292769 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0647448 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.175096 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0256136 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.281557 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.0284753 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.00534084 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.0189774 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.00534084 # DEPENDENCYPART_SIBL
(18,5),(18,23),-0.0150418 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.056455 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.00230779 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0324666 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.0555157 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0213104 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0181014 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0555157 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.00230779 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.158672 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0114421 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.00154277 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.00840329 # DEPENDENCYPART_SIBL
(18,7),(18,22),0.00154277 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.0410685 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.0430939 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.0257583 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.181542 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0292569 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0647712 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.181542 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0430939 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.281575 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0271941 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0122603 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.00982699 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.0122603 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.0164484 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.00831979 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.00336588 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0311877 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0504973 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.00336588 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0106972 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0239426 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0272762 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.00128132 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0111315 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.00128132 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0661995 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0117582 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0223601 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0101219 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0117582 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.0126085 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.231664 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0220448 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0377249 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.00078822 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.0377249 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.0359823 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0292368 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0647448 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.181366 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0401423 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.281557 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0279619 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.00977133 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.00895803 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.00977133 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0157035 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0150474 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0023599 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0408998 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.225197 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.00262478 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0128053 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.00531329 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0128053 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0368105 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.00356618 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.000344501 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0991664 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0361793 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.00130232 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0456997 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.00130232 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0870743 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0401423 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.281557 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0279619 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.00977133 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.00895803 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.00977133 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0157035 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0239426 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0272762 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.00128132 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0111315 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.00128132 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0661995 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0660087 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.00479672 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0107271 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.00479672 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0482883 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.00990922 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.177591 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.00990922 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0176409 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.201963 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.225248 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0701243 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0108794 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.0195206 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.0701243 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.502861 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.541529 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.171844 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.110002 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0383057 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.171844 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.00548224 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0277211 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0123224 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0134373 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0542152 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.00474226 # DEPENDENCYPART_SIBL
(21,1),(21,2),0.0373573 # DEPENDENCYPART_SIBL
(21,1),(21,4),-0.0355219 # DEPENDENCYPART_SIBL
(21,1),(21,5),-0.0402973 # DEPENDENCYPART_SIBL
(21,1),(21,7),-0.0355219 # DEPENDENCYPART_SIBL
(21,1),(21,8),-0.0541345 # DEPENDENCYPART_SIBL
(21,1),(21,9),-0.0193775 # DEPENDENCYPART_SIBL
(21,1),(21,10),-0.0576868 # DEPENDENCYPART_SIBL
(21,1),(21,12),-0.0516855 # DEPENDENCYPART_SIBL
(21,1),(21,13),-0.0482688 # DEPENDENCYPART_SIBL
(21,1),(21,15),-0.0516855 # DEPENDENCYPART_SIBL
(21,1),(21,16),-0.0193775 # DEPENDENCYPART_SIBL
(21,1),(21,17),-0.0379472 # DEPENDENCYPART_SIBL
(21,1),(21,18),0.0373573 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.0375635 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.0516855 # DEPENDENCYPART_SIBL
(21,1),(21,22),-0.101746 # DEPENDENCYPART_SIBL
(21,1),(21,23),0.017199 # DEPENDENCYPART_SIBL
(21,2),(21,4),-0.140351 # DEPENDENCYPART_SIBL
(21,2),(21,5),-0.178696 # DEPENDENCYPART_SIBL
(21,2),(21,7),-0.140351 # DEPENDENCYPART_SIBL
(21,2),(21,8),-0.184882 # DEPENDENCYPART_SIBL
(21,2),(21,9),-0.00551611 # DEPENDENCYPART_SIBL
(21,2),(21,10),-0.0893913 # DEPENDENCYPART_SIBL
(21,2),(21,12),-0.183159 # DEPENDENCYPART_SIBL
(21,2),(21,13),-0.0857045 # DEPENDENCYPART_SIBL
(21,2),(21,15),-0.183159 # DEPENDENCYPART_SIBL
(21,2),(21,16),-0.00551611 # DEPENDENCYPART_SIBL
(21,2),(21,17),-0.13942 # DEPENDENCYPART_SIBL
(21,2),(21,18),-0.0571729 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.073991 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.183159 # DEPENDENCYPART_SIBL
(21,2),(21,22),-0.057607 # DEPENDENCYPART_SIBL
(21,2),(21,23),-0.0023985 # DEPENDENCYPART_SIBL
(21,4),(21,5),-0.000101694 # DEPENDENCYPART_SIBL
(21,4),(21,7),0.0293337 # DEPENDENCYPART_SIBL
(21,4),(21,8),-0.00668325 # DEPENDENCYPART_SIBL
(21,4),(21,9),0.173906 # DEPENDENCYPART_SIBL
(21,4),(21,10),-0.0152958 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.00308647 # DEPENDENCYPART_SIBL
(21,4),(21,13),-0.00933091 # DEPENDENCYPART_SIBL
(21,4),(21,15),-0.00308647 # DEPENDENCYPART_SIBL
(21,4),(21,16),0.173906 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.00927494 # DEPENDENCYPART_SIBL
(21,4),(21,18),0.0284974 # DEPENDENCYPART_SIBL
(21,4),(21,19),0.00454681 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.00308647 # DEPENDENCYPART_SIBL
(21,4),(21,22),0.00460544 # DEPENDENCYPART_SIBL
(21,4),(21,23),-0.0177375 # DEPENDENCYPART_SIBL
(21,5),(21,7),-0.0513864 # DEPENDENCYPART_SIBL
(21,5),(21,8),-0.0237569 # DEPENDENCYPART_SIBL
(21,5),(21,9),0.116616 # DEPENDENCYPART_SIBL
(21,5),(21,10),-0.0760788 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.0220213 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.0764002 # DEPENDENCYPART_SIBL
(21,5),(21,15),-0.0220213 # DEPENDENCYPART_SIBL
(21,5),(21,16),0.116616 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.105174 # DEPENDENCYPART_SIBL
(21,5),(21,18),0.0321941 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.0671796 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.0220213 # DEPENDENCYPART_SIBL
(21,5),(21,22),0.126277 # DEPENDENCYPART_SIBL
(21,5),(21,23),-0.0297337 # DEPENDENCYPART_SIBL
(21,7),(21,8),-0.00668325 # DEPENDENCYPART_SIBL
(21,7),(21,9),0.173906 # DEPENDENCYPART_SIBL
(21,7),(21,10),-0.0152958 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.00308647 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.00933091 # DEPENDENCYPART_SIBL
(21,7),(21,15),-0.00308647 # DEPENDENCYPART_SIBL
(21,7),(21,16),0.173906 # DEPENDENCYPART_SIBL
(21,7),(21,17),-0.00927494 # DEPENDENCYPART_SIBL
(21,7),(21,18),0.0284974 # DEPENDENCYPART_SIBL
(21,7),(21,19),0.00454681 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.00308647 # DEPENDENCYPART_SIBL
(21,7),(21,22),0.00460544 # DEPENDENCYPART_SIBL
(21,7),(21,23),-0.0177375 # DEPENDENCYPART_SIBL
(21,8),(21,9),0.102612 # DEPENDENCYPART_SIBL
(21,8),(21,10),-0.0723249 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.0223808 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.0726464 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.0223808 # DEPENDENCYPART_SIBL
(21,8),(21,16),0.102612 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.101458 # DEPENDENCYPART_SIBL
