# _root_ Στις διάφορες δράσεις κατέστη δυνατόν , όπως επιθυμούσαμε , να γίνει ισόρροπη κατανομή πόρων μεταξύ ανταλλαγής νέων και εθελοντικής υπηρεσίας .
#goldHeads=4,3,1,0,4,8,8,4,8,11,4,13,11,13,13,18,16,15,20,18,0,
#predictedHeads=4,3,1,0,4,8,8,4,8,11,8,13,11,13,14,15,18,20,18,16,0,
(11,8),(11,19),-0.0118998 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.00134302 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0477356 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.101211 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0137894 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.032489 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0319797 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0253102 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0320611 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0177585 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0259991 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0137894 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0320127 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0710995 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0458118 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.12788 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.127458 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0426521 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.127459 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0369096 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0420209 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0458118 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.127458 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.131305 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0493804 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0494218 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0415717 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0493779 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.110677 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.158857 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.110668 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0493779 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0764639 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.218422 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.001354 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.218382 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.106361 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.200248 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.104796 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.218387 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0597896 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0013486 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.218377 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.106356 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.200248 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.104791 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.218383 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.061434 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0147615 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0776141 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0632192 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0776057 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0147615 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0442465 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.106354 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.200241 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.104789 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.21838 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.0597785 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.160086 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.111897 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0506067 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.0776924 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0564562 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0212014 # DEPENDENCYPART_SIBL
(11,18),(11,21),0.0134191 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.0493775 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.0764638 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.0601475 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0134092 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.00260945 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0300145 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0288144 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0300145 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0425336 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.104108 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.104031 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.104113 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0330098 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0330078 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0330098 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.108528 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.108488 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.10849 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.00950048 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0203091 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0284514 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.00555497 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0621966 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.00603616 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0380778 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0236221 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0450452 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.00704617 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0573559 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0152529 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0262798 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0710079 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.026681 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0176062 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.026905 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.024785 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0277201 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0285296 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0063535 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.062319 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.00683469 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0382872 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0151715 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0452546 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0078447 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.00217362 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0573975 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.00172264 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0274948 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.00303942 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0250477 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.000602199 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0464544 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.122637 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0214267 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.174313 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0198734 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.122652 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0222447 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0132882 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.00267343 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0132826 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.0222395 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0209954 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.173872 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0194422 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.12222 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0949918 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0362948 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0250142 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0134969 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0047477 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0320711 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0150423 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0646092 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.070895 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0267941 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0183007 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0277551 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0254795 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0240218 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0574627 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.00178776 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0269785 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.00245661 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0245313 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0368188 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.00288018 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00417883 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.00469756 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.00842341 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0222447 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0138504 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.00202371 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0138448 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0215576 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.174521 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0200044 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0956685 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0368839 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0144681 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0153733 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0153557 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.00551002 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.105021 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0129085 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.00557499 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.00735647 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.00840946 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.00275556 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.000835308 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.00837964 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.00471777 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.00205742 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.00235768 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.000743798 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.00828116 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.00431989 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.00331515 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0562903 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.152128 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.149324 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0457668 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0716257 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0208865 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0402332 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0166972 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0393368 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0461358 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.024238 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0241343 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.00839387 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.02756 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.00323516 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0251129 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.000667385 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.031001 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0159887 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0110705 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.00327164 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.00602416 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.00751622 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.00417711 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.00897582 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0107074 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0033623 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.00592653 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.00760689 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.00378037 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0102349 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0112164 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.00136596 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0183955 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0165755 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0117114 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0949918 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0362948 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0250142 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0571615 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0134966 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.00474744 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0406113 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0320711 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.064219 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.057142 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0243634 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.014426 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.00782443 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0312214 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0769016 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0316895 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.00849004 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0118474 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0172611 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.00792232 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0314202 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0773348 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.00591786 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.00649073 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.00619851 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.034503 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.0307339 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.0376793 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0415796 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.0440118 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.0320841 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.0342708 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.0440118 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.0314392 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.0344791 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.0316518 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0410582 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.0202661 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0303882 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0407225 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0278623 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0761063 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.0284128 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.00367005 # DEPENDENCYPART_SIBL
(18,2),(18,4),0.0317687 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.0228562 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.173691 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.0481467 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.0279029 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.173691 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.0256784 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.0298614 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0033741 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.014035 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0144593 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.00332739 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.0247876 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.389409 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.00699928 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.0184118 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.0456186 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.055313 # DEPENDENCYPART_SIBL
(18,3),(18,6),0.113747 # DEPENDENCYPART_SIBL
(18,3),(18,7),0.00738911 # DEPENDENCYPART_SIBL
(18,3),(18,8),0.0417528 # DEPENDENCYPART_SIBL
(18,3),(18,9),0.113747 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.0372356 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.0424141 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.0194279 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0342484 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0580772 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0185357 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.0575503 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.00438017 # DEPENDENCYPART_SIBL
(18,3),(18,20),0.102607 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.0419001 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.146323 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.01179 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.0714252 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.0572536 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.01179 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.0590922 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.138146 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.180614 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.191129 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.118343 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.180459 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.14488 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.00349143 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.0511057 # DEPENDENCYPART_SIBL
(18,4),(18,21),0.00117554 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.16889 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.0364321 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.0226616 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.16889 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.020437 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.0229561 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.00835918 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0190201 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0261859 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.00831247 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.0178824 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.383185 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.00146268 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.0268241 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.0739061 # DEPENDENCYPART_SIBL
(18,6),(18,8),0.0445075 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.0449192 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.0421971 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.000679463 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.00376432 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0231713 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.0166502 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.00461018 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.00703419 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.00412271 # DEPENDENCYPART_SIBL
(18,6),(18,20),0.0250974 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0394682 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.0416758 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.00289566 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.0393129 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.0111501 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0104706 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0250597 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0159943 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.014085 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0173944 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.00502615 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.00207255 # DEPENDENCYPART_SIBL
(18,7),(18,21),0.0101084 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.0100732 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0606793 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.141062 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.183073 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.193588 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.120201 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.182918 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.147797 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.00767262 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0552854 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.00300165 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.0421971 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.000679463 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.00376432 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0231713 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0166502 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.00461018 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.00703419 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.00412271 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.0250974 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0394682 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.143071 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.18498 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.195495 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.122246 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.184825 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.149806 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.00615605 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0418911 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.0108091 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0031332 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0137941 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0143433 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.00308649 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0242599 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.390775 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.00300261 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0177375 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.033506 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.057781 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0177933 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.057254 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.00346355 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.103911 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0420559 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0656795 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0256919 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0653327 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0131161 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0934885 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0499621 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0446742 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0244966 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0246861 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0452941 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0406143 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.057254 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.00327311 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.104035 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0407137 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.362735 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.015391 # DEPENDENCYPART_SIBL
