# _root_ Αποτελεί πρόκληση για όλους εμάς - το Κοινοβούλιο , την Επιτροπή και το Συμβούλιο - να θεσπίσουμε αυτά τα εχέγγυα , διότι είναι δύσκολο να εξακολουθήσουμε να συμφωνούμε ώσπου να τα αποκτήσουμε .
#goldHeads=0,1,1,5,6,3,8,12,12,11,12,6,14,12,6,17,1,20,20,17,17,1,22,23,26,23,28,26,28,32,32,29,0,
#predictedHeads=0,1,2,5,3,4,8,12,12,11,12,3,14,12,6,17,15,19,20,17,22,17,22,23,26,23,28,26,28,32,32,29,0,
(1,12),(12,17),-0.235225 # DEPENDENCYPART_GRANDPAR
(1,12),(12,20),-0.767458 # DEPENDENCYPART_GRANDPAR
(1,12),(12,21),-0.159538 # DEPENDENCYPART_GRANDPAR
(1,12),(12,22),-0.13288 # DEPENDENCYPART_GRANDPAR
(1,12),(12,23),-0.725745 # DEPENDENCYPART_GRANDPAR
(1,12),(12,26),-0.720089 # DEPENDENCYPART_GRANDPAR
(1,12),(12,28),-1.16132 # DEPENDENCYPART_GRANDPAR
(1,12),(12,29),-0.21961 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),-0.28095 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),-0.361767 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.174997 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),0.172454 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.379106 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),0.125214 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),0.0625542 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),0.0983318 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),-0.66052 # DEPENDENCYPART_GRANDPAR
(1,14),(14,32),-0.770726 # DEPENDENCYPART_GRANDPAR
(1,15),(15,2),0.370034 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.389038 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.434243 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.254601 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-0.854481 # DEPENDENCYPART_GRANDPAR
(1,15),(15,21),-0.144625 # DEPENDENCYPART_GRANDPAR
(1,15),(15,22),-0.110328 # DEPENDENCYPART_GRANDPAR
(1,15),(15,23),-0.757262 # DEPENDENCYPART_GRANDPAR
(1,15),(15,24),-0.96209 # DEPENDENCYPART_GRANDPAR
(1,15),(15,26),-0.738416 # DEPENDENCYPART_GRANDPAR
(1,15),(15,28),-1.1806 # DEPENDENCYPART_GRANDPAR
(1,17),(17,1),-1.33751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,17),(17,2),0.28501 # DEPENDENCYPART_GRANDPAR
(1,17),(17,3),0.167319 # DEPENDENCYPART_GRANDPAR
(1,17),(17,4),-0.659816 # DEPENDENCYPART_GRANDPAR
(1,17),(17,6),0.128903 # DEPENDENCYPART_GRANDPAR
(1,17),(17,8),-0.377719 # DEPENDENCYPART_GRANDPAR
(1,17),(17,9),0.124447 # DEPENDENCYPART_GRANDPAR
(1,17),(17,11),-0.483458 # DEPENDENCYPART_GRANDPAR
(1,17),(17,12),-0.0350648 # DEPENDENCYPART_GRANDPAR
(1,17),(17,13),-0.516182 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),-0.520895 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),0.159478 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),0.501703 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),-0.829472 # DEPENDENCYPART_GRANDPAR
(1,17),(17,19),-0.908396 # DEPENDENCYPART_GRANDPAR
(1,17),(17,20),-0.687963 # DEPENDENCYPART_GRANDPAR
(1,17),(17,21),-0.0930619 # DEPENDENCYPART_GRANDPAR
(1,17),(17,22),-0.0262158 # DEPENDENCYPART_GRANDPAR
(1,17),(17,23),-0.600459 # DEPENDENCYPART_GRANDPAR
(1,17),(17,24),-0.801215 # DEPENDENCYPART_GRANDPAR
(1,17),(17,26),-0.600787 # DEPENDENCYPART_GRANDPAR
(1,17),(17,28),-1.04299 # DEPENDENCYPART_GRANDPAR
(1,17),(17,29),-0.127332 # DEPENDENCYPART_GRANDPAR
(1,17),(17,32),-0.986097 # DEPENDENCYPART_GRANDPAR
(1,22),(22,21),0.0879217 # DEPENDENCYPART_GRANDPAR
(1,22),(22,23),-0.389227 # DEPENDENCYPART_GRANDPAR
(1,22),(22,26),-0.409243 # DEPENDENCYPART_GRANDPAR
(1,22),(22,28),-0.850471 # DEPENDENCYPART_GRANDPAR
(1,22),(22,32),-0.794486 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.06141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.139523 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.423336 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-1.58624 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.410669 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.437652 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.322578 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.755211 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.193787 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.758791 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.571986 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.556039 # DEPENDENCYPART_GRANDPAR
(2,1),(1,22),-0.400062 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.13796 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.591281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.135499 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-1.27962 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.00902426 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.314828 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),0.00195266 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.0440286 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),0.348932 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.170341 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.559112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.425285 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-1.28327 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.0270335 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.121374 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.0104766 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),0.293865 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.1119 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.574089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.394845 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.0770203 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-1.07454 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.0597454 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.0412463 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.27276 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),0.271062 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.161573 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.230014 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.126923 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.0215047 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.794709 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.0233925 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.985333 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.310747 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),0.279633 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-1.22081 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.501071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),0.436833 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),0.0710259 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),-1.03781 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.0373312 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.915524 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),0.120161 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),0.137614 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.987752 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.169439 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.696656 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.0505988 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.11073 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.0735411 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-0.245815 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),-0.0640642 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),0.119008 # DEPENDENCYPART_GRANDPAR
(2,12),(12,23),0.158084 # DEPENDENCYPART_GRANDPAR
(2,12),(12,26),-0.1166 # DEPENDENCYPART_GRANDPAR
(2,12),(12,28),-0.236434 # DEPENDENCYPART_GRANDPAR
(2,12),(12,29),-0.0242963 # DEPENDENCYPART_GRANDPAR
(2,17),(17,1),-1.11002 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-0.58969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,3),0.435262 # DEPENDENCYPART_GRANDPAR
(2,17),(17,4),0.0836914 # DEPENDENCYPART_GRANDPAR
(2,17),(17,6),0.0333965 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),0.0288233 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),0.167219 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),-0.301662 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),0.324463 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.738414 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.287404 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.127921 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),0.252507 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-1.29346 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.68391 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.395929 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),0.022012 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),0.144753 # DEPENDENCYPART_GRANDPAR
(2,17),(17,23),0.177962 # DEPENDENCYPART_GRANDPAR
(2,17),(17,24),-0.409006 # DEPENDENCYPART_GRANDPAR
(2,17),(17,26),-0.120235 # DEPENDENCYPART_GRANDPAR
(2,17),(17,28),-0.240544 # DEPENDENCYPART_GRANDPAR
(2,17),(17,29),-0.00853178 # DEPENDENCYPART_GRANDPAR
(2,17),(17,32),-0.0646283 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.20768 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.858685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),0.317662 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),0.00838911 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.242055 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.179713 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.388938 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.29478 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.226325 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.474111 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.589977 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-0.700196 # DEPENDENCYPART_GRANDPAR
(3,1),(1,22),-0.574669 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.279848 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.915266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.235033 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.327336 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.284896 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.274414 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.785559 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.631411 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.449157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.446446 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.144168 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.366356 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.101761 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),0.151328 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.840592 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.317025 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.758135 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.639944 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.457268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.767779 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.396303 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.323222 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.0810261 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.223293 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),0.150049 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.204699 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.30144 # DEPENDENCYPART_GRANDPAR
(3,8),(8,4),0.90615 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.239004 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.116252 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.133976 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.630571 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),0.151163 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),0.0860033 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.77751 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.66077 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.462757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.749581 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.366178 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.214713 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.264843 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.179604 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),0.119098 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),0.00418948 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.218853 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.396567 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.593828 # DEPENDENCYPART_GRANDPAR
(3,9),(9,24),-0.694632 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.127076 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.0116059 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.548252 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.709365 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.0281125 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.251849 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.827164 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.667345 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.476282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.611932 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),0.367568 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),0.135737 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.393362 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.331543 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),0.15728 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.817691 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),0.250888 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.67216 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),0.484998 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.208279 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.226357 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.42199 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.464659 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.134541 # DEPENDENCYPART_GRANDPAR
(3,12),(12,23),-0.271856 # DEPENDENCYPART_GRANDPAR
(3,12),(12,26),-0.392083 # DEPENDENCYPART_GRANDPAR
(3,12),(12,28),-0.38495 # DEPENDENCYPART_GRANDPAR
(3,12),(12,29),-0.379258 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),-0.639944 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),0.161886 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.00972622 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.30144 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.581146 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.439115 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.169883 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-0.350231 # DEPENDENCYPART_GRANDPAR
(3,15),(15,24),-0.681809 # DEPENDENCYPART_GRANDPAR
(3,15),(15,26),-0.466857 # DEPENDENCYPART_GRANDPAR
(3,15),(15,28),-0.460184 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.829622 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.0721663 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.44448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.768893 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.643919 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.623373 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.718578 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.782573 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.251056 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.40545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.501352 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.747433 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.603777 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.792133 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.966312 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.629022 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.668711 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.936116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,8),-0.16074 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.2353 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.806304 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.576795 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.963857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.951583 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.187294 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.402386 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.551581 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.191073 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.267337 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.320658 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.869062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),-0.31364 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.88902 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.47325 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.921441 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.578748 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.224371 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.25288 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.823604 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.581539 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.977133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.929167 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.262814 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.166771 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.561504 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.238324 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.386644 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.262402 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.401674 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.909653 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-1.01625 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-1.30865 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.832835 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.599028 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.971404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.984665 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),-0.349737 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-1.02737 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.114731 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.293951 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.93043 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.443107 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-1.09179 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.232794 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.302416 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.267352 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.815014 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.557421 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.438077 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-0.594288 # DEPENDENCYPART_GRANDPAR
(4,12),(12,26),-0.429046 # DEPENDENCYPART_GRANDPAR
(4,12),(12,28),-0.596877 # DEPENDENCYPART_GRANDPAR
(4,12),(12,29),-0.535552 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.324708 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.178655 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.83388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.0037833 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.254991 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.247801 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.416025 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.697709 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.432513 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),1.01561 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.106366 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.388032 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.0415997 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.0260662 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.218888 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.243419 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.206919 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.239593 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.04523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,8),-0.456262 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.350622 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.662001 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.466198 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.692169 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.408868 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.643717 # DEPENDENCYPART_GRANDPAR
(6,1),(1,22),-0.639963 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.15813 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.272226 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.274913 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.07176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,8),-0.509828 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.454199 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.672383 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.13605 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.202652 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.235996 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.283939 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.05919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.472217 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.385268 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.681951 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.46348 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.42283 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.177722 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.126806 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.211629 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.05401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-0.485205 # DEPENDENCYPART_GRANDPAR
