# _root_ Επίσης , η περιοχή έχει χαρακτηριστεί μόνιμο καταφύγιο άγριων ζώων , ενώ ανάλογης ποικιλότητας και σημασίας είναι και η πανίδα της .
#goldHeads=12,12,4,6,6,12,8,6,10,8,12,0,15,15,17,15,12,20,20,17,20,0,
#predictedHeads=6,6,4,6,6,12,8,6,10,8,12,0,14,15,17,15,12,20,20,17,20,0,
(12,15),(12,17),-0.0176007 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.00625767 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.059808 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0652479 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.123857 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.117292 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.102692 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0308036 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.135042 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0302421 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.0735781 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.059808 # DEPENDENCYPART_SIBL
(12,18),(12,22),0.0652479 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.0306847 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0397267 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.104113 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0075379 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0906481 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0596773 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.104113 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0465918 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.00318903 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0409174 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0039534 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0465918 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.104357 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.109452 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0195667 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.108488 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.00647885 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.00223387 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.00649073 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.014885 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.110297 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.00326729 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.00847906 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0085813 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.00880384 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.00303826 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.00412909 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.00880384 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.048723 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.00241517 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.00412085 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00403971 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.00241517 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.00880384 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.00303826 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.00412909 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.00880384 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0065486 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0055655 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0745375 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.001102 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.172086 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0873827 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0547676 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.0487625 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0116412 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0174574 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.0366051 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0508787 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0366051 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0503467 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0547676 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0134582 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0366051 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0486327 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0196267 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.027785 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.00857439 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.0257373 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.0366727 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.00455116 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.0547887 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.045004 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.000679463 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.00157469 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.000679463 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.00289001 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.0449192 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.0347286 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.000679463 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.00461018 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0183816 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.0166895 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0115547 # DEPENDENCYPART_SIBL
(15,2),(15,20),0.0233943 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.0394682 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.0911794 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.0403482 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.0442507 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.0273847 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.0442507 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0288799 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.100457 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.00601051 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0442507 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0242895 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.098576 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0432526 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0224395 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.0915633 # DEPENDENCYPART_SIBL
(15,4),(15,22),-0.0458436 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0253424 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.118099 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.16397 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.118099 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.163507 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0741967 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0462876 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.118099 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.161793 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0309323 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.552243 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.00812502 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.0341045 # DEPENDENCYPART_SIBL
(15,5),(15,22),0.00426942 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.139716 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.183749 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.139716 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.183286 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.00488088 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0709837 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.139716 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.181572 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0524757 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.503812 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.00827329 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.0556479 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.00160292 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.00526336 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0293337 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.00485457 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.173906 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.0124023 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0293337 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.00308647 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.00703282 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0273917 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0198348 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.00460544 # DEPENDENCYPART_SIBL
(15,7),(15,22),-0.0177375 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0447249 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0254113 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.108243 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0067448 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0447249 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0208209 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.102997 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0385156 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0206031 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.0959843 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.0416442 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.00485457 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.173906 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0124023 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0293337 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.00308647 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.00703282 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0273917 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0198348 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.00460544 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0177375 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.102302 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.00880702 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0467976 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0236353 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.12454 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0219932 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.00410276 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.117528 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.0259181 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0347286 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.000679463 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.00461018 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0183816 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0166895 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0115547 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0233943 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0394682 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0292444 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0381065 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0209916 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.00314535 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0183764 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0241218 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.013413 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.00308647 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.00703282 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0273917 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0198348 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.00460544 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0177375 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.105323 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.037563 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0196725 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0983107 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0407137 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.102055 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0585206 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0874072 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.0292649 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0491291 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.00430119 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.120158 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0470122 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0731364 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.029146 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0233156 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.00539497 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.00931159 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.00109438 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.00568259 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0357572 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0292971 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.00583344 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.00516064 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0010604 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0154143 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0481055 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0873829 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.00903281 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.00476496 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.0669779 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.0394569 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.0181092 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.0127846 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.00238228 # DEPENDENCYPART_SIBL
(17,1),(17,8),0.0396107 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.00238228 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.0398662 # DEPENDENCYPART_SIBL
(17,1),(17,11),0.0669779 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.0157907 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.00238228 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.0398662 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.00965257 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.0396351 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.0222151 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0107333 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.0180392 # DEPENDENCYPART_SIBL
(17,1),(17,22),-0.0536979 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.00540256 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.0329535 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.0194773 # DEPENDENCYPART_SIBL
(17,2),(17,7),0.0117413 # DEPENDENCYPART_SIBL
(17,2),(17,8),-0.00700701 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.0117413 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.00513859 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.015719 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.0268473 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.0117413 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.00513237 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.00487404 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.00529465 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.0152572 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.00771423 # DEPENDENCYPART_SIBL
(17,2),(17,20),0.0410228 # DEPENDENCYPART_SIBL
(17,2),(17,22),-0.0808086 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.000314813 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.0601884 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.0756052 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.238146 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.0756052 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.239163 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0413928 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0704474 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.0756052 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.237722 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0765069 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.237812 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.00197242 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.00898835 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.00548338 # DEPENDENCYPART_SIBL
(17,4),(17,22),-0.0356026 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.122785 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.0536135 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.0717175 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.0536135 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.0716002 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.0438537 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0346555 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.0536135 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0716002 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.0221871 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.0716894 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0504854 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.00180356 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.0462068 # DEPENDENCYPART_SIBL
(17,5),(17,22),-0.0460969 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.0614617 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.0779192 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.0614617 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.0778019 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.0131495 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.0421761 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0614617 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0778019 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0306654 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0778911 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0335976 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0203142 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.0106618 # DEPENDENCYPART_SIBL
(17,6),(17,22),-0.0580216 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.0649225 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.0318807 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.0648232 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.0132426 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0400321 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.0318807 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.0648052 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.0483292 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0648957 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.0301008 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.0173045 # DEPENDENCYPART_SIBL
(17,7),(17,20),0.0479219 # DEPENDENCYPART_SIBL
(17,7),(17,22),-0.0215968 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0765453 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.236563 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0339745 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.0719038 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0765453 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.235123 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.0779633 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.235213 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.004582 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.00632561 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.00517703 # DEPENDENCYPART_SIBL
(17,8),(17,22),-0.0346615 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.0648232 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.0132426 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0400321 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0318807 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0648052 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0483292 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0648957 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0301008 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.0173045 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.0479219 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.0215968 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0359701 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.071834 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.076486 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.235736 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0778935 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.235826 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0045028 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.0139352 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.00414693 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.0353566 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0268473 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.0117413 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.00513237 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.00487404 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.00529465 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0152572 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.00771423 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.0410228 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.0808086 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0282389 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.031086 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0253916 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0311752 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.00429369 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.00280306 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.00246174 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0545669 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0648052 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0483292 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0648957 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0301008 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0173045 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.0479219 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0215968 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0778935 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.235002 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.00450274 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.00640486 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.00463249 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0345823 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0501891 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0308622 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.00486192 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.018851 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0422002 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.00458758 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.00631604 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.005139 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0347092 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.00807896 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.00887528 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.021342 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0398214 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0303499 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.113531 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.0547676 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.0487625 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0116412 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.0174574 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.0366051 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.0508787 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.0366051 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.0503467 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0547676 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.0134582 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.0366051 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0486327 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.0151687 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0487037 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.00641754 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0337145 # DEPENDENCYPART_SIBL
