# _root_ Πιστεύω ότι αξίζει στ' αλήθεια τον κόπο να συνεχίσουμε το πρόγραμμα αυτό και , αν είναι δυνατόν , να αυξήσουμε τους σχετικούς πόρους .
#goldHeads=0,1,13,3,4,7,3,9,3,11,9,11,2,15,13,15,16,13,20,13,23,23,20,0,
#predictedHeads=0,1,2,5,3,7,3,9,7,11,9,11,15,15,9,15,16,15,20,16,23,23,20,0,
(13,8),(13,20),-0.0239668 # DEPENDENCYPART_SIBL
(13,8),(13,23),-0.026256 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0956426 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.182175 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.134434 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.00714008 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0266564 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.508273 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0069749 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.00714008 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.465854 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.0550503 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0296479 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0293106 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0662344 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0234674 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.00479397 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0453069 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0662344 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.0139008 # DEPENDENCYPART_SIBL
(13,10),(13,23),0.0415934 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.057107 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.00212762 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0346266 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0211014 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.00368628 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.00212762 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.00109937 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.109393 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.053602 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0364016 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0128018 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0119951 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.053602 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0125313 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.0658295 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0156568 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0115329 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0387585 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0161321 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.00805125 # DEPENDENCYPART_SIBL
(13,14),(13,23),0.000731755 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0464926 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0321128 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0301789 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0519478 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.00308515 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0438557 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.10362 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.297277 # DEPENDENCYPART_SIBL
(13,16),(13,23),0.00430119 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.075052 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.146644 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.0757749 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.00805125 # DEPENDENCYPART_SIBL
(13,18),(13,23),0.000731755 # DEPENDENCYPART_SIBL
(13,20),(13,23),0.0242935 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0160535 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.20263 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0770837 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.0387996 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0942176 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0895075 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0181716 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.130712 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0789112 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0192243 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0647658 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0441639 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.00217427 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0214545 # DEPENDENCYPART_SIBL
(15,13),(15,24),0.014534 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.103095 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.146103 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0656981 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.0645514 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.09863 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.337761 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.0695481 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0204261 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.0916038 # DEPENDENCYPART_SIBL
(15,20),(15,24),0.0889283 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.0533086 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.134351 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.0420555 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.0787675 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0784377 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.134574 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0769913 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.141439 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0319138 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0117514 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.0106482 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0485616 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0244994 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.000326468 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.0412699 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.0219323 # DEPENDENCYPART_SIBL
(16,1),(16,23),-0.0159828 # DEPENDENCYPART_SIBL
(16,1),(16,24),-0.0613195 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.0621579 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.00985581 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.0685491 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.0682193 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.062158 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0691791 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0851823 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0529389 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.0247096 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0275942 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0820829 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.078896 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0375215 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.086908 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.0561344 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.0662487 # DEPENDENCYPART_SIBL
(16,2),(16,24),-0.104303 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.0428117 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.0795211 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.0791913 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.135002 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.077745 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.141793 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0321025 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.0107315 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0108369 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.044983 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0207961 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.00323002 # DEPENDENCYPART_SIBL
(16,3),(16,20),0.0453788 # DEPENDENCYPART_SIBL
(16,3),(16,22),-0.0183537 # DEPENDENCYPART_SIBL
(16,3),(16,23),-0.0106791 # DEPENDENCYPART_SIBL
(16,3),(16,24),-0.0580229 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.033204 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0328742 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0216863 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0310009 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0726876 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0123694 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.0170471 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.0141176 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.00822155 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.015719 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.00587944 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.0161202 # DEPENDENCYPART_SIBL
(16,4),(16,22),0.0176022 # DEPENDENCYPART_SIBL
(16,4),(16,23),0.049795 # DEPENDENCYPART_SIBL
(16,4),(16,24),-0.0562411 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.237216 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0621435 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.236745 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.189105 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0790874 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0338172 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.0403285 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0149301 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.000154498 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.00891539 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0234929 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.0286965 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.00670145 # DEPENDENCYPART_SIBL
(16,5),(16,24),-0.0359228 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.0609496 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.234442 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.1879 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0778935 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0326233 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0391346 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0135896 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.001495 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0102559 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.0221524 # DEPENDENCYPART_SIBL
(16,7),(16,22),0.030037 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.00463249 # DEPENDENCYPART_SIBL
(16,7),(16,24),-0.0345823 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0763556 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.140404 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0306654 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0131035 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.00939981 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0450234 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0210516 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.00321978 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0466664 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.0183941 # DEPENDENCYPART_SIBL
(16,9),(16,23),-0.0106618 # DEPENDENCYPART_SIBL
(16,9),(16,24),-0.0581497 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.181789 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0786465 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0351383 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0398795 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.00866755 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0360951 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0307415 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.000224001 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0522942 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.0279399 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.00600267 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.00102326 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0408223 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.00992041 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0579474 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0269709 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0876776 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0965405 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.0364661 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.0403275 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.120391 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0603316 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0351204 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0370719 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0266106 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0172962 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.045102 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0112808 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.018851 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0422002 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0243765 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0298818 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.038722 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.019956 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.00862858 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0153544 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.0410228 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.0808086 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0135051 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0124817 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0126509 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.000302948 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0124433 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0441582 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0403598 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0158486 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0283419 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.00329322 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.130477 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.062045 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.0630238 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0200003 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.00464459 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0199756 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.0129073 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.053018 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0210437 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0853162 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0882359 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.0523776 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.103583 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0760892 # DEPENDENCYPART_SIBL
(16,20),(16,24),0.0361759 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.0599045 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.0580752 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.113531 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0350291 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.147365 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.0246256 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0230492 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.0576151 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.000623641 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0156878 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.0156878 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0160535 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.101014 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0194623 # DEPENDENCYPART_SIBL
(18,1),(18,20),0.266027 # DEPENDENCYPART_SIBL
(18,1),(18,22),0.0390673 # DEPENDENCYPART_SIBL
(18,1),(18,23),0.0549478 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0042733 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.0052291 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.0602072 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.0218864 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.0250001 # DEPENDENCYPART_SIBL
(18,5),(18,22),0.0249972 # DEPENDENCYPART_SIBL
(18,5),(18,23),0.216047 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.00467443 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0602072 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0218864 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.0250001 # DEPENDENCYPART_SIBL
(18,7),(18,22),0.0249972 # DEPENDENCYPART_SIBL
(18,7),(18,23),0.216411 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0635889 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0221394 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.026806 # DEPENDENCYPART_SIBL
(18,11),(18,22),0.0251497 # DEPENDENCYPART_SIBL
(18,11),(18,23),0.219903 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0320869 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.324232 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0421788 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.0430418 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0881647 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.238357 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.119307 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0139105 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.00646932 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.00859254 # DEPENDENCYPART_SIBL
(20,1),(20,2),-0.0457045 # DEPENDENCYPART_SIBL
(20,1),(20,3),-0.120844 # DEPENDENCYPART_SIBL
(20,1),(20,4),-0.0454335 # DEPENDENCYPART_SIBL
(20,1),(20,5),-0.0742478 # DEPENDENCYPART_SIBL
(20,1),(20,7),-0.0739179 # DEPENDENCYPART_SIBL
(20,1),(20,11),-0.0724716 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.133684 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.000297667 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.124966 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.0630292 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.00871677 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.162564 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.0116961 # DEPENDENCYPART_SIBL
(20,1),(20,22),-0.0186686 # DEPENDENCYPART_SIBL
(20,1),(20,23),-0.0169284 # DEPENDENCYPART_SIBL
(20,1),(20,24),-0.0398088 # DEPENDENCYPART_SIBL
(20,2),(20,3),-0.053632 # DEPENDENCYPART_SIBL
(20,2),(20,4),-0.018793 # DEPENDENCYPART_SIBL
(20,2),(20,5),-0.0676313 # DEPENDENCYPART_SIBL
(20,2),(20,7),-0.0673015 # DEPENDENCYPART_SIBL
(20,2),(20,11),-0.0682613 # DEPENDENCYPART_SIBL
(20,2),(20,12),-0.0822786 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.0278112 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.0656237 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.0601002 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.0378556 # DEPENDENCYPART_SIBL
(20,2),(20,19),-0.0354959 # DEPENDENCYPART_SIBL
(20,2),(20,21),-0.033871 # DEPENDENCYPART_SIBL
(20,2),(20,22),-0.0582816 # DEPENDENCYPART_SIBL
(20,2),(20,23),-0.081622 # DEPENDENCYPART_SIBL
(20,2),(20,24),-0.0863756 # DEPENDENCYPART_SIBL
(20,3),(20,4),-0.0463948 # DEPENDENCYPART_SIBL
(20,3),(20,5),-0.0752065 # DEPENDENCYPART_SIBL
(20,3),(20,7),-0.0748766 # DEPENDENCYPART_SIBL
(20,3),(20,11),-0.0734303 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.134243 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.000896505 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.125558 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.0639905 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.00994173 # DEPENDENCYPART_SIBL
(20,3),(20,19),-0.169082 # DEPENDENCYPART_SIBL
(20,3),(20,21),-0.00995852 # DEPENDENCYPART_SIBL
(20,3),(20,22),-0.0164695 # DEPENDENCYPART_SIBL
(20,3),(20,23),-0.0134202 # DEPENDENCYPART_SIBL
(20,3),(20,24),-0.0376663 # DEPENDENCYPART_SIBL
(20,4),(20,5),-0.0245216 # DEPENDENCYPART_SIBL
(20,4),(20,7),-0.0241918 # DEPENDENCYPART_SIBL
(20,4),(20,11),-0.0223185 # DEPENDENCYPART_SIBL
(20,4),(20,12),-0.0655054 # DEPENDENCYPART_SIBL
(20,4),(20,15),0.0234833 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.0137381 # DEPENDENCYPART_SIBL
(20,4),(20,17),0.00071936 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.00925697 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.0282198 # DEPENDENCYPART_SIBL
(20,4),(20,21),0.00892506 # DEPENDENCYPART_SIBL
(20,4),(20,22),0.00653238 # DEPENDENCYPART_SIBL
(20,4),(20,23),0.0245363 # DEPENDENCYPART_SIBL
(20,4),(20,24),-0.046952 # DEPENDENCYPART_SIBL
(20,5),(20,7),-0.183669 # DEPENDENCYPART_SIBL
(20,5),(20,11),-0.183198 # DEPENDENCYPART_SIBL
(20,5),(20,12),-0.155403 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.00758115 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.0262684 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.0622241 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.0413362 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.00325074 # DEPENDENCYPART_SIBL
(20,5),(20,21),0.00912959 # DEPENDENCYPART_SIBL
(20,5),(20,22),0.0244656 # DEPENDENCYPART_SIBL
(20,5),(20,23),-0.0118403 # DEPENDENCYPART_SIBL
(20,5),(20,24),-0.017044 # DEPENDENCYPART_SIBL
(20,7),(20,11),-0.180895 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.154198 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.00638726 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.0250745 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.0610302 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.0401423 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.000473542 # DEPENDENCYPART_SIBL
(20,7),(20,21),0.0104701 # DEPENDENCYPART_SIBL
(20,7),(20,22),0.0258061 # DEPENDENCYPART_SIBL
(20,7),(20,23),-0.00977133 # DEPENDENCYPART_SIBL
(20,7),(20,24),-0.0157035 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.147869 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.00691391 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0219643 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0615952 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.042439 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.000135849 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.0332569 # DEPENDENCYPART_SIBL
(20,11),(20,22),0.0507556 # DEPENDENCYPART_SIBL
(20,11),(20,23),0.0250322 # DEPENDENCYPART_SIBL
(20,11),(20,24),0.0151101 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.0276051 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.00160489 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0284082 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.0638971 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0457943 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.0465032 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.0351049 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.0815109 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.105483 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.00849332 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0120026 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0744408 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0428196 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0256159 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.0105535 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0296275 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.0217996 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0658308 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0196148 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.154504 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.00498602 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.00767753 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0153374 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.0198356 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.00233938 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0547899 # DEPENDENCYPART_SIBL
