# _root_ Επιπλέον , η ισπανική κοινωνία έχει να αντιμετωπίσει και τη βασκική ΕΤΑ , η οποία συνεχίζει τη δράση της παρά τις προσπάθειες εξάρθρωσής της .
#goldHeads=6,6,5,5,6,0,8,6,12,12,12,8,16,15,16,12,18,16,18,16,22,20,22,23,0,
#predictedHeads=6,6,5,5,6,0,8,6,8,12,9,8,16,15,16,12,18,16,18,16,22,20,22,23,0,
(13,18),(13,22),-0.0188358 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.0188355 # DEPENDENCYPART_SIBL
(13,20),(13,22),0.00640592 # DEPENDENCYPART_SIBL
(13,20),(13,23),0.00640592 # DEPENDENCYPART_SIBL
(13,22),(13,23),-0.0438059 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0606771 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.0159423 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.00968293 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.0294936 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.0216253 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.0095335 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0200615 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.00968143 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.0159423 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0176885 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.0709884 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.00316547 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.00595255 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.000221613 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.00174147 # DEPENDENCYPART_SIBL
(16,1),(16,23),-0.000536877 # DEPENDENCYPART_SIBL
(16,1),(16,25),-0.0447459 # DEPENDENCYPART_SIBL
(16,2),(16,4),0.00502009 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.00335638 # DEPENDENCYPART_SIBL
(16,2),(16,6),0.049296 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.00339454 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.0192829 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.00502159 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0106972 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0216731 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.067785 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0150761 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.00450033 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.0165853 # DEPENDENCYPART_SIBL
(16,2),(16,22),0.00178505 # DEPENDENCYPART_SIBL
(16,2),(16,23),0.00128132 # DEPENDENCYPART_SIBL
(16,2),(16,25),-0.0661995 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0555433 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.00797385 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0373157 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0333836 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0283745 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.00238686 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0494446 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0760677 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.00523832 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.00487037 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.0211081 # DEPENDENCYPART_SIBL
(16,4),(16,22),0.00291345 # DEPENDENCYPART_SIBL
(16,4),(16,23),0.00152296 # DEPENDENCYPART_SIBL
(16,4),(16,25),-0.0410836 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.037012 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0247233 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.042392 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0590474 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.040152 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0872311 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.162674 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0360056 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.00297899 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.043934 # DEPENDENCYPART_SIBL
(16,5),(16,22),-0.00716736 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.0100565 # DEPENDENCYPART_SIBL
(16,5),(16,25),-0.0157037 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.110422 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0094591 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0542074 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0233051 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0539034 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.124253 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.0208334 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.0505457 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.0493561 # DEPENDENCYPART_SIBL
(16,6),(16,22),0.0446449 # DEPENDENCYPART_SIBL
(16,6),(16,23),0.0436728 # DEPENDENCYPART_SIBL
(16,6),(16,25),-0.0256008 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0180746 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0621629 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.00776811 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.0623498 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.132657 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.00142538 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.00676473 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.0179748 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.0126655 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.0136376 # DEPENDENCYPART_SIBL
(16,8),(16,25),-0.0376667 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0618289 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.00657752 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0214931 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0848246 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.0138683 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.00565672 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0622984 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.0043107 # DEPENDENCYPART_SIBL
(16,9),(16,23),0.00293728 # DEPENDENCYPART_SIBL
(16,9),(16,25),-0.0306685 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.00230779 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0494149 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0760591 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.00525151 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.00489018 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0242423 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.00293326 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.00154277 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.0410685 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0216731 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.067785 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0150761 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.00450033 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0165853 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.00178505 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.00128132 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.0661995 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0524923 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0161406 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.00893122 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0157479 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0111325 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.01229 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.0974022 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0126986 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.00407967 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0327888 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.00092391 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.00044873 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.0613365 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0194969 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0265203 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0223986 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.0201368 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.0320227 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.023013 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.22192 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.219658 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.0729255 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.0100478 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.0123096 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.0434938 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.22054 # DEPENDENCYPART_SIBL
(16,22),(16,25),-0.0705669 # DEPENDENCYPART_SIBL
(16,23),(16,25),-0.0701243 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.434802 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0762746 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.420991 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.153228 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0154181 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.0431583 # DEPENDENCYPART_SIBL
(18,10),(18,23),0.043751 # DEPENDENCYPART_SIBL
(18,10),(18,25),0.00816344 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0552703 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.405201 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.196618 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0124865 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0361235 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.0367162 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.0322856 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0670814 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0353495 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0793156 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0260399 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0258391 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.0485902 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.153228 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0154181 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0431583 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.043751 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.00816344 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0458831 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0711757 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0709842 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.0494867 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0061305 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.00632189 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.0575311 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.124265 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.0617401 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.0590984 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0166212 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0394361 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.034601 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0353462 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.00605225 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0146243 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0332689 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0332574 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.00426202 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0989449 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0989449 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.0379871 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.45547 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.144562 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.14192 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.128925 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.0612544 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.398726 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.0735586 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.0959319 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.0508825 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.357373 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.0533541 # DEPENDENCYPART_SIBL
(22,14),(22,25),-0.0316228 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.0666717 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.00850137 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0153825 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0253212 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.0399253 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.0177782 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.0482475 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0588185 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.109712 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0491409 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.367738 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0586424 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.00873208 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0503647 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0172588 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.105526 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.00498968 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.014854 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0343643 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0292258 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0189006 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.0501938 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.135159 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0434992 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0360519 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0244159 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0444417 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0547343 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.398387 # DEPENDENCYPART_SIBL
(23,14),(23,18),0.0739784 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.0512938 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.357034 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.074327 # DEPENDENCYPART_SIBL
(23,14),(23,24),0.195634 # DEPENDENCYPART_SIBL
(23,14),(23,25),-0.0321516 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.0592347 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.0495488 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.367403 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0598469 # DEPENDENCYPART_SIBL
(23,17),(23,24),0.152146 # DEPENDENCYPART_SIBL
(23,17),(23,25),0.00819986 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.0172813 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.105577 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0161104 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0207832 # DEPENDENCYPART_SIBL
(23,18),(23,25),0.0151237 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.135232 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.00664318 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0330074 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0358025 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0838034 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.140648 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0490302 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0207108 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.0094623 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0494586 # DEPENDENCYPART_SIBL
(25,2),(25,6),0.14089 # DEPENDENCYPART_SIBL
(25,2),(25,18),0.102723 # DEPENDENCYPART_SIBL
(25,2),(25,22),0.102705 # DEPENDENCYPART_SIBL
(25,2),(25,23),0.102723 # DEPENDENCYPART_SIBL
(25,6),(25,18),-0.0315825 # DEPENDENCYPART_SIBL
(25,6),(25,22),-0.0315871 # DEPENDENCYPART_SIBL
(25,6),(25,23),-0.0315825 # DEPENDENCYPART_SIBL
(25,18),(25,22),-0.0217038 # DEPENDENCYPART_SIBL
(25,18),(25,23),-0.0216934 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.0205366 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0175712 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.387395 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.162642 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.275223 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.0956606 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.108484 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.385382 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.305905 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.383837 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.229047 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0266949 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.332167 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.0348756 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.0328255 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.330948 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.250298 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.245265 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.400968 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.217177 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.247472 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.024992 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.378152 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.000192489 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.292906 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.12413 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.257515 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.339178 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.279009 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.328192 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.0946146 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.0504409 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.354072 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.303977 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.287616 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.506713 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.423676 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.147305 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.118244 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.13575 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.0949919 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.0896549 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.145604 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.14472 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.131304 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.108789 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.121965 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.00449011 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.043057 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),-0.154193 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),-0.0678873 # DEPENDENCYPART_GRANDPAR
(0,6),(6,25),0.105084 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.459371 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.361892 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.177294 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.145212 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.106154 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.635704 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.33637 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.160881 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.51542 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.125453 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.114719 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.0778305 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.0858564 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.00378265 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),0.00873233 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),-0.153486 # DEPENDENCYPART_GRANDPAR
(0,8),(8,23),-0.0671798 # DEPENDENCYPART_GRANDPAR
(0,8),(8,25),0.132116 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.331913 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.167115 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.416953 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.372561 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.0534068 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.576954 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.552251 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.123195 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.542788 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.209072 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.101026 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.325902 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.22264 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.167301 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.00176674 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.0138303 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.704045 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.188154 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.210577 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.26785 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.238117 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.627183 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.230512 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.296805 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.429146 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.0405524 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.582553 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.177552 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.0992934 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.35968 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.316659 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.245265 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.184626 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.277014 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),-0.366801 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),-0.276826 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.464784 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.371779 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.139161 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.114297 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.642586 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),0.158743 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.139695 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.240446 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.00396802 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.357397 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.972411 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.511357 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.00476381 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),0.00970326 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.154467 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),-0.068161 # DEPENDENCYPART_GRANDPAR
(0,16),(16,25),0.133054 # DEPENDENCYPART_GRANDPAR
(0,23),(23,14),-0.44375 # DEPENDENCYPART_GRANDPAR
(0,23),(23,17),-0.719497 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),-0.273175 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-0.41716 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.714099 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.409122 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),-0.757653 # DEPENDENCYPART_GRANDPAR
(0,23),(23,25),0.0878537 # DEPENDENCYPART_GRANDPAR
(0,25),(25,2),0.193963 # DEPENDENCYPART_GRANDPAR
(0,25),(25,6),0.357399 # DEPENDENCYPART_GRANDPAR
(0,25),(25,18),-0.465236 # DEPENDENCYPART_GRANDPAR
(0,25),(25,22),-0.601349 # DEPENDENCYPART_GRANDPAR
(0,25),(25,23),-0.510853 # DEPENDENCYPART_GRANDPAR
