# _root_ Το ζητούμενο δεν είναι μόνον ποιος θα επιτύχει τα περισσότερα , η Επιτροπή ή το Συμβούλιο η εμείς ως Κοινοβούλιο , όχι !
#goldHeads=2,4,4,21,4,11,8,4,10,8,8,13,17,17,16,17,11,17,18,19,0,21,21,
#predictedHeads=2,4,4,0,4,8,8,4,10,8,14,13,14,8,16,14,16,21,18,19,22,0,0,
(20,21),(20,23),0.00246075 # DEPENDENCYPART_SIBL
(21,2),(21,4),0.0601884 # DEPENDENCYPART_SIBL
(21,2),(21,8),0.0611678 # DEPENDENCYPART_SIBL
(21,2),(21,11),0.338125 # DEPENDENCYPART_SIBL
(21,2),(21,13),-0.0122257 # DEPENDENCYPART_SIBL
(21,2),(21,14),0.0526993 # DEPENDENCYPART_SIBL
(21,2),(21,16),-0.00485975 # DEPENDENCYPART_SIBL
(21,2),(21,18),-0.017232 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.00114421 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.00442525 # DEPENDENCYPART_SIBL
(21,2),(21,23),0.0268469 # DEPENDENCYPART_SIBL
(21,4),(21,8),0.0851512 # DEPENDENCYPART_SIBL
(21,4),(21,11),0.202243 # DEPENDENCYPART_SIBL
(21,4),(21,13),-0.0211018 # DEPENDENCYPART_SIBL
(21,4),(21,14),0.091792 # DEPENDENCYPART_SIBL
(21,4),(21,16),-0.027179 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.0112703 # DEPENDENCYPART_SIBL
(21,4),(21,19),0.00281424 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.0270911 # DEPENDENCYPART_SIBL
(21,4),(21,23),0.0572825 # DEPENDENCYPART_SIBL
(21,8),(21,11),0.2267 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.0095759 # DEPENDENCYPART_SIBL
(21,8),(21,14),0.106661 # DEPENDENCYPART_SIBL
(21,8),(21,16),-0.0156532 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.00041024 # DEPENDENCYPART_SIBL
(21,8),(21,19),0.0139755 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.0155652 # DEPENDENCYPART_SIBL
(21,8),(21,23),0.0319599 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.18182 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.229296 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.17952 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.105652 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.0841974 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.188508 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.0226233 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.0501729 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.0126007 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.0217523 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.000517295 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.012166 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.0154802 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.00325736 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.00842031 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.00749054 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0033462 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.0981096 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0174486 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.00206772 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0106483 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0125396 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0142369 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.00968783 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.014974 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.045063 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0240868 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0247178 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.140741 # DEPENDENCYPART_SIBL
(23,2),(23,4),0.0336201 # DEPENDENCYPART_SIBL
(23,2),(23,8),0.033217 # DEPENDENCYPART_SIBL
(23,2),(23,16),-0.0202034 # DEPENDENCYPART_SIBL
(23,2),(23,18),-0.0168673 # DEPENDENCYPART_SIBL
(23,2),(23,20),-0.0198624 # DEPENDENCYPART_SIBL
(23,2),(23,21),0.207182 # DEPENDENCYPART_SIBL
(23,4),(23,8),0.021514 # DEPENDENCYPART_SIBL
(23,4),(23,16),-0.0316196 # DEPENDENCYPART_SIBL
(23,4),(23,18),-0.0161462 # DEPENDENCYPART_SIBL
(23,4),(23,20),-0.0315612 # DEPENDENCYPART_SIBL
(23,4),(23,21),0.12289 # DEPENDENCYPART_SIBL
(23,8),(23,16),-0.0244678 # DEPENDENCYPART_SIBL
(23,8),(23,18),-0.00969983 # DEPENDENCYPART_SIBL
(23,8),(23,20),-0.0244094 # DEPENDENCYPART_SIBL
(23,8),(23,21),0.142142 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.0169775 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.025939 # DEPENDENCYPART_SIBL
(23,16),(23,21),0.201116 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0113673 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0814996 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.208346 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.241088 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0162642 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0481218 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.272742 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.0706016 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.160588 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.103549 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.229669 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0644093 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.146434 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.110858 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.0631654 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.194287 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.0352702 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.12824 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.0991406 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.129054 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),0.172378 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.290123 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),-0.0322198 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),0.223034 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.140071 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.339951 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.271761 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.277062 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.526432 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.283776 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.406776 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.0822054 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.443531 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.0549096 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.512911 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.183998 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.0291522 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.130348 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.0780659 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.131214 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),0.162376 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.293377 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),-0.0383378 # DEPENDENCYPART_GRANDPAR
(0,8),(8,23),0.243985 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.157169 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.147709 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.642326 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.0846588 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.389567 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.127265 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.198687 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.44066 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.162754 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.00263786 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.427616 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.345346 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.178562 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.078621 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.117975 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.514572 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.213503 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),0.0874736 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.176816 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.458155 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.191659 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.058881 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.744544 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.465781 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.0594437 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.613538 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.285973 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.686674 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.218136 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.149059 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.665264 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.223526 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),0.0703475 # DEPENDENCYPART_GRANDPAR
(0,21),(21,2),0.198687 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),0.44066 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),0.00263786 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),0.16562 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.308904 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.191133 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.0567479 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.740133 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.211968 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.482745 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),0.0874736 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.0422397 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),0.0861742 # DEPENDENCYPART_GRANDPAR
(0,23),(23,2),0.0604814 # DEPENDENCYPART_GRANDPAR
(0,23),(23,4),0.305237 # DEPENDENCYPART_GRANDPAR
(0,23),(23,8),-0.12322 # DEPENDENCYPART_GRANDPAR
(0,23),(23,16),-0.192829 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),-0.797948 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-0.620069 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.0574919 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.703036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),-0.221094 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.0840448 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.159389 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.149881 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.273641 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.27043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,1),-0.700006 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.782948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.0270004 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.210641 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.446272 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.210188 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.786873 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.198439 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.319668 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.264456 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.409066 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.471432 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.237755 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.239953 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-0.488896 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.824531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,4),-0.190337 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.284523 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.360295 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.515434 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.785165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,4),-0.103538 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.242762 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.159951 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.30367 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-1.14467 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.785728 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.205576 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.32067 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.235196 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.405864 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.459264 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.237482 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),-0.247089 # DEPENDENCYPART_GRANDPAR
(2,8),(8,23),-0.473449 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.739572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,4),-0.151631 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.305576 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.0863074 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.902884 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.588396 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.350895 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.669381 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.674848 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.512918 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.360736 # DEPENDENCYPART_GRANDPAR
(2,11),(11,23),-0.566586 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.734631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,4),0.0277177 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),-0.292407 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),0.100207 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-1.26715 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.905796 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.196598 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-1.25645 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.549854 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.995576 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.462057 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.541962 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.310509 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.309083 # DEPENDENCYPART_GRANDPAR
(2,14),(14,23),-0.488191 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.265136 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.353993 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),1.0403 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.0044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.268641 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.527946 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.523517 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.462872 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.75917 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.198269 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.26671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,8),0.353361 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.144133 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.263772 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.0546943 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.32829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.149593 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.477384 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.0533504 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.534568 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.216456 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.107216 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.13684 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),0.0599607 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.0665272 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.0997909 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.608375 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.0531783 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-0.333595 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.213074 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),0.369599 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.535548 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.0913706 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.220303 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.146559 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.254289 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.40964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.120007 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.0619371 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.550566 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.27883 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),0.0288544 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.199847 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.310055 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.748286 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.0296126 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.346762 # DEPENDENCYPART_GRANDPAR
(4,13),(13,5),0.327777 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.416635 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.139717 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.0728301 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.419897 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),0.10789 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.766762 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.0567995 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.192367 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.609102 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.34047 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-1.1943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.180717 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),0.271643 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.79396 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.481243 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),0.034698 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.819814 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.122357 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.903297 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.000505351 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.161261 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.575491 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.0753173 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.373477 # DEPENDENCYPART_GRANDPAR
(4,16),(16,5),0.290095 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.488872 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.185255 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.522046 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),0.101702 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),0.22134 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.862781 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.299769 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.146958 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.559311 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.0387325 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.318577 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-1.27243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,5),0.250857 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),0.204978 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),0.116303 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.191842 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),0.0092032 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.139531 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.638568 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.52969 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.0485314 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.3418 # DEPENDENCYPART_GRANDPAR
(4,20),(20,4),-1.00722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,20),(20,8),0.489304 # DEPENDENCYPART_GRANDPAR
(4,20),(20,12),-0.516235 # DEPENDENCYPART_GRANDPAR
(4,20),(20,13),0.11112 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),0.233388 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),-0.859958 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),0.164631 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.457983 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.319727 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.279649 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.0177608 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.297285 # DEPENDENCYPART_GRANDPAR
(4,21),(21,2),-0.254289 # DEPENDENCYPART_GRANDPAR
(4,21),(21,4),-1.40964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,21),(21,8),0.0619371 # DEPENDENCYPART_GRANDPAR
(4,21),(21,11),0.031414 # DEPENDENCYPART_GRANDPAR
(4,21),(21,13),-0.14998 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),0.0940884 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-0.0961074 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.582371 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.3978 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.639529 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-0.346762 # DEPENDENCYPART_GRANDPAR
(4,23),(23,2),-0.217694 # DEPENDENCYPART_GRANDPAR
(4,23),(23,4),-1.37109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,23),(23,8),0.0994369 # DEPENDENCYPART_GRANDPAR
(4,23),(23,16),-0.129006 # DEPENDENCYPART_GRANDPAR
(4,23),(23,18),-0.542986 # DEPENDENCYPART_GRANDPAR
(4,23),(23,20),-0.674526 # DEPENDENCYPART_GRANDPAR
(4,23),(23,21),0.0460208 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.243012 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0192637 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.1877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,8),-0.476202 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.715313 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.562495 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.250227 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0539046 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.176671 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.19194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.504138 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.419074 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.860967 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.619393 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.766912 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.547549 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.923383 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.824015 # DEPENDENCYPART_GRANDPAR
