# _root_ Αποτελεί έναν από τους αγαπημένους προορισμούς των Κερκυραίων , καθώς συνδυάζει αστείρευτη φυσική ομορφιά με τη μαγεία της θάλασσας , ενώ απέχει ελάχιστα από την πόλη .
#goldHeads=21,1,2,6,6,3,8,6,10,1,10,14,14,11,11,17,15,19,17,21,0,21,22,22,26,24,0,
#predictedHeads=21,1,2,6,6,3,8,6,11,11,21,14,14,11,11,17,15,19,17,21,0,21,22,22,26,24,0,
(6,5),(5,3),-0.145267 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.249066 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.27313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.194469 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.73393 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.52014 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.679454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.758941 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0688651 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0758131 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.561966 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-1.4373 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.591457 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.403878 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.710258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,8),0.369235 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.0708133 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.706756 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.310398 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.273009 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.292094 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.44282 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.610928 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.800797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.639812 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.277865 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.00246705 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.540659 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.359472 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.322053 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.240681 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.10108 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.615163 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.4274 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.772273 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.611364 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.435445 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.748436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.693377 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.330229 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0752041 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.0474539 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.204582 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.167163 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.0366969 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.0112862 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.388143 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.00314218 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.122232 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),0.0343955 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.547999 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.193507 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.20598 # DEPENDENCYPART_GRANDPAR
(6,11),(11,26),-0.590784 # DEPENDENCYPART_GRANDPAR
(6,11),(11,27),-0.58209 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.364756 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.00896756 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.0755367 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.363819 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.374039 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.234897 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.149551 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.586032 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.20107 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.642968 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.351891 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.73393 # DEPENDENCYPART_GRANDPAR
(6,14),(14,7),0.755373 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.30551 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.264755 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.250516 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.73548 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.68454 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.299577 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.248626 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.0697991 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.636472 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-0.360897 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),-0.483074 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.328811 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.737163 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.48552 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.100559 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.27336 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.0280444 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.664279 # DEPENDENCYPART_GRANDPAR
(6,21),(21,1),-1.4984 # DEPENDENCYPART_GRANDPAR
(6,21),(21,3),-0.635807 # DEPENDENCYPART_GRANDPAR
(6,21),(21,5),-0.465827 # DEPENDENCYPART_GRANDPAR
(6,21),(21,6),-0.76344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,21),(21,8),0.316976 # DEPENDENCYPART_GRANDPAR
(6,21),(21,9),0.0501708 # DEPENDENCYPART_GRANDPAR
(6,21),(21,10),0.0207196 # DEPENDENCYPART_GRANDPAR
(6,21),(21,11),-0.202491 # DEPENDENCYPART_GRANDPAR
(6,21),(21,12),-0.381802 # DEPENDENCYPART_GRANDPAR
(6,21),(21,13),-0.349764 # DEPENDENCYPART_GRANDPAR
(6,21),(21,14),-0.332399 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),-0.0830449 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),-0.775794 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.685772 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.271922 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.300836 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.12958 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.50422 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.307636 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-0.324304 # DEPENDENCYPART_GRANDPAR
(6,21),(21,26),-0.736114 # DEPENDENCYPART_GRANDPAR
(6,21),(21,27),-0.627469 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),-0.413467 # DEPENDENCYPART_GRANDPAR
(6,24),(24,25),-0.636465 # DEPENDENCYPART_GRANDPAR
(6,24),(24,26),-0.728954 # DEPENDENCYPART_GRANDPAR
(6,24),(24,27),-0.706983 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.208659 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.440715 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.394671 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.1144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,1),-1.44254 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.340611 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.429428 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.606983 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.0627069 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.17959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.404523 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.472422 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.795983 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-1.10505 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.84334 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.661219 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.597072 # DEPENDENCYPART_GRANDPAR
(8,6),(6,24),-0.850579 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.84384 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.654791 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.0284 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.935157 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.547779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0572906 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.457899 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.484667 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.452857 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.224011 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.84936 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.674263 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.920622 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.593943 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.641186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.121237 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.292232 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.534131 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.502291 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.172987 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.129254 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.438814 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.83394 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.587356 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.674699 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.05997 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.900101 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.597315 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.588706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.199025 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0617776 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.379241 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.347401 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.0309973 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.0168878 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.251494 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.282565 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.0972022 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.0391089 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.37165 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.224169 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-0.176016 # DEPENDENCYPART_GRANDPAR
(8,11),(11,26),-0.691284 # DEPENDENCYPART_GRANDPAR
(8,11),(11,27),-0.436352 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.19483 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.0447781 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.115539 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.051154 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.0580289 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.04095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.338558 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.41019 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.750363 # DEPENDENCYPART_GRANDPAR
(9,1),(1,20),-0.47352 # DEPENDENCYPART_GRANDPAR
(9,1),(1,21),-0.622082 # DEPENDENCYPART_GRANDPAR
(9,1),(1,23),-0.767021 # DEPENDENCYPART_GRANDPAR
(9,1),(1,27),-0.702701 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.154024 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.205062 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.250237 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.116229 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.00863302 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.0155111 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.06745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.291977 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.0667604 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.191017 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0311326 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.0380109 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.0832794 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.0537544 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.131332 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.0685544 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.0909036 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.0252543 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.08578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.292498 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.424136 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.608558 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.705298 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.743327 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.601973 # DEPENDENCYPART_GRANDPAR
(9,6),(6,24),-0.983635 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.130401 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0664504 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.069556 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.177716 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.08578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.292498 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.424136 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.499573 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.474197 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.477867 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.644316 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.484745 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.499506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0296962 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.197448 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.207039 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.214774 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.371328 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.240431 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.49738 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.253066 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.486424 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.538279 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.479175 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.66012 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.486053 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.618164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.109347 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.101624 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.111215 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.146328 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.268282 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.242465 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.293969 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.113364 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.180714 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.275562 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.301797 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.520769 # DEPENDENCYPART_GRANDPAR
(9,11),(11,26),-0.497932 # DEPENDENCYPART_GRANDPAR
(9,11),(11,27),-0.321353 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.504023 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.625677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.188202 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.0906751 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.149429 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.185892 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.36243 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.281688 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.33321 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.237769 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.568476 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.18817 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.142892 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.189144 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.362465 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.283331 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.334854 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.685598 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.679412 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.037533 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.0281046 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.292342 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.205544 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.216301 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.267822 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.153618 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.19007 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.20677 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.288657 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-0.553217 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),0.0623942 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.17229 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.073588 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.160545 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.141273 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),0.0409386 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.01256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.0462993 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.498445 # DEPENDENCYPART_GRANDPAR
(10,1),(1,20),-0.440606 # DEPENDENCYPART_GRANDPAR
(10,1),(1,21),-0.32577 # DEPENDENCYPART_GRANDPAR
(10,1),(1,23),-0.659902 # DEPENDENCYPART_GRANDPAR
(10,1),(1,27),-0.558067 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.0394197 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.051582 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.347559 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.0139083 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.223952 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.204683 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.0456783 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.00038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,1),-0.0438722 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.189858 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.257714 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.0290392 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.29305 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.208218 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.0755414 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.01585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.112891 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.482083 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.387364 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.538882 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-0.350735 # DEPENDENCYPART_GRANDPAR
(10,6),(6,24),-0.847017 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.256802 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.0311074 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.286164 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.360202 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.0755414 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.01585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.112891 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.271556 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.268094 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.0606344 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.384873 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.365638 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.01628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.103438 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.444293 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.630026 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.37281 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.440425 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.398582 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.555983 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.381333 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.662695 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.750023 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.64346 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.262145 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.579233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.142348 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.0433848 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.292395 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.103982 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),0.102556 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),0.147204 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.112285 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),0.20127 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),0.0685042 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.0701762 # DEPENDENCYPART_GRANDPAR
(10,11),(11,24),-0.235518 # DEPENDENCYPART_GRANDPAR
(10,11),(11,26),0.00578777 # DEPENDENCYPART_GRANDPAR
(10,11),(11,27),-0.166036 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.702452 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.373775 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.548969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.41435 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.194775 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.132063 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.072947 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.0581027 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.0134734 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),0.00647462 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.361908 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.548969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),0.0123277 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.128908 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.072947 # DEPENDENCYPART_GRANDPAR
