# _root_ Ιδιαίτερα , όσον αφορά μια μελλοντική συνεργασία βασισμένη στις δημοκρατικές αρχές των ανθρωπίνων δικαιωμάτων , των θεμελιωδών ελευθεριών και του κράτους δικαίου .
#goldHeads=4,4,4,0,7,7,4,7,8,11,9,14,14,19,19,18,18,19,11,21,19,21,0,
#predictedHeads=4,4,4,0,7,7,4,7,8,11,9,14,14,11,19,18,18,19,11,22,22,19,0,
(15,2),(15,13),0.067853 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.187572 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.0244884 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.0246314 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.0331941 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.0613692 # DEPENDENCYPART_SIBL
(15,2),(15,22),0.0246296 # DEPENDENCYPART_SIBL
(15,2),(15,23),-0.0652742 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.0606754 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.0305836 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0203877 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.00442756 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0204064 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0053001 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.207362 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.229417 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.151567 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.0237171 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.214236 # DEPENDENCYPART_SIBL
(15,7),(15,23),0.00523204 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.00381065 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.018688 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0153591 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0186927 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0155564 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0503617 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.049496 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.107201 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.0339828 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.0507263 # DEPENDENCYPART_SIBL
(15,8),(15,23),0.0141014 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0585198 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0395219 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0583175 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.036277 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0470177 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0469824 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.157385 # DEPENDENCYPART_SIBL
(15,9),(15,21),0.0204504 # DEPENDENCYPART_SIBL
(15,9),(15,22),0.0470215 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.0163712 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0212848 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0144805 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.021219 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.120334 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.119427 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.12577 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.240411 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.116163 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.029594 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0202395 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.00481577 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.207951 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.230006 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.153337 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.0252268 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.214824 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.00605551 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0211085 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.118904 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.117054 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.125363 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.240401 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.114845 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.0295886 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.200923 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.233806 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.152299 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0246505 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.213299 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.00530218 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0439437 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.00839324 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0691001 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.043832 # DEPENDENCYPART_SIBL
(15,17),(15,23),0.102519 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.00833238 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0691001 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0438551 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.102149 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0219216 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.015589 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.0825054 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.00859254 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.00265457 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.104302 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.129064 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.079613 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.153283 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.097974 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.366659 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0615456 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0639077 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.00645358 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.023599 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0235984 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0348175 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0894947 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0207969 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0114795 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0285455 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0161245 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.00812373 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.125273 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0013997 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.00564514 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.00621319 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0125055 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.114297 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0487991 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0270758 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0230183 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0394026 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0615456 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0639077 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.00645358 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.023599 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.176341 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0218823 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.124256 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0136651 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.00474226 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0323207 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0908951 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.181517 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.109259 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.355444 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.249981 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0393185 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0249822 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.0175446 # DEPENDENCYPART_SIBL
(18,12),(18,22),0.0312188 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.029244 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0348174 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0895222 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0464405 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0112441 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0443359 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.028545 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.00585135 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.00812072 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.125307 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0374068 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.00575932 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.00610418 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.00633527 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.00235358 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.114324 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0878973 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0268394 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.03695 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0230181 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0291283 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.249981 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0393185 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0249822 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0175446 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0312188 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.00567871 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.00625382 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.00652489 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.000228739 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0189389 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0136651 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.00474226 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0283439 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.00367957 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0323207 # DEPENDENCYPART_SIBL
(19,1),(19,2),0.000851903 # DEPENDENCYPART_SIBL
(19,1),(19,3),0.0485658 # DEPENDENCYPART_SIBL
(19,1),(19,4),0.0132677 # DEPENDENCYPART_SIBL
(19,1),(19,6),-0.00801633 # DEPENDENCYPART_SIBL
(19,1),(19,7),-0.0259378 # DEPENDENCYPART_SIBL
(19,1),(19,8),0.0261959 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.013707 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.00801633 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.023187 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.00804737 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.0294177 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.000851903 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.00324417 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0261176 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0261989 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.0255468 # DEPENDENCYPART_SIBL
(19,1),(19,21),-0.00578325 # DEPENDENCYPART_SIBL
(19,1),(19,22),-0.0103022 # DEPENDENCYPART_SIBL
(19,1),(19,23),-0.0207739 # DEPENDENCYPART_SIBL
(19,2),(19,3),0.0146912 # DEPENDENCYPART_SIBL
(19,2),(19,4),0.0268939 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.000679463 # DEPENDENCYPART_SIBL
(19,2),(19,7),0.003797 # DEPENDENCYPART_SIBL
(19,2),(19,8),0.045004 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.0320945 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.000679463 # DEPENDENCYPART_SIBL
(19,2),(19,11),0.00681136 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.000698564 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.00333333 # DEPENDENCYPART_SIBL
(19,2),(19,15),0.0449192 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0582982 # DEPENDENCYPART_SIBL
(19,2),(19,17),0.00377141 # DEPENDENCYPART_SIBL
(19,2),(19,18),0.00369012 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0865567 # DEPENDENCYPART_SIBL
(19,2),(19,21),0.00412271 # DEPENDENCYPART_SIBL
(19,2),(19,22),0.0233488 # DEPENDENCYPART_SIBL
(19,2),(19,23),-0.0394682 # DEPENDENCYPART_SIBL
(19,3),(19,4),0.00980631 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.00964585 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.0270542 # DEPENDENCYPART_SIBL
(19,3),(19,8),0.0232228 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.0157778 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.00964585 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.0243033 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.00967689 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.0305341 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.00201056 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.00476051 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.027234 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.0273152 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.0260782 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.00651977 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.00233096 # DEPENDENCYPART_SIBL
(19,3),(19,23),-0.0127714 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.14535 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.18552 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.0589183 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.100615 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.14535 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.184037 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.145365 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.18785 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.0149021 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.123242 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.184871 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.184953 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.0364611 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.02557 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.0889255 # DEPENDENCYPART_SIBL
(19,4),(19,23),-0.0256238 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.00374704 # DEPENDENCYPART_SIBL
(19,6),(19,8),0.0284974 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.017206 # DEPENDENCYPART_SIBL
(19,6),(19,10),0.0292167 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.00308718 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.0293173 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.00646455 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.173906 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.006773 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.00393763 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.0040147 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0120627 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.392109 # DEPENDENCYPART_SIBL
(19,6),(19,22),0.00239734 # DEPENDENCYPART_SIBL
(19,6),(19,23),-0.0177375 # DEPENDENCYPART_SIBL
(19,7),(19,8),0.0419466 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.0740795 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.04258 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.0184798 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.042605 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0243306 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.110287 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0602483 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.020365 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0205915 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.0421752 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.00520175 # DEPENDENCYPART_SIBL
(19,7),(19,22),0.095392 # DEPENDENCYPART_SIBL
(19,7),(19,23),-0.042854 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.0938647 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.139716 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.181576 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.139732 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.18539 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.00488088 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.117615 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.182411 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.182492 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.0159081 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.00627389 # DEPENDENCYPART_SIBL
(19,8),(19,22),-0.0556754 # DEPENDENCYPART_SIBL
(19,8),(19,23),-0.00160291 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.0250307 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0286355 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0248393 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0286158 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.0521895 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0417475 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0262205 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0263021 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.00162762 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.00918702 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.0690096 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.0038892 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.00308718 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0293173 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.00646455 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.173906 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.006773 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.00393763 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0040147 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0115239 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.392109 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.000241109 # DEPENDENCYPART_SIBL
(19,10),(19,23),-0.0177375 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0435448 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0251773 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.118243 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0610023 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0212117 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0214381 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0412095 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.00346735 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.0962596 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.0418137 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.00686528 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.173761 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.00664117 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0042504 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.00432466 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0127558 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.390945 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.00303515 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.0188914 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.111302 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0639308 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0244371 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0246625 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0497349 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0123959 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.0805091 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0536227 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0582982 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.00377141 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.00369012 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0865567 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.00412271 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0233488 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0394682 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0791257 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.057126 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0330506 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0114597 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0152309 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0656916 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0214988 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0411775 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.00396528 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0972022 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0412439 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0410297 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.00380958 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.097581 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0409771 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0507038 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.00685612 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0274242 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0757749 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0796254 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0291465 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.0157385 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0357995 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.082394 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0350071 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0852363 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.100068 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.366417 # DEPENDENCYPART_SIBL
(22,12),(22,17),0.210798 # DEPENDENCYPART_SIBL
(22,12),(22,18),0.156003 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.19774 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.367209 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.0753424 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.0371508 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.210798 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.156003 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.19774 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.367209 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0753424 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0371508 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0170151 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.0359181 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.146296 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0145577 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.00989944 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0359129 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.146311 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0145526 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0102291 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.00243741 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0382323 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.00570708 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0536195 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0137997 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0351462 # DEPENDENCYPART_SIBL
(23,2),(23,21),0.0362093 # DEPENDENCYPART_SIBL
(23,2),(23,22),0.102713 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0141058 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0598766 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.116174 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.31561 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.324057 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.000279669 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.425644 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.327269 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.245036 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.260407 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.599218 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.359044 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.237774 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.339061 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.485423 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.434243 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.325288 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.286526 # DEPENDENCYPART_GRANDPAR
