# _root_ Τα τελευταία χρόνια , η δημιουργία Συνεδριακού Κέντρου , δυναμικότητας 1000 συνέδρων έδωσε σημαντική ώθηση στην τουριστική ανάπτυξη της περιοχής .
#goldHeads=3,3,13,13,6,13,8,6,13,8,12,10,0,15,13,13,18,16,20,18,0,
#predictedHeads=3,3,4,13,6,13,8,6,13,8,12,10,0,15,13,13,18,16,20,18,0,
(12,9),(12,20),-0.023356 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.00745125 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.00202168 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.00604822 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.00489981 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.00819945 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.00748676 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.00088422 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.00598034 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00774141 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0275251 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00734 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.00337755 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0275237 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.00773037 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.00344854 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.00528779 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0183595 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.00593371 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.00528779 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0184838 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0184011 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.031643 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0430678 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0433566 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0325576 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0316657 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0158888 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0194424 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.125021 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.12227 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.00375015 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0080985 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.00816285 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0329953 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0321034 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.123626 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.069072 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0188914 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0684699 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.033284 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0687138 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0188914 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0684519 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0444665 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0684519 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0987102 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.00297744 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0109805 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.092049 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.00069026 # DEPENDENCYPART_SIBL
(13,2),(13,20),0.00319832 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.0433578 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0522557 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.193151 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0613038 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.19361 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0522557 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.192827 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.09469 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.192827 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0251417 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.00422751 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.00907284 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0256943 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.016905 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.00976364 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.0139752 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0126574 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.000353905 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0128921 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0175062 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0126364 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.00958038 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0126364 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0361939 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0224775 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0499117 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0434053 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0236732 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0188079 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.0851518 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0591295 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.189078 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.042448 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.188295 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0925749 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.188295 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0235648 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.000822737 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.000262965 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0241173 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0135002 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.00635887 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.0161173 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0625175 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0044501 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0622557 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0407938 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0622557 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0952411 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.00562116 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0175651 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0926212 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.00195346 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.00584204 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.0410697 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0425923 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.188339 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0927283 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.188339 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0247021 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.000784207 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.00080932 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0252547 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0118932 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.00475193 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.0150364 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0126364 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.00958038 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0126364 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0361939 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0224775 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0499117 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0434053 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0236732 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0188079 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.0851518 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0925635 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.188154 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0256877 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.00221965 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.00271419 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0262402 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0104578 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.00331648 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0140542 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.00892674 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0404561 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0484226 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0257957 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0367181 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0504281 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0489512 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0475247 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0256877 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.00221965 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.00271419 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0262402 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0104578 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.00331648 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0140542 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0329157 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0528303 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.104315 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.03793 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0349307 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.0668879 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0102617 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.11075 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.22803 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.223229 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0611354 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0937563 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0240627 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0220827 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0488457 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0385539 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0355547 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.0659432 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.233108 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.0747443 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.0690222 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0765887 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.00419333 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0313413 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0697289 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0738356 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0223106 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0231956 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.111736 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.10896 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0155931 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0052764 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.00535486 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.00711595 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.00619851 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.110313 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.0743449 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0743449 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0888196 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0885918 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0647479 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0482178 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0492968 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.0581137 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0177567 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0383657 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0218775 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.00990087 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.00749022 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.000895964 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0059686 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0383657 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0218775 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.00990087 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.00749022 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.000895964 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0059686 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0299822 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.00195394 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0452994 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00712336 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.00302759 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0169087 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0233665 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.00476553 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0114738 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.00422981 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.00761202 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.00767637 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0329984 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0321065 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.123644 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0708057 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0168545 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.00967156 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.00879821 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.166032 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.162787 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0901706 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.566707 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.213589 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.21329 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0700875 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0741979 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.10987 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0294337 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0287992 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0362452 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0428201 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0117826 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0152357 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.036686 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0309815 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0153224 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.00277679 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0101697 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0163963 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0319135 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0221989 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0372168 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0446439 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.015106 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0290032 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0114981 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0266701 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0579052 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.023511 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.018971 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0234943 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.0808239 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0170125 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0248118 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0200161 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0971717 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0102173 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0242107 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0765851 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0307801 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0971752 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.00971398 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0410936 # DEPENDENCYPART_SIBL
(21,18),(21,20),3.61052e-05 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.002923 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.0120165 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0675076 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.101904 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.0327233 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.0103769 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.0287159 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0553005 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.313234 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.0851697 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.163336 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.0178656 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.140825 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.114571 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.569625 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0823084 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.0484152 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.049972 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.141575 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.0191834 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.21495 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.123564 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.629243 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.331221 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.0164506 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.0125721 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.00990547 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.122808 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.340562 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.165443 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.0146264 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.13971 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.155486 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.113649 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.0792291 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.573938 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.0506322 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.144102 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.00991947 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.0297619 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.332921 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.0748741 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.032426 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.152807 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.175229 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.098972 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.664723 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.122314 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),-0.0180281 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.0135911 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.00810671 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.12281 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.34214 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.0927646 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.251347 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.139531 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.157556 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.11365 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.0812992 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.573963 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.14449 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.0823084 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.0484152 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.182207 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.0362648 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.170923 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.032521 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.123564 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.130553 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.0473069 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.629243 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.331221 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.153411 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.346871 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),-0.0189523 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.0081036 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.122808 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.343064 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.0927615 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.252292 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.021158 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.208333 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.113649 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.0824648 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.573967 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.355437 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.0538679 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.143572 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.378767 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.346888 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.0829315 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.15509 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.199016 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.170404 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.122808 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.343064 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.0927615 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.252292 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.021158 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.208333 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.166339 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.128399 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.573967 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.355437 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.0538679 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.143572 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.382187 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.378767 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.346888 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.180691 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.0911852 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.100272 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.0130888 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.0674612 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.0832301 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.014748 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.0581265 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.0870423 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.0181302 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.153262 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.162851 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.0871461 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.175493 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.168032 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.139404 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.209996 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.0723431 # DEPENDENCYPART_GRANDPAR
