# _root_ Το Κάστρο βρίσκεται πάνω σε ένα γιγαντιαίο βράχο , κρεμασμένο πάνω από το πέλαγος , με πανοραμική θέα και αποτελεί ένα φυσικό φρούριο .
#goldHeads=2,19,19,3,4,8,8,5,10,3,10,11,14,12,10,2,18,16,0,19,23,23,20,0,
#predictedHeads=2,3,0,3,3,8,8,5,3,19,10,11,14,12,10,10,18,16,0,19,23,23,20,0,
(15,12),(15,16),0.300542 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.037738 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0377568 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.170064 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0403361 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0377389 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.0377569 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0447355 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0249624 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.219161 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.152488 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0231542 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0250008 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.215514 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0232656 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.00428489 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0129488 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.00119068 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0231674 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.00428489 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.00859392 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.023477 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.00848977 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0316914 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.00886817 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.00821953 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0534402 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0692682 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0437399 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.00755777 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.0219216 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0168814 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.013691 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.00743165 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.00886683 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.00412075 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0173114 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0282427 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.060097 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0099355 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0181514 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.060097 # DEPENDENCYPART_SIBL
(16,12),(16,24),0.0165226 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0507799 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0427022 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0838477 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0437514 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0460701 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0874944 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.00565319 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0291784 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.00972737 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0125367 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0364799 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0160183 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.238243 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0706936 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.25256 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0624847 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.0709678 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.0805781 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.499124 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.166985 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.319228 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.105312 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.01892 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0142514 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.0456083 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0412097 # DEPENDENCYPART_SIBL
(16,20),(16,24),0.086627 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.106228 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0171454 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0781065 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.00402656 # DEPENDENCYPART_SIBL
(17,14),(17,23),0.0745427 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0290088 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.00529197 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.0290554 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0110004 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.108538 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.00032797 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.107891 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.028177 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0112116 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0171539 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.013183 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.00653415 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.0283849 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0108701 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.00466652 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0185219 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0207436 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0278003 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.021021 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0146383 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0187796 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.00468284 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.0458012 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.00940145 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.00141766 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0219249 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.00556198 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.00745233 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.00741461 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.00232998 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0279815 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0142983 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0272954 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.000546132 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0247852 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0267249 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0169768 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0130752 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.010781 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0645302 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0407865 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.00306101 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0392296 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0321584 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0177523 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0058269 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0134966 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.00604843 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.00550993 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0175119 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.0323539 # DEPENDENCYPART_SIBL
(19,3),(19,4),-0.097731 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.0658734 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.143788 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.186105 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.00900185 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.0655262 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.097731 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.094046 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.0996642 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.186105 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.00900185 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.101688 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.143788 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.186218 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.485196 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.00809858 # DEPENDENCYPART_SIBL
(19,3),(19,23),-0.0606581 # DEPENDENCYPART_SIBL
(19,3),(19,24),-0.00389115 # DEPENDENCYPART_SIBL
(19,4),(19,5),0.00234388 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.0136929 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.0316474 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.00774016 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.0204635 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.0471819 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.00451923 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0585713 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.0316474 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.00774016 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.022745 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0136929 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0316762 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.00071437 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.01568 # DEPENDENCYPART_SIBL
(19,4),(19,23),-0.0279576 # DEPENDENCYPART_SIBL
(19,4),(19,24),-0.035459 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.0514665 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.0508495 # DEPENDENCYPART_SIBL
(19,5),(19,9),0.0180295 # DEPENDENCYPART_SIBL
(19,5),(19,10),0.0161334 # DEPENDENCYPART_SIBL
(19,5),(19,11),0.00466364 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.0697304 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.0361288 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.0508495 # DEPENDENCYPART_SIBL
(19,5),(19,15),0.0180295 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.0601356 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0514665 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0517081 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0142124 # DEPENDENCYPART_SIBL
(19,5),(19,22),-0.0142488 # DEPENDENCYPART_SIBL
(19,5),(19,23),-0.0566984 # DEPENDENCYPART_SIBL
(19,5),(19,24),-0.0285411 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.00308647 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.173906 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.0284974 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.0090933 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.0152958 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.0139937 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.00308647 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.173906 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0176426 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.0288445 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.00315513 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.0154733 # DEPENDENCYPART_SIBL
(19,7),(19,22),0.390768 # DEPENDENCYPART_SIBL
(19,7),(19,23),0.00460544 # DEPENDENCYPART_SIBL
(19,7),(19,24),-0.0177375 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.114053 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.0425517 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.0254006 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.0682032 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.0422003 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.0177933 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.114053 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.0987079 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0421223 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0181654 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.0140508 # DEPENDENCYPART_SIBL
(19,8),(19,22),-0.00327324 # DEPENDENCYPART_SIBL
(19,8),(19,23),0.0974137 # DEPENDENCYPART_SIBL
(19,8),(19,24),-0.0407137 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.045004 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.000747082 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.04269 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0615984 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.00461018 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.0449192 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0508642 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.000679463 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.00326859 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0322562 # DEPENDENCYPART_SIBL
(19,9),(19,22),0.00412271 # DEPENDENCYPART_SIBL
(19,9),(19,23),0.0233583 # DEPENDENCYPART_SIBL
(19,9),(19,24),-0.0394682 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.0931713 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.0887564 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.0955934 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.181572 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.00488088 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.096648 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.139717 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.181685 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.478746 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.00627389 # DEPENDENCYPART_SIBL
(19,10),(19,23),-0.0556479 # DEPENDENCYPART_SIBL
(19,10),(19,24),-0.00160291 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.00451923 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0585713 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0316474 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.00774016 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.022745 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0136929 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0316762 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.00071437 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.01568 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.0279576 # DEPENDENCYPART_SIBL
(19,11),(19,24),-0.035459 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.0273154 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.053121 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0170473 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0483542 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0446006 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0541855 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0320122 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.00888053 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.0827878 # DEPENDENCYPART_SIBL
(19,12),(19,24),-0.0110944 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0419969 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0704777 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0268047 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0115609 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0419653 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0190483 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.040036 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.0415934 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.0547324 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.114053 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0987079 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0421223 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0181654 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0140508 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.00327324 # DEPENDENCYPART_SIBL
(19,14),(19,23),0.0974137 # DEPENDENCYPART_SIBL
(19,14),(19,24),-0.0407137 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0508642 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.000679463 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.00326859 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0322562 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.00412271 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.0233583 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0394682 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0549602 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0575901 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.00860409 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0235263 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0469562 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.0163224 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0050766 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0162531 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.388442 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.00419341 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.01853 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0173512 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0046398 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0891224 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0436209 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0403633 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.01057 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.123332 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0760492 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0796261 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0302803 # DEPENDENCYPART_SIBL
(20,3),(20,4),-0.0227738 # DEPENDENCYPART_SIBL
(20,3),(20,5),-0.00704409 # DEPENDENCYPART_SIBL
(20,3),(20,7),-0.0699877 # DEPENDENCYPART_SIBL
(20,3),(20,8),-0.0776361 # DEPENDENCYPART_SIBL
(20,3),(20,10),-0.127012 # DEPENDENCYPART_SIBL
(20,3),(20,11),-0.0227738 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.0265097 # DEPENDENCYPART_SIBL
(20,3),(20,14),-0.0776361 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.013622 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.0363203 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.0699879 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.0797645 # DEPENDENCYPART_SIBL
(20,3),(20,19),-0.0220187 # DEPENDENCYPART_SIBL
(20,3),(20,22),-0.0361185 # DEPENDENCYPART_SIBL
(20,3),(20,23),-0.00855509 # DEPENDENCYPART_SIBL
(20,3),(20,24),-0.0434899 # DEPENDENCYPART_SIBL
(20,4),(20,5),-0.0217408 # DEPENDENCYPART_SIBL
(20,4),(20,7),-0.0426475 # DEPENDENCYPART_SIBL
(20,4),(20,8),-0.00732276 # DEPENDENCYPART_SIBL
(20,4),(20,10),-0.0330646 # DEPENDENCYPART_SIBL
(20,4),(20,11),-0.0555547 # DEPENDENCYPART_SIBL
(20,4),(20,12),-0.0323874 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.00732276 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.0181976 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.0458302 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.0426475 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.00928427 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.00272729 # DEPENDENCYPART_SIBL
(20,4),(20,22),-0.0507182 # DEPENDENCYPART_SIBL
(20,4),(20,23),-0.0246677 # DEPENDENCYPART_SIBL
(20,4),(20,24),-0.0559741 # DEPENDENCYPART_SIBL
(20,5),(20,7),-0.0222418 # DEPENDENCYPART_SIBL
(20,5),(20,8),-0.00636447 # DEPENDENCYPART_SIBL
(20,5),(20,10),-0.00487671 # DEPENDENCYPART_SIBL
(20,5),(20,11),-0.0440352 # DEPENDENCYPART_SIBL
(20,5),(20,12),-0.0679768 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.00636447 # DEPENDENCYPART_SIBL
(20,5),(20,15),0.0530338 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.0617912 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.0222418 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.00998533 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.00316206 # DEPENDENCYPART_SIBL
(20,5),(20,22),-0.0244168 # DEPENDENCYPART_SIBL
(20,5),(20,23),0.00595844 # DEPENDENCYPART_SIBL
(20,5),(20,24),-0.0522949 # DEPENDENCYPART_SIBL
(20,7),(20,8),-0.0570519 # DEPENDENCYPART_SIBL
(20,7),(20,10),-0.0395046 # DEPENDENCYPART_SIBL
(20,7),(20,11),-0.0440821 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.0319795 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.0570519 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.00415904 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.0364019 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.034453 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.0590351 # DEPENDENCYPART_SIBL
(20,7),(20,19),-0.0324028 # DEPENDENCYPART_SIBL
(20,7),(20,22),0.0752301 # DEPENDENCYPART_SIBL
(20,7),(20,23),0.00805118 # DEPENDENCYPART_SIBL
(20,7),(20,24),-0.0437606 # DEPENDENCYPART_SIBL
(20,8),(20,10),-0.0305932 # DEPENDENCYPART_SIBL
(20,8),(20,11),-0.033357 # DEPENDENCYPART_SIBL
(20,8),(20,12),-0.0282556 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.189153 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.0430567 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.0654145 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.072195 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.191771 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.046352 # DEPENDENCYPART_SIBL
(20,8),(20,22),0.00631113 # DEPENDENCYPART_SIBL
(20,8),(20,23),0.0109856 # DEPENDENCYPART_SIBL
(20,8),(20,24),-0.0183093 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.0218608 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.0243001 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.0769701 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.0130125 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.0346105 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.069579 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.0790984 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.0189849 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.0345017 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.0055116 # DEPENDENCYPART_SIBL
(20,10),(20,24),-0.0405838 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.0323874 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.00732276 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.0181976 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0458302 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0426475 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.00928427 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.00272729 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.0507182 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.0246677 # DEPENDENCYPART_SIBL
(20,11),(20,24),-0.0559741 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.00574555 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.0257877 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.0319629 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.00411483 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.0097785 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.00707548 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.0268032 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.020221 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.0340584 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.0430567 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0654145 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.072195 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.191771 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.046352 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.00631113 # DEPENDENCYPART_SIBL
(20,14),(20,23),0.0109856 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.0183093 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0237239 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0226746 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.0209412 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.000476974 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0451132 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0142658 # DEPENDENCYPART_SIBL
