# _root_ Πρότεινα να ξεκινήσει ο Πρόεδρός μας , παράλληλα με τις εργασίες της Συνέλευσης και σε συνεργασία με τα εθνικά κοινοβούλια , εκστρατεία με θέμα " Ας μιλήσουμε ανοιχτά " .
#goldHeads=0,3,1,5,3,5,14,14,8,11,9,13,11,3,14,15,16,20,20,17,14,3,22,23,27,27,24,27,27,0,
#predictedHeads=0,3,1,5,3,5,8,3,8,11,9,13,11,3,14,15,16,20,20,17,3,21,22,23,27,27,24,27,27,0,
(3,13),(13,15),0.0568876 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.245454 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),0.027233 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-1.45951 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.981408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,5),0.363881 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),0.190428 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),0.0836941 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),0.261739 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.533487 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),0.0341761 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.848665 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.358541 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),0.183616 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.234032 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),0.1375 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.548323 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),0.0218417 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.101679 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.413044 # DEPENDENCYPART_GRANDPAR
(3,14),(14,23),0.144881 # DEPENDENCYPART_GRANDPAR
(3,14),(14,24),-0.268257 # DEPENDENCYPART_GRANDPAR
(3,14),(14,25),-0.131322 # DEPENDENCYPART_GRANDPAR
(3,14),(14,27),-0.080819 # DEPENDENCYPART_GRANDPAR
(3,14),(14,29),-0.256459 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.264533 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),0.218966 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.161992 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),0.0288944 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.50107 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),0.0894187 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.345467 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.138231 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.428514 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),0.379274 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),0.0467382 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.196656 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.439139 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),0.0186819 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),0.0541192 # DEPENDENCYPART_GRANDPAR
(3,16),(16,27),0.256725 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),0.117508 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.336342 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.391547 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.537801 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),0.0248702 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.015257 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-0.410015 # DEPENDENCYPART_GRANDPAR
(3,17),(17,24),-0.254555 # DEPENDENCYPART_GRANDPAR
(3,17),(17,25),-0.0533043 # DEPENDENCYPART_GRANDPAR
(3,17),(17,29),-0.178441 # DEPENDENCYPART_GRANDPAR
(3,21),(21,1),-1.24708 # DEPENDENCYPART_GRANDPAR
(3,21),(21,3),-1.12684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,21),(21,5),0.35956 # DEPENDENCYPART_GRANDPAR
(3,21),(21,7),0.123823 # DEPENDENCYPART_GRANDPAR
(3,21),(21,11),0.0260849 # DEPENDENCYPART_GRANDPAR
(3,21),(21,13),-0.362604 # DEPENDENCYPART_GRANDPAR
(3,21),(21,15),0.104369 # DEPENDENCYPART_GRANDPAR
(3,21),(21,16),-0.361683 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-0.755108 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.0923924 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),-0.622056 # DEPENDENCYPART_GRANDPAR
(3,21),(21,23),-0.0648959 # DEPENDENCYPART_GRANDPAR
(3,21),(21,24),-0.472793 # DEPENDENCYPART_GRANDPAR
(3,21),(21,25),-0.0956015 # DEPENDENCYPART_GRANDPAR
(3,23),(23,21),0.0103551 # DEPENDENCYPART_GRANDPAR
(3,23),(23,22),-0.496138 # DEPENDENCYPART_GRANDPAR
(3,23),(23,24),-0.254555 # DEPENDENCYPART_GRANDPAR
(3,23),(23,25),-0.0533043 # DEPENDENCYPART_GRANDPAR
(3,23),(23,27),0.06063 # DEPENDENCYPART_GRANDPAR
(3,23),(23,28),-0.31975 # DEPENDENCYPART_GRANDPAR
(3,23),(23,29),-0.178441 # DEPENDENCYPART_GRANDPAR
(3,25),(25,5),0.283744 # DEPENDENCYPART_GRANDPAR
(3,25),(25,19),-0.742827 # DEPENDENCYPART_GRANDPAR
(3,25),(25,20),-0.168344 # DEPENDENCYPART_GRANDPAR
(3,25),(25,22),-0.60323 # DEPENDENCYPART_GRANDPAR
(3,25),(25,23),0.110128 # DEPENDENCYPART_GRANDPAR
(3,25),(25,24),-0.465813 # DEPENDENCYPART_GRANDPAR
(3,25),(25,27),-0.11905 # DEPENDENCYPART_GRANDPAR
(3,25),(25,28),-0.383933 # DEPENDENCYPART_GRANDPAR
(3,25),(25,29),-0.232072 # DEPENDENCYPART_GRANDPAR
(3,28),(28,1),-1.21199 # DEPENDENCYPART_GRANDPAR
(3,28),(28,3),-0.96323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,28),(28,8),0.142069 # DEPENDENCYPART_GRANDPAR
(3,28),(28,9),0.272639 # DEPENDENCYPART_GRANDPAR
(3,28),(28,24),-0.40095 # DEPENDENCYPART_GRANDPAR
(3,28),(28,25),0.0554783 # DEPENDENCYPART_GRANDPAR
(3,28),(28,27),-0.0431779 # DEPENDENCYPART_GRANDPAR
(3,28),(28,29),-0.210542 # DEPENDENCYPART_GRANDPAR
(3,28),(28,30),-0.520149 # DEPENDENCYPART_GRANDPAR
(3,29),(29,1),-1.20735 # DEPENDENCYPART_GRANDPAR
(3,29),(29,27),-0.202807 # DEPENDENCYPART_GRANDPAR
(3,29),(29,28),-0.349791 # DEPENDENCYPART_GRANDPAR
(3,29),(29,30),-0.531529 # DEPENDENCYPART_GRANDPAR
(3,30),(30,28),-0.335542 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0746306 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.467105 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.22684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,7),-0.437847 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.574464 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.545431 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.771069 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.496615 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.575019 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-0.716473 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-0.521128 # DEPENDENCYPART_GRANDPAR
(5,1),(1,25),-0.976871 # DEPENDENCYPART_GRANDPAR
(5,1),(1,28),-0.834864 # DEPENDENCYPART_GRANDPAR
(5,1),(1,29),-1.21071 # DEPENDENCYPART_GRANDPAR
(5,1),(1,30),-1.19465 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.339658 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.334115 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.164573 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.2272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.437847 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.574464 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.545436 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.771426 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.620483 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.496615 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.575022 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.988823 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.716478 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-0.521128 # DEPENDENCYPART_GRANDPAR
(5,3),(3,23),-0.79375 # DEPENDENCYPART_GRANDPAR
(5,3),(3,25),-0.976871 # DEPENDENCYPART_GRANDPAR
(5,3),(3,28),-0.834864 # DEPENDENCYPART_GRANDPAR
(5,3),(3,29),-1.21071 # DEPENDENCYPART_GRANDPAR
(5,3),(3,30),-1.19465 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.82918 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.10779 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.720792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,8),-0.165005 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.155528 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.274192 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.832997 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.1116 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.804275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,7),-0.0742043 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0556444 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.204038 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.0529755 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.00130879 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.147192 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.430459 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.226687 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.214699 # DEPENDENCYPART_GRANDPAR
(5,8),(8,27),-0.614102 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.113414 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.168494 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.912895 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.106478 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.0442479 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.00454802 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.328463 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.197371 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.718682 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.696159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,7),-0.0467059 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.0910745 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.0102927 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.787637 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.285586 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.154517 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.034118 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.306861 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.531154 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.392447 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.598086 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.469719 # DEPENDENCYPART_GRANDPAR
(5,11),(11,28),-0.419976 # DEPENDENCYPART_GRANDPAR
(5,11),(11,29),-0.771862 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.718812 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.783688 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.233257 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.128309 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.0342544 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.307008 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.531048 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.392593 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.930072 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-1.20868 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.685008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,7),0.00814129 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.093207 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.0601488 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.994913 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.21933 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.400099 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.0730168 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.134988 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.298612 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.239305 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.440554 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.368839 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.147307 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.162082 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.316577 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),-0.599026 # DEPENDENCYPART_GRANDPAR
(5,14),(14,25),-0.550838 # DEPENDENCYPART_GRANDPAR
(5,14),(14,27),-0.523334 # DEPENDENCYPART_GRANDPAR
(5,14),(14,29),-0.784674 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.133317 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.0104576 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.359451 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.353897 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.687865 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.435474 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.228717 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.123179 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.538283 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-1.00076 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.633398 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.398053 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.197371 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.191296 # DEPENDENCYPART_GRANDPAR
(5,17),(17,24),-0.618633 # DEPENDENCYPART_GRANDPAR
(5,17),(17,25),-0.579575 # DEPENDENCYPART_GRANDPAR
(5,17),(17,29),-0.813412 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.196696 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.394722 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.618633 # DEPENDENCYPART_GRANDPAR
(5,23),(23,25),-0.579575 # DEPENDENCYPART_GRANDPAR
(5,23),(23,27),-0.627313 # DEPENDENCYPART_GRANDPAR
(5,23),(23,28),-0.38247 # DEPENDENCYPART_GRANDPAR
(5,23),(23,29),-0.813412 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.0600197 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.122479 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.0394301 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-0.922224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.18098 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.424227 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.590807 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-0.221512 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.461729 # DEPENDENCYPART_GRANDPAR
(7,1),(1,17),-0.434353 # DEPENDENCYPART_GRANDPAR
(7,1),(1,21),-0.394082 # DEPENDENCYPART_GRANDPAR
(7,1),(1,25),-0.619534 # DEPENDENCYPART_GRANDPAR
(7,1),(1,28),-0.703546 # DEPENDENCYPART_GRANDPAR
(7,1),(1,29),-0.737196 # DEPENDENCYPART_GRANDPAR
(7,1),(1,30),-0.768895 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.144434 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.0458258 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.00660034 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.0428202 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.922224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.18098 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.424232 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.591164 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.729725 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.221512 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.461731 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.718902 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.434358 # DEPENDENCYPART_GRANDPAR
(7,3),(3,21),-0.394082 # DEPENDENCYPART_GRANDPAR
(7,3),(3,23),-0.478808 # DEPENDENCYPART_GRANDPAR
(7,3),(3,25),-0.619534 # DEPENDENCYPART_GRANDPAR
(7,3),(3,28),-0.703546 # DEPENDENCYPART_GRANDPAR
(7,3),(3,29),-0.737196 # DEPENDENCYPART_GRANDPAR
(7,3),(3,30),-0.768895 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.0788761 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.0244952 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.216565 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.108085 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.967051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.136309 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.417192 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.628454 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.767117 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.198286 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.454973 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.427317 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-0.471768 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.492699 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.388896 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.380642 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.442966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.0395132 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.131115 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.270602 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.186687 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.0671108 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.266471 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.049639 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.120116 # DEPENDENCYPART_GRANDPAR
(7,8),(8,27),-0.0625565 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.520754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.313413 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.232982 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.116549 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.256605 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.181439 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.247094 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.114845 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.402449 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.420101 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.54986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.305998 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.129437 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.0767608 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.0838806 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.176935 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.205158 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.0454953 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.172043 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),0.0236691 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.316269 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.0207811 # DEPENDENCYPART_GRANDPAR
(7,11),(11,28),-0.225178 # DEPENDENCYPART_GRANDPAR
(7,11),(11,29),-0.344328 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.0376704 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.204674 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.0864452 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.0113045 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.1066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.256898 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.383776 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),-0.525034 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-0.640359 # DEPENDENCYPART_GRANDPAR
(8,1),(1,17),-0.613397 # DEPENDENCYPART_GRANDPAR
(8,1),(1,21),-0.480375 # DEPENDENCYPART_GRANDPAR
(8,1),(1,25),-0.476964 # DEPENDENCYPART_GRANDPAR
(8,1),(1,28),-0.723489 # DEPENDENCYPART_GRANDPAR
(8,1),(1,29),-0.58504 # DEPENDENCYPART_GRANDPAR
(8,1),(1,30),-0.63825 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.0808756 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.101254 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.283836 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.0830592 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.0113086 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.1066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.256903 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.384133 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.513462 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.525034 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.640362 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.730867 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.613402 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-0.480375 # DEPENDENCYPART_GRANDPAR
(8,3),(3,23),-0.59428 # DEPENDENCYPART_GRANDPAR
(8,3),(3,25),-0.476964 # DEPENDENCYPART_GRANDPAR
(8,3),(3,28),-0.723489 # DEPENDENCYPART_GRANDPAR
(8,3),(3,29),-0.58504 # DEPENDENCYPART_GRANDPAR
(8,3),(3,30),-0.63825 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.0726116 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.123658 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.223926 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.21771 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.0812837 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.10357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.289651 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.466816 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.596248 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.537898 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.672563 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.646149 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-0.627027 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.157842 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.106287 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.247329 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.10364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.280057 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.451834 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.375166 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.710437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0245724 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.148526 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.0146323 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.0822354 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.204885 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.161203 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.74676 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.617942 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.422474 # DEPENDENCYPART_GRANDPAR
