# _root_ Υποστήριξη στις ΗΠΑ ως προς την πρόταση παραπομπής του Ιράν στο Συμβούλιο Ασφαλείας , εφόσον επαναληφθεί ο εμπλουτισμός ουρανίου ή παραβιαστούν καίριες δεσμεύσεις , πρόκειται να παράσχει η ΕΕ.
#goldHeads=27,1,2,1,4,7,5,7,10,8,8,11,12,15,27,20,18,16,18,15,20,23,21,25,0,27,25,29,27,
#predictedHeads=0,1,2,20,4,7,5,7,10,7,10,11,12,15,25,15,18,16,18,25,20,23,21,25,0,27,25,29,27,
(4,14),(14,13),-0.247092 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.660459 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.743576 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-0.764239 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.556901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),0.259134 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),0.0917803 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),0.0429125 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.0493663 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.0526072 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.3801 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.209834 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.106545 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),0.0041744 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.554333 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.433761 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.409132 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),0.091891 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.251925 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.167828 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.481939 # DEPENDENCYPART_GRANDPAR
(4,16),(16,24),-0.359438 # DEPENDENCYPART_GRANDPAR
(4,16),(16,25),-0.26014 # DEPENDENCYPART_GRANDPAR
(4,16),(16,27),-0.199155 # DEPENDENCYPART_GRANDPAR
(4,27),(27,1),-0.743576 # DEPENDENCYPART_GRANDPAR
(4,27),(27,2),-0.764239 # DEPENDENCYPART_GRANDPAR
(4,27),(27,4),-0.556902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,27),(27,15),0.00409778 # DEPENDENCYPART_GRANDPAR
(4,27),(27,18),-0.532519 # DEPENDENCYPART_GRANDPAR
(4,27),(27,19),-0.507889 # DEPENDENCYPART_GRANDPAR
(4,27),(27,21),-0.177873 # DEPENDENCYPART_GRANDPAR
(4,27),(27,22),-0.232466 # DEPENDENCYPART_GRANDPAR
(4,27),(27,23),-0.582375 # DEPENDENCYPART_GRANDPAR
(4,27),(27,24),-0.37219 # DEPENDENCYPART_GRANDPAR
(4,27),(27,25),-0.180987 # DEPENDENCYPART_GRANDPAR
(4,27),(27,26),-0.343654 # DEPENDENCYPART_GRANDPAR
(4,27),(27,28),-0.677795 # DEPENDENCYPART_GRANDPAR
(4,27),(27,29),-0.440435 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.217201 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.268675 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.228168 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.985963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),0.0322807 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.452322 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.644368 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.357814 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.791966 # DEPENDENCYPART_GRANDPAR
(5,4),(4,27),-1.0798 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0259434 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.541136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.78094 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0326693 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.438282 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.0126004 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.173981 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.157077 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.460171 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.0881871 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.284152 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.140661 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.805086 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.486954 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.778511 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.605713 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.449218 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.00474356 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.191509 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.151881 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.454975 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.026318 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.108538 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.285251 # DEPENDENCYPART_GRANDPAR
(5,12),(12,6),0.768626 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.465885 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.0458102 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.45944 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),0.0224015 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.111898 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.292314 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.164372 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.76318 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.461048 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.58565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,7),0.484337 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.00546827 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.0436267 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.299209 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.19114 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.479305 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.488433 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.20476 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.325063 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.20127 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.346641 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.0387215 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-0.524828 # DEPENDENCYPART_GRANDPAR
(5,15),(15,27),-0.613523 # DEPENDENCYPART_GRANDPAR
(5,24),(24,18),-0.476616 # DEPENDENCYPART_GRANDPAR
(5,24),(24,19),-0.668689 # DEPENDENCYPART_GRANDPAR
(5,24),(24,22),-0.796178 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),-0.706709 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),-0.675886 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.818074 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.593078 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.848687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.193075 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.427318 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.182915 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0417446 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.208881 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.36276 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.00809286 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.13464 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.229038 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.1727 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0803709 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.14043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.0119219 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.543958 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.378621 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.214 # DEPENDENCYPART_GRANDPAR
(7,5),(5,24),-0.586028 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),0.00309366 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.37711 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.645307 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.538138 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.558589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.228447 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.140812 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.072964 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.048766 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.0435641 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.0205893 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.207295 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.111221 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.455467 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.647373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.482003 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.483769 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.1505 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0235582 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.0652846 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.12312 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.204637 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.0385212 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.538319 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.445627 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.331993 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0420392 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.0193399 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.206636 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.11423 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),0.206943 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.538138 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),0.557789 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.423694 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.264765 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.0246104 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.00945025 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.196456 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.12263 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.186494 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.00232172 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),0.270546 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.0679008 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.146949 # DEPENDENCYPART_GRANDPAR
(7,15),(15,25),-0.444073 # DEPENDENCYPART_GRANDPAR
(7,15),(15,27),-0.469471 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-1.25724 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.778754 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.623003 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-0.503068 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.632078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.495982 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.236547 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.258663 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.0404884 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.0503463 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.179379 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.28673 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.754176 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.424452 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),0.0817493 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),0.302384 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.0899089 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.308399 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.635399 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.0544217 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),-0.47242 # DEPENDENCYPART_GRANDPAR
(7,16),(16,27),-0.491791 # DEPENDENCYPART_GRANDPAR
(7,20),(20,1),-1.32112 # DEPENDENCYPART_GRANDPAR
(7,20),(20,2),-0.806101 # DEPENDENCYPART_GRANDPAR
(7,20),(20,4),-0.619842 # DEPENDENCYPART_GRANDPAR
(7,20),(20,5),-0.52838 # DEPENDENCYPART_GRANDPAR
(7,20),(20,7),-0.55955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,20),(20,8),0.569711 # DEPENDENCYPART_GRANDPAR
(7,20),(20,10),0.309874 # DEPENDENCYPART_GRANDPAR
(7,20),(20,11),0.283121 # DEPENDENCYPART_GRANDPAR
(7,20),(20,12),0.0463609 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),0.123365 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),0.186988 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),0.325089 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),0.260756 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.830553 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.628285 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.124842 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.0332252 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.204046 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),-0.677031 # DEPENDENCYPART_GRANDPAR
(7,20),(20,24),-0.121847 # DEPENDENCYPART_GRANDPAR
(7,20),(20,25),-0.409397 # DEPENDENCYPART_GRANDPAR
(7,20),(20,27),-0.434796 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.217773 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.0976123 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.260876 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.214031 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.702723 # DEPENDENCYPART_GRANDPAR
(8,1),(1,20),-0.723424 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.427033 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.306422 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.173826 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.156073 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.121991 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.06798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,12),-0.592472 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.649157 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.620662 # DEPENDENCYPART_GRANDPAR
(8,4),(4,27),-1.10108 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.0627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,5),0.0215494 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.00192493 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.16296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.124436 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.235534 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.702737 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.687401 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.663692 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.585696 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.692434 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-0.723676 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.332583 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.541503 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.593966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.555829 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.226945 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0834081 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0578597 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0615261 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.0797491 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.295847 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.415436 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),0.515235 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.34598 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.0790691 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.233314 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.134511 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.211818 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.256547 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.415255 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.519284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.493302 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.108603 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.044777 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.243203 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.144692 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.220218 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-1.17279 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.645849 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.318045 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.568495 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.531143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,10),0.292592 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.104734 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0613546 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0331151 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.501244 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.100124 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.102566 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.195796 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.318936 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.378769 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.607966 # DEPENDENCYPART_GRANDPAR
(8,15),(15,27),-0.583616 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-1.13773 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.750511 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.684532 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.334396 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.533841 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.57207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,10),0.259337 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.105704 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.100855 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.0733144 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.0883685 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.0392976 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.80979 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.241369 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.188497 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.157206 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.337204 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.472449 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.482899 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),-0.289006 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),-0.632573 # DEPENDENCYPART_GRANDPAR
(8,16),(16,27),-0.602195 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.197296 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.333155 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.485584 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.120339 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.166243 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.03962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.280343 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.439166 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.481084 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.532132 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.733995 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-0.650022 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.310434 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.262626 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.487372 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.255087 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.164335 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.03962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.280339 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.439162 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.48108 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.478773 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.531884 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.733314 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.107788 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.0611254 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.0795318 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.895393 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.747349 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.529327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),-0.0190404 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0637212 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.112999 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.273956 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.211552 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.895378 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.706529 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.747322 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.249146 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.143488 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.063638 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.113597 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.272062 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.12512 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.05788 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.563809 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.407264 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.0774857 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.0155651 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.0452156 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),0.0213834 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.1251 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.932169 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.05786 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.312784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.706378 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0814244 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.0109165 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0485424 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-1.02154 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.554959 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.736014 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.891244 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.888456 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.527419 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.355883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.601268 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.381075 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.550808 # DEPENDENCYPART_GRANDPAR
