# _root_ Böyle _ önemli bir görevin başına _ _ getirilen kişi , eski _ sakallı fotoğrafından da _ anlaşılıyor ki , bir bütün bürokrasiye _ _ yayılan zihniyetin bir örneği _ olabilir .
#goldHeads=3,3,5,5,6,8,8,9,10,31,0,15,14,15,18,15,18,31,18,0,22,23,25,25,26,27,29,29,31,31,32,0,
#predictedHeads=3,3,5,5,6,8,8,9,10,11,0,13,14,15,18,15,18,20,18,0,22,23,25,25,26,27,29,29,31,31,32,0,
(32,22),-0.522766 # DEPENDENCYPART_ARC
(32,23),0.0318855 # DEPENDENCYPART_ARC
(32,24),-3.02924 # DEPENDENCYPART_ARC
(32,25),-2.55573 # DEPENDENCYPART_ARC
(32,26),-0.168565 # DEPENDENCYPART_ARC
(32,27),0.414064 # DEPENDENCYPART_ARC
(32,28),0.281355 # DEPENDENCYPART_ARC
(32,29),0.483517 # DEPENDENCYPART_ARC
(32,30),-0.647963 # DEPENDENCYPART_ARC
(32,31),1.8947 # DEPENDENCYPART_ARC
