# _root_ " Bankalar öyle bir izlenim yarattı ki sanki _ _ verilen hizmetler hava , su gibi _ _ ücretsiz _ olabilir " _ diyen Demiray , bundan_sonra _ _ verilen hizmetlerden ücret _ alınacağını _ bildirdi .
#goldHeads=0,6,5,5,6,7,8,20,10,11,12,20,16,0,16,18,18,19,20,21,22,23,24,25,35,0,30,29,30,31,33,33,34,35,36,37,0,
#predictedHeads=0,6,5,5,6,11,6,10,10,11,12,13,14,0,16,17,18,19,21,21,22,0,24,25,36,0,30,29,30,31,33,34,34,36,36,37,0,
(28,2),-0.970177 # DEPENDENCYPART_ARC
(28,3),-2.30232 # DEPENDENCYPART_ARC
(28,4),-1.84648 # DEPENDENCYPART_ARC
(28,5),-0.330796 # DEPENDENCYPART_ARC
(28,6),-0.945142 # DEPENDENCYPART_ARC
(28,7),-2.31732 # DEPENDENCYPART_ARC
(28,8),-0.973484 # DEPENDENCYPART_ARC
(28,9),-12.6078 # DEPENDENCYPART_ARC
(28,10),-11.5751 # DEPENDENCYPART_ARC
(28,11),-1.38467 # DEPENDENCYPART_ARC
(28,12),-0.426791 # DEPENDENCYPART_ARC
(28,13),-0.772477 # DEPENDENCYPART_ARC
(28,14),-0.99415 # DEPENDENCYPART_ARC
(28,15),-1.23248 # DEPENDENCYPART_ARC
(28,16),-1.07539 # DEPENDENCYPART_ARC
(28,17),-7.09516 # DEPENDENCYPART_ARC
(28,18),-6.82636 # DEPENDENCYPART_ARC
(28,19),-0.606618 # DEPENDENCYPART_ARC
(28,20),-3.86779 # DEPENDENCYPART_ARC
(28,21),-0.588552 # DEPENDENCYPART_ARC
(28,22),0.475319 # DEPENDENCYPART_ARC
(28,23),-1.54951 # DEPENDENCYPART_ARC
(28,24),-0.593444 # DEPENDENCYPART_ARC
(28,25),0.0882903 # DEPENDENCYPART_ARC
(28,26),0.35092 # DEPENDENCYPART_ARC
(28,27),1.52544 # DEPENDENCYPART_ARC
(28,29),0.6364 # DEPENDENCYPART_ARC
(28,30),0.45035 # DEPENDENCYPART_ARC
(28,31),0.514954 # DEPENDENCYPART_ARC
(28,32),0.124072 # DEPENDENCYPART_ARC
(28,33),-0.189305 # DEPENDENCYPART_ARC
(28,34),-0.306191 # DEPENDENCYPART_ARC
(28,35),-0.305346 # DEPENDENCYPART_ARC
(28,36),0.0397674 # DEPENDENCYPART_ARC
(28,37),-0.808421 # DEPENDENCYPART_ARC
(29,1),-2.35859 # DEPENDENCYPART_ARC
(29,2),-0.286737 # DEPENDENCYPART_ARC
(29,3),-1.66804 # DEPENDENCYPART_ARC
(29,4),-1.2987 # DEPENDENCYPART_ARC
(29,5),0.524019 # DEPENDENCYPART_ARC
(29,6),-0.926977 # DEPENDENCYPART_ARC
(29,7),-1.82736 # DEPENDENCYPART_ARC
(29,8),-0.230869 # DEPENDENCYPART_ARC
(29,9),-12.9991 # DEPENDENCYPART_ARC
(29,10),-12.5565 # DEPENDENCYPART_ARC
(29,11),-0.579245 # DEPENDENCYPART_ARC
(29,12),0.222089 # DEPENDENCYPART_ARC
(29,13),-0.365401 # DEPENDENCYPART_ARC
(29,14),-0.896461 # DEPENDENCYPART_ARC
(29,15),-0.707011 # DEPENDENCYPART_ARC
(29,16),-0.411993 # DEPENDENCYPART_ARC
(29,17),-7.16148 # DEPENDENCYPART_ARC
(29,18),-7.0081 # DEPENDENCYPART_ARC
(29,19),0.395942 # DEPENDENCYPART_ARC
(29,20),-4.28898 # DEPENDENCYPART_ARC
(29,21),-0.215632 # DEPENDENCYPART_ARC
(29,22),0.490841 # DEPENDENCYPART_ARC
(29,23),-2.62722 # DEPENDENCYPART_ARC
(29,24),0.227925 # DEPENDENCYPART_ARC
(29,25),0.473125 # DEPENDENCYPART_ARC
(29,26),0.54444 # DEPENDENCYPART_ARC
(29,27),1.65373 # DEPENDENCYPART_ARC
(29,28),2.89409 # DEPENDENCYPART_ARC
(29,30),0.138469 # DEPENDENCYPART_ARC
(29,31),-0.22737 # DEPENDENCYPART_ARC
(29,32),-1.2329 # DEPENDENCYPART_ARC
(29,33),-0.794801 # DEPENDENCYPART_ARC
(29,34),-0.635405 # DEPENDENCYPART_ARC
(29,35),-0.90067 # DEPENDENCYPART_ARC
(29,36),-0.643153 # DEPENDENCYPART_ARC
(29,37),-1.46339 # DEPENDENCYPART_ARC
(30,1),-0.175006 # DEPENDENCYPART_ARC
(30,2),-1.07596 # DEPENDENCYPART_ARC
(30,3),-0.276023 # DEPENDENCYPART_ARC
(30,4),-1.03246 # DEPENDENCYPART_ARC
(30,5),-0.845338 # DEPENDENCYPART_ARC
(30,6),-0.7218 # DEPENDENCYPART_ARC
(30,7),-0.742228 # DEPENDENCYPART_ARC
(30,8),0.126349 # DEPENDENCYPART_ARC
(30,9),-6.03713 # DEPENDENCYPART_ARC
(30,10),-5.00781 # DEPENDENCYPART_ARC
(30,11),-0.675705 # DEPENDENCYPART_ARC
(30,12),-0.278022 # DEPENDENCYPART_ARC
(30,13),-0.577509 # DEPENDENCYPART_ARC
(30,14),-0.127892 # DEPENDENCYPART_ARC
(30,15),-0.321211 # DEPENDENCYPART_ARC
(30,16),-0.170111 # DEPENDENCYPART_ARC
(30,17),-2.67178 # DEPENDENCYPART_ARC
(30,18),-3.13317 # DEPENDENCYPART_ARC
(30,19),0.264373 # DEPENDENCYPART_ARC
(30,20),-1.89382 # DEPENDENCYPART_ARC
(30,21),-0.0379698 # DEPENDENCYPART_ARC
(30,22),0.318646 # DEPENDENCYPART_ARC
(30,23),-0.440468 # DEPENDENCYPART_ARC
(30,24),0.122041 # DEPENDENCYPART_ARC
(30,25),0.398699 # DEPENDENCYPART_ARC
(30,26),0.618927 # DEPENDENCYPART_ARC
(30,27),1.76183 # DEPENDENCYPART_ARC
(30,28),1.2219 # DEPENDENCYPART_ARC
(30,29),2.9714 # DEPENDENCYPART_ARC
(30,31),-0.302776 # DEPENDENCYPART_ARC
(30,32),-0.613734 # DEPENDENCYPART_ARC
(30,33),-1.04687 # DEPENDENCYPART_ARC
(30,34),-0.738387 # DEPENDENCYPART_ARC
(30,35),-1.19609 # DEPENDENCYPART_ARC
(30,36),-1.14003 # DEPENDENCYPART_ARC
(30,37),-1.20394 # DEPENDENCYPART_ARC
(31,1),-0.903984 # DEPENDENCYPART_ARC
(31,2),-2.79639 # DEPENDENCYPART_ARC
(31,3),0.0257142 # DEPENDENCYPART_ARC
(31,4),-1.21161 # DEPENDENCYPART_ARC
(31,5),-1.98385 # DEPENDENCYPART_ARC
(31,6),-2.2096 # DEPENDENCYPART_ARC
(31,7),-1.71966 # DEPENDENCYPART_ARC
(31,8),-0.928869 # DEPENDENCYPART_ARC
(31,9),-9.49443 # DEPENDENCYPART_ARC
(31,10),-9.26987 # DEPENDENCYPART_ARC
(31,11),-0.398713 # DEPENDENCYPART_ARC
(31,12),-1.96338 # DEPENDENCYPART_ARC
(31,13),-1.11586 # DEPENDENCYPART_ARC
(31,14),-0.82689 # DEPENDENCYPART_ARC
(31,15),-0.710943 # DEPENDENCYPART_ARC
(31,16),-0.496302 # DEPENDENCYPART_ARC
(31,17),-5.81589 # DEPENDENCYPART_ARC
(31,18),-4.93392 # DEPENDENCYPART_ARC
(31,19),-0.494381 # DEPENDENCYPART_ARC
(31,20),-3.70166 # DEPENDENCYPART_ARC
(31,21),-0.96071 # DEPENDENCYPART_ARC
(31,22),-0.22277 # DEPENDENCYPART_ARC
(31,23),-2.84736 # DEPENDENCYPART_ARC
(31,24),0.350935 # DEPENDENCYPART_ARC
(31,25),-0.694042 # DEPENDENCYPART_ARC
(31,26),0.409253 # DEPENDENCYPART_ARC
(31,27),0.8083 # DEPENDENCYPART_ARC
(31,28),-0.327574 # DEPENDENCYPART_ARC
(31,29),0.393049 # DEPENDENCYPART_ARC
(31,30),2.82444 # DEPENDENCYPART_ARC
(31,32),-0.149721 # DEPENDENCYPART_ARC
(31,33),-0.426654 # DEPENDENCYPART_ARC
(31,34),-0.867294 # DEPENDENCYPART_ARC
(31,35),-0.45542 # DEPENDENCYPART_ARC
(31,36),-1.05598 # DEPENDENCYPART_ARC
(31,37),-0.781252 # DEPENDENCYPART_ARC
(32,1),-1.40501 # DEPENDENCYPART_ARC
(32,2),-2.71848 # DEPENDENCYPART_ARC
(32,3),-0.344205 # DEPENDENCYPART_ARC
(32,4),-1.68338 # DEPENDENCYPART_ARC
(32,5),-2.39952 # DEPENDENCYPART_ARC
(32,6),-2.24264 # DEPENDENCYPART_ARC
(32,7),-2.12605 # DEPENDENCYPART_ARC
(32,8),-1.43394 # DEPENDENCYPART_ARC
(32,9),-10.5948 # DEPENDENCYPART_ARC
(32,10),-10.1898 # DEPENDENCYPART_ARC
(32,11),-1.40067 # DEPENDENCYPART_ARC
(32,12),-1.87309 # DEPENDENCYPART_ARC
(32,13),-1.6468 # DEPENDENCYPART_ARC
(32,14),-1.15354 # DEPENDENCYPART_ARC
(32,15),-1.37562 # DEPENDENCYPART_ARC
(32,16),-0.760011 # DEPENDENCYPART_ARC
(32,17),-7.19934 # DEPENDENCYPART_ARC
(32,18),-6.41723 # DEPENDENCYPART_ARC
(32,19),-1.03352 # DEPENDENCYPART_ARC
(32,20),-4.40323 # DEPENDENCYPART_ARC
(32,21),-1.28862 # DEPENDENCYPART_ARC
(32,22),-0.388078 # DEPENDENCYPART_ARC
(32,23),-3.4431 # DEPENDENCYPART_ARC
(32,24),-0.447755 # DEPENDENCYPART_ARC
(32,25),-0.926804 # DEPENDENCYPART_ARC
(32,26),0.158371 # DEPENDENCYPART_ARC
(32,27),0.0501862 # DEPENDENCYPART_ARC
(32,28),-1.52601 # DEPENDENCYPART_ARC
(32,29),-0.839103 # DEPENDENCYPART_ARC
(32,30),1.49422 # DEPENDENCYPART_ARC
(32,31),1.44448 # DEPENDENCYPART_ARC
(32,33),-0.200386 # DEPENDENCYPART_ARC
(32,34),-0.661936 # DEPENDENCYPART_ARC
(32,35),-0.437186 # DEPENDENCYPART_ARC
(32,36),-1.08128 # DEPENDENCYPART_ARC
(32,37),-0.772991 # DEPENDENCYPART_ARC
(33,1),-3.24849 # DEPENDENCYPART_ARC
(33,2),-0.838962 # DEPENDENCYPART_ARC
(33,3),-2.08833 # DEPENDENCYPART_ARC
(33,4),-1.54162 # DEPENDENCYPART_ARC
(33,5),0.158018 # DEPENDENCYPART_ARC
(33,6),-0.698106 # DEPENDENCYPART_ARC
(33,7),-2.30729 # DEPENDENCYPART_ARC
(33,8),-0.672751 # DEPENDENCYPART_ARC
(33,9),-17.4585 # DEPENDENCYPART_ARC
(33,10),-16.8407 # DEPENDENCYPART_ARC
(33,11),-1.12805 # DEPENDENCYPART_ARC
(33,12),-0.0575818 # DEPENDENCYPART_ARC
(33,13),-0.868921 # DEPENDENCYPART_ARC
(33,14),-1.13535 # DEPENDENCYPART_ARC
(33,15),-1.23227 # DEPENDENCYPART_ARC
(33,16),-0.77107 # DEPENDENCYPART_ARC
(33,17),-11.5423 # DEPENDENCYPART_ARC
(33,18),-11.6303 # DEPENDENCYPART_ARC
(33,19),-0.261525 # DEPENDENCYPART_ARC
(33,20),-8.7533 # DEPENDENCYPART_ARC
(33,21),-0.277505 # DEPENDENCYPART_ARC
(33,22),-0.31116 # DEPENDENCYPART_ARC
(33,23),-6.60064 # DEPENDENCYPART_ARC
(33,24),-0.0792814 # DEPENDENCYPART_ARC
(33,25),0.679431 # DEPENDENCYPART_ARC
(33,26),0.217397 # DEPENDENCYPART_ARC
(33,27),0.659478 # DEPENDENCYPART_ARC
(33,28),-2.84865 # DEPENDENCYPART_ARC
(33,29),-1.89563 # DEPENDENCYPART_ARC
(33,30),0.417652 # DEPENDENCYPART_ARC
(33,31),2.00025 # DEPENDENCYPART_ARC
(33,32),2.47817 # DEPENDENCYPART_ARC
(33,34),0.350176 # DEPENDENCYPART_ARC
(33,35),-0.115201 # DEPENDENCYPART_ARC
(33,36),-0.388074 # DEPENDENCYPART_ARC
(33,37),-0.746635 # DEPENDENCYPART_ARC
(34,1),-1.20406 # DEPENDENCYPART_ARC
(34,2),-1.68038 # DEPENDENCYPART_ARC
(34,3),-0.0227865 # DEPENDENCYPART_ARC
(34,4),-1.51507 # DEPENDENCYPART_ARC
(34,5),-1.26759 # DEPENDENCYPART_ARC
(34,6),-1.65391 # DEPENDENCYPART_ARC
(34,7),-1.82284 # DEPENDENCYPART_ARC
(34,8),-0.955556 # DEPENDENCYPART_ARC
(34,9),-11.1162 # DEPENDENCYPART_ARC
(34,10),-10.5092 # DEPENDENCYPART_ARC
(34,11),-1.3876 # DEPENDENCYPART_ARC
(34,12),-0.487491 # DEPENDENCYPART_ARC
(34,13),-0.425388 # DEPENDENCYPART_ARC
(34,14),-1.00354 # DEPENDENCYPART_ARC
(34,15),-0.160965 # DEPENDENCYPART_ARC
(34,16),-0.195005 # DEPENDENCYPART_ARC
(34,17),-7.06904 # DEPENDENCYPART_ARC
(34,18),-6.78058 # DEPENDENCYPART_ARC
(34,19),0.351662 # DEPENDENCYPART_ARC
(34,20),-5.07564 # DEPENDENCYPART_ARC
(34,21),-0.318229 # DEPENDENCYPART_ARC
(34,22),-0.0989801 # DEPENDENCYPART_ARC
(34,23),-4.15847 # DEPENDENCYPART_ARC
(34,24),-0.481 # DEPENDENCYPART_ARC
(34,25),0.000448112 # DEPENDENCYPART_ARC
(34,26),0.220418 # DEPENDENCYPART_ARC
(34,27),0.703365 # DEPENDENCYPART_ARC
(34,28),-2.09999 # DEPENDENCYPART_ARC
(34,29),-1.55146 # DEPENDENCYPART_ARC
(34,30),0.837356 # DEPENDENCYPART_ARC
(34,31),1.08907 # DEPENDENCYPART_ARC
(34,32),2.57442 # DEPENDENCYPART_ARC
(34,33),2.91471 # DEPENDENCYPART_ARC
(34,35),-0.172667 # DEPENDENCYPART_ARC
(34,36),-1.10414 # DEPENDENCYPART_ARC
(34,37),-0.947579 # DEPENDENCYPART_ARC
(35,1),-3.55672 # DEPENDENCYPART_ARC
(35,2),-1.54243 # DEPENDENCYPART_ARC
(35,3),-2.90141 # DEPENDENCYPART_ARC
(35,4),-2.17787 # DEPENDENCYPART_ARC
(35,5),-0.57003 # DEPENDENCYPART_ARC
(35,6),-0.954989 # DEPENDENCYPART_ARC
(35,7),-2.58094 # DEPENDENCYPART_ARC
(35,8),-0.952354 # DEPENDENCYPART_ARC
(35,9),-19.9939 # DEPENDENCYPART_ARC
(35,10),-18.819 # DEPENDENCYPART_ARC
(35,11),-1.44716 # DEPENDENCYPART_ARC
(35,12),-0.60237 # DEPENDENCYPART_ARC
(35,13),-0.957161 # DEPENDENCYPART_ARC
(35,14),-1.69672 # DEPENDENCYPART_ARC
(35,15),-1.64003 # DEPENDENCYPART_ARC
(35,16),-1.49745 # DEPENDENCYPART_ARC
(35,17),-14.0302 # DEPENDENCYPART_ARC
(35,18),-13.8588 # DEPENDENCYPART_ARC
(35,19),-0.714123 # DEPENDENCYPART_ARC
(35,20),-11.2088 # DEPENDENCYPART_ARC
(35,21),-0.762042 # DEPENDENCYPART_ARC
(35,22),-0.39154 # DEPENDENCYPART_ARC
(35,23),-8.78542 # DEPENDENCYPART_ARC
(35,24),-0.462728 # DEPENDENCYPART_ARC
(35,25),0.734234 # DEPENDENCYPART_ARC
(35,26),-0.403375 # DEPENDENCYPART_ARC
(35,27),-0.0075859 # DEPENDENCYPART_ARC
(35,28),-5.42744 # DEPENDENCYPART_ARC
(35,29),-4.26186 # DEPENDENCYPART_ARC
(35,30),-0.151747 # DEPENDENCYPART_ARC
(35,31),0.628302 # DEPENDENCYPART_ARC
(35,32),0.637105 # DEPENDENCYPART_ARC
(35,33),0.179639 # DEPENDENCYPART_ARC
(35,34),1.29238 # DEPENDENCYPART_ARC
(35,36),0.680405 # DEPENDENCYPART_ARC
(35,37),-0.376898 # DEPENDENCYPART_ARC
(36,1),-3.2634 # DEPENDENCYPART_ARC
(36,2),-1.06842 # DEPENDENCYPART_ARC
(36,3),-1.98857 # DEPENDENCYPART_ARC
(36,4),-2.50565 # DEPENDENCYPART_ARC
(36,5),0.0407206 # DEPENDENCYPART_ARC
(36,6),-1.33484 # DEPENDENCYPART_ARC
(36,7),-1.49349 # DEPENDENCYPART_ARC
(36,8),-1.27781 # DEPENDENCYPART_ARC
(36,9),-14.7086 # DEPENDENCYPART_ARC
(36,10),-15.0743 # DEPENDENCYPART_ARC
(36,11),-1.71034 # DEPENDENCYPART_ARC
(36,12),0.0211931 # DEPENDENCYPART_ARC
(36,13),-0.594507 # DEPENDENCYPART_ARC
(36,14),-1.44311 # DEPENDENCYPART_ARC
(36,15),-1.43025 # DEPENDENCYPART_ARC
(36,16),-1.1091 # DEPENDENCYPART_ARC
(36,17),-10.3964 # DEPENDENCYPART_ARC
(36,18),-11.1624 # DEPENDENCYPART_ARC
(36,19),0.133913 # DEPENDENCYPART_ARC
(36,20),-8.65158 # DEPENDENCYPART_ARC
(36,21),-0.0571257 # DEPENDENCYPART_ARC
(36,22),0.172685 # DEPENDENCYPART_ARC
(36,23),-7.28269 # DEPENDENCYPART_ARC
(36,24),-0.074961 # DEPENDENCYPART_ARC
(36,25),1.11743 # DEPENDENCYPART_ARC
(36,26),-0.113405 # DEPENDENCYPART_ARC
(36,27),1.47954 # DEPENDENCYPART_ARC
(36,28),-4.02323 # DEPENDENCYPART_ARC
(36,29),-4.24444 # DEPENDENCYPART_ARC
(36,30),0.268116 # DEPENDENCYPART_ARC
(36,31),1.15719 # DEPENDENCYPART_ARC
(36,32),1.35555 # DEPENDENCYPART_ARC
(36,33),-0.711782 # DEPENDENCYPART_ARC
(36,34),2.45104 # DEPENDENCYPART_ARC
(36,35),2.69319 # DEPENDENCYPART_ARC
(36,37),-0.367139 # DEPENDENCYPART_ARC
(37,1),-1.71655 # DEPENDENCYPART_ARC
(37,2),-1.61059 # DEPENDENCYPART_ARC
(37,3),-2.5698 # DEPENDENCYPART_ARC
(37,4),-0.650724 # DEPENDENCYPART_ARC
(37,5),-1.71826 # DEPENDENCYPART_ARC
(37,6),-1.65003 # DEPENDENCYPART_ARC
(37,7),0.832174 # DEPENDENCYPART_ARC
(37,8),-1.63639 # DEPENDENCYPART_ARC
(37,9),-8.82585 # DEPENDENCYPART_ARC
(37,10),-8.35086 # DEPENDENCYPART_ARC
(37,11),-1.73521 # DEPENDENCYPART_ARC
(37,12),-1.12301 # DEPENDENCYPART_ARC
(37,13),-1.1992 # DEPENDENCYPART_ARC
(37,14),-2.02962 # DEPENDENCYPART_ARC
(37,15),-0.902893 # DEPENDENCYPART_ARC
(37,16),0.0152001 # DEPENDENCYPART_ARC
(37,17),-5.31661 # DEPENDENCYPART_ARC
(37,18),-5.78121 # DEPENDENCYPART_ARC
(37,19),-0.705386 # DEPENDENCYPART_ARC
(37,20),-5.25066 # DEPENDENCYPART_ARC
(37,21),-0.605798 # DEPENDENCYPART_ARC
(37,22),0.215943 # DEPENDENCYPART_ARC
(37,23),-4.23727 # DEPENDENCYPART_ARC
(37,24),-0.939846 # DEPENDENCYPART_ARC
(37,25),0.594709 # DEPENDENCYPART_ARC
(37,26),-0.290911 # DEPENDENCYPART_ARC
(37,27),0.140262 # DEPENDENCYPART_ARC
(37,28),-3.15252 # DEPENDENCYPART_ARC
(37,29),-2.97281 # DEPENDENCYPART_ARC
(37,30),-0.0820791 # DEPENDENCYPART_ARC
(37,31),0.42682 # DEPENDENCYPART_ARC
(37,32),0.150065 # DEPENDENCYPART_ARC
(37,33),-1.54674 # DEPENDENCYPART_ARC
(37,34),0.234757 # DEPENDENCYPART_ARC
(37,35),-0.556382 # DEPENDENCYPART_ARC
(37,36),1.97362 # DEPENDENCYPART_ARC
