# _root_ _ DYP_Genel_Başkanlığı için Türkiye turuna _ çıkan Elazığ_Milletvekili_Mehmet Ağar , hakkında _ _ _ çıkarılan şaibe söylentilerinin arkasında başka hesaplar _ olduğunu _ savunarak , " _ Benim için şu anda hukuki problem _ yok .
#goldHeads=2,3,7,5,7,7,8,9,24,0,15,13,14,15,17,17,18,22,20,22,22,24,24,35,0,0,28,35,35,31,35,33,35,35,36,0,
#predictedHeads=2,3,6,5,6,7,8,9,35,0,14,13,14,15,16,17,18,21,20,21,22,23,24,25,0,0,28,29,31,31,35,33,35,35,36,0,
(28,29),-0.341309 # DEPENDENCYPART_ARC
(28,30),-0.948321 # DEPENDENCYPART_ARC
(28,31),-0.79118 # DEPENDENCYPART_ARC
(28,32),-1.24826 # DEPENDENCYPART_ARC
(28,33),-0.75555 # DEPENDENCYPART_ARC
(28,34),-1.81209 # DEPENDENCYPART_ARC
(28,35),-0.844111 # DEPENDENCYPART_ARC
(28,36),-2.00584 # DEPENDENCYPART_ARC
(29,1),-6.21769 # DEPENDENCYPART_ARC
(29,2),-3.73423 # DEPENDENCYPART_ARC
(29,3),-1.63516 # DEPENDENCYPART_ARC
(29,4),-4.44314 # DEPENDENCYPART_ARC
(29,5),-3.95752 # DEPENDENCYPART_ARC
(29,6),-3.10781 # DEPENDENCYPART_ARC
(29,7),-1.91602 # DEPENDENCYPART_ARC
(29,8),-3.84672 # DEPENDENCYPART_ARC
(29,9),-3.32135 # DEPENDENCYPART_ARC
(29,10),-1.23955 # DEPENDENCYPART_ARC
(29,11),-3.19716 # DEPENDENCYPART_ARC
(29,12),-2.15418 # DEPENDENCYPART_ARC
(29,13),-1.93401 # DEPENDENCYPART_ARC
(29,14),-1.84146 # DEPENDENCYPART_ARC
(29,15),-1.16801 # DEPENDENCYPART_ARC
(29,16),-2.15309 # DEPENDENCYPART_ARC
(29,17),-2.14402 # DEPENDENCYPART_ARC
(29,18),-1.82924 # DEPENDENCYPART_ARC
(29,19),-0.855481 # DEPENDENCYPART_ARC
(29,20),-1.12162 # DEPENDENCYPART_ARC
(29,21),-1.15906 # DEPENDENCYPART_ARC
(29,22),-1.04243 # DEPENDENCYPART_ARC
(29,23),-0.841858 # DEPENDENCYPART_ARC
(29,24),-0.487978 # DEPENDENCYPART_ARC
(29,25),-0.0169497 # DEPENDENCYPART_ARC
(29,26),-0.135745 # DEPENDENCYPART_ARC
(29,27),1.10859 # DEPENDENCYPART_ARC
(29,28),1.9948 # DEPENDENCYPART_ARC
(29,30),0.213549 # DEPENDENCYPART_ARC
(29,31),0.257553 # DEPENDENCYPART_ARC
(29,32),-0.306632 # DEPENDENCYPART_ARC
(29,33),-0.0617177 # DEPENDENCYPART_ARC
(29,34),-0.497994 # DEPENDENCYPART_ARC
(29,35),-0.340239 # DEPENDENCYPART_ARC
(29,36),-0.434146 # DEPENDENCYPART_ARC
(30,1),-1.04606 # DEPENDENCYPART_ARC
(30,2),-1.05689 # DEPENDENCYPART_ARC
(30,3),-1.28206 # DEPENDENCYPART_ARC
(30,4),-1.14612 # DEPENDENCYPART_ARC
(30,5),-1.08998 # DEPENDENCYPART_ARC
(30,6),-1.59004 # DEPENDENCYPART_ARC
(30,7),-1.53849 # DEPENDENCYPART_ARC
(30,8),-1.26132 # DEPENDENCYPART_ARC
(30,9),-1.2152 # DEPENDENCYPART_ARC
(30,10),-1.33794 # DEPENDENCYPART_ARC
(30,11),-1.16183 # DEPENDENCYPART_ARC
(30,12),-1.21253 # DEPENDENCYPART_ARC
(30,13),-1.21458 # DEPENDENCYPART_ARC
(30,14),-1.1164 # DEPENDENCYPART_ARC
(30,15),-1.17337 # DEPENDENCYPART_ARC
(30,16),-1.0044 # DEPENDENCYPART_ARC
(30,17),-0.903364 # DEPENDENCYPART_ARC
(30,18),-0.920793 # DEPENDENCYPART_ARC
(30,19),-1.05542 # DEPENDENCYPART_ARC
(30,20),-1.02286 # DEPENDENCYPART_ARC
(30,21),-1.08304 # DEPENDENCYPART_ARC
(30,22),-1.07255 # DEPENDENCYPART_ARC
(30,23),-1.14262 # DEPENDENCYPART_ARC
(30,24),-0.985639 # DEPENDENCYPART_ARC
(30,25),-0.943688 # DEPENDENCYPART_ARC
(30,26),-0.466455 # DEPENDENCYPART_ARC
(30,27),-0.513518 # DEPENDENCYPART_ARC
(30,28),-0.341428 # DEPENDENCYPART_ARC
(30,29),0.447265 # DEPENDENCYPART_ARC
(30,31),0.172432 # DEPENDENCYPART_ARC
(30,32),-0.0697776 # DEPENDENCYPART_ARC
(30,33),-0.316053 # DEPENDENCYPART_ARC
(30,34),-0.304702 # DEPENDENCYPART_ARC
(30,35),-0.379212 # DEPENDENCYPART_ARC
(30,36),-0.288748 # DEPENDENCYPART_ARC
(31,1),-14.1859 # DEPENDENCYPART_ARC
(31,2),-2.23266 # DEPENDENCYPART_ARC
(31,3),-1.2067 # DEPENDENCYPART_ARC
(31,4),-2.08175 # DEPENDENCYPART_ARC
(31,5),-2.69617 # DEPENDENCYPART_ARC
(31,6),-10.3122 # DEPENDENCYPART_ARC
(31,7),-1.29318 # DEPENDENCYPART_ARC
(31,8),-1.95832 # DEPENDENCYPART_ARC
(31,9),-1.95504 # DEPENDENCYPART_ARC
(31,10),-1.41499 # DEPENDENCYPART_ARC
(31,11),-2.36394 # DEPENDENCYPART_ARC
(31,12),-7.02146 # DEPENDENCYPART_ARC
(31,13),-6.56295 # DEPENDENCYPART_ARC
(31,14),-5.80593 # DEPENDENCYPART_ARC
(31,15),-0.473578 # DEPENDENCYPART_ARC
(31,16),-0.938394 # DEPENDENCYPART_ARC
(31,17),-1.38192 # DEPENDENCYPART_ARC
(31,18),-1.38676 # DEPENDENCYPART_ARC
(31,19),-0.173044 # DEPENDENCYPART_ARC
(31,20),-0.849066 # DEPENDENCYPART_ARC
(31,21),-1.38224 # DEPENDENCYPART_ARC
(31,22),-1.62461 # DEPENDENCYPART_ARC
(31,23),-0.274098 # DEPENDENCYPART_ARC
(31,24),-0.372254 # DEPENDENCYPART_ARC
(31,25),-0.203356 # DEPENDENCYPART_ARC
(31,26),-0.159287 # DEPENDENCYPART_ARC
(31,27),-0.269848 # DEPENDENCYPART_ARC
(31,28),0.0502038 # DEPENDENCYPART_ARC
(31,29),0.953703 # DEPENDENCYPART_ARC
(31,30),2.55581 # DEPENDENCYPART_ARC
(31,32),0.238355 # DEPENDENCYPART_ARC
(31,33),-0.505354 # DEPENDENCYPART_ARC
(31,34),-0.516126 # DEPENDENCYPART_ARC
(31,35),-0.591829 # DEPENDENCYPART_ARC
(31,36),-0.948444 # DEPENDENCYPART_ARC
(32,1),-10.9459 # DEPENDENCYPART_ARC
(32,2),-2.142 # DEPENDENCYPART_ARC
(32,3),-1.15437 # DEPENDENCYPART_ARC
(32,4),-2.13979 # DEPENDENCYPART_ARC
(32,5),-1.75485 # DEPENDENCYPART_ARC
(32,6),-8.52878 # DEPENDENCYPART_ARC
(32,7),-2.35729 # DEPENDENCYPART_ARC
(32,8),-2.09014 # DEPENDENCYPART_ARC
(32,9),-2.20653 # DEPENDENCYPART_ARC
(32,10),-1.79083 # DEPENDENCYPART_ARC
(32,11),-1.63237 # DEPENDENCYPART_ARC
(32,12),-6.25085 # DEPENDENCYPART_ARC
(32,13),-5.8934 # DEPENDENCYPART_ARC
(32,14),-5.09586 # DEPENDENCYPART_ARC
(32,15),-1.4865 # DEPENDENCYPART_ARC
(32,16),-1.20067 # DEPENDENCYPART_ARC
(32,17),-1.04714 # DEPENDENCYPART_ARC
(32,18),-0.983578 # DEPENDENCYPART_ARC
(32,19),-1.24952 # DEPENDENCYPART_ARC
(32,20),-0.801491 # DEPENDENCYPART_ARC
(32,21),-2.64346 # DEPENDENCYPART_ARC
(32,22),-0.66488 # DEPENDENCYPART_ARC
(32,23),-1.48862 # DEPENDENCYPART_ARC
(32,24),-0.814927 # DEPENDENCYPART_ARC
(32,25),-0.833363 # DEPENDENCYPART_ARC
(32,26),-0.191654 # DEPENDENCYPART_ARC
(32,27),-0.547026 # DEPENDENCYPART_ARC
(32,28),-0.419168 # DEPENDENCYPART_ARC
(32,29),0.428628 # DEPENDENCYPART_ARC
(32,30),0.195626 # DEPENDENCYPART_ARC
(32,31),1.11469 # DEPENDENCYPART_ARC
(32,33),0.495055 # DEPENDENCYPART_ARC
(32,34),-0.292321 # DEPENDENCYPART_ARC
(32,35),-0.407856 # DEPENDENCYPART_ARC
(32,36),-0.390306 # DEPENDENCYPART_ARC
(33,1),-15.2105 # DEPENDENCYPART_ARC
(33,2),-2.61759 # DEPENDENCYPART_ARC
(33,3),-1.2506 # DEPENDENCYPART_ARC
(33,4),-2.08807 # DEPENDENCYPART_ARC
(33,5),-2.90138 # DEPENDENCYPART_ARC
(33,6),-11.7589 # DEPENDENCYPART_ARC
(33,7),-1.41553 # DEPENDENCYPART_ARC
(33,8),-1.90424 # DEPENDENCYPART_ARC
(33,9),-2.07517 # DEPENDENCYPART_ARC
(33,10),-1.56881 # DEPENDENCYPART_ARC
(33,11),-2.60864 # DEPENDENCYPART_ARC
(33,12),-8.79336 # DEPENDENCYPART_ARC
(33,13),-8.00773 # DEPENDENCYPART_ARC
(33,14),-7.70401 # DEPENDENCYPART_ARC
(33,15),-0.685642 # DEPENDENCYPART_ARC
(33,16),-0.869234 # DEPENDENCYPART_ARC
(33,17),-1.58963 # DEPENDENCYPART_ARC
(33,18),-1.56111 # DEPENDENCYPART_ARC
(33,19),-0.478486 # DEPENDENCYPART_ARC
(33,20),-1.18754 # DEPENDENCYPART_ARC
(33,21),-2.79094 # DEPENDENCYPART_ARC
(33,22),-1.31883 # DEPENDENCYPART_ARC
(33,23),-1.67314 # DEPENDENCYPART_ARC
(33,24),-0.482952 # DEPENDENCYPART_ARC
(33,25),-0.511752 # DEPENDENCYPART_ARC
(33,26),-0.255972 # DEPENDENCYPART_ARC
(33,27),-1.50975 # DEPENDENCYPART_ARC
(33,28),-0.833813 # DEPENDENCYPART_ARC
(33,29),0.565285 # DEPENDENCYPART_ARC
(33,30),0.97959 # DEPENDENCYPART_ARC
(33,31),0.361674 # DEPENDENCYPART_ARC
(33,32),2.26232 # DEPENDENCYPART_ARC
(33,34),0.477044 # DEPENDENCYPART_ARC
(33,35),-0.243982 # DEPENDENCYPART_ARC
(33,36),-0.32338 # DEPENDENCYPART_ARC
(34,1),-16.6939 # DEPENDENCYPART_ARC
(34,2),-0.751913 # DEPENDENCYPART_ARC
(34,3),-0.879624 # DEPENDENCYPART_ARC
(34,4),-1.53222 # DEPENDENCYPART_ARC
(34,5),-0.477488 # DEPENDENCYPART_ARC
(34,6),-13.5899 # DEPENDENCYPART_ARC
(34,7),-0.715097 # DEPENDENCYPART_ARC
(34,8),-0.673545 # DEPENDENCYPART_ARC
(34,9),-0.619848 # DEPENDENCYPART_ARC
(34,10),-1.07324 # DEPENDENCYPART_ARC
(34,11),-0.155706 # DEPENDENCYPART_ARC
(34,12),-10.2936 # DEPENDENCYPART_ARC
(34,13),-9.58552 # DEPENDENCYPART_ARC
(34,14),-8.17984 # DEPENDENCYPART_ARC
(34,15),-0.35416 # DEPENDENCYPART_ARC
(34,16),0.0632862 # DEPENDENCYPART_ARC
(34,17),0.230665 # DEPENDENCYPART_ARC
(34,18),0.625165 # DEPENDENCYPART_ARC
(34,19),-0.186665 # DEPENDENCYPART_ARC
(34,20),0.304816 # DEPENDENCYPART_ARC
(34,21),-3.89663 # DEPENDENCYPART_ARC
(34,22),0.287255 # DEPENDENCYPART_ARC
(34,23),-2.19911 # DEPENDENCYPART_ARC
(34,24),-0.0173808 # DEPENDENCYPART_ARC
(34,25),0.168029 # DEPENDENCYPART_ARC
(34,26),0.83452 # DEPENDENCYPART_ARC
(34,27),-0.765043 # DEPENDENCYPART_ARC
(34,28),0.485372 # DEPENDENCYPART_ARC
(34,29),0.830455 # DEPENDENCYPART_ARC
(34,30),0.663554 # DEPENDENCYPART_ARC
(34,31),1.18082 # DEPENDENCYPART_ARC
(34,32),1.31912 # DEPENDENCYPART_ARC
(34,33),2.08106 # DEPENDENCYPART_ARC
(34,35),0.630868 # DEPENDENCYPART_ARC
(34,36),0.296107 # DEPENDENCYPART_ARC
(35,1),-17.9864 # DEPENDENCYPART_ARC
(35,2),-1.36541 # DEPENDENCYPART_ARC
(35,3),-1.4094 # DEPENDENCYPART_ARC
(35,4),1.12321 # DEPENDENCYPART_ARC
(35,5),-0.348509 # DEPENDENCYPART_ARC
(35,6),-16.2891 # DEPENDENCYPART_ARC
(35,7),-1.73988 # DEPENDENCYPART_ARC
(35,8),0.305734 # DEPENDENCYPART_ARC
(35,9),0.930852 # DEPENDENCYPART_ARC
(35,10),-1.73613 # DEPENDENCYPART_ARC
(35,11),-0.192477 # DEPENDENCYPART_ARC
(35,12),-12.2366 # DEPENDENCYPART_ARC
(35,13),-11.1993 # DEPENDENCYPART_ARC
(35,14),-10.8701 # DEPENDENCYPART_ARC
(35,15),-0.651899 # DEPENDENCYPART_ARC
(35,16),0.571632 # DEPENDENCYPART_ARC
(35,17),-0.162545 # DEPENDENCYPART_ARC
(35,18),0.619792 # DEPENDENCYPART_ARC
(35,19),-1.09458 # DEPENDENCYPART_ARC
(35,20),0.756004 # DEPENDENCYPART_ARC
(35,21),-5.59326 # DEPENDENCYPART_ARC
(35,22),0.0667989 # DEPENDENCYPART_ARC
(35,23),-4.06647 # DEPENDENCYPART_ARC
(35,24),-0.225146 # DEPENDENCYPART_ARC
(35,25),-0.320138 # DEPENDENCYPART_ARC
(35,26),0.509731 # DEPENDENCYPART_ARC
(35,27),-2.52631 # DEPENDENCYPART_ARC
(35,28),0.156091 # DEPENDENCYPART_ARC
(35,29),0.802715 # DEPENDENCYPART_ARC
(35,30),0.121786 # DEPENDENCYPART_ARC
(35,31),2.19687 # DEPENDENCYPART_ARC
(35,32),0.949955 # DEPENDENCYPART_ARC
(35,33),3.10778 # DEPENDENCYPART_ARC
(35,34),2.53682 # DEPENDENCYPART_ARC
(35,36),-0.783406 # DEPENDENCYPART_ARC
(36,1),-10.9804 # DEPENDENCYPART_ARC
(36,2),-1.53106 # DEPENDENCYPART_ARC
(36,3),-0.767071 # DEPENDENCYPART_ARC
(36,4),-1.82587 # DEPENDENCYPART_ARC
(36,5),-1.6957 # DEPENDENCYPART_ARC
(36,6),-9.9852 # DEPENDENCYPART_ARC
(36,7),-1.8535 # DEPENDENCYPART_ARC
(36,8),-1.15996 # DEPENDENCYPART_ARC
(36,9),-1.20543 # DEPENDENCYPART_ARC
(36,10),-2.14502 # DEPENDENCYPART_ARC
(36,11),-1.12359 # DEPENDENCYPART_ARC
(36,12),-7.93257 # DEPENDENCYPART_ARC
(36,13),-7.61444 # DEPENDENCYPART_ARC
(36,14),-7.3261 # DEPENDENCYPART_ARC
(36,15),-1.24571 # DEPENDENCYPART_ARC
(36,16),-0.105137 # DEPENDENCYPART_ARC
(36,17),-0.164405 # DEPENDENCYPART_ARC
(36,18),-0.040994 # DEPENDENCYPART_ARC
(36,19),-0.816767 # DEPENDENCYPART_ARC
(36,20),-0.210571 # DEPENDENCYPART_ARC
(36,21),-4.44408 # DEPENDENCYPART_ARC
(36,22),-0.481144 # DEPENDENCYPART_ARC
(36,23),-3.5343 # DEPENDENCYPART_ARC
(36,24),-0.572311 # DEPENDENCYPART_ARC
(36,25),-0.72525 # DEPENDENCYPART_ARC
(36,26),0.222831 # DEPENDENCYPART_ARC
(36,27),-2.61113 # DEPENDENCYPART_ARC
(36,28),0.518463 # DEPENDENCYPART_ARC
(36,29),0.302569 # DEPENDENCYPART_ARC
(36,30),0.148591 # DEPENDENCYPART_ARC
(36,31),0.339078 # DEPENDENCYPART_ARC
(36,32),0.530876 # DEPENDENCYPART_ARC
(36,33),0.549619 # DEPENDENCYPART_ARC
(36,34),-0.39119 # DEPENDENCYPART_ARC
(36,35),2.04603 # DEPENDENCYPART_ARC
