# _root_ In a stark lesson in the power of the appropriations committees , the House deliberately killed a handful of projects backed by lawmakers in Florida , Illinois and Pennsylvania who had voted against the panel leadership on the House floor .
#goldHeads=16,4,4,1,4,7,5,7,11,11,8,16,14,16,16,0,18,16,18,19,20,21,22,23,24,25,25,27,28,31,23,31,32,36,36,33,32,40,40,37,16,
#predictedHeads=16,4,4,1,4,7,5,7,11,11,8,16,14,16,16,0,18,16,18,19,20,21,22,23,24,25,25,27,28,31,18,31,32,36,36,33,36,40,40,37,16,
(25,13),-4.73234 # DEPENDENCYPART_ARC
(25,14),-5.39291 # DEPENDENCYPART_ARC
(25,15),-3.54522 # DEPENDENCYPART_ARC
(25,16),-3.50651 # DEPENDENCYPART_ARC
(25,17),-2.51877 # DEPENDENCYPART_ARC
(25,18),-4.13668 # DEPENDENCYPART_ARC
(25,19),-2.35637 # DEPENDENCYPART_ARC
(25,20),-2.11049 # DEPENDENCYPART_ARC
(25,21),-2.35463 # DEPENDENCYPART_ARC
(25,22),-1.36475 # DEPENDENCYPART_ARC
(25,23),-0.981098 # DEPENDENCYPART_ARC
(25,24),-0.101866 # DEPENDENCYPART_ARC
(25,26),3.6791 # DEPENDENCYPART_ARC
(25,27),3.04537 # DEPENDENCYPART_ARC
(25,28),1.89518 # DEPENDENCYPART_ARC
(25,29),0.1012 # DEPENDENCYPART_ARC
(25,30),-0.727078 # DEPENDENCYPART_ARC
(25,31),1.2978 # DEPENDENCYPART_ARC
(25,32),0.414078 # DEPENDENCYPART_ARC
(25,33),-0.139744 # DEPENDENCYPART_ARC
(25,34),0.0307674 # DEPENDENCYPART_ARC
(25,35),-1.73481 # DEPENDENCYPART_ARC
(25,36),-1.70168 # DEPENDENCYPART_ARC
(25,37),-0.952376 # DEPENDENCYPART_ARC
(25,38),-0.541848 # DEPENDENCYPART_ARC
(25,39),-1.84968 # DEPENDENCYPART_ARC
(25,40),-2.96683 # DEPENDENCYPART_ARC
(25,41),-0.113197 # DEPENDENCYPART_ARC
(26,1),-3.91384 # DEPENDENCYPART_ARC
(26,2),-3.52089 # DEPENDENCYPART_ARC
(26,3),-3.75645 # DEPENDENCYPART_ARC
(26,4),-2.60678 # DEPENDENCYPART_ARC
(26,5),-3.4942 # DEPENDENCYPART_ARC
(26,6),-3.01982 # DEPENDENCYPART_ARC
(26,7),-2.38103 # DEPENDENCYPART_ARC
(26,8),-2.87137 # DEPENDENCYPART_ARC
(26,9),-2.66188 # DEPENDENCYPART_ARC
(26,10),-2.6826 # DEPENDENCYPART_ARC
(26,11),-2.61996 # DEPENDENCYPART_ARC
(26,12),-0.539915 # DEPENDENCYPART_ARC
(26,13),-2.21838 # DEPENDENCYPART_ARC
(26,14),-2.82848 # DEPENDENCYPART_ARC
(26,15),-2.79994 # DEPENDENCYPART_ARC
(26,16),-1.74124 # DEPENDENCYPART_ARC
(26,17),-1.63888 # DEPENDENCYPART_ARC
(26,18),-1.62296 # DEPENDENCYPART_ARC
(26,19),-1.66967 # DEPENDENCYPART_ARC
(26,20),-1.81196 # DEPENDENCYPART_ARC
(26,21),-1.17945 # DEPENDENCYPART_ARC
(26,22),-1.44073 # DEPENDENCYPART_ARC
(26,23),-1.31366 # DEPENDENCYPART_ARC
(26,24),-1.20898 # DEPENDENCYPART_ARC
(26,25),-1.01399 # DEPENDENCYPART_ARC
(26,27),-0.316783 # DEPENDENCYPART_ARC
(26,28),-1.11897 # DEPENDENCYPART_ARC
(26,29),-1.17389 # DEPENDENCYPART_ARC
(26,30),-2.33425 # DEPENDENCYPART_ARC
(26,31),-1.44446 # DEPENDENCYPART_ARC
(26,32),-1.85325 # DEPENDENCYPART_ARC
(26,33),-1.78964 # DEPENDENCYPART_ARC
(26,34),-2.27895 # DEPENDENCYPART_ARC
(26,35),-2.65694 # DEPENDENCYPART_ARC
(26,36),-2.81004 # DEPENDENCYPART_ARC
(26,37),-2.09075 # DEPENDENCYPART_ARC
(26,38),-2.7498 # DEPENDENCYPART_ARC
(26,39),-2.81274 # DEPENDENCYPART_ARC
(26,40),-3.21858 # DEPENDENCYPART_ARC
(26,41),-2.21625 # DEPENDENCYPART_ARC
(27,1),-3.29522 # DEPENDENCYPART_ARC
(27,2),-4.87955 # DEPENDENCYPART_ARC
(27,3),-5.435 # DEPENDENCYPART_ARC
(27,4),-6.77359 # DEPENDENCYPART_ARC
(27,5),-2.64901 # DEPENDENCYPART_ARC
(27,6),-6.17035 # DEPENDENCYPART_ARC
(27,7),-5.29468 # DEPENDENCYPART_ARC
(27,8),-2.1267 # DEPENDENCYPART_ARC
(27,9),-4.71675 # DEPENDENCYPART_ARC
(27,10),-2.96381 # DEPENDENCYPART_ARC
(27,11),-3.48564 # DEPENDENCYPART_ARC
(27,12),-3.89875 # DEPENDENCYPART_ARC
(27,13),-3.14186 # DEPENDENCYPART_ARC
(27,14),-4.309 # DEPENDENCYPART_ARC
(27,15),-2.75909 # DEPENDENCYPART_ARC
(27,16),-2.25767 # DEPENDENCYPART_ARC
(27,17),-1.25054 # DEPENDENCYPART_ARC
(27,18),-2.78124 # DEPENDENCYPART_ARC
(27,19),-1.07817 # DEPENDENCYPART_ARC
(27,20),-0.974861 # DEPENDENCYPART_ARC
(27,21),-1.411 # DEPENDENCYPART_ARC
(27,22),-0.525285 # DEPENDENCYPART_ARC
(27,23),0.0474769 # DEPENDENCYPART_ARC
(27,24),-0.0531875 # DEPENDENCYPART_ARC
(27,25),1.61453 # DEPENDENCYPART_ARC
(27,26),1.20815 # DEPENDENCYPART_ARC
(27,28),4.1419 # DEPENDENCYPART_ARC
(27,29),0.618618 # DEPENDENCYPART_ARC
(27,30),-0.666459 # DEPENDENCYPART_ARC
(27,31),0.866469 # DEPENDENCYPART_ARC
(27,32),0.132235 # DEPENDENCYPART_ARC
(27,33),-0.410808 # DEPENDENCYPART_ARC
(27,34),-0.13214 # DEPENDENCYPART_ARC
(27,35),-2.03262 # DEPENDENCYPART_ARC
(27,36),-1.90768 # DEPENDENCYPART_ARC
(27,37),-0.937746 # DEPENDENCYPART_ARC
(27,38),-0.714284 # DEPENDENCYPART_ARC
(27,39),-2.11853 # DEPENDENCYPART_ARC
(27,40),-3.69522 # DEPENDENCYPART_ARC
(27,41),-0.0801505 # DEPENDENCYPART_ARC
(28,1),-3.6735 # DEPENDENCYPART_ARC
(28,2),-3.34153 # DEPENDENCYPART_ARC
(28,3),-3.36745 # DEPENDENCYPART_ARC
(28,4),-3.31095 # DEPENDENCYPART_ARC
(28,5),-3.2976 # DEPENDENCYPART_ARC
(28,6),-2.86684 # DEPENDENCYPART_ARC
(28,7),-2.89448 # DEPENDENCYPART_ARC
(28,8),-2.72749 # DEPENDENCYPART_ARC
(28,9),-2.60226 # DEPENDENCYPART_ARC
(28,10),-2.21149 # DEPENDENCYPART_ARC
(28,11),-2.31917 # DEPENDENCYPART_ARC
(28,12),-2.56456 # DEPENDENCYPART_ARC
(28,13),-2.186 # DEPENDENCYPART_ARC
(28,14),-1.36622 # DEPENDENCYPART_ARC
(28,15),-2.50446 # DEPENDENCYPART_ARC
(28,16),-1.06741 # DEPENDENCYPART_ARC
(28,17),-1.76572 # DEPENDENCYPART_ARC
(28,18),-1.50993 # DEPENDENCYPART_ARC
(28,19),-1.36542 # DEPENDENCYPART_ARC
(28,20),-1.28069 # DEPENDENCYPART_ARC
(28,21),-1.44267 # DEPENDENCYPART_ARC
(28,22),-0.992383 # DEPENDENCYPART_ARC
(28,23),-1.00982 # DEPENDENCYPART_ARC
(28,24),-0.934013 # DEPENDENCYPART_ARC
(28,25),0.432068 # DEPENDENCYPART_ARC
(28,26),-0.871933 # DEPENDENCYPART_ARC
(28,27),1.18542 # DEPENDENCYPART_ARC
(28,29),3.72972 # DEPENDENCYPART_ARC
(28,30),0.0175569 # DEPENDENCYPART_ARC
(28,31),1.10754 # DEPENDENCYPART_ARC
(28,32),0.653645 # DEPENDENCYPART_ARC
(28,33),0.0308373 # DEPENDENCYPART_ARC
(28,34),-1.19045 # DEPENDENCYPART_ARC
(28,35),-1.33607 # DEPENDENCYPART_ARC
(28,36),-0.967817 # DEPENDENCYPART_ARC
(28,37),-0.274698 # DEPENDENCYPART_ARC
(28,38),-1.69304 # DEPENDENCYPART_ARC
(28,39),-2.8155 # DEPENDENCYPART_ARC
(28,40),-1.60292 # DEPENDENCYPART_ARC
(28,41),0.0623778 # DEPENDENCYPART_ARC
(29,1),-4.61498 # DEPENDENCYPART_ARC
(29,2),-6.45077 # DEPENDENCYPART_ARC
(29,3),-6.7916 # DEPENDENCYPART_ARC
(29,4),-8.24591 # DEPENDENCYPART_ARC
(29,5),-4.14299 # DEPENDENCYPART_ARC
(29,6),-7.93654 # DEPENDENCYPART_ARC
(29,7),-6.89884 # DEPENDENCYPART_ARC
(29,8),-3.55131 # DEPENDENCYPART_ARC
(29,9),-6.53696 # DEPENDENCYPART_ARC
(29,10),-4.2957 # DEPENDENCYPART_ARC
(29,11),-4.75148 # DEPENDENCYPART_ARC
(29,12),-4.71301 # DEPENDENCYPART_ARC
(29,13),-4.581 # DEPENDENCYPART_ARC
(29,14),-7.22962 # DEPENDENCYPART_ARC
(29,15),-3.86398 # DEPENDENCYPART_ARC
(29,16),-3.45102 # DEPENDENCYPART_ARC
(29,17),-3.20646 # DEPENDENCYPART_ARC
(29,18),-4.80734 # DEPENDENCYPART_ARC
(29,19),-2.33566 # DEPENDENCYPART_ARC
(29,20),-2.55455 # DEPENDENCYPART_ARC
(29,21),-2.44148 # DEPENDENCYPART_ARC
(29,22),-2.40834 # DEPENDENCYPART_ARC
(29,23),-2.08958 # DEPENDENCYPART_ARC
(29,24),-1.6812 # DEPENDENCYPART_ARC
(29,25),-1.31745 # DEPENDENCYPART_ARC
(29,26),-0.405223 # DEPENDENCYPART_ARC
(29,27),-0.116227 # DEPENDENCYPART_ARC
(29,28),-0.0600886 # DEPENDENCYPART_ARC
(29,30),0.0613991 # DEPENDENCYPART_ARC
(29,31),0.753081 # DEPENDENCYPART_ARC
(29,32),-0.0330076 # DEPENDENCYPART_ARC
(29,33),-0.717489 # DEPENDENCYPART_ARC
(29,34),-0.614984 # DEPENDENCYPART_ARC
(29,35),-1.9337 # DEPENDENCYPART_ARC
(29,36),-2.07808 # DEPENDENCYPART_ARC
(29,37),-1.56946 # DEPENDENCYPART_ARC
(29,38),-0.894544 # DEPENDENCYPART_ARC
(29,39),-2.00963 # DEPENDENCYPART_ARC
(29,40),-3.66796 # DEPENDENCYPART_ARC
(29,41),-0.0505694 # DEPENDENCYPART_ARC
(30,1),-3.90444 # DEPENDENCYPART_ARC
(30,2),-3.94946 # DEPENDENCYPART_ARC
(30,3),-3.89649 # DEPENDENCYPART_ARC
(30,4),-4.27401 # DEPENDENCYPART_ARC
(30,5),-3.51185 # DEPENDENCYPART_ARC
(30,6),-3.6587 # DEPENDENCYPART_ARC
(30,7),-4.01857 # DEPENDENCYPART_ARC
(30,8),-3.18839 # DEPENDENCYPART_ARC
(30,9),-3.30102 # DEPENDENCYPART_ARC
(30,10),-3.50957 # DEPENDENCYPART_ARC
(30,11),-3.37123 # DEPENDENCYPART_ARC
(30,12),-2.76802 # DEPENDENCYPART_ARC
(30,13),-2.83849 # DEPENDENCYPART_ARC
(30,14),-2.98966 # DEPENDENCYPART_ARC
(30,15),-2.6317 # DEPENDENCYPART_ARC
(30,16),-2.63478 # DEPENDENCYPART_ARC
(30,17),-2.40386 # DEPENDENCYPART_ARC
(30,18),-2.69523 # DEPENDENCYPART_ARC
(30,19),-2.06114 # DEPENDENCYPART_ARC
(30,20),-2.33132 # DEPENDENCYPART_ARC
(30,21),-2.0972 # DEPENDENCYPART_ARC
(30,22),-1.73137 # DEPENDENCYPART_ARC
(30,23),-2.01059 # DEPENDENCYPART_ARC
(30,24),-1.46605 # DEPENDENCYPART_ARC
(30,25),-1.63587 # DEPENDENCYPART_ARC
(30,26),-1.076 # DEPENDENCYPART_ARC
(30,27),-1.03953 # DEPENDENCYPART_ARC
(30,28),-1.03296 # DEPENDENCYPART_ARC
(30,29),-0.235938 # DEPENDENCYPART_ARC
(30,31),0.272677 # DEPENDENCYPART_ARC
(30,32),-0.232059 # DEPENDENCYPART_ARC
(30,33),-0.1848 # DEPENDENCYPART_ARC
(30,34),-1.41404 # DEPENDENCYPART_ARC
(30,35),-0.862057 # DEPENDENCYPART_ARC
(30,36),-0.954509 # DEPENDENCYPART_ARC
(30,37),-0.773737 # DEPENDENCYPART_ARC
(30,38),-1.7436 # DEPENDENCYPART_ARC
(30,39),-1.71504 # DEPENDENCYPART_ARC
(30,40),-1.18863 # DEPENDENCYPART_ARC
(30,41),-0.668219 # DEPENDENCYPART_ARC
(31,1),-2.95443 # DEPENDENCYPART_ARC
(31,2),-3.25151 # DEPENDENCYPART_ARC
(31,3),-2.21286 # DEPENDENCYPART_ARC
(31,4),-3.20653 # DEPENDENCYPART_ARC
(31,5),-3.94525 # DEPENDENCYPART_ARC
(31,6),-3.89498 # DEPENDENCYPART_ARC
(31,7),-2.70465 # DEPENDENCYPART_ARC
(31,8),-5.95615 # DEPENDENCYPART_ARC
(31,9),-3.44973 # DEPENDENCYPART_ARC
(31,10),-2.29794 # DEPENDENCYPART_ARC
(31,11),-2.59002 # DEPENDENCYPART_ARC
(31,12),-1.72237 # DEPENDENCYPART_ARC
(31,13),-2.46476 # DEPENDENCYPART_ARC
(31,14),-1.36637 # DEPENDENCYPART_ARC
(31,15),-1.8434 # DEPENDENCYPART_ARC
(31,16),-2.01448 # DEPENDENCYPART_ARC
(31,17),-1.35897 # DEPENDENCYPART_ARC
(31,18),-0.463486 # DEPENDENCYPART_ARC
(31,19),-3.10362 # DEPENDENCYPART_ARC
(31,20),0.378056 # DEPENDENCYPART_ARC
(31,21),-1.42619 # DEPENDENCYPART_ARC
(31,22),-0.709887 # DEPENDENCYPART_ARC
(31,23),0.554279 # DEPENDENCYPART_ARC
(31,24),-0.860973 # DEPENDENCYPART_ARC
(31,25),-0.472087 # DEPENDENCYPART_ARC
(31,26),-0.141897 # DEPENDENCYPART_ARC
(31,27),-0.009965 # DEPENDENCYPART_ARC
(31,28),-1.38863 # DEPENDENCYPART_ARC
(31,29),-0.23281 # DEPENDENCYPART_ARC
(31,30),3.44756 # DEPENDENCYPART_ARC
(31,32),4.35855 # DEPENDENCYPART_ARC
(31,33),1.0803 # DEPENDENCYPART_ARC
(31,34),-0.622103 # DEPENDENCYPART_ARC
(31,35),0.124993 # DEPENDENCYPART_ARC
(31,36),-0.18611 # DEPENDENCYPART_ARC
(31,37),0.414283 # DEPENDENCYPART_ARC
(31,38),-1.02338 # DEPENDENCYPART_ARC
(31,39),-1.02082 # DEPENDENCYPART_ARC
(31,40),-1.68122 # DEPENDENCYPART_ARC
(31,41),1.79217 # DEPENDENCYPART_ARC
(32,1),-2.11874 # DEPENDENCYPART_ARC
(32,2),-2.61326 # DEPENDENCYPART_ARC
(32,3),-1.88525 # DEPENDENCYPART_ARC
(32,4),-2.94648 # DEPENDENCYPART_ARC
(32,5),-1.01886 # DEPENDENCYPART_ARC
(32,6),-2.33118 # DEPENDENCYPART_ARC
(32,7),-2.45553 # DEPENDENCYPART_ARC
(32,8),-0.749582 # DEPENDENCYPART_ARC
(32,9),-2.1272 # DEPENDENCYPART_ARC
(32,10),-0.629137 # DEPENDENCYPART_ARC
(32,11),-1.02215 # DEPENDENCYPART_ARC
(32,12),-0.984558 # DEPENDENCYPART_ARC
(32,13),-1.55652 # DEPENDENCYPART_ARC
(32,14),-1.88323 # DEPENDENCYPART_ARC
(32,15),-1.90274 # DEPENDENCYPART_ARC
(32,16),-1.50886 # DEPENDENCYPART_ARC
(32,17),-1.35287 # DEPENDENCYPART_ARC
(32,18),-1.11303 # DEPENDENCYPART_ARC
(32,19),-0.184162 # DEPENDENCYPART_ARC
(32,20),-0.0293231 # DEPENDENCYPART_ARC
(32,21),-1.10296 # DEPENDENCYPART_ARC
(32,22),-0.138639 # DEPENDENCYPART_ARC
(32,23),-0.0331198 # DEPENDENCYPART_ARC
(32,24),0.592147 # DEPENDENCYPART_ARC
(32,25),-0.750702 # DEPENDENCYPART_ARC
(32,26),-0.425572 # DEPENDENCYPART_ARC
(32,27),-0.453542 # DEPENDENCYPART_ARC
(32,28),-0.665753 # DEPENDENCYPART_ARC
(32,29),-0.0645125 # DEPENDENCYPART_ARC
(32,30),1.5749 # DEPENDENCYPART_ARC
(32,31),0.398165 # DEPENDENCYPART_ARC
(32,33),3.6527 # DEPENDENCYPART_ARC
(32,34),0.922494 # DEPENDENCYPART_ARC
(32,35),1.76969 # DEPENDENCYPART_ARC
(32,36),1.7896 # DEPENDENCYPART_ARC
(32,37),2.42717 # DEPENDENCYPART_ARC
(32,38),0.0577316 # DEPENDENCYPART_ARC
(32,39),0.508955 # DEPENDENCYPART_ARC
(32,40),1.10737 # DEPENDENCYPART_ARC
(32,41),1.59227 # DEPENDENCYPART_ARC
(33,1),-5.59268 # DEPENDENCYPART_ARC
(33,2),-4.28699 # DEPENDENCYPART_ARC
(33,3),-3.39386 # DEPENDENCYPART_ARC
(33,4),-4.73611 # DEPENDENCYPART_ARC
(33,5),-4.47116 # DEPENDENCYPART_ARC
(33,6),-3.55049 # DEPENDENCYPART_ARC
(33,7),-4.04823 # DEPENDENCYPART_ARC
(33,8),-3.58487 # DEPENDENCYPART_ARC
(33,9),-3.30903 # DEPENDENCYPART_ARC
(33,10),-3.19828 # DEPENDENCYPART_ARC
(33,11),-3.11853 # DEPENDENCYPART_ARC
(33,12),-2.63982 # DEPENDENCYPART_ARC
(33,13),-2.63222 # DEPENDENCYPART_ARC
(33,14),-2.46254 # DEPENDENCYPART_ARC
(33,15),-2.65944 # DEPENDENCYPART_ARC
(33,16),-2.14015 # DEPENDENCYPART_ARC
(33,17),-2.22095 # DEPENDENCYPART_ARC
(33,18),-2.17171 # DEPENDENCYPART_ARC
(33,19),-1.84392 # DEPENDENCYPART_ARC
(33,20),-1.61858 # DEPENDENCYPART_ARC
(33,21),-1.43759 # DEPENDENCYPART_ARC
(33,22),-1.31015 # DEPENDENCYPART_ARC
(33,23),-1.20911 # DEPENDENCYPART_ARC
(33,24),-1.10738 # DEPENDENCYPART_ARC
(33,25),-0.964747 # DEPENDENCYPART_ARC
(33,26),-0.6132 # DEPENDENCYPART_ARC
(33,27),-0.686564 # DEPENDENCYPART_ARC
(33,28),-0.804399 # DEPENDENCYPART_ARC
(33,29),-0.609374 # DEPENDENCYPART_ARC
(33,30),1.19871 # DEPENDENCYPART_ARC
(33,31),-0.155022 # DEPENDENCYPART_ARC
(33,32),0.399598 # DEPENDENCYPART_ARC
(33,34),0.817767 # DEPENDENCYPART_ARC
(33,35),2.39154 # DEPENDENCYPART_ARC
(33,36),3.31349 # DEPENDENCYPART_ARC
(33,37),0.526574 # DEPENDENCYPART_ARC
(33,38),-1.27043 # DEPENDENCYPART_ARC
(33,39),-0.559805 # DEPENDENCYPART_ARC
(33,40),0.0551013 # DEPENDENCYPART_ARC
(33,41),-0.431797 # DEPENDENCYPART_ARC
(34,1),-5.8768 # DEPENDENCYPART_ARC
(34,2),-5.15854 # DEPENDENCYPART_ARC
(34,3),-5.29345 # DEPENDENCYPART_ARC
(34,4),-5.45823 # DEPENDENCYPART_ARC
(34,5),-5.00298 # DEPENDENCYPART_ARC
(34,6),-4.55585 # DEPENDENCYPART_ARC
(34,7),-5.28577 # DEPENDENCYPART_ARC
(34,8),-4.5124 # DEPENDENCYPART_ARC
(34,9),-4.20457 # DEPENDENCYPART_ARC
(34,10),-4.78856 # DEPENDENCYPART_ARC
(34,11),-4.68998 # DEPENDENCYPART_ARC
(34,12),-3.96247 # DEPENDENCYPART_ARC
(34,13),-3.86998 # DEPENDENCYPART_ARC
(34,14),-4.15565 # DEPENDENCYPART_ARC
(34,15),-3.923 # DEPENDENCYPART_ARC
(34,16),-3.65802 # DEPENDENCYPART_ARC
(34,17),-3.47599 # DEPENDENCYPART_ARC
(34,18),-4.10863 # DEPENDENCYPART_ARC
(34,19),-3.12203 # DEPENDENCYPART_ARC
(34,20),-3.57925 # DEPENDENCYPART_ARC
(34,21),-3.16435 # DEPENDENCYPART_ARC
(34,22),-2.61991 # DEPENDENCYPART_ARC
(34,23),-3.23619 # DEPENDENCYPART_ARC
(34,24),-2.49441 # DEPENDENCYPART_ARC
(34,25),-2.83521 # DEPENDENCYPART_ARC
(34,26),-2.62126 # DEPENDENCYPART_ARC
(34,27),-2.61847 # DEPENDENCYPART_ARC
(34,28),-2.84419 # DEPENDENCYPART_ARC
(34,29),-2.31099 # DEPENDENCYPART_ARC
(34,30),-1.08979 # DEPENDENCYPART_ARC
(34,31),-1.80609 # DEPENDENCYPART_ARC
(34,32),-1.50013 # DEPENDENCYPART_ARC
(34,33),-0.255349 # DEPENDENCYPART_ARC
(34,35),0.351008 # DEPENDENCYPART_ARC
(34,36),-0.634829 # DEPENDENCYPART_ARC
(34,37),-1.42729 # DEPENDENCYPART_ARC
(34,38),-2.31025 # DEPENDENCYPART_ARC
(34,39),-2.05088 # DEPENDENCYPART_ARC
(34,40),-1.67935 # DEPENDENCYPART_ARC
(34,41),-1.98064 # DEPENDENCYPART_ARC
(35,1),-5.82157 # DEPENDENCYPART_ARC
(35,2),-13.0417 # DEPENDENCYPART_ARC
(35,3),-10.8255 # DEPENDENCYPART_ARC
(35,4),-15.3338 # DEPENDENCYPART_ARC
(35,5),-4.70373 # DEPENDENCYPART_ARC
(35,6),-13.5153 # DEPENDENCYPART_ARC
(35,7),-13.0693 # DEPENDENCYPART_ARC
(35,8),-4.15133 # DEPENDENCYPART_ARC
(35,9),-11.4408 # DEPENDENCYPART_ARC
(35,10),-5.79179 # DEPENDENCYPART_ARC
(35,11),-6.85945 # DEPENDENCYPART_ARC
(35,12),-5.18031 # DEPENDENCYPART_ARC
(35,13),-9.94321 # DEPENDENCYPART_ARC
(35,14),-10.6231 # DEPENDENCYPART_ARC
(35,15),-7.22208 # DEPENDENCYPART_ARC
(35,16),-3.71812 # DEPENDENCYPART_ARC
(35,17),-5.78166 # DEPENDENCYPART_ARC
(35,18),-8.01726 # DEPENDENCYPART_ARC
(35,19),-3.26491 # DEPENDENCYPART_ARC
(35,20),-4.41481 # DEPENDENCYPART_ARC
(35,21),-4.29529 # DEPENDENCYPART_ARC
(35,22),-2.91358 # DEPENDENCYPART_ARC
(35,23),-4.22419 # DEPENDENCYPART_ARC
(35,24),-2.69765 # DEPENDENCYPART_ARC
(35,25),-4.59583 # DEPENDENCYPART_ARC
(35,26),-2.93954 # DEPENDENCYPART_ARC
(35,27),-4.06288 # DEPENDENCYPART_ARC
(35,28),-2.14301 # DEPENDENCYPART_ARC
(35,29),-3.34818 # DEPENDENCYPART_ARC
(35,30),-0.763408 # DEPENDENCYPART_ARC
(35,31),-1.63519 # DEPENDENCYPART_ARC
(35,32),-1.27915 # DEPENDENCYPART_ARC
(35,33),0.215922 # DEPENDENCYPART_ARC
(35,34),3.24255 # DEPENDENCYPART_ARC
(35,36),0.850549 # DEPENDENCYPART_ARC
(35,37),0.434514 # DEPENDENCYPART_ARC
(35,38),-0.915269 # DEPENDENCYPART_ARC
(35,39),-0.886527 # DEPENDENCYPART_ARC
(35,40),-0.972638 # DEPENDENCYPART_ARC
(35,41),-0.655485 # DEPENDENCYPART_ARC
(36,1),-4.67435 # DEPENDENCYPART_ARC
(36,2),-10.2641 # DEPENDENCYPART_ARC
(36,3),-8.22374 # DEPENDENCYPART_ARC
(36,4),-12.9975 # DEPENDENCYPART_ARC
(36,5),-4.18473 # DEPENDENCYPART_ARC
(36,6),-10.8098 # DEPENDENCYPART_ARC
(36,7),-10.7332 # DEPENDENCYPART_ARC
(36,8),-3.06519 # DEPENDENCYPART_ARC
(36,9),-8.61263 # DEPENDENCYPART_ARC
(36,10),-3.24265 # DEPENDENCYPART_ARC
(36,11),-4.7708 # DEPENDENCYPART_ARC
(36,12),-4.1035 # DEPENDENCYPART_ARC
(36,13),-7.19519 # DEPENDENCYPART_ARC
(36,14),-8.60304 # DEPENDENCYPART_ARC
(36,15),-5.4858 # DEPENDENCYPART_ARC
(36,16),-2.37524 # DEPENDENCYPART_ARC
(36,17),-3.62331 # DEPENDENCYPART_ARC
(36,18),-5.6979 # DEPENDENCYPART_ARC
(36,19),-2.16144 # DEPENDENCYPART_ARC
(36,20),-2.07712 # DEPENDENCYPART_ARC
(36,21),-2.37638 # DEPENDENCYPART_ARC
(36,22),-1.85524 # DEPENDENCYPART_ARC
(36,23),-1.92765 # DEPENDENCYPART_ARC
(36,24),-1.67401 # DEPENDENCYPART_ARC
(36,25),-3.60754 # DEPENDENCYPART_ARC
(36,26),-1.84255 # DEPENDENCYPART_ARC
(36,27),-2.07355 # DEPENDENCYPART_ARC
(36,28),-1.0189 # DEPENDENCYPART_ARC
(36,29),-1.82221 # DEPENDENCYPART_ARC
(36,30),0.405333 # DEPENDENCYPART_ARC
(36,31),-0.382609 # DEPENDENCYPART_ARC
(36,32),0.440067 # DEPENDENCYPART_ARC
(36,33),1.01488 # DEPENDENCYPART_ARC
(36,34),4.56936 # DEPENDENCYPART_ARC
(36,35),4.44778 # DEPENDENCYPART_ARC
(36,37),2.43733 # DEPENDENCYPART_ARC
(36,38),-0.297418 # DEPENDENCYPART_ARC
(36,39),0.264225 # DEPENDENCYPART_ARC
(36,40),0.0583564 # DEPENDENCYPART_ARC
(36,41),0.359804 # DEPENDENCYPART_ARC
(37,1),-6.3272 # DEPENDENCYPART_ARC
(37,2),-4.75707 # DEPENDENCYPART_ARC
(37,3),-3.52972 # DEPENDENCYPART_ARC
(37,4),-5.75902 # DEPENDENCYPART_ARC
(37,5),-5.50738 # DEPENDENCYPART_ARC
(37,6),-4.43875 # DEPENDENCYPART_ARC
(37,7),-4.53056 # DEPENDENCYPART_ARC
(37,8),-4.04612 # DEPENDENCYPART_ARC
(37,9),-3.8676 # DEPENDENCYPART_ARC
(37,10),-3.44064 # DEPENDENCYPART_ARC
(37,11),-3.62609 # DEPENDENCYPART_ARC
(37,12),-3.46736 # DEPENDENCYPART_ARC
(37,13),-3.38882 # DEPENDENCYPART_ARC
(37,14),-2.97161 # DEPENDENCYPART_ARC
(37,15),-3.11496 # DEPENDENCYPART_ARC
(37,16),-2.86042 # DEPENDENCYPART_ARC
(37,17),-2.94063 # DEPENDENCYPART_ARC
(37,18),-2.84337 # DEPENDENCYPART_ARC
(37,19),-2.35618 # DEPENDENCYPART_ARC
(37,20),-2.0855 # DEPENDENCYPART_ARC
(37,21),-1.87653 # DEPENDENCYPART_ARC
(37,22),-1.80032 # DEPENDENCYPART_ARC
(37,23),-2.10063 # DEPENDENCYPART_ARC
(37,24),-1.9904 # DEPENDENCYPART_ARC
(37,25),-1.58722 # DEPENDENCYPART_ARC
(37,26),-1.65498 # DEPENDENCYPART_ARC
(37,27),-1.14621 # DEPENDENCYPART_ARC
(37,28),-1.73591 # DEPENDENCYPART_ARC
(37,29),-1.2688 # DEPENDENCYPART_ARC
(37,30),0.17555 # DEPENDENCYPART_ARC
(37,31),-0.826382 # DEPENDENCYPART_ARC
(37,32),-0.905081 # DEPENDENCYPART_ARC
(37,33),-0.25561 # DEPENDENCYPART_ARC
(37,34),0.0103987 # DEPENDENCYPART_ARC
(37,35),-0.295234 # DEPENDENCYPART_ARC
(37,36),-0.077311 # DEPENDENCYPART_ARC
(37,38),0.323583 # DEPENDENCYPART_ARC
(37,39),2.09773 # DEPENDENCYPART_ARC
(37,40),3.86085 # DEPENDENCYPART_ARC
(37,41),-0.473809 # DEPENDENCYPART_ARC
(38,1),-6.94057 # DEPENDENCYPART_ARC
(38,2),-6.00662 # DEPENDENCYPART_ARC
(38,3),-6.17447 # DEPENDENCYPART_ARC
