# _root_ `` The question is how long it 's going to take Barry Wright to make a contribution , '' says F. John Mirek , an analyst at Blunt Ellis Loewi in Milwaukee .
#goldHeads=20,3,4,20,6,11,8,4,8,9,10,13,11,11,14,17,15,20,20,0,23,23,20,23,26,23,26,30,30,27,30,31,20,
#predictedHeads=20,3,4,20,8,5,8,4,8,9,10,13,11,11,14,17,15,20,20,0,23,23,20,23,26,23,26,30,30,27,30,31,20,
(31,28),-0.163746 # DEPENDENCYPART_ARC
(31,29),-0.519362 # DEPENDENCYPART_ARC
(31,30),-0.0487105 # DEPENDENCYPART_ARC
(31,32),4.11835 # DEPENDENCYPART_ARC
(31,33),0.112583 # DEPENDENCYPART_ARC
(32,1),-4.11512 # DEPENDENCYPART_ARC
(32,2),-5.66336 # DEPENDENCYPART_ARC
(32,3),-6.71747 # DEPENDENCYPART_ARC
(32,4),-6.15366 # DEPENDENCYPART_ARC
(32,5),-4.72465 # DEPENDENCYPART_ARC
(32,6),-5.82393 # DEPENDENCYPART_ARC
(32,7),-4.18706 # DEPENDENCYPART_ARC
(32,8),-5.62693 # DEPENDENCYPART_ARC
(32,9),-3.64298 # DEPENDENCYPART_ARC
(32,10),-5.17857 # DEPENDENCYPART_ARC
(32,11),-4.1438 # DEPENDENCYPART_ARC
(32,12),-5.81407 # DEPENDENCYPART_ARC
(32,13),-6.88003 # DEPENDENCYPART_ARC
(32,14),-4.52629 # DEPENDENCYPART_ARC
(32,15),-3.58751 # DEPENDENCYPART_ARC
(32,16),-3.37036 # DEPENDENCYPART_ARC
(32,17),-4.93273 # DEPENDENCYPART_ARC
(32,18),-4.72304 # DEPENDENCYPART_ARC
(32,19),-3.41005 # DEPENDENCYPART_ARC
(32,20),-3.91932 # DEPENDENCYPART_ARC
(32,21),-2.59814 # DEPENDENCYPART_ARC
(32,22),-1.91574 # DEPENDENCYPART_ARC
(32,23),-3.08163 # DEPENDENCYPART_ARC
(32,24),-2.72868 # DEPENDENCYPART_ARC
(32,25),-1.05151 # DEPENDENCYPART_ARC
(32,26),-2.30672 # DEPENDENCYPART_ARC
(32,27),-1.78181 # DEPENDENCYPART_ARC
(32,28),1.10272 # DEPENDENCYPART_ARC
(32,29),0.988114 # DEPENDENCYPART_ARC
(32,30),0.525111 # DEPENDENCYPART_ARC
(32,31),1.24677 # DEPENDENCYPART_ARC
(32,33),-0.0520128 # DEPENDENCYPART_ARC
(33,1),-3.38569 # DEPENDENCYPART_ARC
(33,2),-3.69129 # DEPENDENCYPART_ARC
(33,3),-3.02587 # DEPENDENCYPART_ARC
(33,4),-3.88444 # DEPENDENCYPART_ARC
(33,5),-2.81368 # DEPENDENCYPART_ARC
(33,6),-3.47596 # DEPENDENCYPART_ARC
(33,7),-1.34458 # DEPENDENCYPART_ARC
(33,8),-2.76573 # DEPENDENCYPART_ARC
(33,9),-2.16096 # DEPENDENCYPART_ARC
(33,10),-3.08403 # DEPENDENCYPART_ARC
(33,11),-2.65683 # DEPENDENCYPART_ARC
(33,12),-2.38605 # DEPENDENCYPART_ARC
(33,13),-2.35537 # DEPENDENCYPART_ARC
(33,14),-2.56756 # DEPENDENCYPART_ARC
(33,15),-2.32755 # DEPENDENCYPART_ARC
(33,16),-2.33704 # DEPENDENCYPART_ARC
(33,17),-2.08888 # DEPENDENCYPART_ARC
(33,18),-1.42256 # DEPENDENCYPART_ARC
(33,19),-1.89084 # DEPENDENCYPART_ARC
(33,20),-0.685765 # DEPENDENCYPART_ARC
(33,21),-1.49794 # DEPENDENCYPART_ARC
(33,22),-1.44169 # DEPENDENCYPART_ARC
(33,23),-1.60254 # DEPENDENCYPART_ARC
(33,24),-0.680036 # DEPENDENCYPART_ARC
(33,25),-0.967752 # DEPENDENCYPART_ARC
(33,26),-1.37324 # DEPENDENCYPART_ARC
(33,27),-0.832463 # DEPENDENCYPART_ARC
(33,28),-1.27157 # DEPENDENCYPART_ARC
(33,29),-1.08989 # DEPENDENCYPART_ARC
(33,30),-0.950642 # DEPENDENCYPART_ARC
(33,31),-1.14192 # DEPENDENCYPART_ARC
(33,32),-0.92062 # DEPENDENCYPART_ARC
